packet_id,packet_hash_hex,packet_hash_decimal,scene_path,placement_root,object_name,source_prefab,authoring_component,serialized_field,discovery_id,display_name,local_position,local_euler,local_scale,depth_band,zone_tag,placement_note
P001_CRASH_SHELF,0xBBDE0731,3151890225,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P001_CRASH_SHELF,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_field__field.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p001_crash_shelf,Crash shelf debris,-7.8|1.05|22.8,0|18|0,0.72|0.72|0.72,shallows,crash_shelf,first trapped-arrival physical proof
P182_HECTON8_ORBITAL_HAZARD_TABLE,0x21B21DAC,565321132,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P182_HECTON8_ORBITAL_HAZARD_TABLE,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p182_hecton8_orbital_hazard_table,HECTON-8 Orbital Hazard Table,-10.00|1.10|102.00,0|17|0,0.82|0.82|0.82,orbital,aegir_public_atlas,planned cold AppliedLore anchor for P182_HECTON8_ORBITAL_HAZARD_TABLE; scene placement pass pending
P183_AEGIR_MOON_LEDGER_ROLE_TABLE,0xEAED0522,3941401890,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P183_AEGIR_MOON_LEDGER_ROLE_TABLE,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p183_aegir_moon_ledger_role_table,Aegir Moon Ledger Role Table,-2.00|1.10|102.00,0|34|0,0.82|0.82|0.82,orbital,aegir_public_atlas,planned cold AppliedLore anchor for P183_AEGIR_MOON_LEDGER_ROLE_TABLE; scene placement pass pending
P184_RAN_AEGIR_EPHEMERIS_TUNING_RULE,0x71A9C3F5,1906951157,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P184_RAN_AEGIR_EPHEMERIS_TUNING_RULE,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p184_ran_aegir_ephemeris_tuning_rule,Ran Aegir Ephemeris Tuning Rule,6.00|1.10|102.00,0|51|0,0.82|0.82|0.82,orbital,aegir_public_atlas,planned cold AppliedLore anchor for P184_RAN_AEGIR_EPHEMERIS_TUNING_RULE; scene placement pass pending
P185_MOON_ROUTE_ARTICLE_SPOILER_BOUNDARY,0x3E6624FC,1046881532,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P185_MOON_ROUTE_ARTICLE_SPOILER_BOUNDARY,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p185_moon_route_article_spoiler_boundary,Moon Route Article Spoiler Boundary,14.00|1.10|102.00,0|68|0,0.82|0.82|0.82,orbital,aegir_public_atlas,planned cold AppliedLore anchor for P185_MOON_ROUTE_ARTICLE_SPOILER_BOUNDARY; scene placement pass pending
P186_TRUE_CAUSE_KNOWLEDGE_TIERS,0x7FB8782C,2142795820,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P186_TRUE_CAUSE_KNOWLEDGE_TIERS,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p186_true_cause_knowledge_tiers,True Cause Knowledge Tiers,-18.00|1.10|109.50,0|0|0,0.82|0.82|0.82,industrial_shelf,deep_reach_liability,planned cold AppliedLore anchor for P186_TRUE_CAUSE_KNOWLEDGE_TIERS; scene placement pass pending
P187_LIABILITY_MEMO_FRAGMENT_CHAIN,0x99099629,2567542313,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P187_LIABILITY_MEMO_FRAGMENT_CHAIN,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p187_liability_memo_fragment_chain,Liability Memo Fragment Chain,-10.00|1.10|109.50,0|17|0,0.82|0.82|0.82,industrial_shelf,deep_reach_liability,planned cold AppliedLore anchor for P187_LIABILITY_MEMO_FRAGMENT_CHAIN; scene placement pass pending
P188_SIGNOFF_WITNESS_CONFLICT,0xD89309FE,3633515006,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P188_SIGNOFF_WITNESS_CONFLICT,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p188_signoff_witness_conflict,Signoff Witness Conflict,-2.00|1.10|109.50,0|34|0,0.82|0.82|0.82,industrial_shelf,deep_reach_liability,planned cold AppliedLore anchor for P188_SIGNOFF_WITNESS_CONFLICT; scene placement pass pending
P189_SUBOFFICE_PERSONNEL_SEEDS,0xA7CA190A,2815039754,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P189_SUBOFFICE_PERSONNEL_SEEDS,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p189_suboffice_personnel_seeds,Suboffice Personnel Seeds,6.00|1.10|109.50,0|51|0,0.82|0.82|0.82,industrial_shelf,deep_reach_liability,planned cold AppliedLore anchor for P189_SUBOFFICE_PERSONNEL_SEEDS; scene placement pass pending
P190_FALSE_PUBLIC_REPORT_PACKET,0x1A11D429,437376041,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P190_FALSE_PUBLIC_REPORT_PACKET,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p190_false_public_report_packet,False Public Report Packet,14.00|1.10|109.50,0|68|0,0.82|0.82|0.82,industrial_shelf,deep_reach_liability,planned cold AppliedLore anchor for P190_FALSE_PUBLIC_REPORT_PACKET; scene placement pass pending
P191_FINAL_QUESTION_CRIME_SCENE_SALE,0x10B6851C,280397084,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P191_FINAL_QUESTION_CRIME_SCENE_SALE,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p191_final_question_crime_scene_sale,Final Question Crime Scene Sale,-18.00|1.10|117.00,0|0|0,0.82|0.82|0.82,atlas_basin,atlas_basin,planned cold AppliedLore anchor for P191_FINAL_QUESTION_CRIME_SCENE_SALE; scene placement pass pending
P192_FINAL_QUESTION_BROKEN_GUARDIAN,0xC9B8A06D,3384320109,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P192_FINAL_QUESTION_BROKEN_GUARDIAN,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p192_final_question_broken_guardian,Final Question Broken Guardian,-10.00|1.10|117.00,0|17|0,0.82|0.82|0.82,atlas_basin,atlas_basin,planned cold AppliedLore anchor for P192_FINAL_QUESTION_BROKEN_GUARDIAN; scene placement pass pending
P193_FINAL_QUESTION_PUBLIC_TRUTH_LOST_CONTROL,0x957E0631,2508064305,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P193_FINAL_QUESTION_PUBLIC_TRUTH_LOST_CONTROL,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p193_final_question_public_truth_lost_control,Final Question Public Truth Lost Control,-2.00|1.10|117.00,0|34|0,0.82|0.82|0.82,atlas_basin,atlas_basin,planned cold AppliedLore anchor for P193_FINAL_QUESTION_PUBLIC_TRUTH_LOST_CONTROL; scene placement pass pending
P194_FINAL_QUESTION_SEVERANCE_MERCY_THEFT,0xF63DE7A1,4131252129,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P194_FINAL_QUESTION_SEVERANCE_MERCY_THEFT,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p194_final_question_severance_mercy_theft,Final Question Severance Mercy Theft,6.00|1.10|117.00,0|51|0,0.82|0.82|0.82,atlas_basin,atlas_basin,planned cold AppliedLore anchor for P194_FINAL_QUESTION_SEVERANCE_MERCY_THEFT; scene placement pass pending
P195_BEST_ENDING_NO_CLEAN_HANDS,0xC6F7BE84,3338124932,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P195_BEST_ENDING_NO_CLEAN_HANDS,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p195_best_ending_no_clean_hands,Best Ending No Clean Hands,14.00|1.10|117.00,0|68|0,0.82|0.82|0.82,atlas_basin,atlas_basin,planned cold AppliedLore anchor for P195_BEST_ENDING_NO_CLEAN_HANDS; scene placement pass pending
P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT,0xC8CE0DDE,3368947166,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p196_resource_table_placeholder_contract,Resource Table Placeholder Contract,-18.00|1.10|124.50,0|0|0,0.82|0.82|0.82,meta,tuning_contracts,planned cold AppliedLore anchor for P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT; scene placement pass pending
P197_ESCAPE_RECIPE_BALANCE_BANDS,0x6097514B,1620529483,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P197_ESCAPE_RECIPE_BALANCE_BANDS,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p197_escape_recipe_balance_bands,Escape Recipe Balance Bands,-10.00|1.10|124.50,0|17|0,0.82|0.82|0.82,meta,tuning_contracts,planned cold AppliedLore anchor for P197_ESCAPE_RECIPE_BALANCE_BANDS; scene placement pass pending
P198_RISK_REWARD_TABLE_BANDS,0x44F743B3,1157055411,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P198_RISK_REWARD_TABLE_BANDS,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p198_risk_reward_table_bands,Risk Reward Table Bands,-2.00|1.10|124.50,0|34|0,0.82|0.82|0.82,meta,tuning_contracts,planned cold AppliedLore anchor for P198_RISK_REWARD_TABLE_BANDS; scene placement pass pending
P199_INVENTORY_STACK_TUNING_RULE,0x5554406F,1431584879,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P199_INVENTORY_STACK_TUNING_RULE,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p199_inventory_stack_tuning_rule,Inventory Stack Tuning Rule,6.00|1.10|124.50,0|51|0,0.82|0.82|0.82,meta,tuning_contracts,planned cold AppliedLore anchor for P199_INVENTORY_STACK_TUNING_RULE; scene placement pass pending
P200_NATIVE_LOCALIZATION_PASS_CONTRACT,0x92C28A5A,2462222938,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P200_NATIVE_LOCALIZATION_PASS_CONTRACT,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p200_native_localization_pass_contract,Native Localization Pass Contract,14.00|1.10|124.50,0|68|0,0.82|0.82|0.82,meta,tuning_contracts,planned cold AppliedLore anchor for P200_NATIVE_LOCALIZATION_PASS_CONTRACT; scene placement pass pending
P201_CONTRACT_CONTINUITY_DESK_SIGNATURES,0xFE2AAE8C,4264210060,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P201_CONTRACT_CONTINUITY_DESK_SIGNATURES,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p201_contract_continuity_desk_signatures,Contract Continuity Desk Signatures,14.00|1.10|297.00,0|68|0,0.82|0.82|0.82,industrial_shelf,deep_reach_suboffice_signatures,planned cold AppliedLore anchor for P201_CONTRACT_CONTINUITY_DESK_SIGNATURES; scene placement pass pending
P202_PACKET_NOTARY_INTERFACE_SIGNATURES,0x51BC1384,1371280260,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P202_PACKET_NOTARY_INTERFACE_SIGNATURES,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p202_packet_notary_interface_signatures,Packet Notary Interface Signatures,-18.00|1.10|304.50,0|0|0,0.82|0.82|0.82,industrial_shelf,deep_reach_suboffice_signatures,planned cold AppliedLore anchor for P202_PACKET_NOTARY_INTERFACE_SIGNATURES; scene placement pass pending
P203_QUARANTINE_REVIEW_GATE_SIGNATURES,0x1DF11C7C,502340732,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P203_QUARANTINE_REVIEW_GATE_SIGNATURES,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p203_quarantine_review_gate_signatures,Quarantine Review Gate Signatures,-10.00|1.10|304.50,0|17|0,0.82|0.82|0.82,industrial_shelf,deep_reach_suboffice_signatures,planned cold AppliedLore anchor for P203_QUARANTINE_REVIEW_GATE_SIGNATURES; scene placement pass pending
P204_ASSET_SILENCE_BOARD_SIGNATURES,0xC820A11F,3357581599,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P204_ASSET_SILENCE_BOARD_SIGNATURES,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p204_asset_silence_board_signatures,Asset Silence Board Signatures,-2.00|1.10|304.50,0|34|0,0.82|0.82|0.82,industrial_shelf,deep_reach_suboffice_signatures,planned cold AppliedLore anchor for P204_ASSET_SILENCE_BOARD_SIGNATURES; scene placement pass pending
P205_RETURN_ACTION_QUEUE_SIGNATURES,0x19D3F71C,433321756,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P205_RETURN_ACTION_QUEUE_SIGNATURES,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p205_return_action_queue_signatures,Return Action Queue Signatures,6.00|1.10|304.50,0|51|0,0.82|0.82|0.82,industrial_shelf,deep_reach_suboffice_signatures,planned cold AppliedLore anchor for P205_RETURN_ACTION_QUEUE_SIGNATURES; scene placement pass pending
P206_WORKER_ROSTER_SIZE_RULE,0xFEB045F9,4272965113,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P206_WORKER_ROSTER_SIZE_RULE,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p206_worker_roster_size_rule,Worker Roster Size Rule,14.00|1.10|304.50,0|68|0,0.82|0.82|0.82,industrial_shelf,colony_roster_pool,planned cold AppliedLore anchor for P206_WORKER_ROSTER_SIZE_RULE; scene placement pass pending
P207_PRESSURE_CREW_ARCHETYPE_TABLE,0xA8E032DB,2833265371,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P207_PRESSURE_CREW_ARCHETYPE_TABLE,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p207_pressure_crew_archetype_table,Pressure Crew Archetype Table,-18.00|1.10|312.00,0|0|0,0.82|0.82|0.82,industrial_shelf,colony_roster_pool,planned cold AppliedLore anchor for P207_PRESSURE_CREW_ARCHETYPE_TABLE; scene placement pass pending
P208_ANCHOR_WORKER_NAME_SET_A,0x8A1924A5,2316903589,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P208_ANCHOR_WORKER_NAME_SET_A,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p208_anchor_worker_name_set_a,Anchor Worker Name Set A,-10.00|1.10|312.00,0|17|0,0.82|0.82|0.82,industrial_shelf,colony_roster_pool,planned cold AppliedLore anchor for P208_ANCHOR_WORKER_NAME_SET_A; scene placement pass pending
P209_ANCHOR_WORKER_NAME_SET_B,0xE432C811,3828533265,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P209_ANCHOR_WORKER_NAME_SET_B,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p209_anchor_worker_name_set_b,Anchor Worker Name Set B,-2.00|1.10|312.00,0|34|0,0.82|0.82|0.82,industrial_shelf,colony_roster_pool,planned cold AppliedLore anchor for P209_ANCHOR_WORKER_NAME_SET_B; scene placement pass pending
P210_SEED_ROLE_NAME_GRAMMAR,0x317C658D,830236045,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P210_SEED_ROLE_NAME_GRAMMAR,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p210_seed_role_name_grammar,Seed Role Name Grammar,6.00|1.10|312.00,0|51|0,0.82|0.82|0.82,industrial_shelf,colony_roster_pool,planned cold AppliedLore anchor for P210_SEED_ROLE_NAME_GRAMMAR; scene placement pass pending
P211_LOCKER_PROP_VARIANT_MATRIX,0xFFCA71B8,4291457464,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P211_LOCKER_PROP_VARIANT_MATRIX,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p211_locker_prop_variant_matrix,Locker Prop Variant Matrix,14.00|1.10|312.00,0|68|0,0.82|0.82|0.82,industrial_shelf,worker_prop_evidence,planned cold AppliedLore anchor for P211_LOCKER_PROP_VARIANT_MATRIX; scene placement pass pending
P212_TRIAGE_LEDGER_PROP_VARIANTS,0x849D0DDC,2224885212,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P212_TRIAGE_LEDGER_PROP_VARIANTS,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p212_triage_ledger_prop_variants,Triage Ledger Prop Variants,-18.00|1.10|319.50,0|0|0,0.82|0.82|0.82,industrial_shelf,worker_prop_evidence,planned cold AppliedLore anchor for P212_TRIAGE_LEDGER_PROP_VARIANTS; scene placement pass pending
P213_ROUTE_PERMISSION_STAMP_SET,0x1F5B91AE,526094766,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P213_ROUTE_PERMISSION_STAMP_SET,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p213_route_permission_stamp_set,Route Permission Stamp Set,-10.00|1.10|319.50,0|17|0,0.82|0.82|0.82,industrial_shelf,worker_prop_evidence,planned cold AppliedLore anchor for P213_ROUTE_PERMISSION_STAMP_SET; scene placement pass pending
P214_MARAUDER_CORRECTION_MARK_RULES,0xEA3E10F9,3929936121,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P214_MARAUDER_CORRECTION_MARK_RULES,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p214_marauder_correction_mark_rules,Marauder Correction Mark Rules,-2.00|1.10|319.50,0|34|0,0.82|0.82|0.82,industrial_shelf,worker_prop_evidence,planned cold AppliedLore anchor for P214_MARAUDER_CORRECTION_MARK_RULES; scene placement pass pending
P215_AUDIO_FRAGMENT_PROP_RULES,0xF54A156F,4115273071,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P215_AUDIO_FRAGMENT_PROP_RULES,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p215_audio_fragment_prop_rules,Audio Fragment Prop Rules,6.00|1.10|319.50,0|51|0,0.82|0.82|0.82,industrial_shelf,worker_prop_evidence,planned cold AppliedLore anchor for P215_AUDIO_FRAGMENT_PROP_RULES; scene placement pass pending
P216_PUBLIC_SITE_ARTICLE_TIER_RULES,0x3FBFC7CC,1069533132,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P216_PUBLIC_SITE_ARTICLE_TIER_RULES,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p216_public_site_article_tier_rules,Public Site Article Tier Rules,14.00|1.10|319.50,0|68|0,0.82|0.82|0.82,meta,publication_protocol,planned cold AppliedLore anchor for P216_PUBLIC_SITE_ARTICLE_TIER_RULES; scene placement pass pending
P217_IN_GAME_WIKI_UNLOCK_TIER_RULES,0xE7DBA195,3889930645,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P217_IN_GAME_WIKI_UNLOCK_TIER_RULES,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p217_in_game_wiki_unlock_tier_rules,In-Game Wiki Unlock Tier Rules,-18.00|1.10|327.00,0|0|0,0.82|0.82|0.82,meta,publication_protocol,planned cold AppliedLore anchor for P217_IN_GAME_WIKI_UNLOCK_TIER_RULES; scene placement pass pending
P218_AUDIO_TRANSCRIPT_CENSOR_RULES,0x85C57B55,2244311893,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P218_AUDIO_TRANSCRIPT_CENSOR_RULES,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_debris_scatter__crate.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p218_audio_transcript_censor_rules,Audio Transcript Censor Rules,-10.00|1.10|327.00,0|17|0,0.82|0.82|0.82,meta,publication_protocol,planned cold AppliedLore anchor for P218_AUDIO_TRANSCRIPT_CENSOR_RULES; scene placement pass pending
P219_ART_BRIEF_RELEASE_GATE_RULES,0x3B6921A4,996745636,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P219_ART_BRIEF_RELEASE_GATE_RULES,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p219_art_brief_release_gate_rules,Art Brief Release Gate Rules,-2.00|1.10|327.00,0|34|0,0.82|0.82|0.82,meta,publication_protocol,planned cold AppliedLore anchor for P219_ART_BRIEF_RELEASE_GATE_RULES; scene placement pass pending
P220_NATIVE_LANGUAGE_BACKLOG_RULES,0x91CCFD70,2446130544,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P220_NATIVE_LANGUAGE_BACKLOG_RULES,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p220_native_language_backlog_rules,Native Language Backlog Rules,6.00|1.10|327.00,0|51|0,0.82|0.82|0.82,meta,publication_protocol,planned cold AppliedLore anchor for P220_NATIVE_LANGUAGE_BACKLOG_RULES; scene placement pass pending
P221_PHOTIC_MAT_BASELINE,0x38730675,947062389,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P221_PHOTIC_MAT_BASELINE,Assets/_Project/Prefabs/Construction/Final/PFB_Module_Corridor.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p221_photic_mat_baseline,Photic Mat Baseline,14.00|1.10|327.00,0|68|0,0.82|0.82|0.82,photic_shelf,photic_shelf_ecology,planned cold AppliedLore anchor for P221_PHOTIC_MAT_BASELINE; scene placement pass pending
P222_GLASS_GRAZER_SCHOOLS,0x39EE086E,971901038,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P222_GLASS_GRAZER_SCHOOLS,Assets/_Project/Prefabs/Construction/Final/PFB_Module_ServicePump.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p222_glass_grazer_schools,Glass Grazer Schools,-18.00|1.10|334.50,0|0|0,0.82|0.82|0.82,photic_shelf,photic_shelf_ecology,planned cold AppliedLore anchor for P222_GLASS_GRAZER_SCHOOLS; scene placement pass pending
P223_LANTERN_DRIFT_BLOOM,0xB6A78BA3,3064433571,Assets/_Project/Scenes/02_HECTON_WORLD.unity,__APPLIED_LORE_SCENE_PLACEMENT,AL_DISC_P223_LANTERN_DRIFT_BLOOM,Assets/_Project/Prefabs/WorldProceduralProxy/PFB_family_pocket_resource__cache.prefab,NarrativeDiscovery,appliedLorePacketHash,applied_lore_p223_lantern_drift_bloom,Lantern Drift Bloom,-10.00|1.10|334.50,0|17|0,0.82|0.82|0.82,photic_shelf,photic_shelf_ecology,planned cold AppliedLore anchor for P223_LANTERN_DRIFT_BLOOM; scene placement pass pending
