packet_id,loc_id,locale,source_voice,subtitle_text,target_duration_seconds,caption_priority,source_noise,rtl_or_cjk_note,review_status
P416_ROUTE_BEACON_SALT_CORROSION,P416_ROUTE_BEACON_SALT_CORROSION_nl_NL,nl_NL,Automated Broadcast,[NL] Playback: Route Beacon Salt Corrosion. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P416_ROUTE_BEACON_SALT_CORROSION,P416_ROUTE_BEACON_SALT_CORROSION_pl_PL,pl_PL,Automated Broadcast,[PL] Playback: Route Beacon Salt Corrosion. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P416_ROUTE_BEACON_SALT_CORROSION,P416_ROUTE_BEACON_SALT_CORROSION_pt_BR,pt_BR,Automated Broadcast,[PT] Playback: Route Beacon Salt Corrosion. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P416_ROUTE_BEACON_SALT_CORROSION,P416_ROUTE_BEACON_SALT_CORROSION_ru_RU,ru_RU,Automated Broadcast,Playback: Route Beacon Salt Corrosion. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P416_ROUTE_BEACON_SALT_CORROSION,P416_ROUTE_BEACON_SALT_CORROSION_uk_UA,uk_UA,Automated Broadcast,[UK] Playback: Route Beacon Salt Corrosion. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P416_ROUTE_BEACON_SALT_CORROSION,P416_ROUTE_BEACON_SALT_CORROSION_zh_CN,zh_CN,Automated Broadcast,[ZH] Playback: Route Beacon Salt Corrosion. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_en_US,en_US,Automated Broadcast,Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_ar_SA,ar_SA,Automated Broadcast,[AR] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_de_DE,de_DE,Automated Broadcast,[DE] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_es_ES,es_ES,Automated Broadcast,[ES] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_fr_FR,fr_FR,Automated Broadcast,[FR] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_he_IL,he_IL,Automated Broadcast,[HE] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_id_ID,id_ID,Automated Broadcast,[ID] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_ja_JP,ja_JP,Automated Broadcast,[JA] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_ko_KR,ko_KR,Automated Broadcast,[KO] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_nl_NL,nl_NL,Automated Broadcast,[NL] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_pl_PL,pl_PL,Automated Broadcast,[PL] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_pt_BR,pt_BR,Automated Broadcast,[PT] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_ru_RU,ru_RU,Automated Broadcast,Playback: Мародер Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_uk_UA,uk_UA,Automated Broadcast,[UK] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P417_MARAUDER_RECOVERY_NOTE_01,P417_MARAUDER_RECOVERY_NOTE_01_zh_CN,zh_CN,Automated Broadcast,[ZH] Playback: Marauder Recovery Note 01. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_en_US,en_US,Automated Broadcast,Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_ar_SA,ar_SA,Automated Broadcast,[AR] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_de_DE,de_DE,Automated Broadcast,[DE] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_es_ES,es_ES,Automated Broadcast,[ES] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_fr_FR,fr_FR,Automated Broadcast,[FR] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_he_IL,he_IL,Automated Broadcast,[HE] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_id_ID,id_ID,Automated Broadcast,[ID] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_ja_JP,ja_JP,Automated Broadcast,[JA] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_ko_KR,ko_KR,Automated Broadcast,[KO] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_nl_NL,nl_NL,Automated Broadcast,[NL] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_pl_PL,pl_PL,Automated Broadcast,[PL] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_pt_BR,pt_BR,Automated Broadcast,[PT] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_ru_RU,ru_RU,Automated Broadcast,Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_uk_UA,uk_UA,Automated Broadcast,[UK] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P418_BARNARD_YARDS_PROCEDURE_TRACE,P418_BARNARD_YARDS_PROCEDURE_TRACE_zh_CN,zh_CN,Automated Broadcast,[ZH] Playback: Barnard Yards Procedure Trace. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_en_US,en_US,Automated Broadcast,Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_ar_SA,ar_SA,Automated Broadcast,[AR] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_de_DE,de_DE,Automated Broadcast,[DE] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_es_ES,es_ES,Automated Broadcast,[ES] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_fr_FR,fr_FR,Automated Broadcast,[FR] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_he_IL,he_IL,Automated Broadcast,[HE] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_id_ID,id_ID,Automated Broadcast,[ID] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_ja_JP,ja_JP,Automated Broadcast,[JA] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_ko_KR,ko_KR,Automated Broadcast,[KO] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_nl_NL,nl_NL,Automated Broadcast,[NL] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_pl_PL,pl_PL,Automated Broadcast,[PL] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_pt_BR,pt_BR,Automated Broadcast,[PT] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_ru_RU,ru_RU,Automated Broadcast,Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_uk_UA,uk_UA,Automated Broadcast,[UK] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P419_BLUE_DEBT_SAMPLE_BAG_WARNING,P419_BLUE_DEBT_SAMPLE_BAG_WARNING_zh_CN,zh_CN,Automated Broadcast,[ZH] Playback: Blue Debt Sample Bag Warning. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_en_US,en_US,Automated Broadcast,Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_ar_SA,ar_SA,Automated Broadcast,[AR] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_de_DE,de_DE,Automated Broadcast,[DE] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_es_ES,es_ES,Automated Broadcast,[ES] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_fr_FR,fr_FR,Automated Broadcast,[FR] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_he_IL,he_IL,Automated Broadcast,[HE] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_id_ID,id_ID,Automated Broadcast,[ID] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_ja_JP,ja_JP,Automated Broadcast,[JA] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_ko_KR,ko_KR,Automated Broadcast,[KO] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_nl_NL,nl_NL,Automated Broadcast,[NL] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_pl_PL,pl_PL,Automated Broadcast,[PL] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_pt_BR,pt_BR,Automated Broadcast,[PT] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_ru_RU,ru_RU,Automated Broadcast,Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_uk_UA,uk_UA,Automated Broadcast,[UK] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P420_SERVICE_CANYON_CUT_PANEL,P420_SERVICE_CANYON_CUT_PANEL_zh_CN,zh_CN,Automated Broadcast,[ZH] Playback: Service Canyon Cut Panel. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_en_US,en_US,Automated Broadcast,Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_ar_SA,ar_SA,Automated Broadcast,[AR] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_de_DE,de_DE,Automated Broadcast,[DE] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_es_ES,es_ES,Automated Broadcast,[ES] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_fr_FR,fr_FR,Automated Broadcast,[FR] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_he_IL,he_IL,Automated Broadcast,[HE] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_id_ID,id_ID,Automated Broadcast,[ID] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_ja_JP,ja_JP,Automated Broadcast,[JA] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_ko_KR,ko_KR,Automated Broadcast,[KO] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_nl_NL,nl_NL,Automated Broadcast,[NL] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_pl_PL,pl_PL,Automated Broadcast,[PL] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_pt_BR,pt_BR,Automated Broadcast,[PT] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_ru_RU,ru_RU,Automated Broadcast,Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_uk_UA,uk_UA,Automated Broadcast,[UK] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P421_BRINE_CANYON_DENSITY_LADDER,P421_BRINE_CANYON_DENSITY_LADDER_zh_CN,zh_CN,Automated Broadcast,[ZH] Playback: Brine Canyon Density Ladder. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_en_US,en_US,Automated Broadcast,Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_ar_SA,ar_SA,Automated Broadcast,[AR] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_de_DE,de_DE,Automated Broadcast,[DE] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_es_ES,es_ES,Automated Broadcast,[ES] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_fr_FR,fr_FR,Automated Broadcast,[FR] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_he_IL,he_IL,Automated Broadcast,[HE] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_id_ID,id_ID,Automated Broadcast,[ID] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_ja_JP,ja_JP,Automated Broadcast,[JA] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_ko_KR,ko_KR,Automated Broadcast,[KO] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_nl_NL,nl_NL,Automated Broadcast,[NL] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_pl_PL,pl_PL,Automated Broadcast,[PL] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_pt_BR,pt_BR,Automated Broadcast,[PT] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_ru_RU,ru_RU,Automated Broadcast,Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_uk_UA,uk_UA,Automated Broadcast,[UK] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P422_VENT_FORGE_THERMAL_LEDGER,P422_VENT_FORGE_THERMAL_LEDGER_zh_CN,zh_CN,Automated Broadcast,[ZH] Playback: Vent Forge Thermal Ledger. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P423_RELAY_SPINE_ACOUSTIC_DRIFT,P423_RELAY_SPINE_ACOUSTIC_DRIFT_en_US,en_US,Automated Broadcast,Playback: Relay Spine Acoustic Drift. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P423_RELAY_SPINE_ACOUSTIC_DRIFT,P423_RELAY_SPINE_ACOUSTIC_DRIFT_ar_SA,ar_SA,Automated Broadcast,[AR] Playback: Relay Spine Acoustic Drift. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P423_RELAY_SPINE_ACOUSTIC_DRIFT,P423_RELAY_SPINE_ACOUSTIC_DRIFT_de_DE,de_DE,Automated Broadcast,[DE] Playback: Relay Spine Acoustic Drift. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P423_RELAY_SPINE_ACOUSTIC_DRIFT,P423_RELAY_SPINE_ACOUSTIC_DRIFT_es_ES,es_ES,Automated Broadcast,[ES] Playback: Relay Spine Acoustic Drift. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P423_RELAY_SPINE_ACOUSTIC_DRIFT,P423_RELAY_SPINE_ACOUSTIC_DRIFT_fr_FR,fr_FR,Automated Broadcast,[FR] Playback: Relay Spine Acoustic Drift. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P423_RELAY_SPINE_ACOUSTIC_DRIFT,P423_RELAY_SPINE_ACOUSTIC_DRIFT_he_IL,he_IL,Automated Broadcast,[HE] Playback: Relay Spine Acoustic Drift. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P423_RELAY_SPINE_ACOUSTIC_DRIFT,P423_RELAY_SPINE_ACOUSTIC_DRIFT_id_ID,id_ID,Automated Broadcast,[ID] Playback: Relay Spine Acoustic Drift. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
P423_RELAY_SPINE_ACOUSTIC_DRIFT,P423_RELAY_SPINE_ACOUSTIC_DRIFT_ja_JP,ja_JP,Automated Broadcast,[JA] Playback: Relay Spine Acoustic Drift. Proceed with caution. Lien deduction active.,4.5,High,Static crackle,Check wrapping,Pending
