packet_id,article_id,loc_namespace,loc_id,locale,status,surface,title,scanner_short,codex_short,audio_subtitle,terminal_summary,notes
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_id_ID,id_ID,draft_machine_or_llm,pump_terminal,[ID] P-63 Pump Room Receipt,[ID] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[ID] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[ID] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[ID] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ja_JP,ja_JP,draft_machine_or_llm,pump_terminal,[JA] P-63 Pump Room Receipt,[JA] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[JA] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[JA] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[JA] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ko_KR,ko_KR,draft_machine_or_llm,pump_terminal,[KO] P-63 Pump Room Receipt,[KO] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[KO] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[KO] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[KO] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_nl_NL,nl_NL,draft_machine_or_llm,pump_terminal,[NL] P-63 Pump Room Receipt,[NL] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[NL] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[NL] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[NL] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,Expansion risk
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_pl_PL,pl_PL,draft_machine_or_llm,pump_terminal,[PL] P-63 Pump Room Receipt,[PL] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[PL] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[PL] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[PL] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,Expansion risk
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_pt_BR,pt_BR,draft_machine_or_llm,pump_terminal,[PT] P-63 Pump Room Receipt,[PT] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[PT] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[PT] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[PT] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ru_RU,ru_RU,draft_machine_or_llm,pump_terminal,Квитанция насосной станции P-63,Ручная трюмная помпа. Состояние рабочее. Сильные минеральные отложения.,Насосная станция Мелководной пристройки. Ручной водоотливной комплект рассчитан только на локальную откачку. В подключенном полевом фабрикаторе P-63 достаточно базового материала для печати прокладок и хомутов — если у вас есть чертежи.,[Скрежет шестерен] Насос 3 запущен. Откачка объема воды из шлюза пристройки.,MAINT_LOG_44: Фабрикатор P-63 авторизован для печати базовой гермоленты и хомутов. Все остальные схемы заблокированы Службой непрерывности «Дип Рич». Причина: Удержание активов.,Expansion risk
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_uk_UA,uk_UA,draft_machine_or_llm,pump_terminal,[UK] P-63 Pump Room Receipt,[UK] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[UK] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[UK] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[UK] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,Expansion risk
P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_ARTICLE,LORE_APPLIED,P404_SHALLOW_ANNEX_P63_PUMP_RECEIPT_zh_CN,zh_CN,draft_machine_or_llm,pump_terminal,[ZH] P-63 Pump Room Receipt,[ZH] Manual bilge pump. Serviceable condition. Heavy mineral scoring.,"[ZH] Shallow Annex pump station. The manual bilge kit is rated for local clearance only. The connected P-63 field fabricator has enough base material to print valve gaskets and sealant clamps, provided you have the blueprints.",[ZH] [Grinding gears] Pump 3 engaged. Clearing water volume from the annex airlock.,[ZH] MAINT_LOG_44: P-63 fabricator authorized for basic pressure-tape and clamp geometries. All other schematics locked by Deep Reach Continuity Office. Reason: Asset retention.,
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_en_US,en_US,source_authority,intake_memo,Sample Custody Intake,Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_ar_SA,ar_SA,draft_machine_or_llm,intake_memo,[AR] Sample Custody Intake,[AR] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[AR] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[AR] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[AR] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",RTL handling
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_de_DE,de_DE,draft_machine_or_llm,intake_memo,[DE] Sample Custody Intake,[DE] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[DE] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[DE] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[DE] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",Expansion risk
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_es_ES,es_ES,draft_machine_or_llm,intake_memo,[ES] Sample Custody Intake,[ES] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[ES] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[ES] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[ES] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_fr_FR,fr_FR,draft_machine_or_llm,intake_memo,[FR] Sample Custody Intake,[FR] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[FR] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[FR] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[FR] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_he_IL,he_IL,draft_machine_or_llm,intake_memo,[HE] Sample Custody Intake,[HE] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[HE] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[HE] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[HE] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",RTL handling
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_id_ID,id_ID,draft_machine_or_llm,intake_memo,[ID] Sample Custody Intake,[ID] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[ID] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[ID] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[ID] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_ja_JP,ja_JP,draft_machine_or_llm,intake_memo,[JA] Sample Custody Intake,[JA] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[JA] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[JA] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[JA] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_ko_KR,ko_KR,draft_machine_or_llm,intake_memo,[KO] Sample Custody Intake,[KO] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[KO] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[KO] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[KO] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_nl_NL,nl_NL,draft_machine_or_llm,intake_memo,[NL] Sample Custody Intake,[NL] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[NL] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[NL] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[NL] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",Expansion risk
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_pl_PL,pl_PL,draft_machine_or_llm,intake_memo,[PL] Sample Custody Intake,[PL] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[PL] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[PL] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[PL] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",Expansion risk
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_pt_BR,pt_BR,draft_machine_or_llm,intake_memo,[PT] Sample Custody Intake,[PT] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[PT] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[PT] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[PT] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_ru_RU,ru_RU,draft_machine_or_llm,intake_memo,Приемка и хранение образцов,Нарушение герметичности. Разрушение решетки Ксенон-Омега из-за потери давления.,Химия давления Ксенон-Омеги деградирует за считанные минуты после разгерметизации. Протоколы хранения «Дип Рич» прямо ставят целостность образца выше рисков для жизни оператора.,Внимание: Обнаружено нарушение герметичности 1-й стадии. Финансовый штраф добавлен к текущему долгу.,ПРОЦЕДУРА ПРИЕМКИ: Списание синего долга зависит исключительно от доставки в герметичности Стадии 0. Биологическое заражение или перелом решетки автоматически аннулирует выплату. Разбил образец — заплатил за него.,Expansion risk
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_uk_UA,uk_UA,draft_machine_or_llm,intake_memo,[UK] Sample Custody Intake,[UK] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[UK] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[UK] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[UK] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",Expansion risk
P405_BLUE_DEBT_CUSTODY_INTAKE,P405_BLUE_DEBT_CUSTODY_INTAKE_ARTICLE,LORE_APPLIED,P405_BLUE_DEBT_CUSTODY_INTAKE_zh_CN,zh_CN,draft_machine_or_llm,intake_memo,[ZH] Sample Custody Intake,[ZH] Containment breach. Xenon-Omega lattice fracturing due to pressure loss.,[ZH] Xenon-Omega pressure chemistry degrades in minutes if unsealed. Deep Reach custody protocols explicitly value sample integrity over the handler's exposure risk.,[ZH] Custody warning: Stage 1 containment breach detected. Financial deduction applied to current lien.,"[ZH] INTAKE PROCEDURE: Blue debt clearance is entirely dependent on Stage 0 sealed delivery. Biological bloom contamination or lattice fracture automatically voids the payout. You break it, you bought it.",
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_en_US,en_US,source_authority,datapad_liability,Liability Containment Memo,Encrypted datapad. Origin: Deep Reach Risk Assessment.,"A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_ar_SA,ar_SA,draft_machine_or_llm,datapad_liability,[AR] Liability Containment Memo,[AR] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[AR] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[AR] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[AR] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",RTL handling
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_de_DE,de_DE,draft_machine_or_llm,datapad_liability,[DE] Liability Containment Memo,[DE] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[DE] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[DE] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[DE] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",Expansion risk
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_es_ES,es_ES,draft_machine_or_llm,datapad_liability,[ES] Liability Containment Memo,[ES] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[ES] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[ES] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[ES] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_fr_FR,fr_FR,draft_machine_or_llm,datapad_liability,[FR] Liability Containment Memo,[FR] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[FR] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[FR] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[FR] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_he_IL,he_IL,draft_machine_or_llm,datapad_liability,[HE] Liability Containment Memo,[HE] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[HE] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[HE] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[HE] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",RTL handling
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_id_ID,id_ID,draft_machine_or_llm,datapad_liability,[ID] Liability Containment Memo,[ID] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[ID] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[ID] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[ID] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_ja_JP,ja_JP,draft_machine_or_llm,datapad_liability,[JA] Liability Containment Memo,[JA] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[JA] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[JA] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[JA] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_ko_KR,ko_KR,draft_machine_or_llm,datapad_liability,[KO] Liability Containment Memo,[KO] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[KO] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[KO] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[KO] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_nl_NL,nl_NL,draft_machine_or_llm,datapad_liability,[NL] Liability Containment Memo,[NL] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[NL] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[NL] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[NL] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",Expansion risk
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_pl_PL,pl_PL,draft_machine_or_llm,datapad_liability,[PL] Liability Containment Memo,[PL] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[PL] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[PL] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[PL] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",Expansion risk
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_pt_BR,pt_BR,draft_machine_or_llm,datapad_liability,[PT] Liability Containment Memo,[PT] Encrypted datapad. Origin: Deep Reach Risk Assessment.,"[PT] A Recovery Compliance memo drafted by Iliya Varnek. It argues that the Great Tide's destruction fell within acceptable risk models, pre-emptively insulating the corporation from evacuation failure liability.",[PT] Record review indicates all evacuation delays were fully compliant with Section 4 quarantine hold guidelines.,"[PT] INTERNAL ONLY. To: Legal. We are classifying the Great Tide damage as a geotechnical cascade. Remove all mentions of Atlas-6 continuity directives from the timeline. The delay was an environmental necessity, not a cost decision.",
P406_DEEP_REACH_LIABILITY_MEMO,P406_DEEP_REACH_LIABILITY_MEMO_ARTICLE,LORE_APPLIED,P406_DEEP_REACH_LIABILITY_MEMO_ru_RU,ru_RU,draft_machine_or_llm,datapad_liability,Меморандум об ограничении ответственности,Зашифрованный инфопланшет. Источник: Отдел оценки рисков «Дип Рич».,"Документ Отдела соблюдения нормативов по эвакуации, составленный Илией Варнеком. В нем доказывается, что разрушения от Великого Прилива укладываются в допустимые модели рисков, что заранее ограждает корпорацию от исков за провал эвакуации.","Анализ записей показывает, что все задержки эвакуации полностью соответствовали инструкциям по карантинному удержанию Секции 4.","ДЛЯ ВНУТРЕННЕГО ИСПОЛЬЗОВАНИЯ. В юротдел. Разрушения от Великого Прилива классифицируются как геотехнический каскад. Удалите из хронологии все упоминания директив непрерывности Атлас-6. Задержка была вызвана условиями среды, а не экономией средств.",Expansion risk
