release_set,packet_id,locale,check_type,status,finding,risk,next_review_action
RS111,P421_BRINE_CANYON_DENSITY_LADDER,es_ES,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,fr_FR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,he_IL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,id_ID,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,ja_JP,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,ko_KR,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,nl_NL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,pl_PL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,pt_BR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,ru_RU,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,uk_UA,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P421_BRINE_CANYON_DENSITY_LADDER,zh_CN,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,en_US,ID_PRESERVATION,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,ar_SA,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,de_DE,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,es_ES,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,fr_FR,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,he_IL,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,id_ID,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,ja_JP,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,ko_KR,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,nl_NL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,pl_PL,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,pt_BR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,ru_RU,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,uk_UA,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P422_VENT_FORGE_THERMAL_LEDGER,zh_CN,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,en_US,EXPANSION_RISK,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,ar_SA,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,de_DE,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,es_ES,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,fr_FR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,he_IL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,id_ID,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,ja_JP,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,ko_KR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,nl_NL,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,pl_PL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,pt_BR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,ru_RU,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,uk_UA,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P423_RELAY_SPINE_ACOUSTIC_DRIFT,zh_CN,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,en_US,CJK_GLYPH_SCOPE,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,ar_SA,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,de_DE,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,es_ES,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,fr_FR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,he_IL,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,id_ID,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,ja_JP,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,ko_KR,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,nl_NL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,pl_PL,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,pt_BR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,ru_RU,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,uk_UA,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P424_DEEP_REACH_LIABILITY_HOLD,zh_CN,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,en_US,CJK_GLYPH_SCOPE,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,ar_SA,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,de_DE,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,es_ES,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,fr_FR,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,he_IL,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,id_ID,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,ja_JP,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,ko_KR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,nl_NL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,pl_PL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,pt_BR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,ru_RU,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,uk_UA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P425_ATLAS_WEIGHTING_AUDIT,zh_CN,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,en_US,CJK_GLYPH_SCOPE,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,ar_SA,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,de_DE,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,es_ES,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,fr_FR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,he_IL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,id_ID,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,ja_JP,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,ko_KR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,nl_NL,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,pl_PL,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,pt_BR,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,ru_RU,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,uk_UA,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P426_WORKER_QUEUE_DELAY_BODYLESS,zh_CN,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,en_US,RTL_DIRECTION,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,ar_SA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,de_DE,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,es_ES,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,fr_FR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,he_IL,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,id_ID,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,ja_JP,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,ko_KR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,nl_NL,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,pl_PL,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,pt_BR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,ru_RU,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,uk_UA,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P427_BLACKOUT_WINDOW_SIGNAL_DECAY,zh_CN,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,en_US,UNIT_AND_NUMBER_PRESERVATION,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,ar_SA,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,de_DE,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,es_ES,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,fr_FR,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,he_IL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,id_ID,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,ja_JP,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,ko_KR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,nl_NL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,pl_PL,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,pt_BR,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,ru_RU,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,uk_UA,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P428_QUARANTINE_RELEASE_DELAY,zh_CN,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,en_US,SPOILER_BOUNDARY,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,ar_SA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,de_DE,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,es_ES,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,fr_FR,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,he_IL,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,id_ID,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,ja_JP,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,ko_KR,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,nl_NL,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,pl_PL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,pt_BR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,ru_RU,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,uk_UA,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS111,P429_SENSOR_TAGGED_FAUNA_FEEDBACK,zh_CN,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,en_US,UNIT_AND_NUMBER_PRESERVATION,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,ar_SA,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,de_DE,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,es_ES,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,fr_FR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,he_IL,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,id_ID,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,ja_JP,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,ko_KR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,nl_NL,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,pl_PL,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,pt_BR,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,ru_RU,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,uk_UA,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P430_MATERIAL_PAYOUT_RECEIPT,zh_CN,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,en_US,TERMINOLOGY_LOCK,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,ar_SA,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,de_DE,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,es_ES,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,fr_FR,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,he_IL,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,id_ID,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,ja_JP,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,ko_KR,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,nl_NL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,pl_PL,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,pt_BR,SPOILER_BOUNDARY,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,ru_RU,CJK_GLYPH_SCOPE,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,uk_UA,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P431_PARTIAL_RETURN_LIEN_EXTENSION,zh_CN,RTL_DIRECTION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,en_US,VOICE_REGISTER,PASS_STATIC_DRAFT,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,ar_SA,VOICE_REGISTER,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,de_DE,EXPANSION_RISK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,es_ES,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,fr_FR,ID_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,he_IL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,id_ID,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,ja_JP,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,ko_KR,UNIT_AND_NUMBER_PRESERVATION,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
RS112,P432_CORPORATE_COORDINATE_CAPTURE,nl_NL,TERMINOLOGY_LOCK,NEEDS_NATIVE_REVIEW,Pending,Low,Schedule Review
