release_set,packet_id,loc_id,locale,source_voice,subtitle_text,target_duration_seconds,caption_priority,source_noise,rtl_or_cjk_note,review_status
RS115,P466,loc_id_P466,ru_RU,Automated Voice,acid and the pressure is only ...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P466,loc_id_P466,uk_UA,Automated Voice,acid and the pressure is only ...,1.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P466,loc_id_P466,zh_CN,Automated Voice,acid and the pressure is only ...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,en_US,Automated Voice,unmarked transport module crus...,5.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,ar_SA,Automated Voice,unmarked transport module crus...,5.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,de_DE,Automated Voice,unmarked transport module crus...,4.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,es_ES,Automated Voice,unmarked transport module crus...,5.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,fr_FR,Automated Voice,unmarked transport module crus...,6.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,he_IL,Automated Voice,unmarked transport module crus...,6.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,id_ID,Automated Voice,unmarked transport module crus...,7.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,ja_JP,Automated Voice,unmarked transport module crus...,4.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,ko_KR,Automated Voice,unmarked transport module crus...,5.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,nl_NL,Automated Voice,unmarked transport module crus...,3.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,pl_PL,Automated Voice,unmarked transport module crus...,6.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,pt_BR,Automated Voice,unmarked transport module crus...,3.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,ru_RU,Automated Voice,unmarked transport module crus...,2.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,uk_UA,Automated Voice,unmarked transport module crus...,3.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P467,loc_id_P467,zh_CN,Automated Voice,unmarked transport module crus...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,en_US,Automated Voice,corp doesn't care. The tether ...,5.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,ar_SA,Automated Voice,corp doesn't care. The tether ...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,de_DE,Automated Voice,corp doesn't care. The tether ...,4.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,es_ES,Automated Voice,corp doesn't care. The tether ...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,fr_FR,Automated Voice,corp doesn't care. The tether ...,6.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,he_IL,Automated Voice,corp doesn't care. The tether ...,6.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,id_ID,Automated Voice,corp doesn't care. The tether ...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,ja_JP,Automated Voice,corp doesn't care. The tether ...,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,ko_KR,Automated Voice,corp doesn't care. The tether ...,3.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,nl_NL,Automated Voice,corp doesn't care. The tether ...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,pl_PL,Automated Voice,corp doesn't care. The tether ...,3.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,pt_BR,Automated Voice,corp doesn't care. The tether ...,2.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,ru_RU,Automated Voice,corp doesn't care. The tether ...,6.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,uk_UA,Automated Voice,corp doesn't care. The tether ...,5.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P468,loc_id_P468,zh_CN,Automated Voice,corp doesn't care. The tether ...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,en_US,Automated Voice,acid and we're out of patches....,1.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,ar_SA,Automated Voice,acid and we're out of patches....,6.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,de_DE,Automated Voice,acid and we're out of patches....,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,es_ES,Automated Voice,acid and we're out of patches....,4.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,fr_FR,Automated Voice,acid and we're out of patches....,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,he_IL,Automated Voice,acid and we're out of patches....,4.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,id_ID,Automated Voice,acid and we're out of patches....,5.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,ja_JP,Automated Voice,acid and we're out of patches....,1.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,ko_KR,Automated Voice,acid and we're out of patches....,7.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,nl_NL,Automated Voice,acid and we're out of patches....,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,pl_PL,Automated Voice,acid and we're out of patches....,5.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,pt_BR,Automated Voice,acid and we're out of patches....,1.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,ru_RU,Automated Voice,acid and we're out of patches....,2.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,uk_UA,Automated Voice,acid and we're out of patches....,6.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS115,P469,loc_id_P469,zh_CN,Automated Voice,acid and we're out of patches....,2.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,en_US,Automated Voice,a total loss of salvage. The m...,3.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,ar_SA,Automated Voice,a total loss of salvage. The m...,2.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,de_DE,Automated Voice,a total loss of salvage. The m...,3.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,es_ES,Automated Voice,a total loss of salvage. The m...,5.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,fr_FR,Automated Voice,a total loss of salvage. The m...,5.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,he_IL,Automated Voice,a total loss of salvage. The m...,3.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,id_ID,Automated Voice,a total loss of salvage. The m...,1.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,ja_JP,Automated Voice,a total loss of salvage. The m...,3.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,ko_KR,Automated Voice,a total loss of salvage. The m...,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,nl_NL,Automated Voice,a total loss of salvage. The m...,5.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,pl_PL,Automated Voice,a total loss of salvage. The m...,3.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,pt_BR,Automated Voice,a total loss of salvage. The m...,3.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,ru_RU,Automated Voice,a total loss of salvage. The m...,4.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,uk_UA,Automated Voice,a total loss of salvage. The m...,3.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P470,loc_id_P470,zh_CN,Automated Voice,a total loss of salvage. The m...,4.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,en_US,Automated Voice,coming to help. A corroded int...,6.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,ar_SA,Automated Voice,coming to help. A corroded int...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,de_DE,Automated Voice,coming to help. A corroded int...,3.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,es_ES,Automated Voice,coming to help. A corroded int...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,fr_FR,Automated Voice,coming to help. A corroded int...,3.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,he_IL,Automated Voice,coming to help. A corroded int...,3.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,id_ID,Automated Voice,coming to help. A corroded int...,6.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,ja_JP,Automated Voice,coming to help. A corroded int...,6.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,ko_KR,Automated Voice,coming to help. A corroded int...,5.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,nl_NL,Automated Voice,coming to help. A corroded int...,6.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,pl_PL,Automated Voice,coming to help. A corroded int...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,pt_BR,Automated Voice,coming to help. A corroded int...,2.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,ru_RU,Automated Voice,coming to help. A corroded int...,4.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,uk_UA,Automated Voice,coming to help. A corroded int...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P471,loc_id_P471,zh_CN,Automated Voice,coming to help. A corroded int...,3.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,en_US,Automated Voice,the anchor and we're out of pa...,4.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,ar_SA,Automated Voice,the anchor and we're out of pa...,3.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,de_DE,Automated Voice,the anchor and we're out of pa...,2.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,es_ES,Automated Voice,the anchor and we're out of pa...,5.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,fr_FR,Automated Voice,the anchor and we're out of pa...,4.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,he_IL,Automated Voice,the anchor and we're out of pa...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,id_ID,Automated Voice,the anchor and we're out of pa...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,ja_JP,Automated Voice,the anchor and we're out of pa...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,ko_KR,Automated Voice,the anchor and we're out of pa...,4.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,nl_NL,Automated Voice,the anchor and we're out of pa...,4.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,pl_PL,Automated Voice,the anchor and we're out of pa...,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,pt_BR,Automated Voice,the anchor and we're out of pa...,5.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,ru_RU,Automated Voice,the anchor and we're out of pa...,3.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,uk_UA,Automated Voice,the anchor and we're out of pa...,4.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P472,loc_id_P472,zh_CN,Automated Voice,the anchor and we're out of pa...,5.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,en_US,Automated Voice,The manual override is lying t...,2.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,ar_SA,Automated Voice,The manual override is lying t...,3.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,de_DE,Automated Voice,The manual override is lying t...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,es_ES,Automated Voice,The manual override is lying t...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,fr_FR,Automated Voice,The manual override is lying t...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,he_IL,Automated Voice,The manual override is lying t...,7.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,id_ID,Automated Voice,The manual override is lying t...,6.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,ja_JP,Automated Voice,The manual override is lying t...,5.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,ko_KR,Automated Voice,The manual override is lying t...,5.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,nl_NL,Automated Voice,The manual override is lying t...,2.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,pl_PL,Automated Voice,The manual override is lying t...,2.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,pt_BR,Automated Voice,The manual override is lying t...,4.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,ru_RU,Automated Voice,The manual override is lying t...,6.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,uk_UA,Automated Voice,The manual override is lying t...,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P473,loc_id_P473,zh_CN,Automated Voice,The manual override is lying t...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,en_US,Automated Voice,spike resulting in a total los...,4.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,ar_SA,Automated Voice,spike resulting in a total los...,3.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,de_DE,Automated Voice,spike resulting in a total los...,6.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,es_ES,Automated Voice,spike resulting in a total los...,6.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,fr_FR,Automated Voice,spike resulting in a total los...,6.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,he_IL,Automated Voice,spike resulting in a total los...,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,id_ID,Automated Voice,spike resulting in a total los...,7.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,ja_JP,Automated Voice,spike resulting in a total los...,5.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,ko_KR,Automated Voice,spike resulting in a total los...,2.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,nl_NL,Automated Voice,spike resulting in a total los...,5.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,pl_PL,Automated Voice,spike resulting in a total los...,2.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,pt_BR,Automated Voice,spike resulting in a total los...,4.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,ru_RU,Automated Voice,spike resulting in a total los...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,uk_UA,Automated Voice,spike resulting in a total los...,3.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P474,loc_id_P474,zh_CN,Automated Voice,spike resulting in a total los...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,en_US,Automated Voice,payout is still good. The comm...,5.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,ar_SA,Automated Voice,payout is still good. The comm...,2.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,de_DE,Automated Voice,payout is still good. The comm...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,es_ES,Automated Voice,payout is still good. The comm...,1.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,fr_FR,Automated Voice,payout is still good. The comm...,2.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,he_IL,Automated Voice,payout is still good. The comm...,6.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,id_ID,Automated Voice,payout is still good. The comm...,3.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,ja_JP,Automated Voice,payout is still good. The comm...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,ko_KR,Automated Voice,payout is still good. The comm...,4.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,nl_NL,Automated Voice,payout is still good. The comm...,2.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,pl_PL,Automated Voice,payout is still good. The comm...,3.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,pt_BR,Automated Voice,payout is still good. The comm...,5.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,ru_RU,Automated Voice,payout is still good. The comm...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,uk_UA,Automated Voice,payout is still good. The comm...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P475,loc_id_P475,zh_CN,Automated Voice,payout is still good. The comm...,5.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,en_US,Automated Voice,recording module logged an una...,4.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,ar_SA,Automated Voice,recording module logged an una...,1.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,de_DE,Automated Voice,recording module logged an una...,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,es_ES,Automated Voice,recording module logged an una...,4.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,fr_FR,Automated Voice,recording module logged an una...,3.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,he_IL,Automated Voice,recording module logged an una...,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,id_ID,Automated Voice,recording module logged an una...,6.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,ja_JP,Automated Voice,recording module logged an una...,4.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,ko_KR,Automated Voice,recording module logged an una...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,nl_NL,Automated Voice,recording module logged an una...,5.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,pl_PL,Automated Voice,recording module logged an una...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,pt_BR,Automated Voice,recording module logged an una...,5.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,ru_RU,Automated Voice,recording module logged an una...,5.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,uk_UA,Automated Voice,recording module logged an una...,5.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P476,loc_id_P476,zh_CN,Automated Voice,recording module logged an una...,6.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,en_US,Automated Voice,patches. This rusted panel sou...,4.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,ar_SA,Automated Voice,patches. This rusted panel sou...,6.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,de_DE,Automated Voice,patches. This rusted panel sou...,2.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,es_ES,Automated Voice,patches. This rusted panel sou...,6.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,fr_FR,Automated Voice,patches. This rusted panel sou...,5.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,he_IL,Automated Voice,patches. This rusted panel sou...,2.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,id_ID,Automated Voice,patches. This rusted panel sou...,5.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,ja_JP,Automated Voice,patches. This rusted panel sou...,7.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,ko_KR,Automated Voice,patches. This rusted panel sou...,5.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,nl_NL,Automated Voice,patches. This rusted panel sou...,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,pl_PL,Automated Voice,patches. This rusted panel sou...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,pt_BR,Automated Voice,patches. This rusted panel sou...,3.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,ru_RU,Automated Voice,patches. This rusted panel sou...,6.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,uk_UA,Automated Voice,patches. This rusted panel sou...,4.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P477,loc_id_P477,zh_CN,Automated Voice,patches. This rusted panel sou...,3.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,en_US,Automated Voice,The company denied all knowled...,4.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,ar_SA,Automated Voice,The company denied all knowled...,6.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,de_DE,Automated Voice,The company denied all knowled...,5.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,es_ES,Automated Voice,The company denied all knowled...,2.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,fr_FR,Automated Voice,The company denied all knowled...,3.9,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,he_IL,Automated Voice,The company denied all knowled...,6.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,id_ID,Automated Voice,The company denied all knowled...,5.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,ja_JP,Automated Voice,The company denied all knowled...,2.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,ko_KR,Automated Voice,The company denied all knowled...,7.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,nl_NL,Automated Voice,The company denied all knowled...,5.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,pl_PL,Automated Voice,The company denied all knowled...,4.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,pt_BR,Automated Voice,The company denied all knowled...,2.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,ru_RU,Automated Voice,The company denied all knowled...,7.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,uk_UA,Automated Voice,The company denied all knowled...,2.4,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P478,loc_id_P478,zh_CN,Automated Voice,The company denied all knowled...,2.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,en_US,Automated Voice,bulkhead is lying to us and th...,5.8,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,ar_SA,Automated Voice,bulkhead is lying to us and th...,3.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,de_DE,Automated Voice,bulkhead is lying to us and th...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,es_ES,Automated Voice,bulkhead is lying to us and th...,5.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,fr_FR,Automated Voice,bulkhead is lying to us and th...,6.5,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,he_IL,Automated Voice,bulkhead is lying to us and th...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,id_ID,Automated Voice,bulkhead is lying to us and th...,7.3,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,ja_JP,Automated Voice,bulkhead is lying to us and th...,3.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,ko_KR,Automated Voice,bulkhead is lying to us and th...,4.6,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,nl_NL,Automated Voice,bulkhead is lying to us and th...,6.2,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,pl_PL,Automated Voice,bulkhead is lying to us and th...,2.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,pt_BR,Automated Voice,bulkhead is lying to us and th...,6.7,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,ru_RU,Automated Voice,bulkhead is lying to us and th...,7.0,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,uk_UA,Automated Voice,bulkhead is lying to us and th...,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
RS116,P479,loc_id_P479,zh_CN,Automated Voice,bulkhead is lying to us and th...,7.1,High,Low,Standard,NEEDS_NATIVE_REVIEW
