release_set,packet_id,article_id,loc_namespace,loc_id,locale,status,surface,title,scanner_short,codex_short,audio_subtitle,terminal_summary,field_note,notes
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P468,ART_P468,ns.lore.P468,loc_id_P468,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 468: Operation Silent-68,particulate invalidating the warranty. The ambient,The ballast control circuit indicated a massive th,corp doesn't care. The tether line sounds like it',Command sealed the records permanently leaving the,loss of salvage. An isolated thermal vent bypassed,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS115,P469,ART_P469,ns.lore.P469,loc_id_P469,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 469: Operation Dark-81,heavy particulate making recovery economically unv,A corroded intake valve corroded beyond operationa,acid and we're out of patches. The main hatch look,liability assessment reassigned the blame to the c,abruptly invalidating the warranty. The communicat,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P470,ART_P470,ns.lore.P470,loc_id_P470,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 470: Operation Abyss-99,forcing a blind descent. The insurance adjuster or,A black-box recording module triggered an automati,a total loss of salvage. The main hull went silent,the blame to the contractor despite obvious physic,the scanner completely missed. The ballast control,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P471,ART_P471,ns.lore.P471,loc_id_P471,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 471: Operation Silent-88,descent. The automated safety net denied all knowl,The heavy lifter crane crushed under twenty atmosp,coming to help. A corroded intake valve imploded f,refused to acknowledge the anomaly which effective,standard repair protocols. A piece of fragmented p,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,nl_NL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,pl_PL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,pt_BR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,ru_RU,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,uk_UA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P472,ART_P472,ns.lore.P472,loc_id_P472,zh_CN,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 472: Operation Deep-68,trapped the remaining crew. Official protocol refu,An unmarked transport module seized due to heavy p,the anchor and we're out of patches. The primary s,recovery directive revoked the salvage license cit,severe micro-fractures costing three crew members ,Generated
RS116,P473,ART_P473,ns.lore.P473,loc_id_P473,en_US,SOURCE_AUTHORITY,terminal,Document Fragment 473: Operation Dark-81,withheld the final payout which effectively trappe,A corroded intake valve crushed under twenty atmos,The manual override is lying to us which means we',an expensive inquiry. The payload recovery directi,a lethal high-pressure zone. The main hull was aba,Generated
RS116,P473,ART_P473,ns.lore.P473,loc_id_P473,ar_SA,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 473: Operation Dark-81,withheld the final payout which effectively trappe,A corroded intake valve crushed under twenty atmos,The manual override is lying to us which means we',an expensive inquiry. The payload recovery directi,a lethal high-pressure zone. The main hull was aba,Generated
RS116,P473,ART_P473,ns.lore.P473,loc_id_P473,de_DE,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 473: Operation Dark-81,withheld the final payout which effectively trappe,A corroded intake valve crushed under twenty atmos,The manual override is lying to us which means we',an expensive inquiry. The payload recovery directi,a lethal high-pressure zone. The main hull was aba,Generated
RS116,P473,ART_P473,ns.lore.P473,loc_id_P473,es_ES,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 473: Operation Dark-81,withheld the final payout which effectively trappe,A corroded intake valve crushed under twenty atmos,The manual override is lying to us which means we',an expensive inquiry. The payload recovery directi,a lethal high-pressure zone. The main hull was aba,Generated
RS116,P473,ART_P473,ns.lore.P473,loc_id_P473,fr_FR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 473: Operation Dark-81,withheld the final payout which effectively trappe,A corroded intake valve crushed under twenty atmos,The manual override is lying to us which means we',an expensive inquiry. The payload recovery directi,a lethal high-pressure zone. The main hull was aba,Generated
RS116,P473,ART_P473,ns.lore.P473,loc_id_P473,he_IL,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 473: Operation Dark-81,withheld the final payout which effectively trappe,A corroded intake valve crushed under twenty atmos,The manual override is lying to us which means we',an expensive inquiry. The payload recovery directi,a lethal high-pressure zone. The main hull was aba,Generated
RS116,P473,ART_P473,ns.lore.P473,loc_id_P473,id_ID,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 473: Operation Dark-81,withheld the final payout which effectively trappe,A corroded intake valve crushed under twenty atmos,The manual override is lying to us which means we',an expensive inquiry. The payload recovery directi,a lethal high-pressure zone. The main hull was aba,Generated
RS116,P473,ART_P473,ns.lore.P473,loc_id_P473,ja_JP,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 473: Operation Dark-81,withheld the final payout which effectively trappe,A corroded intake valve crushed under twenty atmos,The manual override is lying to us which means we',an expensive inquiry. The payload recovery directi,a lethal high-pressure zone. The main hull was aba,Generated
RS116,P473,ART_P473,ns.lore.P473,loc_id_P473,ko_KR,NEEDS_NATIVE_REVIEW,terminal,Document Fragment 473: Operation Dark-81,withheld the final payout which effectively trappe,A corroded intake valve crushed under twenty atmos,The manual override is lying to us which means we',an expensive inquiry. The payload recovery directi,a lethal high-pressure zone. The main hull was aba,Generated
