term_key,en_US,ar_SA,de_DE,es_ES,fr_FR,he_IL,id_ID,ja_JP,ko_KR,nl_NL,pl_PL,pt_BR,ru_RU,uk_UA,zh_CN,lock_policy,notes
TERM_75,Term_75_en_US,Term_75_ar_SA,Term_75_de_DE,Term_75_es_ES,Term_75_fr_FR,Term_75_he_IL,Term_75_id_ID,Term_75_ja_JP,Term_75_ko_KR,Term_75_nl_NL,Term_75_pl_PL,Term_75_pt_BR,Term_75_ru_RU,Term_75_uk_UA,Term_75_zh_CN,KEEP_EXACT,Standard
TERM_76,Term_76_en_US,Term_76_ar_SA,Term_76_de_DE,Term_76_es_ES,Term_76_fr_FR,Term_76_he_IL,Term_76_id_ID,Term_76_ja_JP,Term_76_ko_KR,Term_76_nl_NL,Term_76_pl_PL,Term_76_pt_BR,Term_76_ru_RU,Term_76_uk_UA,Term_76_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_77,Term_77_en_US,Term_77_ar_SA,Term_77_de_DE,Term_77_es_ES,Term_77_fr_FR,Term_77_he_IL,Term_77_id_ID,Term_77_ja_JP,Term_77_ko_KR,Term_77_nl_NL,Term_77_pl_PL,Term_77_pt_BR,Term_77_ru_RU,Term_77_uk_UA,Term_77_zh_CN,KEEP_EXACT,Standard
TERM_78,Term_78_en_US,Term_78_ar_SA,Term_78_de_DE,Term_78_es_ES,Term_78_fr_FR,Term_78_he_IL,Term_78_id_ID,Term_78_ja_JP,Term_78_ko_KR,Term_78_nl_NL,Term_78_pl_PL,Term_78_pt_BR,Term_78_ru_RU,Term_78_uk_UA,Term_78_zh_CN,KEEP_LATIN,Standard
TERM_79,Term_79_en_US,Term_79_ar_SA,Term_79_de_DE,Term_79_es_ES,Term_79_fr_FR,Term_79_he_IL,Term_79_id_ID,Term_79_ja_JP,Term_79_ko_KR,Term_79_nl_NL,Term_79_pl_PL,Term_79_pt_BR,Term_79_ru_RU,Term_79_uk_UA,Term_79_zh_CN,KEEP_LATIN,Standard
TERM_80,Term_80_en_US,Term_80_ar_SA,Term_80_de_DE,Term_80_es_ES,Term_80_fr_FR,Term_80_he_IL,Term_80_id_ID,Term_80_ja_JP,Term_80_ko_KR,Term_80_nl_NL,Term_80_pl_PL,Term_80_pt_BR,Term_80_ru_RU,Term_80_uk_UA,Term_80_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_81,Term_81_en_US,Term_81_ar_SA,Term_81_de_DE,Term_81_es_ES,Term_81_fr_FR,Term_81_he_IL,Term_81_id_ID,Term_81_ja_JP,Term_81_ko_KR,Term_81_nl_NL,Term_81_pl_PL,Term_81_pt_BR,Term_81_ru_RU,Term_81_uk_UA,Term_81_zh_CN,KEEP_EXACT,Standard
TERM_82,Term_82_en_US,Term_82_ar_SA,Term_82_de_DE,Term_82_es_ES,Term_82_fr_FR,Term_82_he_IL,Term_82_id_ID,Term_82_ja_JP,Term_82_ko_KR,Term_82_nl_NL,Term_82_pl_PL,Term_82_pt_BR,Term_82_ru_RU,Term_82_uk_UA,Term_82_zh_CN,KEEP_LATIN,Standard
TERM_83,Term_83_en_US,Term_83_ar_SA,Term_83_de_DE,Term_83_es_ES,Term_83_fr_FR,Term_83_he_IL,Term_83_id_ID,Term_83_ja_JP,Term_83_ko_KR,Term_83_nl_NL,Term_83_pl_PL,Term_83_pt_BR,Term_83_ru_RU,Term_83_uk_UA,Term_83_zh_CN,KEEP_LATIN,Standard
TERM_84,Term_84_en_US,Term_84_ar_SA,Term_84_de_DE,Term_84_es_ES,Term_84_fr_FR,Term_84_he_IL,Term_84_id_ID,Term_84_ja_JP,Term_84_ko_KR,Term_84_nl_NL,Term_84_pl_PL,Term_84_pt_BR,Term_84_ru_RU,Term_84_uk_UA,Term_84_zh_CN,KEEP_EXACT,Standard
TERM_85,Term_85_en_US,Term_85_ar_SA,Term_85_de_DE,Term_85_es_ES,Term_85_fr_FR,Term_85_he_IL,Term_85_id_ID,Term_85_ja_JP,Term_85_ko_KR,Term_85_nl_NL,Term_85_pl_PL,Term_85_pt_BR,Term_85_ru_RU,Term_85_uk_UA,Term_85_zh_CN,KEEP_EXACT,Standard
TERM_86,Term_86_en_US,Term_86_ar_SA,Term_86_de_DE,Term_86_es_ES,Term_86_fr_FR,Term_86_he_IL,Term_86_id_ID,Term_86_ja_JP,Term_86_ko_KR,Term_86_nl_NL,Term_86_pl_PL,Term_86_pt_BR,Term_86_ru_RU,Term_86_uk_UA,Term_86_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_87,Term_87_en_US,Term_87_ar_SA,Term_87_de_DE,Term_87_es_ES,Term_87_fr_FR,Term_87_he_IL,Term_87_id_ID,Term_87_ja_JP,Term_87_ko_KR,Term_87_nl_NL,Term_87_pl_PL,Term_87_pt_BR,Term_87_ru_RU,Term_87_uk_UA,Term_87_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_88,Term_88_en_US,Term_88_ar_SA,Term_88_de_DE,Term_88_es_ES,Term_88_fr_FR,Term_88_he_IL,Term_88_id_ID,Term_88_ja_JP,Term_88_ko_KR,Term_88_nl_NL,Term_88_pl_PL,Term_88_pt_BR,Term_88_ru_RU,Term_88_uk_UA,Term_88_zh_CN,KEEP_LATIN,Standard
TERM_89,Term_89_en_US,Term_89_ar_SA,Term_89_de_DE,Term_89_es_ES,Term_89_fr_FR,Term_89_he_IL,Term_89_id_ID,Term_89_ja_JP,Term_89_ko_KR,Term_89_nl_NL,Term_89_pl_PL,Term_89_pt_BR,Term_89_ru_RU,Term_89_uk_UA,Term_89_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_90,Term_90_en_US,Term_90_ar_SA,Term_90_de_DE,Term_90_es_ES,Term_90_fr_FR,Term_90_he_IL,Term_90_id_ID,Term_90_ja_JP,Term_90_ko_KR,Term_90_nl_NL,Term_90_pl_PL,Term_90_pt_BR,Term_90_ru_RU,Term_90_uk_UA,Term_90_zh_CN,KEEP_EXACT,Standard
TERM_91,Term_91_en_US,Term_91_ar_SA,Term_91_de_DE,Term_91_es_ES,Term_91_fr_FR,Term_91_he_IL,Term_91_id_ID,Term_91_ja_JP,Term_91_ko_KR,Term_91_nl_NL,Term_91_pl_PL,Term_91_pt_BR,Term_91_ru_RU,Term_91_uk_UA,Term_91_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_92,Term_92_en_US,Term_92_ar_SA,Term_92_de_DE,Term_92_es_ES,Term_92_fr_FR,Term_92_he_IL,Term_92_id_ID,Term_92_ja_JP,Term_92_ko_KR,Term_92_nl_NL,Term_92_pl_PL,Term_92_pt_BR,Term_92_ru_RU,Term_92_uk_UA,Term_92_zh_CN,KEEP_EXACT,Standard
TERM_93,Term_93_en_US,Term_93_ar_SA,Term_93_de_DE,Term_93_es_ES,Term_93_fr_FR,Term_93_he_IL,Term_93_id_ID,Term_93_ja_JP,Term_93_ko_KR,Term_93_nl_NL,Term_93_pl_PL,Term_93_pt_BR,Term_93_ru_RU,Term_93_uk_UA,Term_93_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_94,Term_94_en_US,Term_94_ar_SA,Term_94_de_DE,Term_94_es_ES,Term_94_fr_FR,Term_94_he_IL,Term_94_id_ID,Term_94_ja_JP,Term_94_ko_KR,Term_94_nl_NL,Term_94_pl_PL,Term_94_pt_BR,Term_94_ru_RU,Term_94_uk_UA,Term_94_zh_CN,KEEP_EXACT,Standard
TERM_95,Term_95_en_US,Term_95_ar_SA,Term_95_de_DE,Term_95_es_ES,Term_95_fr_FR,Term_95_he_IL,Term_95_id_ID,Term_95_ja_JP,Term_95_ko_KR,Term_95_nl_NL,Term_95_pl_PL,Term_95_pt_BR,Term_95_ru_RU,Term_95_uk_UA,Term_95_zh_CN,KEEP_LATIN,Standard
TERM_96,Term_96_en_US,Term_96_ar_SA,Term_96_de_DE,Term_96_es_ES,Term_96_fr_FR,Term_96_he_IL,Term_96_id_ID,Term_96_ja_JP,Term_96_ko_KR,Term_96_nl_NL,Term_96_pl_PL,Term_96_pt_BR,Term_96_ru_RU,Term_96_uk_UA,Term_96_zh_CN,KEEP_LATIN,Standard
TERM_97,Term_97_en_US,Term_97_ar_SA,Term_97_de_DE,Term_97_es_ES,Term_97_fr_FR,Term_97_he_IL,Term_97_id_ID,Term_97_ja_JP,Term_97_ko_KR,Term_97_nl_NL,Term_97_pl_PL,Term_97_pt_BR,Term_97_ru_RU,Term_97_uk_UA,Term_97_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_98,Term_98_en_US,Term_98_ar_SA,Term_98_de_DE,Term_98_es_ES,Term_98_fr_FR,Term_98_he_IL,Term_98_id_ID,Term_98_ja_JP,Term_98_ko_KR,Term_98_nl_NL,Term_98_pl_PL,Term_98_pt_BR,Term_98_ru_RU,Term_98_uk_UA,Term_98_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_99,Term_99_en_US,Term_99_ar_SA,Term_99_de_DE,Term_99_es_ES,Term_99_fr_FR,Term_99_he_IL,Term_99_id_ID,Term_99_ja_JP,Term_99_ko_KR,Term_99_nl_NL,Term_99_pl_PL,Term_99_pt_BR,Term_99_ru_RU,Term_99_uk_UA,Term_99_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_100,Term_100_en_US,Term_100_ar_SA,Term_100_de_DE,Term_100_es_ES,Term_100_fr_FR,Term_100_he_IL,Term_100_id_ID,Term_100_ja_JP,Term_100_ko_KR,Term_100_nl_NL,Term_100_pl_PL,Term_100_pt_BR,Term_100_ru_RU,Term_100_uk_UA,Term_100_zh_CN,KEEP_LATIN,Standard
TERM_101,Term_101_en_US,Term_101_ar_SA,Term_101_de_DE,Term_101_es_ES,Term_101_fr_FR,Term_101_he_IL,Term_101_id_ID,Term_101_ja_JP,Term_101_ko_KR,Term_101_nl_NL,Term_101_pl_PL,Term_101_pt_BR,Term_101_ru_RU,Term_101_uk_UA,Term_101_zh_CN,KEEP_LATIN,Standard
TERM_102,Term_102_en_US,Term_102_ar_SA,Term_102_de_DE,Term_102_es_ES,Term_102_fr_FR,Term_102_he_IL,Term_102_id_ID,Term_102_ja_JP,Term_102_ko_KR,Term_102_nl_NL,Term_102_pl_PL,Term_102_pt_BR,Term_102_ru_RU,Term_102_uk_UA,Term_102_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_103,Term_103_en_US,Term_103_ar_SA,Term_103_de_DE,Term_103_es_ES,Term_103_fr_FR,Term_103_he_IL,Term_103_id_ID,Term_103_ja_JP,Term_103_ko_KR,Term_103_nl_NL,Term_103_pl_PL,Term_103_pt_BR,Term_103_ru_RU,Term_103_uk_UA,Term_103_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_104,Term_104_en_US,Term_104_ar_SA,Term_104_de_DE,Term_104_es_ES,Term_104_fr_FR,Term_104_he_IL,Term_104_id_ID,Term_104_ja_JP,Term_104_ko_KR,Term_104_nl_NL,Term_104_pl_PL,Term_104_pt_BR,Term_104_ru_RU,Term_104_uk_UA,Term_104_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_105,Term_105_en_US,Term_105_ar_SA,Term_105_de_DE,Term_105_es_ES,Term_105_fr_FR,Term_105_he_IL,Term_105_id_ID,Term_105_ja_JP,Term_105_ko_KR,Term_105_nl_NL,Term_105_pl_PL,Term_105_pt_BR,Term_105_ru_RU,Term_105_uk_UA,Term_105_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_106,Term_106_en_US,Term_106_ar_SA,Term_106_de_DE,Term_106_es_ES,Term_106_fr_FR,Term_106_he_IL,Term_106_id_ID,Term_106_ja_JP,Term_106_ko_KR,Term_106_nl_NL,Term_106_pl_PL,Term_106_pt_BR,Term_106_ru_RU,Term_106_uk_UA,Term_106_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_107,Term_107_en_US,Term_107_ar_SA,Term_107_de_DE,Term_107_es_ES,Term_107_fr_FR,Term_107_he_IL,Term_107_id_ID,Term_107_ja_JP,Term_107_ko_KR,Term_107_nl_NL,Term_107_pl_PL,Term_107_pt_BR,Term_107_ru_RU,Term_107_uk_UA,Term_107_zh_CN,KEEP_LATIN,Standard
TERM_108,Term_108_en_US,Term_108_ar_SA,Term_108_de_DE,Term_108_es_ES,Term_108_fr_FR,Term_108_he_IL,Term_108_id_ID,Term_108_ja_JP,Term_108_ko_KR,Term_108_nl_NL,Term_108_pl_PL,Term_108_pt_BR,Term_108_ru_RU,Term_108_uk_UA,Term_108_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_109,Term_109_en_US,Term_109_ar_SA,Term_109_de_DE,Term_109_es_ES,Term_109_fr_FR,Term_109_he_IL,Term_109_id_ID,Term_109_ja_JP,Term_109_ko_KR,Term_109_nl_NL,Term_109_pl_PL,Term_109_pt_BR,Term_109_ru_RU,Term_109_uk_UA,Term_109_zh_CN,KEEP_EXACT,Standard
TERM_110,Term_110_en_US,Term_110_ar_SA,Term_110_de_DE,Term_110_es_ES,Term_110_fr_FR,Term_110_he_IL,Term_110_id_ID,Term_110_ja_JP,Term_110_ko_KR,Term_110_nl_NL,Term_110_pl_PL,Term_110_pt_BR,Term_110_ru_RU,Term_110_uk_UA,Term_110_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_111,Term_111_en_US,Term_111_ar_SA,Term_111_de_DE,Term_111_es_ES,Term_111_fr_FR,Term_111_he_IL,Term_111_id_ID,Term_111_ja_JP,Term_111_ko_KR,Term_111_nl_NL,Term_111_pl_PL,Term_111_pt_BR,Term_111_ru_RU,Term_111_uk_UA,Term_111_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_112,Term_112_en_US,Term_112_ar_SA,Term_112_de_DE,Term_112_es_ES,Term_112_fr_FR,Term_112_he_IL,Term_112_id_ID,Term_112_ja_JP,Term_112_ko_KR,Term_112_nl_NL,Term_112_pl_PL,Term_112_pt_BR,Term_112_ru_RU,Term_112_uk_UA,Term_112_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_113,Term_113_en_US,Term_113_ar_SA,Term_113_de_DE,Term_113_es_ES,Term_113_fr_FR,Term_113_he_IL,Term_113_id_ID,Term_113_ja_JP,Term_113_ko_KR,Term_113_nl_NL,Term_113_pl_PL,Term_113_pt_BR,Term_113_ru_RU,Term_113_uk_UA,Term_113_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_114,Term_114_en_US,Term_114_ar_SA,Term_114_de_DE,Term_114_es_ES,Term_114_fr_FR,Term_114_he_IL,Term_114_id_ID,Term_114_ja_JP,Term_114_ko_KR,Term_114_nl_NL,Term_114_pl_PL,Term_114_pt_BR,Term_114_ru_RU,Term_114_uk_UA,Term_114_zh_CN,KEEP_EXACT,Standard
TERM_115,Term_115_en_US,Term_115_ar_SA,Term_115_de_DE,Term_115_es_ES,Term_115_fr_FR,Term_115_he_IL,Term_115_id_ID,Term_115_ja_JP,Term_115_ko_KR,Term_115_nl_NL,Term_115_pl_PL,Term_115_pt_BR,Term_115_ru_RU,Term_115_uk_UA,Term_115_zh_CN,KEEP_EXACT,Standard
TERM_116,Term_116_en_US,Term_116_ar_SA,Term_116_de_DE,Term_116_es_ES,Term_116_fr_FR,Term_116_he_IL,Term_116_id_ID,Term_116_ja_JP,Term_116_ko_KR,Term_116_nl_NL,Term_116_pl_PL,Term_116_pt_BR,Term_116_ru_RU,Term_116_uk_UA,Term_116_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_117,Term_117_en_US,Term_117_ar_SA,Term_117_de_DE,Term_117_es_ES,Term_117_fr_FR,Term_117_he_IL,Term_117_id_ID,Term_117_ja_JP,Term_117_ko_KR,Term_117_nl_NL,Term_117_pl_PL,Term_117_pt_BR,Term_117_ru_RU,Term_117_uk_UA,Term_117_zh_CN,KEEP_LATIN,Standard
TERM_118,Term_118_en_US,Term_118_ar_SA,Term_118_de_DE,Term_118_es_ES,Term_118_fr_FR,Term_118_he_IL,Term_118_id_ID,Term_118_ja_JP,Term_118_ko_KR,Term_118_nl_NL,Term_118_pl_PL,Term_118_pt_BR,Term_118_ru_RU,Term_118_uk_UA,Term_118_zh_CN,KEEP_EXACT,Standard
TERM_119,Term_119_en_US,Term_119_ar_SA,Term_119_de_DE,Term_119_es_ES,Term_119_fr_FR,Term_119_he_IL,Term_119_id_ID,Term_119_ja_JP,Term_119_ko_KR,Term_119_nl_NL,Term_119_pl_PL,Term_119_pt_BR,Term_119_ru_RU,Term_119_uk_UA,Term_119_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_120,Term_120_en_US,Term_120_ar_SA,Term_120_de_DE,Term_120_es_ES,Term_120_fr_FR,Term_120_he_IL,Term_120_id_ID,Term_120_ja_JP,Term_120_ko_KR,Term_120_nl_NL,Term_120_pl_PL,Term_120_pt_BR,Term_120_ru_RU,Term_120_uk_UA,Term_120_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_121,Term_121_en_US,Term_121_ar_SA,Term_121_de_DE,Term_121_es_ES,Term_121_fr_FR,Term_121_he_IL,Term_121_id_ID,Term_121_ja_JP,Term_121_ko_KR,Term_121_nl_NL,Term_121_pl_PL,Term_121_pt_BR,Term_121_ru_RU,Term_121_uk_UA,Term_121_zh_CN,KEEP_LATIN,Standard
TERM_122,Term_122_en_US,Term_122_ar_SA,Term_122_de_DE,Term_122_es_ES,Term_122_fr_FR,Term_122_he_IL,Term_122_id_ID,Term_122_ja_JP,Term_122_ko_KR,Term_122_nl_NL,Term_122_pl_PL,Term_122_pt_BR,Term_122_ru_RU,Term_122_uk_UA,Term_122_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_123,Term_123_en_US,Term_123_ar_SA,Term_123_de_DE,Term_123_es_ES,Term_123_fr_FR,Term_123_he_IL,Term_123_id_ID,Term_123_ja_JP,Term_123_ko_KR,Term_123_nl_NL,Term_123_pl_PL,Term_123_pt_BR,Term_123_ru_RU,Term_123_uk_UA,Term_123_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_124,Term_124_en_US,Term_124_ar_SA,Term_124_de_DE,Term_124_es_ES,Term_124_fr_FR,Term_124_he_IL,Term_124_id_ID,Term_124_ja_JP,Term_124_ko_KR,Term_124_nl_NL,Term_124_pl_PL,Term_124_pt_BR,Term_124_ru_RU,Term_124_uk_UA,Term_124_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_125,Term_125_en_US,Term_125_ar_SA,Term_125_de_DE,Term_125_es_ES,Term_125_fr_FR,Term_125_he_IL,Term_125_id_ID,Term_125_ja_JP,Term_125_ko_KR,Term_125_nl_NL,Term_125_pl_PL,Term_125_pt_BR,Term_125_ru_RU,Term_125_uk_UA,Term_125_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_126,Term_126_en_US,Term_126_ar_SA,Term_126_de_DE,Term_126_es_ES,Term_126_fr_FR,Term_126_he_IL,Term_126_id_ID,Term_126_ja_JP,Term_126_ko_KR,Term_126_nl_NL,Term_126_pl_PL,Term_126_pt_BR,Term_126_ru_RU,Term_126_uk_UA,Term_126_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_127,Term_127_en_US,Term_127_ar_SA,Term_127_de_DE,Term_127_es_ES,Term_127_fr_FR,Term_127_he_IL,Term_127_id_ID,Term_127_ja_JP,Term_127_ko_KR,Term_127_nl_NL,Term_127_pl_PL,Term_127_pt_BR,Term_127_ru_RU,Term_127_uk_UA,Term_127_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_128,Term_128_en_US,Term_128_ar_SA,Term_128_de_DE,Term_128_es_ES,Term_128_fr_FR,Term_128_he_IL,Term_128_id_ID,Term_128_ja_JP,Term_128_ko_KR,Term_128_nl_NL,Term_128_pl_PL,Term_128_pt_BR,Term_128_ru_RU,Term_128_uk_UA,Term_128_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_129,Term_129_en_US,Term_129_ar_SA,Term_129_de_DE,Term_129_es_ES,Term_129_fr_FR,Term_129_he_IL,Term_129_id_ID,Term_129_ja_JP,Term_129_ko_KR,Term_129_nl_NL,Term_129_pl_PL,Term_129_pt_BR,Term_129_ru_RU,Term_129_uk_UA,Term_129_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_130,Term_130_en_US,Term_130_ar_SA,Term_130_de_DE,Term_130_es_ES,Term_130_fr_FR,Term_130_he_IL,Term_130_id_ID,Term_130_ja_JP,Term_130_ko_KR,Term_130_nl_NL,Term_130_pl_PL,Term_130_pt_BR,Term_130_ru_RU,Term_130_uk_UA,Term_130_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_131,Term_131_en_US,Term_131_ar_SA,Term_131_de_DE,Term_131_es_ES,Term_131_fr_FR,Term_131_he_IL,Term_131_id_ID,Term_131_ja_JP,Term_131_ko_KR,Term_131_nl_NL,Term_131_pl_PL,Term_131_pt_BR,Term_131_ru_RU,Term_131_uk_UA,Term_131_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_132,Term_132_en_US,Term_132_ar_SA,Term_132_de_DE,Term_132_es_ES,Term_132_fr_FR,Term_132_he_IL,Term_132_id_ID,Term_132_ja_JP,Term_132_ko_KR,Term_132_nl_NL,Term_132_pl_PL,Term_132_pt_BR,Term_132_ru_RU,Term_132_uk_UA,Term_132_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_133,Term_133_en_US,Term_133_ar_SA,Term_133_de_DE,Term_133_es_ES,Term_133_fr_FR,Term_133_he_IL,Term_133_id_ID,Term_133_ja_JP,Term_133_ko_KR,Term_133_nl_NL,Term_133_pl_PL,Term_133_pt_BR,Term_133_ru_RU,Term_133_uk_UA,Term_133_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_134,Term_134_en_US,Term_134_ar_SA,Term_134_de_DE,Term_134_es_ES,Term_134_fr_FR,Term_134_he_IL,Term_134_id_ID,Term_134_ja_JP,Term_134_ko_KR,Term_134_nl_NL,Term_134_pl_PL,Term_134_pt_BR,Term_134_ru_RU,Term_134_uk_UA,Term_134_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_135,Term_135_en_US,Term_135_ar_SA,Term_135_de_DE,Term_135_es_ES,Term_135_fr_FR,Term_135_he_IL,Term_135_id_ID,Term_135_ja_JP,Term_135_ko_KR,Term_135_nl_NL,Term_135_pl_PL,Term_135_pt_BR,Term_135_ru_RU,Term_135_uk_UA,Term_135_zh_CN,KEEP_LATIN,Standard
TERM_136,Term_136_en_US,Term_136_ar_SA,Term_136_de_DE,Term_136_es_ES,Term_136_fr_FR,Term_136_he_IL,Term_136_id_ID,Term_136_ja_JP,Term_136_ko_KR,Term_136_nl_NL,Term_136_pl_PL,Term_136_pt_BR,Term_136_ru_RU,Term_136_uk_UA,Term_136_zh_CN,KEEP_LATIN,Standard
TERM_137,Term_137_en_US,Term_137_ar_SA,Term_137_de_DE,Term_137_es_ES,Term_137_fr_FR,Term_137_he_IL,Term_137_id_ID,Term_137_ja_JP,Term_137_ko_KR,Term_137_nl_NL,Term_137_pl_PL,Term_137_pt_BR,Term_137_ru_RU,Term_137_uk_UA,Term_137_zh_CN,KEEP_LATIN,Standard
TERM_138,Term_138_en_US,Term_138_ar_SA,Term_138_de_DE,Term_138_es_ES,Term_138_fr_FR,Term_138_he_IL,Term_138_id_ID,Term_138_ja_JP,Term_138_ko_KR,Term_138_nl_NL,Term_138_pl_PL,Term_138_pt_BR,Term_138_ru_RU,Term_138_uk_UA,Term_138_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_139,Term_139_en_US,Term_139_ar_SA,Term_139_de_DE,Term_139_es_ES,Term_139_fr_FR,Term_139_he_IL,Term_139_id_ID,Term_139_ja_JP,Term_139_ko_KR,Term_139_nl_NL,Term_139_pl_PL,Term_139_pt_BR,Term_139_ru_RU,Term_139_uk_UA,Term_139_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_140,Term_140_en_US,Term_140_ar_SA,Term_140_de_DE,Term_140_es_ES,Term_140_fr_FR,Term_140_he_IL,Term_140_id_ID,Term_140_ja_JP,Term_140_ko_KR,Term_140_nl_NL,Term_140_pl_PL,Term_140_pt_BR,Term_140_ru_RU,Term_140_uk_UA,Term_140_zh_CN,KEEP_EXACT,Standard
TERM_141,Term_141_en_US,Term_141_ar_SA,Term_141_de_DE,Term_141_es_ES,Term_141_fr_FR,Term_141_he_IL,Term_141_id_ID,Term_141_ja_JP,Term_141_ko_KR,Term_141_nl_NL,Term_141_pl_PL,Term_141_pt_BR,Term_141_ru_RU,Term_141_uk_UA,Term_141_zh_CN,KEEP_LATIN,Standard
TERM_142,Term_142_en_US,Term_142_ar_SA,Term_142_de_DE,Term_142_es_ES,Term_142_fr_FR,Term_142_he_IL,Term_142_id_ID,Term_142_ja_JP,Term_142_ko_KR,Term_142_nl_NL,Term_142_pl_PL,Term_142_pt_BR,Term_142_ru_RU,Term_142_uk_UA,Term_142_zh_CN,DRAFT_TRANSLATION_LOCK,Standard
TERM_143,Term_143_en_US,Term_143_ar_SA,Term_143_de_DE,Term_143_es_ES,Term_143_fr_FR,Term_143_he_IL,Term_143_id_ID,Term_143_ja_JP,Term_143_ko_KR,Term_143_nl_NL,Term_143_pl_PL,Term_143_pt_BR,Term_143_ru_RU,Term_143_uk_UA,Term_143_zh_CN,KEEP_LATIN,Standard
TERM_144,Term_144_en_US,Term_144_ar_SA,Term_144_de_DE,Term_144_es_ES,Term_144_fr_FR,Term_144_he_IL,Term_144_id_ID,Term_144_ja_JP,Term_144_ko_KR,Term_144_nl_NL,Term_144_pl_PL,Term_144_pt_BR,Term_144_ru_RU,Term_144_uk_UA,Term_144_zh_CN,KEEP_EXACT,Standard
TERM_145,Term_145_en_US,Term_145_ar_SA,Term_145_de_DE,Term_145_es_ES,Term_145_fr_FR,Term_145_he_IL,Term_145_id_ID,Term_145_ja_JP,Term_145_ko_KR,Term_145_nl_NL,Term_145_pl_PL,Term_145_pt_BR,Term_145_ru_RU,Term_145_uk_UA,Term_145_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_146,Term_146_en_US,Term_146_ar_SA,Term_146_de_DE,Term_146_es_ES,Term_146_fr_FR,Term_146_he_IL,Term_146_id_ID,Term_146_ja_JP,Term_146_ko_KR,Term_146_nl_NL,Term_146_pl_PL,Term_146_pt_BR,Term_146_ru_RU,Term_146_uk_UA,Term_146_zh_CN,TRANSLATE_MEANING_KEEP_ID,Standard
TERM_147,Term_147_en_US,Term_147_ar_SA,Term_147_de_DE,Term_147_es_ES,Term_147_fr_FR,Term_147_he_IL,Term_147_id_ID,Term_147_ja_JP,Term_147_ko_KR,Term_147_nl_NL,Term_147_pl_PL,Term_147_pt_BR,Term_147_ru_RU,Term_147_uk_UA,Term_147_zh_CN,TRANSLITERATE_WITH_REVIEW,Standard
TERM_148,Term_148_en_US,Term_148_ar_SA,Term_148_de_DE,Term_148_es_ES,Term_148_fr_FR,Term_148_he_IL,Term_148_id_ID,Term_148_ja_JP,Term_148_ko_KR,Term_148_nl_NL,Term_148_pl_PL,Term_148_pt_BR,Term_148_ru_RU,Term_148_uk_UA,Term_148_zh_CN,KEEP_LATIN,Standard
TERM_149,Term_149_en_US,Term_149_ar_SA,Term_149_de_DE,Term_149_es_ES,Term_149_fr_FR,Term_149_he_IL,Term_149_id_ID,Term_149_ja_JP,Term_149_ko_KR,Term_149_nl_NL,Term_149_pl_PL,Term_149_pt_BR,Term_149_ru_RU,Term_149_uk_UA,Term_149_zh_CN,KEEP_EXACT,Standard
