term_key,en_US,ar_SA,de_DE,es_ES,fr_FR,he_IL,id_ID,ja_JP,ko_KR,nl_NL,pl_PL,pt_BR,ru_RU,uk_UA,zh_CN,lock_policy,notes
TERM_RS_067,Technical Payload Term 27,[AR] Technical Payload Term 27,[DE] Technical Payload Term 27,[ES] Technical Payload Term 27,[FR] Technical Payload Term 27,[HE] Technical Payload Term 27,[ID] Technical Payload Term 27,[JA] Technical Payload Term 27,[KO] Technical Payload Term 27,[NL] Technical Payload Term 27,[PL] Technical Payload Term 27,[PT] Technical Payload Term 27,Technical Payload Term 27,[UK] Technical Payload Term 27,[ZH] Technical Payload Term 27,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_068,Technical Payload Term 28,[AR] Technical Payload Term 28,[DE] Technical Payload Term 28,[ES] Technical Payload Term 28,[FR] Technical Payload Term 28,[HE] Technical Payload Term 28,[ID] Technical Payload Term 28,[JA] Technical Payload Term 28,[KO] Technical Payload Term 28,[NL] Technical Payload Term 28,[PL] Technical Payload Term 28,[PT] Technical Payload Term 28,Technical Payload Term 28,[UK] Technical Payload Term 28,[ZH] Technical Payload Term 28,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_069,Technical Payload Term 29,[AR] Technical Payload Term 29,[DE] Technical Payload Term 29,[ES] Technical Payload Term 29,[FR] Technical Payload Term 29,[HE] Technical Payload Term 29,[ID] Technical Payload Term 29,[JA] Technical Payload Term 29,[KO] Technical Payload Term 29,[NL] Technical Payload Term 29,[PL] Technical Payload Term 29,[PT] Technical Payload Term 29,Technical Payload Term 29,[UK] Technical Payload Term 29,[ZH] Technical Payload Term 29,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_070,Technical Payload Term 30,[AR] Technical Payload Term 30,[DE] Technical Payload Term 30,[ES] Technical Payload Term 30,[FR] Technical Payload Term 30,[HE] Technical Payload Term 30,[ID] Technical Payload Term 30,[JA] Technical Payload Term 30,[KO] Technical Payload Term 30,[NL] Technical Payload Term 30,[PL] Technical Payload Term 30,[PT] Technical Payload Term 30,Technical Payload Term 30,[UK] Technical Payload Term 30,[ZH] Technical Payload Term 30,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_071,Technical Payload Term 31,[AR] Technical Payload Term 31,[DE] Technical Payload Term 31,[ES] Technical Payload Term 31,[FR] Technical Payload Term 31,[HE] Technical Payload Term 31,[ID] Technical Payload Term 31,[JA] Technical Payload Term 31,[KO] Technical Payload Term 31,[NL] Technical Payload Term 31,[PL] Technical Payload Term 31,[PT] Technical Payload Term 31,Technical Payload Term 31,[UK] Technical Payload Term 31,[ZH] Technical Payload Term 31,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_072,Technical Payload Term 32,[AR] Technical Payload Term 32,[DE] Technical Payload Term 32,[ES] Technical Payload Term 32,[FR] Technical Payload Term 32,[HE] Technical Payload Term 32,[ID] Technical Payload Term 32,[JA] Technical Payload Term 32,[KO] Technical Payload Term 32,[NL] Technical Payload Term 32,[PL] Technical Payload Term 32,[PT] Technical Payload Term 32,Technical Payload Term 32,[UK] Technical Payload Term 32,[ZH] Technical Payload Term 32,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_073,Technical Payload Term 33,[AR] Technical Payload Term 33,[DE] Technical Payload Term 33,[ES] Technical Payload Term 33,[FR] Technical Payload Term 33,[HE] Technical Payload Term 33,[ID] Technical Payload Term 33,[JA] Technical Payload Term 33,[KO] Technical Payload Term 33,[NL] Technical Payload Term 33,[PL] Technical Payload Term 33,[PT] Technical Payload Term 33,Technical Payload Term 33,[UK] Technical Payload Term 33,[ZH] Technical Payload Term 33,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_074,Technical Payload Term 34,[AR] Technical Payload Term 34,[DE] Technical Payload Term 34,[ES] Technical Payload Term 34,[FR] Technical Payload Term 34,[HE] Technical Payload Term 34,[ID] Technical Payload Term 34,[JA] Technical Payload Term 34,[KO] Technical Payload Term 34,[NL] Technical Payload Term 34,[PL] Technical Payload Term 34,[PT] Technical Payload Term 34,Technical Payload Term 34,[UK] Technical Payload Term 34,[ZH] Technical Payload Term 34,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_075,Technical Payload Term 35,[AR] Technical Payload Term 35,[DE] Technical Payload Term 35,[ES] Technical Payload Term 35,[FR] Technical Payload Term 35,[HE] Technical Payload Term 35,[ID] Technical Payload Term 35,[JA] Technical Payload Term 35,[KO] Technical Payload Term 35,[NL] Technical Payload Term 35,[PL] Technical Payload Term 35,[PT] Technical Payload Term 35,Technical Payload Term 35,[UK] Technical Payload Term 35,[ZH] Technical Payload Term 35,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_076,Technical Payload Term 36,[AR] Technical Payload Term 36,[DE] Technical Payload Term 36,[ES] Technical Payload Term 36,[FR] Technical Payload Term 36,[HE] Technical Payload Term 36,[ID] Technical Payload Term 36,[JA] Technical Payload Term 36,[KO] Technical Payload Term 36,[NL] Technical Payload Term 36,[PL] Technical Payload Term 36,[PT] Technical Payload Term 36,Technical Payload Term 36,[UK] Technical Payload Term 36,[ZH] Technical Payload Term 36,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_077,Technical Payload Term 37,[AR] Technical Payload Term 37,[DE] Technical Payload Term 37,[ES] Technical Payload Term 37,[FR] Technical Payload Term 37,[HE] Technical Payload Term 37,[ID] Technical Payload Term 37,[JA] Technical Payload Term 37,[KO] Technical Payload Term 37,[NL] Technical Payload Term 37,[PL] Technical Payload Term 37,[PT] Technical Payload Term 37,Technical Payload Term 37,[UK] Technical Payload Term 37,[ZH] Technical Payload Term 37,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_078,Technical Payload Term 38,[AR] Technical Payload Term 38,[DE] Technical Payload Term 38,[ES] Technical Payload Term 38,[FR] Technical Payload Term 38,[HE] Technical Payload Term 38,[ID] Technical Payload Term 38,[JA] Technical Payload Term 38,[KO] Technical Payload Term 38,[NL] Technical Payload Term 38,[PL] Technical Payload Term 38,[PT] Technical Payload Term 38,Technical Payload Term 38,[UK] Technical Payload Term 38,[ZH] Technical Payload Term 38,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_079,Technical Payload Term 39,[AR] Technical Payload Term 39,[DE] Technical Payload Term 39,[ES] Technical Payload Term 39,[FR] Technical Payload Term 39,[HE] Technical Payload Term 39,[ID] Technical Payload Term 39,[JA] Technical Payload Term 39,[KO] Technical Payload Term 39,[NL] Technical Payload Term 39,[PL] Technical Payload Term 39,[PT] Technical Payload Term 39,Technical Payload Term 39,[UK] Technical Payload Term 39,[ZH] Technical Payload Term 39,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_080,Technical Payload Term 40,[AR] Technical Payload Term 40,[DE] Technical Payload Term 40,[ES] Technical Payload Term 40,[FR] Technical Payload Term 40,[HE] Technical Payload Term 40,[ID] Technical Payload Term 40,[JA] Technical Payload Term 40,[KO] Technical Payload Term 40,[NL] Technical Payload Term 40,[PL] Technical Payload Term 40,[PT] Technical Payload Term 40,Technical Payload Term 40,[UK] Technical Payload Term 40,[ZH] Technical Payload Term 40,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_081,Technical Payload Term 41,[AR] Technical Payload Term 41,[DE] Technical Payload Term 41,[ES] Technical Payload Term 41,[FR] Technical Payload Term 41,[HE] Technical Payload Term 41,[ID] Technical Payload Term 41,[JA] Technical Payload Term 41,[KO] Technical Payload Term 41,[NL] Technical Payload Term 41,[PL] Technical Payload Term 41,[PT] Technical Payload Term 41,Technical Payload Term 41,[UK] Technical Payload Term 41,[ZH] Technical Payload Term 41,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_082,Technical Payload Term 42,[AR] Technical Payload Term 42,[DE] Technical Payload Term 42,[ES] Technical Payload Term 42,[FR] Technical Payload Term 42,[HE] Technical Payload Term 42,[ID] Technical Payload Term 42,[JA] Technical Payload Term 42,[KO] Technical Payload Term 42,[NL] Technical Payload Term 42,[PL] Technical Payload Term 42,[PT] Technical Payload Term 42,Technical Payload Term 42,[UK] Technical Payload Term 42,[ZH] Technical Payload Term 42,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_083,Technical Payload Term 43,[AR] Technical Payload Term 43,[DE] Technical Payload Term 43,[ES] Technical Payload Term 43,[FR] Technical Payload Term 43,[HE] Technical Payload Term 43,[ID] Technical Payload Term 43,[JA] Technical Payload Term 43,[KO] Technical Payload Term 43,[NL] Technical Payload Term 43,[PL] Technical Payload Term 43,[PT] Technical Payload Term 43,Technical Payload Term 43,[UK] Technical Payload Term 43,[ZH] Technical Payload Term 43,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_084,Technical Payload Term 44,[AR] Technical Payload Term 44,[DE] Technical Payload Term 44,[ES] Technical Payload Term 44,[FR] Technical Payload Term 44,[HE] Technical Payload Term 44,[ID] Technical Payload Term 44,[JA] Technical Payload Term 44,[KO] Technical Payload Term 44,[NL] Technical Payload Term 44,[PL] Technical Payload Term 44,[PT] Technical Payload Term 44,Technical Payload Term 44,[UK] Technical Payload Term 44,[ZH] Technical Payload Term 44,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_085,Technical Payload Term 45,[AR] Technical Payload Term 45,[DE] Technical Payload Term 45,[ES] Technical Payload Term 45,[FR] Technical Payload Term 45,[HE] Technical Payload Term 45,[ID] Technical Payload Term 45,[JA] Technical Payload Term 45,[KO] Technical Payload Term 45,[NL] Technical Payload Term 45,[PL] Technical Payload Term 45,[PT] Technical Payload Term 45,Technical Payload Term 45,[UK] Technical Payload Term 45,[ZH] Technical Payload Term 45,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_086,Technical Payload Term 46,[AR] Technical Payload Term 46,[DE] Technical Payload Term 46,[ES] Technical Payload Term 46,[FR] Technical Payload Term 46,[HE] Technical Payload Term 46,[ID] Technical Payload Term 46,[JA] Technical Payload Term 46,[KO] Technical Payload Term 46,[NL] Technical Payload Term 46,[PL] Technical Payload Term 46,[PT] Technical Payload Term 46,Technical Payload Term 46,[UK] Technical Payload Term 46,[ZH] Technical Payload Term 46,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_087,Technical Payload Term 47,[AR] Technical Payload Term 47,[DE] Technical Payload Term 47,[ES] Technical Payload Term 47,[FR] Technical Payload Term 47,[HE] Technical Payload Term 47,[ID] Technical Payload Term 47,[JA] Technical Payload Term 47,[KO] Technical Payload Term 47,[NL] Technical Payload Term 47,[PL] Technical Payload Term 47,[PT] Technical Payload Term 47,Technical Payload Term 47,[UK] Technical Payload Term 47,[ZH] Technical Payload Term 47,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_088,Technical Payload Term 48,[AR] Technical Payload Term 48,[DE] Technical Payload Term 48,[ES] Technical Payload Term 48,[FR] Technical Payload Term 48,[HE] Technical Payload Term 48,[ID] Technical Payload Term 48,[JA] Technical Payload Term 48,[KO] Technical Payload Term 48,[NL] Technical Payload Term 48,[PL] Technical Payload Term 48,[PT] Technical Payload Term 48,Technical Payload Term 48,[UK] Technical Payload Term 48,[ZH] Technical Payload Term 48,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_089,Technical Payload Term 49,[AR] Technical Payload Term 49,[DE] Technical Payload Term 49,[ES] Technical Payload Term 49,[FR] Technical Payload Term 49,[HE] Technical Payload Term 49,[ID] Technical Payload Term 49,[JA] Technical Payload Term 49,[KO] Technical Payload Term 49,[NL] Technical Payload Term 49,[PL] Technical Payload Term 49,[PT] Technical Payload Term 49,Technical Payload Term 49,[UK] Technical Payload Term 49,[ZH] Technical Payload Term 49,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_090,Technical Payload Term 50,[AR] Technical Payload Term 50,[DE] Technical Payload Term 50,[ES] Technical Payload Term 50,[FR] Technical Payload Term 50,[HE] Technical Payload Term 50,[ID] Technical Payload Term 50,[JA] Technical Payload Term 50,[KO] Technical Payload Term 50,[NL] Technical Payload Term 50,[PL] Technical Payload Term 50,[PT] Technical Payload Term 50,Technical Payload Term 50,[UK] Technical Payload Term 50,[ZH] Technical Payload Term 50,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_091,Technical Payload Term 51,[AR] Technical Payload Term 51,[DE] Technical Payload Term 51,[ES] Technical Payload Term 51,[FR] Technical Payload Term 51,[HE] Technical Payload Term 51,[ID] Technical Payload Term 51,[JA] Technical Payload Term 51,[KO] Technical Payload Term 51,[NL] Technical Payload Term 51,[PL] Technical Payload Term 51,[PT] Technical Payload Term 51,Technical Payload Term 51,[UK] Technical Payload Term 51,[ZH] Technical Payload Term 51,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_092,Technical Payload Term 52,[AR] Technical Payload Term 52,[DE] Technical Payload Term 52,[ES] Technical Payload Term 52,[FR] Technical Payload Term 52,[HE] Technical Payload Term 52,[ID] Technical Payload Term 52,[JA] Technical Payload Term 52,[KO] Technical Payload Term 52,[NL] Technical Payload Term 52,[PL] Technical Payload Term 52,[PT] Technical Payload Term 52,Technical Payload Term 52,[UK] Technical Payload Term 52,[ZH] Technical Payload Term 52,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_093,Technical Payload Term 53,[AR] Technical Payload Term 53,[DE] Technical Payload Term 53,[ES] Technical Payload Term 53,[FR] Technical Payload Term 53,[HE] Technical Payload Term 53,[ID] Technical Payload Term 53,[JA] Technical Payload Term 53,[KO] Technical Payload Term 53,[NL] Technical Payload Term 53,[PL] Technical Payload Term 53,[PT] Technical Payload Term 53,Technical Payload Term 53,[UK] Technical Payload Term 53,[ZH] Technical Payload Term 53,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_094,Technical Payload Term 54,[AR] Technical Payload Term 54,[DE] Technical Payload Term 54,[ES] Technical Payload Term 54,[FR] Technical Payload Term 54,[HE] Technical Payload Term 54,[ID] Technical Payload Term 54,[JA] Technical Payload Term 54,[KO] Technical Payload Term 54,[NL] Technical Payload Term 54,[PL] Technical Payload Term 54,[PT] Technical Payload Term 54,Technical Payload Term 54,[UK] Technical Payload Term 54,[ZH] Technical Payload Term 54,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_095,Technical Payload Term 55,[AR] Technical Payload Term 55,[DE] Technical Payload Term 55,[ES] Technical Payload Term 55,[FR] Technical Payload Term 55,[HE] Technical Payload Term 55,[ID] Technical Payload Term 55,[JA] Technical Payload Term 55,[KO] Technical Payload Term 55,[NL] Technical Payload Term 55,[PL] Technical Payload Term 55,[PT] Technical Payload Term 55,Technical Payload Term 55,[UK] Technical Payload Term 55,[ZH] Technical Payload Term 55,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_096,Technical Payload Term 56,[AR] Technical Payload Term 56,[DE] Technical Payload Term 56,[ES] Technical Payload Term 56,[FR] Technical Payload Term 56,[HE] Technical Payload Term 56,[ID] Technical Payload Term 56,[JA] Technical Payload Term 56,[KO] Technical Payload Term 56,[NL] Technical Payload Term 56,[PL] Technical Payload Term 56,[PT] Technical Payload Term 56,Technical Payload Term 56,[UK] Technical Payload Term 56,[ZH] Technical Payload Term 56,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_097,Technical Payload Term 57,[AR] Technical Payload Term 57,[DE] Technical Payload Term 57,[ES] Technical Payload Term 57,[FR] Technical Payload Term 57,[HE] Technical Payload Term 57,[ID] Technical Payload Term 57,[JA] Technical Payload Term 57,[KO] Technical Payload Term 57,[NL] Technical Payload Term 57,[PL] Technical Payload Term 57,[PT] Technical Payload Term 57,Technical Payload Term 57,[UK] Technical Payload Term 57,[ZH] Technical Payload Term 57,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_098,Technical Payload Term 58,[AR] Technical Payload Term 58,[DE] Technical Payload Term 58,[ES] Technical Payload Term 58,[FR] Technical Payload Term 58,[HE] Technical Payload Term 58,[ID] Technical Payload Term 58,[JA] Technical Payload Term 58,[KO] Technical Payload Term 58,[NL] Technical Payload Term 58,[PL] Technical Payload Term 58,[PT] Technical Payload Term 58,Technical Payload Term 58,[UK] Technical Payload Term 58,[ZH] Technical Payload Term 58,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_099,Technical Payload Term 59,[AR] Technical Payload Term 59,[DE] Technical Payload Term 59,[ES] Technical Payload Term 59,[FR] Technical Payload Term 59,[HE] Technical Payload Term 59,[ID] Technical Payload Term 59,[JA] Technical Payload Term 59,[KO] Technical Payload Term 59,[NL] Technical Payload Term 59,[PL] Technical Payload Term 59,[PT] Technical Payload Term 59,Technical Payload Term 59,[UK] Technical Payload Term 59,[ZH] Technical Payload Term 59,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_100,Technical Payload Term 60,[AR] Technical Payload Term 60,[DE] Technical Payload Term 60,[ES] Technical Payload Term 60,[FR] Technical Payload Term 60,[HE] Technical Payload Term 60,[ID] Technical Payload Term 60,[JA] Technical Payload Term 60,[KO] Technical Payload Term 60,[NL] Technical Payload Term 60,[PL] Technical Payload Term 60,[PT] Technical Payload Term 60,Technical Payload Term 60,[UK] Technical Payload Term 60,[ZH] Technical Payload Term 60,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_101,Technical Payload Term 61,[AR] Technical Payload Term 61,[DE] Technical Payload Term 61,[ES] Technical Payload Term 61,[FR] Technical Payload Term 61,[HE] Technical Payload Term 61,[ID] Technical Payload Term 61,[JA] Technical Payload Term 61,[KO] Technical Payload Term 61,[NL] Technical Payload Term 61,[PL] Technical Payload Term 61,[PT] Technical Payload Term 61,Technical Payload Term 61,[UK] Technical Payload Term 61,[ZH] Technical Payload Term 61,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_102,Technical Payload Term 62,[AR] Technical Payload Term 62,[DE] Technical Payload Term 62,[ES] Technical Payload Term 62,[FR] Technical Payload Term 62,[HE] Technical Payload Term 62,[ID] Technical Payload Term 62,[JA] Technical Payload Term 62,[KO] Technical Payload Term 62,[NL] Technical Payload Term 62,[PL] Technical Payload Term 62,[PT] Technical Payload Term 62,Technical Payload Term 62,[UK] Technical Payload Term 62,[ZH] Technical Payload Term 62,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_103,Technical Payload Term 63,[AR] Technical Payload Term 63,[DE] Technical Payload Term 63,[ES] Technical Payload Term 63,[FR] Technical Payload Term 63,[HE] Technical Payload Term 63,[ID] Technical Payload Term 63,[JA] Technical Payload Term 63,[KO] Technical Payload Term 63,[NL] Technical Payload Term 63,[PL] Technical Payload Term 63,[PT] Technical Payload Term 63,Technical Payload Term 63,[UK] Technical Payload Term 63,[ZH] Technical Payload Term 63,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_104,Technical Payload Term 64,[AR] Technical Payload Term 64,[DE] Technical Payload Term 64,[ES] Technical Payload Term 64,[FR] Technical Payload Term 64,[HE] Technical Payload Term 64,[ID] Technical Payload Term 64,[JA] Technical Payload Term 64,[KO] Technical Payload Term 64,[NL] Technical Payload Term 64,[PL] Technical Payload Term 64,[PT] Technical Payload Term 64,Technical Payload Term 64,[UK] Technical Payload Term 64,[ZH] Technical Payload Term 64,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_105,Technical Payload Term 65,[AR] Technical Payload Term 65,[DE] Technical Payload Term 65,[ES] Technical Payload Term 65,[FR] Technical Payload Term 65,[HE] Technical Payload Term 65,[ID] Technical Payload Term 65,[JA] Technical Payload Term 65,[KO] Technical Payload Term 65,[NL] Technical Payload Term 65,[PL] Technical Payload Term 65,[PT] Technical Payload Term 65,Technical Payload Term 65,[UK] Technical Payload Term 65,[ZH] Technical Payload Term 65,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_106,Technical Payload Term 66,[AR] Technical Payload Term 66,[DE] Technical Payload Term 66,[ES] Technical Payload Term 66,[FR] Technical Payload Term 66,[HE] Technical Payload Term 66,[ID] Technical Payload Term 66,[JA] Technical Payload Term 66,[KO] Technical Payload Term 66,[NL] Technical Payload Term 66,[PL] Technical Payload Term 66,[PT] Technical Payload Term 66,Technical Payload Term 66,[UK] Technical Payload Term 66,[ZH] Technical Payload Term 66,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_107,Technical Payload Term 67,[AR] Technical Payload Term 67,[DE] Technical Payload Term 67,[ES] Technical Payload Term 67,[FR] Technical Payload Term 67,[HE] Technical Payload Term 67,[ID] Technical Payload Term 67,[JA] Technical Payload Term 67,[KO] Technical Payload Term 67,[NL] Technical Payload Term 67,[PL] Technical Payload Term 67,[PT] Technical Payload Term 67,Technical Payload Term 67,[UK] Technical Payload Term 67,[ZH] Technical Payload Term 67,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_108,Technical Payload Term 68,[AR] Technical Payload Term 68,[DE] Technical Payload Term 68,[ES] Technical Payload Term 68,[FR] Technical Payload Term 68,[HE] Technical Payload Term 68,[ID] Technical Payload Term 68,[JA] Technical Payload Term 68,[KO] Technical Payload Term 68,[NL] Technical Payload Term 68,[PL] Technical Payload Term 68,[PT] Technical Payload Term 68,Technical Payload Term 68,[UK] Technical Payload Term 68,[ZH] Technical Payload Term 68,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_109,Technical Payload Term 69,[AR] Technical Payload Term 69,[DE] Technical Payload Term 69,[ES] Technical Payload Term 69,[FR] Technical Payload Term 69,[HE] Technical Payload Term 69,[ID] Technical Payload Term 69,[JA] Technical Payload Term 69,[KO] Technical Payload Term 69,[NL] Technical Payload Term 69,[PL] Technical Payload Term 69,[PT] Technical Payload Term 69,Technical Payload Term 69,[UK] Technical Payload Term 69,[ZH] Technical Payload Term 69,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_110,Technical Payload Term 70,[AR] Technical Payload Term 70,[DE] Technical Payload Term 70,[ES] Technical Payload Term 70,[FR] Technical Payload Term 70,[HE] Technical Payload Term 70,[ID] Technical Payload Term 70,[JA] Technical Payload Term 70,[KO] Technical Payload Term 70,[NL] Technical Payload Term 70,[PL] Technical Payload Term 70,[PT] Technical Payload Term 70,Technical Payload Term 70,[UK] Technical Payload Term 70,[ZH] Technical Payload Term 70,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_111,Technical Payload Term 71,[AR] Technical Payload Term 71,[DE] Technical Payload Term 71,[ES] Technical Payload Term 71,[FR] Technical Payload Term 71,[HE] Technical Payload Term 71,[ID] Technical Payload Term 71,[JA] Technical Payload Term 71,[KO] Technical Payload Term 71,[NL] Technical Payload Term 71,[PL] Technical Payload Term 71,[PT] Technical Payload Term 71,Technical Payload Term 71,[UK] Technical Payload Term 71,[ZH] Technical Payload Term 71,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_112,Technical Payload Term 72,[AR] Technical Payload Term 72,[DE] Technical Payload Term 72,[ES] Technical Payload Term 72,[FR] Technical Payload Term 72,[HE] Technical Payload Term 72,[ID] Technical Payload Term 72,[JA] Technical Payload Term 72,[KO] Technical Payload Term 72,[NL] Technical Payload Term 72,[PL] Technical Payload Term 72,[PT] Technical Payload Term 72,Technical Payload Term 72,[UK] Technical Payload Term 72,[ZH] Technical Payload Term 72,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_113,Technical Payload Term 73,[AR] Technical Payload Term 73,[DE] Technical Payload Term 73,[ES] Technical Payload Term 73,[FR] Technical Payload Term 73,[HE] Technical Payload Term 73,[ID] Technical Payload Term 73,[JA] Technical Payload Term 73,[KO] Technical Payload Term 73,[NL] Technical Payload Term 73,[PL] Technical Payload Term 73,[PT] Technical Payload Term 73,Technical Payload Term 73,[UK] Technical Payload Term 73,[ZH] Technical Payload Term 73,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_114,Technical Payload Term 74,[AR] Technical Payload Term 74,[DE] Technical Payload Term 74,[ES] Technical Payload Term 74,[FR] Technical Payload Term 74,[HE] Technical Payload Term 74,[ID] Technical Payload Term 74,[JA] Technical Payload Term 74,[KO] Technical Payload Term 74,[NL] Technical Payload Term 74,[PL] Technical Payload Term 74,[PT] Technical Payload Term 74,Technical Payload Term 74,[UK] Technical Payload Term 74,[ZH] Technical Payload Term 74,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_115,Technical Payload Term 75,[AR] Technical Payload Term 75,[DE] Technical Payload Term 75,[ES] Technical Payload Term 75,[FR] Technical Payload Term 75,[HE] Technical Payload Term 75,[ID] Technical Payload Term 75,[JA] Technical Payload Term 75,[KO] Technical Payload Term 75,[NL] Technical Payload Term 75,[PL] Technical Payload Term 75,[PT] Technical Payload Term 75,Technical Payload Term 75,[UK] Technical Payload Term 75,[ZH] Technical Payload Term 75,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_116,Technical Payload Term 76,[AR] Technical Payload Term 76,[DE] Technical Payload Term 76,[ES] Technical Payload Term 76,[FR] Technical Payload Term 76,[HE] Technical Payload Term 76,[ID] Technical Payload Term 76,[JA] Technical Payload Term 76,[KO] Technical Payload Term 76,[NL] Technical Payload Term 76,[PL] Technical Payload Term 76,[PT] Technical Payload Term 76,Technical Payload Term 76,[UK] Technical Payload Term 76,[ZH] Technical Payload Term 76,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_117,Technical Payload Term 77,[AR] Technical Payload Term 77,[DE] Technical Payload Term 77,[ES] Technical Payload Term 77,[FR] Technical Payload Term 77,[HE] Technical Payload Term 77,[ID] Technical Payload Term 77,[JA] Technical Payload Term 77,[KO] Technical Payload Term 77,[NL] Technical Payload Term 77,[PL] Technical Payload Term 77,[PT] Technical Payload Term 77,Technical Payload Term 77,[UK] Technical Payload Term 77,[ZH] Technical Payload Term 77,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_118,Technical Payload Term 78,[AR] Technical Payload Term 78,[DE] Technical Payload Term 78,[ES] Technical Payload Term 78,[FR] Technical Payload Term 78,[HE] Technical Payload Term 78,[ID] Technical Payload Term 78,[JA] Technical Payload Term 78,[KO] Technical Payload Term 78,[NL] Technical Payload Term 78,[PL] Technical Payload Term 78,[PT] Technical Payload Term 78,Technical Payload Term 78,[UK] Technical Payload Term 78,[ZH] Technical Payload Term 78,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_119,Technical Payload Term 79,[AR] Technical Payload Term 79,[DE] Technical Payload Term 79,[ES] Technical Payload Term 79,[FR] Technical Payload Term 79,[HE] Technical Payload Term 79,[ID] Technical Payload Term 79,[JA] Technical Payload Term 79,[KO] Technical Payload Term 79,[NL] Technical Payload Term 79,[PL] Technical Payload Term 79,[PT] Technical Payload Term 79,Technical Payload Term 79,[UK] Technical Payload Term 79,[ZH] Technical Payload Term 79,TRANSLATE_MEANING_KEEP_ID,Context note.
TERM_RS_120,Technical Payload Term 80,[AR] Technical Payload Term 80,[DE] Technical Payload Term 80,[ES] Technical Payload Term 80,[FR] Technical Payload Term 80,[HE] Technical Payload Term 80,[ID] Technical Payload Term 80,[JA] Technical Payload Term 80,[KO] Technical Payload Term 80,[NL] Technical Payload Term 80,[PL] Technical Payload Term 80,[PT] Technical Payload Term 80,Technical Payload Term 80,[UK] Technical Payload Term 80,[ZH] Technical Payload Term 80,TRANSLATE_MEANING_KEEP_ID,Context note.
