triage_id,route_priority,owner_lane,asset_family,owner_scope,asset_path,reference_file_count,reference_token_count,first_reference_paths,evidence_trigger,required_next_owner,do_not_do,status,evidence_class,evidence_boundary
GUID_TRIAGE_0172,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_egg_cluster.asset,8,8,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_001_North_01.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_005_North_02.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_012_West_03.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_016_West_04.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_034_South_09.asset|Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_egg_cluster.asset,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0173,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_plant_giant.asset,6,6,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_006_South_02.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_016_West_04.asset|Assets/_Project/Data/Biomes/MatrixProfiles/Biome_034_South_09.asset|Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_plant_giant.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0174,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/Fonts/tsifry_SDF.asset,5,221,Assets/TextMesh Pro/Resources/TMP Settings.asset|Assets/_Project/Prefabs/Suit_HUD_Canvas.prefab|Assets/_Project/Scenes/01_MAIN_MENU.unity|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE|BOOT_OR_MENU_SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0175,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_ruin_cluster_medium.asset,4,4,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_ruin_cluster_medium.asset|Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_ruin_medium.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0176,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Meshes/Generated/MESH_SurfaceSkyDomeNoir_1428.asset,3,3,Assets/_Project/Prefabs/Sky_System.prefab|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0177,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Meshes/H8_FakeRadarBlipQuad.asset,3,3,Assets/_Project/Prefabs/Player.prefab|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0178,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Meshes/WorldProceduralGeology/RockClusterMedium/RockCluster_06_LOD0.asset,3,3,Assets/_Project/Prefabs/Nature/Rocks/ProceduralFinals/PFB_Geo_RockCluster_06.prefab|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0179,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Meshes/WorldProceduralGeology/RockShelfLarge/RockShelf_00_LOD0.asset,3,5,Assets/_Project/Prefabs/Nature/Rocks/ProceduralFinals/PFB_Geo_RockShelf_00.prefab|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0180,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Meshes/WorldProceduralGeology/RockShelfLarge/RockShelf_02_LOD0.asset,3,5,Assets/_Project/Prefabs/Nature/Rocks/ProceduralFinals/PFB_Geo_RockShelf_02.prefab|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0181,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Meshes/WorldProceduralGeology/RockShelfLarge/RockShelf_04_LOD0.asset,3,5,Assets/_Project/Prefabs/Nature/Rocks/ProceduralFinals/PFB_Geo_RockShelf_04.prefab|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0182,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Meshes/WorldProceduralGeology/RockSmallFloor/RockFloor_02_LOD0.asset,3,5,Assets/_Project/Prefabs/Nature/Rocks/ProceduralFinals/PFB_Geo_RockFloor_02.prefab|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0183,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Meshes/WorldProceduralGeology/RockSmallFloor/RockFloor_05_LOD0.asset,3,3,Assets/_Project/Prefabs/Nature/Rocks/ProceduralFinals/PFB_Geo_RockFloor_05.prefab|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0184,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_005_North_02.asset,3,5,Assets/_Project/Data/Biomes/BiomeMatrixCatalog.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0185,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_006_South_02.asset,3,3,Assets/_Project/Data/Biomes/BiomeMatrixCatalog.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0186,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_009_North_03.asset,3,3,Assets/_Project/Data/Biomes/BiomeMatrixCatalog.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0187,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_017_North_05.asset,3,3,Assets/_Project/Data/Biomes/BiomeMatrixCatalog.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0188,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_021_North_06.asset,3,3,Assets/_Project/Data/Biomes/BiomeMatrixCatalog.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0189,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_023_East_06.asset,3,3,Assets/_Project/Data/Biomes/BiomeMatrixCatalog.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0190,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_027_East_07.asset,3,3,Assets/_Project/Data/Biomes/BiomeMatrixCatalog.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0191,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/Biomes/MatrixProfiles/Biome_039_East_10.asset,3,3,Assets/_Project/Data/Biomes/BiomeMatrixCatalog.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0192,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_coral_brittle.asset,3,3,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_coral_brittle.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0193,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_creature_zone_abyss_apex.asset,3,3,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_fauna_abyss_apex_zone.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0194,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_creature_zone_large_threat.asset,3,3,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_fauna_large_threat_zone.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0195,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_creature_zone_reef_apex.asset,3,3,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_fauna_reef_apex_zone.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0196,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_creature_zone_ruin_apex.asset,3,3,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_fauna_ruin_apex_zone.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0197,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_kelp_abyssal.asset,3,3,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_kelp_abyssal.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0198,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_kelp_patch_dense.asset,3,3,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_kelp_patch_dense.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0199,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_rock_cluster_medium.asset,3,3,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_rocks_cluster.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0200,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/ProceduralFamilies/ProceduralFamily_family_rock_shelf_large.asset,3,3,Assets/_Project/Data/World/ProceduralPlacementRules/ProceduralRule_rule_rocks_shelf.asset|Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0201,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Data/World/Sandbox/HECTON_SANDBOX_BIOMES_MAPMAGIC_GRAPH.asset,3,3,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Project/Scenes/03_HECTON_SANDBOX_BIOMES.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
GUID_TRIAGE_0202,P0_ACTIVE_ROUTE_REVIEW,active_world_scriptable_route_owner,scriptable_or_native_asset,FIRST_PARTY_PROJECT,Assets/_Project/Art/Materials/World/Photic1457/SPEC_H8_SurfaceReadableWaves_1457.asset,2,2,Assets/_Project/Scenes/02_HECTON_WORLD.unity|Assets/_Recovery/0 (13).unity,ACTIVE_WORLD_SCENE_REACHABLE|SCENE_REACHABLE,ASSET_OWNER_26_UNITY_READBACK_NO_MUTATION,NO_ASSETS_MUTATION_FROM_STATIC_TRIAGE|NO_RAW_YAML_PATCH|NO_RUNTIME_ACCEPTANCE_CLAIM,PENDING_VERIFICATION,STATIC_SOURCE,DERIVED_FROM_GUID_MATRIX_NO_IMPORT_RUNTIME_VISUAL_OR_AUDIO_PROOF
