"path","class","role_candidate","disposition","width","height","size_mb","srgb","mipmaps","streaming_mips","risk_notes"
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype_MRAOSource.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","1.386","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype_NormalSource.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","2.815","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Batch31_LocalPBR/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype/TX_B31_WetBasaltShoreline_1429_FullSourcePrototype_SourceFull.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","2.355","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/Audit/Batch21/tile_previews/TX_B21_PhoticShellSandSubstrate_AlbedoSource_20260604_Gemini_164642_tile2x2.png","terrain_geology","sand_shell_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","1.122","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/Outputs/Batch21/TX_B21_PhoticShellSandSubstrate_AlbedoSource_20260604_Gemini_164642.png","terrain_geology","sand_shell_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","2.747","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/1906/TX_H8_WetBasaltShoreline_1428_static_channel_QA_contact_sheet.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","568","0.806","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/TX_Gemini_WetBasaltShoreline_Albedo_20260604_tile2x2.jpg","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","2048","2048","2.153","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1428/GeminiTextureIntake_contact_sheet.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","268","268","0.084","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1428/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1428_tile2x2.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","1.309","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429/GeminiTextureIntake_contact_sheet.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","268","268","0.083","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1429_tile2x2.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","1.288","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429Periodic/GeminiTextureIntake_contact_sheet.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","268","268","0.092","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429Periodic/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_tile2x2.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","1.4","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429PeriodicDarkPreserve/GeminiTextureIntake_contact_sheet.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","268","268","0.092","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429PeriodicDarkPreserve/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_darkpreserve_tile2x2.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","1.4","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429PeriodicMean/GeminiTextureIntake_contact_sheet.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","268","268","0.093","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/QA/WetBasalt1429PeriodicMean/tile_previews/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_mean_tile2x2.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","1.392","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/Refined/TX_H8_WetBasaltShoreline_Albedo_1429_periodic.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","2.528","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/Refined/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_darkpreserve.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","2.528","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/Refined/TX_H8_WetBasaltShoreline_Albedo_1429_periodic_mean.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","2.509","","","","missing_meta;not_final_art"
"Docs/GeneratedAssets/Gemini/TX_H8_WetBasaltShoreline_Albedo_1429.png","terrain_geology","wet_basalt_source","SOURCE_ONLY_NOT_IMPORTED","1024","1024","2.894","","","","missing_meta;not_final_art"
"Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid_2K_AO.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","2048","1.951","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid_2K_BaseColor.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","2048","1.936","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock 6/rock6/Mossy_Forest_Rock_vimrfjsaw_Mid_2K_Normal.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","2048","2048","6.57","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock 7/Materials/2.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","4000","4000","5.009","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_AmbientOcclusion.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","2048","1.976","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_Color.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","2048","4.461","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock012_2K-JPG_NormalGL.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","2048","2048","8.798","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_AmbientOcclusion.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","2048","2.016","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_Color.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","2048","5.556","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock037_2K-JPG_NormalGL.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","2048","2048","9.69","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_AmbientOcclusion.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","1024","1.201","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_Color.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","1024","3.277","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/Rock063_2K-JPG_NormalGL.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","2048","1024","3.266","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_AmbientOcclusion.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","2048","1.685","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_Color.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","2048","5.442","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/Models/Rocks/Rock_4_-_UNIVERSALNYY_VYBOR/UNIVERSALNYY_VYBOR_(TEKSTURY)/TOP1Rock028_2K-JPG_NormalGL.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","2048","2048","9.572","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/2rock/Rocks007_1K-JPG_AmbientOcclusion.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","0.685","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/2rock/Rocks007_1K-JPG_Color.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.178","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/2rock/Rocks007_1K-JPG_NormalGL.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","2.208","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_AmbientOcclusion.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","0.621","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_Color.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","0.956","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/gravel/Gravel020_1K-JPG_NormalGL.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","2.209","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/moss/Ground047_1K-JPG_AmbientOcclusion.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","0.839","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/moss/Ground047_1K-JPG_Color.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.489","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/moss/Ground047_1K-JPG_NormalGL.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","2.235","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/mud/Ground051_1K-JPG_AmbientOcclusion.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","0.498","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/mud/Ground051_1K-JPG_Color.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","0.987","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/mud/Ground051_1K-JPG_NormalGL.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","2.106","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/rocks/Rocks019_1K-JPG_AmbientOcclusion.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","0.599","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/rocks/Rocks019_1K-JPG_Color.jpg","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.278","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Terrain Textures/rocks/Rocks019_1K-JPG_NormalGL.jpg","terrain_geology","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","2.216","0","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/terrain.png","terrain_geology","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.858","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/Sprites/oxygen-tank.png","ui","ui_sprite_source","UI_SOURCE_ATLAS_PROOF_PENDING","512","512","0.015","1","0","0","runtime_visual_proof_pending"
"Assets/_Project/Art/Sprites/ui/BATTERY.png","ui","ui_sprite_source","UI_SOURCE_ATLAS_PROOF_PENDING","1024","1024","1.715","1","0","0","runtime_visual_proof_pending"
"Assets/_Project/Art/Sprites/ui/COPPER.png","ui","ui_sprite_source","UI_SOURCE_ATLAS_PROOF_PENDING","1024","1024","1.568","1","0","0","runtime_visual_proof_pending"
"Assets/_Project/Art/Sprites/ui/CUTTER.png","ui","ui_sprite_source","UI_SOURCE_ATLAS_PROOF_PENDING","1024","1024","1.385","1","0","0","runtime_visual_proof_pending"
"Assets/_Project/Art/Sprites/ui/MICRO.png","ui","ui_sprite_source","UI_SOURCE_ATLAS_PROOF_PENDING","1024","1024","1.766","1","0","0","runtime_visual_proof_pending"
"Assets/_Project/Art/Sprites/ui/OXYGEN.png","ui","ui_sprite_source","UI_SOURCE_ATLAS_PROOF_PENDING","1024","1024","1.632","1","0","0","runtime_visual_proof_pending"
"Assets/_Project/Art/Sprites/ui/TITANIUM.png","ui","ui_sprite_source","UI_SOURCE_ATLAS_PROOF_PENDING","1024","1024","1.673","1","0","0","runtime_visual_proof_pending"
"Assets/_Project/_PROLOGUE_CONTENT/Textures/Planets/pLANET/surface_bump.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","4096","2048","0.455","1","1","0","streaming_mips_disabled"
"Assets/_Project/_PROLOGUE_CONTENT/Textures/Planets/pLANET/surface_diff.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","4096","2048","1.293","1","1","0","streaming_mips_disabled"
"Assets/_Project/_PROLOGUE_CONTENT/Textures/Planets/pLANET/surface_norm.png","unknown","packed_mask_source","UNASSIGNED_STATIC_SOURCE","4096","2048","1.025","1","1","0","streaming_mips_disabled;mask_srgb_enabled_or_type_unverified"
"Assets/_Project/_PROLOGUE_CONTENT/Textures/Planets/pLANET/surface_spec.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","4096","2048","0.176","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/Sprites/cardiogram.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","512","512","0.012","1","0","0","mips_disabled;streaming_mips_disabled"
"Assets/_Project/Art/Sprites/ring.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","601","616","0.074","1","0","0","mips_disabled;streaming_mips_disabled"
"Assets/_Project/Art/Sprites/thunder.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","512","512","0.008","1","0","0","mips_disabled;streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/Detali/bubble vent atlas - bad - redo.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.468","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/Detali/mineral seep mask - looks seamless.png","unknown","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","2.262","0","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/Detali/Mineral Seep Mask - second try.png","unknown","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","2.971","0","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/Detali/Soft Plume Noise - second try.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.913","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/Detali/soft_plume_noise_-_kakoy_to_seryy_nu_norm.png","unknown","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.737","1","1","0","streaming_mips_disabled;mask_srgb_enabled_or_type_unverified"
"Assets/_Project/Art/TEXTURES/FLOOR.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.926","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/FLOOR1.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.975","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/gameart.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","1376","768","1.737","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/menuview.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","1376","768","1.76","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/Meshy_AI_Alien_barnacles_clust_0301230506_texture.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","2048","2048","2.656","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/ORGANIC.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","1024","1024","2.03","1","1","1","runtime_visual_proof_pending"
"Assets/_Project/Art/TEXTURES/Weather/TX_FogLUT_CyclonicSurge.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","32","1","0","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/Weather/TX_FogLUT_DeepStillness.png","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","32","1","0","1","1","0","streaming_mips_disabled"
"Assets/_Project/Scenes/02_HECTON_WORLD/ReflectionProbe-0.exr","unknown","unassigned_source","UNASSIGNED_STATIC_SOURCE","","","0.21","1","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/foam.png","water_foam_caustic","foam_reference_only","REJECTED_VISIBLE_SUPPORT_ONLY","2048","2048","5.656","1","1","1","not_final_art"
"Assets/_Project/Art/TEXTURES/Detali/visor droplet mask.png","water_foam_caustic","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.161","0","1","0","streaming_mips_disabled"
"Assets/_Project/Art/TEXTURES/Detali/visor runoff normal.png","water_foam_caustic","packed_mask_source","UNASSIGNED_STATIC_SOURCE","1024","1024","1.29","0","1","0","streaming_mips_disabled"
