path,material_name,bytes,folder_family,shader_guid,shader_path_static,texture_guid_ref_count,texture_guid_unique_count,empty_texture_slot_count,custom_render_queue,shader_keywords_static,policy_flags,route_risk,evidence_class,status,evidence_boundary
Assets/_Project/Art/Materials/MAT_H8_SurfaceCrestOcean_1428.mat,MAT_H8_SurfaceCrestOcean_1428,7007,water_ocean_contact,986f7c6732e8a6e4881407d7f15f25c3,Assets/Crest/Crest/Shaders/Ocean.shader,13,8,1,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC|CREST_ROUTE_STATIC_TOKEN,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8_SurfaceFoamRibbons_1428.mat,MAT_H8_SurfaceFoamRibbons_1428,1989,water_ocean_contact,650dd9526735d5b46b79224bc6e94025,NONE,0,0,2,3000,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8BiomePassiveLifeSilhouette_1428.mat,MAT_H8BiomePassiveLifeSilhouette_1428,1931,unclassified_first_party,650dd9526735d5b46b79224bc6e94025,NONE,0,0,2,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8WorldAbyssRidge_1428.mat,MAT_H8WorldAbyssRidge_1428,1924,unclassified_first_party,650dd9526735d5b46b79224bc6e94025,NONE,0,0,2,2000,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8WorldAmberInstrumentPulse_1428.mat,MAT_H8WorldAmberInstrumentPulse_1428,3870,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8WorldColdFaunaSignal_1428.mat,MAT_H8WorldColdFaunaSignal_1428,1912,flora_coral_fauna,650dd9526735d5b46b79224bc6e94025,NONE,0,0,2,2000,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8WorldColdInstrumentPulse_1428.mat,MAT_H8WorldColdInstrumentPulse_1428,3847,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8WorldDeepAbyss_1428.mat,MAT_H8WorldDeepAbyss_1428,1911,unclassified_first_party,650dd9526735d5b46b79224bc6e94025,NONE,0,0,2,2000,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8WorldDepthCurtain_1428.mat,MAT_H8WorldDepthCurtain_1428,1987,unclassified_first_party,650dd9526735d5b46b79224bc6e94025,NONE,0,0,2,3000,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8WorldFaunaSilhouette_1428.mat,MAT_H8WorldFaunaSilhouette_1428,1956,flora_coral_fauna,650dd9526735d5b46b79224bc6e94025,NONE,0,0,2,3025,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8WorldPressureVignette_1428.mat,MAT_H8WorldPressureVignette_1428,1991,unclassified_first_party,650dd9526735d5b46b79224bc6e94025,NONE,0,0,2,3000,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_H8WorldWaterMassVeil_1428.mat,MAT_H8WorldWaterMassVeil_1428,1988,water_ocean_contact,650dd9526735d5b46b79224bc6e94025,NONE,0,0,2,3000,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_HalfResParticleComposite.mat,MAT_HalfResParticleComposite,773,unclassified_first_party,0e6e90a46f3b4ad7a8d58ce80e785f15,Assets/_Project/Art/Shaders/Hecton_HalfResParticleComposite.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_HectonSky.mat,Mat_HectonSky,8159,sky_aegir_cloud,6302a783d2378694c9db8d0036358965,Assets/_Project/Art/Shaders/Hecton_AlienSky_Master.shader,3,3,18,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_HectonSky_CloudOverlay.mat,Mat_HectonSky_CloudOverlay,8178,sky_aegir_cloud,6302a783d2378694c9db8d0036358965,Assets/_Project/Art/Shaders/Hecton_AlienSky_Master.shader,4,4,17,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_HUD_AcousticRadarOverlay.mat,MAT_HUD_AcousticRadarOverlay,1203,ui_hud,b1e063d1147a83a4996f42a546e6e5fa,Assets/_Project/Art/Shaders/Hecton_HUD_AcousticRadarOverlay.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_HUD_DataRecPulse.mat,MAT_HUD_DataRecPulse,1000,ui_hud,129f45d4c7583aa40a6e7c83c60d446a,Assets/_Project/Shaders/UI/Hecton_DataRecPulse.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_HUD_IGNDitheredBackground.mat,MAT_HUD_IGNDitheredBackground,1016,ui_hud,021ae9f459be4094b8800c25a19d5d9e,Assets/_Project/Shaders/UI/Hecton_IGNDitheredBackground.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_HUD_ThreatChevronInstanced.mat,MAT_HUD_ThreatChevronInstanced,1005,ui_hud,93d4136c67d64c5bb944522bd67021a1,Assets/_Project/Art/Shaders/Hecton_ScannerMarkerInstanced.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_NoirDepthFog.mat,MAT_NoirDepthFog,761,unclassified_first_party,d38821027adf58747a75d2048230832c,Assets/_Project/Art/Shaders/Hecton_NoirDepthFog.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_PDA_HologramMap.mat,MAT_PDA_HologramMap,856,unclassified_first_party,008170efd67158d4c99647a8518cdba7,Assets/_Project/Art/Shaders/Hecton_HologramMap.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_PDA_ScreenProjector.mat,MAT_PDA_ScreenProjector,768,unclassified_first_party,0d75901ecc6a479385541da8be342394,Assets/_Project/Art/Shaders/Hecton_PdaScreen.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_PDA_SonarPointCloud.mat,MAT_PDA_SonarPointCloud,1075,sky_aegir_cloud,534bedadf69d41343b2dcf2900bbc44c,Assets/_Project/Art/Shaders/Hecton_PDA_SonarPointCloud.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_RetinaDistortion.mat,MAT_RetinaDistortion,765,unclassified_first_party,8f4ada24e17a4e82bdd691ad587c4d66,Assets/_Project/Art/Shaders/Hecton_RetinaDistortion.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_SargassumFoamDamping.mat,MAT_SargassumFoamDamping,948,water_ocean_contact,c94e3a8f6b17481ab92f5a9cb07b3d22,Assets/_Project/Scripts/Plugins/Crest/Shaders/Crest_SargassumFoamDamping.shader,0,0,1,3000,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC|CUSTOM_RENDER_QUEUE_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_SargassumMicroFaunaBoids.mat,MAT_SargassumMicroFaunaBoids,1185,flora_coral_fauna,8fe3e376ca2654e43800825a0dfe382d,Assets/_Project/Scripts/BoidFishInstanced.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_SargassumOilFilm.mat,MAT_SargassumOilFilm,987,unclassified_first_party,6fea3d5ab6ffdef4d918b6c92a17d6f9,Assets/_Project/Scripts/Plugins/Crest/Shaders/Crest_SargassumOilFilm.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_SargassumWaveDamping.mat,MAT_SargassumWaveDamping,947,unclassified_first_party,b8f76c5f4a2d4d89a91b8a4d4a7a4c11,Assets/_Project/Scripts/Plugins/Crest/Shaders/Crest_SargassumWaveDamping.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_ScannerDepthProjection.mat,MAT_ScannerDepthProjection,976,unclassified_first_party,f060fa8e9b6fe8245ae209d06dbf7bb2,Assets/_Project/Art/Shaders/Hidden_Hecton_ScannerDepthProjection.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_ScooterVolumetricShafts.mat,MAT_ScooterVolumetricShafts,772,unclassified_first_party,df2f9fd24e26ee54f919bd0a51806232,Assets/_Project/Art/Shaders/Hecton_ScooterVolumetricShafts.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_Shelf.mat,Mat_Shelf,3856,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_Skybox_Final.mat,Mat_Skybox_Final,1228,sky_aegir_cloud,2765df19f2d8b694d86384ddb910194c,Assets/_Project/Art/Shaders/SkyboxBlend.shader,2,2,0,-1,NONE,STATIC_NO_IMMEDIATE_FLAG,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_SonarGridOverlay.mat,MAT_SonarGridOverlay,1010,unclassified_first_party,5b35eeaeb0da57144880c4b1d0cd8b46,Assets/_Project/Art/Shaders/SonarGridOverlay.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_SubmarineSonarHoloMap.mat,MAT_SubmarineSonarHoloMap,934,unclassified_first_party,4ba28a2d4af741cb80a5c8e6568c26ef,Assets/_Project/Art/Shaders/Hecton_SubmarineSonarHoloMapStencil.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_Sun.mat,Mat_Sun,1177,unclassified_first_party,4b29096114a42a84eb16bee0c6075b09,Assets/_Project/Art/Shaders/Sun.shader,0,0,1,-1,NONE,NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_SurfaceNoirProceduralSkybox_1428.mat,MAT_SurfaceNoirProceduralSkybox_1428,1027,sky_aegir_cloud,0000000000000000f000000000000000,NONE,0,0,0,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_SurfaceSkyDomeNoir_1428.mat,MAT_SurfaceSkyDomeNoir_1428,2019,sky_aegir_cloud,650dd9526735d5b46b79224bc6e94025,NONE,2,1,0,2000,NONE,SHADER_GUID_UNRESOLVED_STATIC|CUSTOM_RENDER_QUEUE_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_Terrain.mat,Mat_Terrain,1713,terrain_geology,8f437952d5c77cc4c89dd9aa309a73cf,Assets/_Project/Art/Shaders/TerrainMaster.shader,3,3,0,-1,NONE,STATIC_NO_IMMEDIATE_FLAG,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_TriplanarRock.mat,Mat_TriplanarRock,4282,terrain_geology,74659692f6350ba46b88180d9c826630,NONE,1,1,15,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|EMPTY_TEXTURE_SLOTS_STATIC,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_UberNoirBilateralUpsample.mat,MAT_UberNoirBilateralUpsample,774,unclassified_first_party,b104c09d7a4e49d69f0e8467bb15a104,Assets/_Project/Art/Shaders/Hecton_BilateralUpsample.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_Visor_Glass.mat,Mat_Visor_Glass,5946,ui_hud,559786835a571e0428aa349084ff940b,Assets/_Project/Art/Shaders/SuitVisor.shader,4,3,15,-1,NONE,EMPTY_TEXTURE_SLOTS_STATIC,STATIC_CLASSIFICATION_ONLY,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_VisorFluidDistortion.mat,MAT_VisorFluidDistortion,769,ui_hud,2f16f2dbb7e64be8b2e781182e8fd8f7,Assets/_Project/Art/Shaders/Hecton_VisorFluidDistortion.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_VisorGlitchACES.mat,MAT_VisorGlitchACES,764,ui_hud,2b2a9f18d90f4b35b8b4f9d1a8e23501,Assets/_Project/Art/Shaders/Hecton_VisorGlitchACES.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_VisorTraumaDeferredDecal.mat,MAT_VisorTraumaDeferredDecal,773,ui_hud,8f60cfb6a5b944c481b829bb0a2d2b40,Assets/_Project/Art/Shaders/Hecton_VisorTrauma.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_VisorUberPost.mat,MAT_VisorUberPost,762,ui_hud,6a291e321bfc47340ae08d76a1fee749,Assets/_Project/Art/Shaders/HectonVisorUberPost.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_VolumetricFogDearLie.mat,MAT_VolumetricFogDearLie,769,unclassified_first_party,247f18787ebf4ad285d1c97f60410947,Assets/_Project/Art/Shaders/Hecton_VolumetricFog_DearLie.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/MAT_VRBrownout.mat,MAT_VRBrownout,759,unclassified_first_party,86f624d8b2fb47b3bed4961b51bf2cbc,Assets/_Project/Art/Shaders/Hidden_Hecton_VRBrownout.shader,0,0,0,-1,NONE,NO_TEXTURE_GUIDS,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Mat_Water.mat,Mat_Water,1392,water_ocean_contact,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,0,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS,FIRST20_ROUTE_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Meshy_AI_Alien_barnacles_clust_0301230506_texture.mat,Meshy_AI_Alien_barnacles_clust_0301230506_texture,3952,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,2,1,12,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|EMPTY_TEXTURE_SLOTS_STATIC,STATIC_CLASSIFICATION_ONLY,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Nature/ProceduralOrganicMisc/Mat_Organic_EggNest.mat,Mat_Organic_EggNest,3828,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Nature/ProceduralOrganicMisc/Mat_Organic_EggShell.mat,Mat_Organic_EggShell,3829,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Nature/ProceduralOrganicMisc/Mat_Organic_PlantBud.mat,Mat_Organic_PlantBud,3829,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
Assets/_Project/Art/Materials/Nature/ProceduralOrganicMisc/Mat_Organic_PlantCanopy.mat,Mat_Organic_PlantCanopy,3836,unclassified_first_party,933532a4fcc9baf4fa0491de14d08ed7,NONE,0,0,14,-1,NONE,SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC,MATERIAL_SLOT_READBACK_REQUIRED,STATIC_YAML_SCAN,PENDING_VERIFICATION,MATERIAL_TEXT_ONLY_NOT_UNITY_BINDING_OR_VISUAL_PROOF
