"priority","family","asset_path","blocker_type","static_evidence","likely_owner_packet","required_readback","forbidden_shortcut","proof_required","status"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/detail___family.kelp.abyssal.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=bio_material_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_abyssal.mat[_DetailMap]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_abyssal.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/mask___family.kelp.abyssal.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_abyssal.mat[_MaskMap]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_abyssal.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/normal___family.kelp.abyssal.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_abyssal.mat[_NormalMap]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_abyssal.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/albedo___family.kelp.canopy.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=bio_material_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_canopy.mat[_BaseMap]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_canopy.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/detail___family.kelp.canopy.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=bio_material_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_canopy.mat[_DetailMap]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_canopy.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/mask___family.kelp.canopy.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_canopy.mat[_MaskMap]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_canopy.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/normal___family.kelp.canopy.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_canopy.mat[_NormalMap]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_canopy.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/albedo___family.kelp.patch.dense.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=bio_material_source; material_count=2; material_slots=Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticKelpPatch_1457.mat[_BaseMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_patch_dense.mat[_BaseMap]; active_scene=Assets/_Project/Scenes/02_HECTON_WORLD.unity; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_patch_dense.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/detail___family.kelp.patch.dense.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=bio_material_source; material_count=2; material_slots=Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticKelpPatch_1457.mat[_DetailMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_patch_dense.mat[_DetailMap]; active_scene=Assets/_Project/Scenes/02_HECTON_WORLD.unity; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_patch_dense.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/mask___family.kelp.patch.dense.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=2; material_slots=Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticKelpPatch_1457.mat[_MaskMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_patch_dense.mat[_MaskMap]; active_scene=Assets/_Project/Scenes/02_HECTON_WORLD.unity; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_patch_dense.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/normal___family.kelp.patch.dense.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=2; material_slots=Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticKelpPatch_1457.mat[_NormalMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_patch_dense.mat[_NormalMap]; active_scene=Assets/_Project/Scenes/02_HECTON_WORLD.unity; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_patch_dense.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/albedo___family.kelp.tall.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=bio_material_source; material_count=2; material_slots=Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticKelpTall_1457.mat[_BaseMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_tall.mat[_BaseMap]; active_scene=Assets/_Project/Scenes/02_HECTON_WORLD.unity; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_tall.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/detail___family.kelp.tall.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=bio_material_source; material_count=2; material_slots=Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticKelpTall_1457.mat[_DetailMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_tall.mat[_DetailMap]; active_scene=Assets/_Project/Scenes/02_HECTON_WORLD.unity; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_tall.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/mask___family.kelp.tall.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=2; material_slots=Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticKelpTall_1457.mat[_MaskMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_tall.mat[_MaskMap]; active_scene=Assets/_Project/Scenes/02_HECTON_WORLD.unity; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_tall.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/normal___family.kelp.tall.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=2; material_slots=Assets/_Project/Art/Materials/World/Photic1457/MAT_H8_PhoticKelpTall_1457.mat[_NormalMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_tall.mat[_NormalMap]; active_scene=Assets/_Project/Scenes/02_HECTON_WORLD.unity; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_kelp_tall.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/TX_ProceduralBio_Shallows_AlbedoAtlas.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=bio_material_source; material_count=2; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_Flora_ImpostorAtlas.mat[_BaseMap];Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat[_AlbedoAtlas]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_Flora_ImpostorAtlas.mat;Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/TX_ProceduralBio_Shallows_MatCap.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=bio_material_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat[_MatCap]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/TX_ProceduralBio_Shallows_NormalAtlas.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat[_NormalAtlas]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Art/TEXTURES/WorldProceduralFlora/TX_ProceduralBio_Shallows_ORMAtlas.png","flora_coral_kelp_proxy_material_contamination","TEXTURE_ACTIVE_ROUTE_BLOCKER_DETAIL P0; disposition=CANDIDATE_BLOCKED_BY_MATERIAL_PROOF; role=packed_mask_source; material_count=1; material_slots=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat[_ORMAtlas]; active_scene=NONE_STATIC; proxy_materials=Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat; blocker=Proxy/placeholder material reaches route candidates or active scene.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback plus final non-proxy material replacement/proof.","No WorldProceduralProxy visible route placement, no proxy as low-tier fallback, no final binding without organic channel semantics and LOD/silhouette proof.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Coral.mat","flora_generated_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_FloraProxy_Coral; folder_family=flora_coral_fauna; shader=NONE; texture_guid_refs=0; empty_slots=14; policy=SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC; route_risk=FIRST20_ROUTE_READBACK_REQUIRED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Kelp.mat","flora_generated_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_FloraProxy_Kelp; folder_family=flora_coral_fauna; shader=NONE; texture_guid_refs=0; empty_slots=14; policy=SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC; route_risk=FIRST20_ROUTE_READBACK_REQUIRED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_MicroGrass.mat","flora_generated_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_FloraProxy_MicroGrass; folder_family=flora_coral_fauna; shader=NONE; texture_guid_refs=0; empty_slots=14; policy=SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC; route_risk=FIRST20_ROUTE_READBACK_REQUIRED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","flora_coral_fauna","Assets/_Project/Data/Flora/GeneratedProxies/Materials/MAT_FloraProxy_Sargassum.mat","flora_generated_proxy_material_route","MATERIAL_FILE_TECHNICAL_PROPERTIES; material=MAT_FloraProxy_Sargassum; folder_family=flora_coral_fauna; shader=NONE; texture_guid_refs=0; empty_slots=14; policy=SHADER_GUID_UNRESOLVED_STATIC|NO_TEXTURE_GUIDS|EMPTY_TEXTURE_SLOTS_STATIC; route_risk=FIRST20_ROUTE_READBACK_REQUIRED","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: shader object, effective texture slots, renderer users, scene instance binding, keywords, render queue, material instance count, SRP Batcher/instancing risk.","No proxy/placeholder visible route promotion, no low-tier fallback through proxy material, no raw YAML edit, no per-object material clone.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
"P0","package_default_material","Packages/com.unity.render-pipelines.universal/Runtime/Materials/Lit.mat","package_default_material_route","ASSET_OWNER_18 material validator: PackageDefaultMaterial/ForbiddenMaterialRoute on Player swim body slots, Item_Titanium, transport prefabs, and Tool_Propulsion_Held.","taskslocal/asset_system_20260605/ASSET_OWNER_24_PRODUCT_FACE_MATERIAL_REPAIR_PACKET.md","Unity readback required: exact renderer slots using URP package default Lit material and replacement material family target per product-face renderer.","No package default Lit material on product-face bodies, tools, pickups, or transport; no temporary material clone; no renderer.material fix-forward.","Unity material readback, texture import readback where maps change, material family/channel manifest, h8_1475 proof packet screenshots, Frame Debugger or RenderGraph/Stats evidence, Console, memory/VRAM evidence.","PENDING UNITY READBACK"
