path,class,extension,bytes,size_mb,width,height,pixels,mode,has_alpha,image_probe_status,has_meta,meta_texture_type,meta_srgb,meta_mipmaps,meta_streaming_mips,meta_read_write,meta_max_texture_size,meta_texture_compression,ledger_status,ledger_class,policy_flags,evidence_boundary
Assets/_Project/Art/TEXTURES/Terrain Textures/moss/Ground047_1K-JPG_Color.jpg,terrain_geology,jpg,1561641,1.489,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/moss/Ground047_1K-JPG_NormalGL.jpg,terrain_geology,jpg,2343867,2.235,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/mud/Ground051_1K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,522360,0.498,1024,1024,1048576,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/mud/Ground051_1K-JPG_Color.jpg,terrain_geology,jpg,1034503,0.987,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/mud/Ground051_1K-JPG_NormalGL.jpg,terrain_geology,jpg,2208776,2.106,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/rocks/Rocks019_1K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,627915,0.599,1024,1024,1048576,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/rocks/Rocks019_1K-JPG_Color.jpg,terrain_geology,jpg,1339818,1.278,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/rocks/Rocks019_1K-JPG_NormalGL.jpg,terrain_geology,jpg,2323428,2.216,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/sand +green/Ground074_1K-JPG_AmbientOcclusion.jpg,terrain_geology,jpg,859297,0.819,1024,1024,1048576,L,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/sand +green/Ground074_1K-JPG_Color.jpg,terrain_geology,jpg,1813029,1.729,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/sand +green/Ground074_1K-JPG_NormalGL.jpg,terrain_geology,jpg,2150375,2.051,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/sand/Ground079S_1K-PNG_Color.png,terrain_geology,png,2216868,2.114,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Terrain Textures/sand/NORMAL.png,terrain_geology,png,3302324,3.149,2048,1829,3745792,P,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/terrain.png,texture_source,png,1948408,1.858,1024,1024,1048576,RGB,False,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,terrain_geology,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/TX_H8AegirGasGiantBakedDisc_1428.png,sky_aegir_cloud,png,1857687,1.772,2048,2048,4194304,RGBA,True,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,sky_aegir_cloud,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Weather/TX_FogLUT_BiolumeBloom.png,texture_source,png,73,0.000,32,1,32,RGBA,True,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Weather/TX_FogLUT_CyclonicSurge.png,texture_source,png,73,0.000,32,1,32,RGBA,True,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/Weather/TX_FogLUT_DeepStillness.png,texture_source,png,73,0.000,32,1,32,RGBA,True,OK,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching.v2/albedo___family.coral.branching.v2.png,texture_source,png,2609305,2.488,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching.v2/detail___family.coral.branching.v2.png,texture_source,png,2664339,2.541,1024,1024,1048576,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching.v2/mask___family.coral.branching.v2.png,texture_source,png,2559450,2.441,1024,1024,1048576,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching.v2/normal___family.coral.branching.v2.png,texture_source,png,2523708,2.407,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/albedo___family.coral.branching.png,texture_source,png,7153108,6.822,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/detail___family.coral.branching.png,texture_source,png,9550103,9.108,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,SOURCE_GT8MB,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/mask___family.coral.branching.png,texture_source,png,6726289,6.415,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.branching/normal___family.coral.branching.png,texture_source,png,7095487,6.767,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.brittle/albedo___family.coral.brittle.png,texture_source,png,2566717,2.448,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.brittle/detail___family.coral.brittle.png,texture_source,png,2725885,2.600,1024,1024,1048576,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.brittle/mask___family.coral.brittle.png,texture_source,png,2479746,2.365,1024,1024,1048576,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.brittle/normal___family.coral.brittle.png,texture_source,png,2443059,2.330,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.low/albedo___family.coral.low.png,texture_source,png,9028381,8.610,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,SOURCE_GT8MB,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.low/detail___family.coral.low.png,texture_source,png,10704302,10.208,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,SOURCE_GT8MB,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.low/mask___family.coral.low.png,texture_source,png,8324960,7.939,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.low/normal___family.coral.low.png,texture_source,png,6382673,6.087,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.massive.2/albedo___family.coral.massive.2.png,texture_source,png,2095151,1.998,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.massive.2/detail___family.coral.massive.2.png,texture_source,png,2384656,2.274,1024,1024,1048576,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.massive.2/mask___family.coral.massive.2.png,texture_source,png,2090778,1.994,1024,1024,1048576,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.massive.2/normal___family.coral.massive.2.png,texture_source,png,1348033,1.286,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.massive/albedo___family.coral.massive.png,texture_source,png,2413247,2.301,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.massive/detail___family.coral.massive.png,texture_source,png,2530814,2.414,1024,1024,1048576,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.massive/mask___family.coral.massive.png,texture_source,png,1864643,1.778,1024,1024,1048576,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.massive/normal___family.coral.massive.png,texture_source,png,1242806,1.185,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.plate/albedo___family.coral.plate.png,texture_source,png,2418313,2.306,1024,1024,1048576,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.plate/detail___family.coral.plate.png,texture_source,png,10341131,9.862,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,SOURCE_GT8MB,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.plate/mask___family.coral.plate.png,texture_source,png,6538240,6.235,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.coral.plate/normal___family.coral.plate.png,texture_source,png,2232406,2.129,1024,1024,1048576,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/albedo___family.kelp.abyssal.png,texture_source,png,6695328,6.385,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/detail___family.kelp.abyssal.png,texture_source,png,8286833,7.903,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/mask___family.kelp.abyssal.png,texture_source,png,6129021,5.845,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.abyssal/normal___family.kelp.abyssal.png,texture_source,png,6243927,5.955,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/albedo___family.kelp.canopy.png,texture_source,png,6086991,5.805,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/detail___family.kelp.canopy.png,texture_source,png,9667848,9.220,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,SOURCE_GT8MB,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/mask___family.kelp.canopy.png,texture_source,png,4529819,4.320,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.canopy/normal___family.kelp.canopy.png,texture_source,png,5527013,5.271,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/albedo___family.kelp.patch.dense.png,texture_source,png,6657289,6.349,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/detail___family.kelp.patch.dense.png,texture_source,png,7790426,7.430,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/mask___family.kelp.patch.dense.png,texture_source,png,6314702,6.022,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.patch.dense/normal___family.kelp.patch.dense.png,texture_source,png,6838068,6.521,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/albedo___family.kelp.tall.png,texture_source,png,6314089,6.022,2048,2048,4194304,RGB,False,OK,True,0,1,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/detail___family.kelp.tall.png,texture_source,png,6485261,6.185,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,1024,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/mask___family.kelp.tall.png,texture_source,png,4975827,4.745,2048,2048,4194304,RGB,False,OK,True,0,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/Imported/family.kelp.tall/normal___family.kelp.tall.png,texture_source,png,5318042,5.072,2048,2048,4194304,RGB,False,OK,True,1,0,1,1,0,2048,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,NONE,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/TX_ProceduralBio_Shallows_AlbedoAtlas.png,texture_source,png,1745759,1.665,1024,1024,1048576,RGBA,True,OK,True,0,1,1,0,0,1024,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/TX_ProceduralBio_Shallows_MatCap.png,texture_source,png,153956,0.147,1024,1024,1048576,RGBA,True,OK,True,0,1,1,0,0,1024,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/TX_ProceduralBio_Shallows_NormalAtlas.png,texture_source,png,1762736,1.681,1024,1024,1048576,RGBA,True,OK,True,1,0,1,0,0,1024,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Art/TEXTURES/WorldProceduralFlora/TX_ProceduralBio_Shallows_ORMAtlas.png,texture_source,png,2236416,2.133,1024,1024,1048576,RGBA,True,OK,True,0,1,1,0,0,1024,1,MATCHED_TEXTURE_LEDGER,flora_coral_fauna,STATIC_META_STREAMING_MIPS_OFF_WORLD_RISK,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
Assets/_Project/Scenes/02_HECTON_WORLD/ReflectionProbe-0.exr,lighting_reflection_probe,exr,219834,0.210,0,0,0,UNKNOWN,False,UnidentifiedImageError,True,0,1,1,0,0,2048,1,MATCHED_TEXTURE_LEDGER,unknown,IMAGE_PROBE_UNSUPPORTED,STATIC_SOURCE_META_NOT_UNITY_IMPORT_OR_VISUAL_PROOF
