path,ledger_class,duration_sec,channels,sample_rate_hz,codec,mean_volume_db_source_probe,max_volume_db_source_probe,measurement_status,ledger_policy_flags,dynamics_policy_flags,future_owner_action,evidence_class,status,evidence_boundary
Assets/_Project/Audio/Music for Game/abyss_termal_2_Steam-Teeth Ritual.ogg,music,158.720,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/abyss_termal_3_Steam-Teeth Ritual (1).ogg,music,212.200,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/ambient_deep_1_Underwater Muffled Silence.ogg,music,171.360,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/ambient_deep_2_Underwater Muffled Silence (1).ogg,music,112.120,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/ambient_deep_3_The_Leviathan_s_Watch.ogg,music,142.028,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/ambient_deep_4_krasiviy_Six_Miles_Under.ogg,music,146.260,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/ambient_dlinni_1_Sub-Bass Throb.ogg,music,407.720,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/ambient_dlinni_2_Sub-Bass Hive.ogg,music,379.080,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/ambient_korotki_1_Sub-Bass Throb.ogg,music,132.480,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/ambient_korotki_2_Sub-Bass Throb (1).ogg,music,74.440,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/ambient_korotki_3_Sub-Bass Throb (2).ogg,music,53.760,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/being_attacked_1_Metallic Alarm Panic.ogg,music,179.440,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/being_attacked_2_Metallic Alarm Panic (1).ogg,music,184.640,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/being_attacked_3_Metallic Alarm.ogg,music,153.600,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/being_attacked_4_Metallic Alarm (1).ogg,music,169.960,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_10_Volcanic Steam Ritual.ogg,music,154.920,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_1_Pitch-Black Silence.ogg,music,234.960,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_2_Pitch Black Silence.ogg,music,199.960,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_3_Sub-bass Pressure.ogg,music,90.360,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_4_Sub-bass Pressure.ogg,music,304.960,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_5_Cavern Click-Scrape.ogg,music,171.640,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_6_Vinyl Underwater Ruins.ogg,music,260.080,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_7_Vinyl Underwater Ruins (1).ogg,music,254.400,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_8_Cavern Click-Scrape.ogg,music,202.040,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_9_Volcanic Hiss Anthem.ogg,music,199.960,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/danger_zatmenie_1_Distant Metallic Groan.ogg,music,163.800,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/danger_zatmenie_2_Abandoned Depths.ogg,music,479.960,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_1_Aquatic Hissdrift.ogg,music,280.120,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_2_Aquatic Hissdrift (1).ogg,music,86.600,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_3_Aquatic Tape Hiss.ogg,music,260.560,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_4_Aquatic Tape Hiss (1).ogg,music,244.760,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_5_The_Sunken_Archway.ogg,music,176.901,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/main_menu_1_Sun_Under_Water.ogg,music,144.849,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/main_menu_2_Beneath_the_Weight_of_Miles.ogg,music,165.904,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_1_Vinyl Kelp Glow.ogg,music,296.480,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_2_The_Weight_of_Blue_Light.ogg,music,172.565,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_3_Underwater Reverbfall.ogg,music,210.480,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_4_Underwater Reverbfall (1).ogg,music,227.400,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_5_Prism_in_the_Trench.ogg,music,111.647,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_6_short30sec_Beneath_the_Glass_Grove.ogg,music,30.694,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/prologue_1__Iron_Heavy_Rain.ogg,music,144.248,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/shelf_10_Below_the_Hull.ogg,music,177.006,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/shelf_1_Abandoned Depths.ogg,music,479.960,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/shelf_2_Abandoned Depths (1).ogg,music,479.960,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/Shelf_3_Weight_of_the_Water.ogg,music,118.700,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
Assets/_Project/Audio/Music for Game/shelf_4_Abandoned Subfloor Rumble.ogg,music,177.840,2,32000,vorbis,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,NOT_MEASURED_LONG_BED_DEFERRED_TO_LISTENING_OWNER,LONG_BED_DEFERRED,LONG_GT10S,LONG_BED_DEFERRED|LONG_SOURCE_CONTEXT,LISTENING_AND_IMPORT_READBACK_REQUIRED,AUDIO_SOURCE_PROBE,PENDING_VERIFICATION,SOURCE_DECODE_PROBE_ONLY_NOT_IMPORT_RUNTIME_OR_MIX_PROOF
