path,extension,bytes,duration_sec,ledger_duration_sec,duration_delta_sec,codec,format_name,sample_rate_hz,channels,bit_rate_bps,ledger_class,ledger_load_type,ledger_compression,ledger_quality,ledger_owner,ledger_addressable_group,ledger_placeholder_flag,ledger_route_use,probe_status,ledger_status,policy_flags,evidence_boundary
Assets/_Project/Audio/Music for Game/cave_ambient_1_Pitch-Black Silence.ogg,ogg,2846963,234.960,234.960,0.000,vorbis,ogg,32000,2,96934,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_2_Pitch Black Silence.ogg,ogg,2423247,199.960,199.960,0.000,vorbis,ogg,32000,2,96949,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_3_Sub-bass Pressure.ogg,ogg,1097162,90.360,90.360,0.000,vorbis,ogg,32000,2,97136,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_4_Sub-bass Pressure.ogg,ogg,3693894,304.960,304.960,0.000,vorbis,ogg,32000,2,96901,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_5_Cavern Click-Scrape.ogg,ogg,2083674,171.640,171.640,0.000,vorbis,ogg,32000,2,97118,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_6_Vinyl Underwater Ruins.ogg,ogg,3152211,260.080,260.080,0.000,vorbis,ogg,32000,2,96961,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_7_Vinyl Underwater Ruins (1).ogg,ogg,3085683,254.400,254.400,0.000,vorbis,ogg,32000,2,97034,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_8_Cavern Click-Scrape.ogg,ogg,2453719,202.040,202.040,0.000,vorbis,ogg,32000,2,97157,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/cave_ambient_9_Volcanic Hiss Anthem.ogg,ogg,2422750,199.960,199.960,0.000,vorbis,ogg,32000,2,96929,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/danger_zatmenie_1_Distant Metallic Groan.ogg,ogg,1985713,163.800,163.800,0.000,vorbis,ogg,32000,2,96982,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/danger_zatmenie_2_Abandoned Depths.ogg,ogg,5815806,479.960,479.960,0.000,vorbis,ogg,32000,2,96938,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_1_Aquatic Hissdrift.ogg,ogg,3391878,280.120,280.120,0.000,vorbis,ogg,32000,2,96869,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_2_Aquatic Hissdrift (1).ogg,ogg,1051444,86.600,86.600,0.000,vorbis,ogg,32000,2,97131,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_3_Aquatic Tape Hiss.ogg,ogg,3156253,260.560,260.560,0.000,vorbis,ogg,32000,2,96906,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_4_Aquatic Tape Hiss (1).ogg,ogg,2967257,244.760,244.760,0.000,vorbis,ogg,32000,2,96985,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/dead_reefs_5_The_Sunken_Archway.ogg,ogg,2143390,176.901,176.901,0.000,vorbis,ogg,32000,2,96930,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/main_menu_1_Sun_Under_Water.ogg,ogg,1756102,144.849,144.849,0.000,vorbis,ogg,32000,2,96989,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/main_menu_2_Beneath_the_Weight_of_Miles.ogg,ogg,2010326,165.904,165.904,0.000,vorbis,ogg,32000,2,96939,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_1_Vinyl Kelp Glow.ogg,ogg,3594538,296.480,296.480,0.000,vorbis,ogg,32000,2,96992,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,shallow/photic MusicDirector candidate,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_2_The_Weight_of_Blue_Light.ogg,ogg,2090735,172.565,172.565,0.000,vorbis,ogg,32000,2,96925,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,shallow/photic MusicDirector candidate,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_3_Underwater Reverbfall.ogg,ogg,2554246,210.480,210.480,0.000,vorbis,ogg,32000,2,97082,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_4_Underwater Reverbfall (1).ogg,ogg,2758044,227.400,227.400,0.000,vorbis,ogg,32000,2,97028,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_5_Prism_in_the_Trench.ogg,ogg,1354774,111.647,111.647,0.000,vorbis,ogg,32000,2,97075,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/melkovodie_6_short30sec_Beneath_the_Glass_Grove.ogg,ogg,375997,30.694,30.694,0.000,vorbis,ogg,32000,2,97999,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,short shallow/photic MusicDirector candidate,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/prologue_1__Iron_Heavy_Rain.ogg,ogg,1748734,144.248,144.248,0.000,vorbis,ogg,32000,2,96984,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/shelf_10_Below_the_Hull.ogg,ogg,2146268,177.006,177.006,0.000,vorbis,ogg,32000,2,97003,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/shelf_1_Abandoned Depths.ogg,ogg,5809385,479.960,479.960,0.000,vorbis,ogg,32000,2,96831,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,first-exit/shallow shelf MusicDirector candidate; not constant bed,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/shelf_2_Abandoned Depths (1).ogg,ogg,5815806,479.960,479.960,0.000,vorbis,ogg,32000,2,96938,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/Shelf_3_Weight_of_the_Water.ogg,ogg,1441940,118.700,118.700,0.000,vorbis,ogg,32000,2,97181,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/shelf_4_Abandoned Subfloor Rumble.ogg,ogg,2154548,177.840,177.840,0.000,vorbis,ogg,32000,2,96920,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/shelf_5_Abandoned Subfloor Rumble (1).ogg,ogg,2632554,217.120,217.120,0.000,vorbis,ogg,32000,2,96999,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/shelf_6_Decaying Analog Static.ogg,ogg,2272928,187.480,187.480,0.000,vorbis,ogg,32000,2,96988,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/shelf_7_Decaying Analog Static.ogg,ogg,3470806,285.760,285.760,0.000,vorbis,ogg,32000,2,97167,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/shelf_8_Deep-Sea Tapeflutter.ogg,ogg,3032621,250.120,250.120,0.000,vorbis,ogg,32000,2,96997,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/shelf_9_Deep-Sea Tapeflutter (1).ogg,ogg,3148655,259.760,259.760,0.000,vorbis,ogg,32000,2,96971,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_being_saved_1Release_At_Depth.ogg,ogg,317965,26.880,26.880,0.000,vorbis,ogg,32000,2,94632,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_being_saved_2_Pressure_Gives_Way.ogg,ogg,314049,26.436,26.436,0.000,vorbis,ogg,32000,2,95036,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_being_saved_3_First_Breath_Above.ogg,ogg,314294,26.567,26.567,0.000,vorbis,ogg,32000,2,94643,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,first-surface/first-breath stinger candidate,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_dangerous_1_Iron_Teeth.ogg,ogg,368156,30.093,30.093,0.000,vorbis,ogg,32000,2,97871,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,danger/tension stinger candidate,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_dangerous_2Heartbeat_Under_Floorboards.ogg,ogg,377205,30.772,30.772,0.000,vorbis,ogg,32000,2,98063,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_1_The_Sunken_Gate.ogg,ogg,376157,30.772,30.772,0.000,vorbis,ogg,32000,2,97791,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_2_The_Sunken_Archive.ogg,ogg,376285,30.772,30.772,0.000,vorbis,ogg,32000,2,97824,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_3_The_Sunken_Observatory.ogg,ogg,376332,30.772,30.772,0.000,vorbis,ogg,32000,2,97836,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_4_The_Sunken_Observatory.ogg,ogg,376307,30.772,30.772,0.000,vorbis,ogg,32000,2,97830,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_discovery_5_The_Sunken_Relic.ogg,ogg,376289,30.772,30.772,0.000,vorbis,ogg,32000,2,97825,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/stinger_hallucination_1_Beneath_the_Tide.ogg,ogg,376627,30.772,30.772,0.000,vorbis,ogg,32000,2,97913,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/wam_base_lofi_11_Beneath_The_Iron_Hull.ogg,ogg,2129048,175.647,175.647,0.000,vorbis,ogg,32000,2,96969,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_10_chill_Midnight_at_the_Pressure_Gate.ogg,ogg,2123475,175.203,175.203,0.000,vorbis,ogg,32000,2,96960,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_1_Muffled Underwater Hum.ogg,ogg,1867385,154.040,154.040,0.000,vorbis,ogg,32000,2,96981,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_2_Muffled Underwater Hum (1).ogg,ogg,3209385,265.000,265.000,0.000,vorbis,ogg,32000,2,96887,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_3_Underwater Hum.ogg,ogg,1287341,106.080,106.080,0.000,vorbis,ogg,32000,2,97084,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_4_Underwater Hum (1).ogg,ogg,1188218,97.840,97.840,0.000,vorbis,ogg,32000,2,97156,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_5_Iron_Hull_Lullaby.ogg,ogg,1628478,134.269,134.269,0.000,vorbis,ogg,32000,2,97027,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_6_Vinyl Warmth Echo.ogg,ogg,1566007,129.160,129.160,0.000,vorbis,ogg,32000,2,96996,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_7_Vinyl Warmth Echo (1).ogg,ogg,2312673,190.920,190.920,0.000,vorbis,ogg,32000,2,96906,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_8_Vinyl Crackle.ogg,ogg,2161188,178.360,178.360,0.000,vorbis,ogg,32000,2,96935,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Music for Game/warm_base_lofi_9_Vinyl Crackle (1).ogg,ogg,2119886,174.960,174.960,0.000,vorbis,ogg,32000,2,96931,music,Streaming,Vorbis,0.7,PENDING_OWNER,PENDING_ADDRESSABLES,false,MusicDirector cue/profile source,OK,MATCHED_LEDGER,LONG_GT10S,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/SFX/bubble sound (1).wav,wav,133998,1.500,1.500,0.000,pcm_s16le,wav,44100,1,714656,sfx,DecompressOnLoad,ADPCM,0.45,PENDING_OWNER,PENDING_ADDRESSABLES,false,short SFX candidate,OK,MATCHED_LEDGER,ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/SFX/bubble sound (2).wav,wav,133978,1.500,1.500,0.000,pcm_s16le,wav,44100,1,714549,sfx,CompressedInMemory,ADPCM,0.45,PENDING_OWNER,PENDING_ADDRESSABLES,false,short SFX candidate,OK,MATCHED_LEDGER,ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/SFX/bubble sound (3).wav,wav,178244,2.000,2.000,0.000,pcm_s16le,wav,44100,1,712976,sfx,CompressedInMemory,Vorbis,0.45,PENDING_OWNER,PENDING_ADDRESSABLES,false,short SFX candidate,OK,MATCHED_LEDGER,ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/SFX/bubble sound (4).wav,wav,178244,2.000,2.000,0.000,pcm_s16le,wav,44100,1,712976,sfx,CompressedInMemory,Vorbis,0.45,PENDING_OWNER,PENDING_ADDRESSABLES,false,short SFX candidate,OK,MATCHED_LEDGER,ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/SFX/water energe  - bulb.wav,wav,237202,1.312,1.312,0.000,pcm_s16le,wav,44100,2,1446483,sfx,DecompressOnLoad,ADPCM,0.45,PENDING_OWNER,PENDING_ADDRESSABLES,false,short SFX candidate,OK,MATCHED_LEDGER,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Thruster/servo_motor.wav,wav,314124,1.773,1.773,0.000,pcm_s16le,wav,44100,2,1417028,sfx,DecompressOnLoad,ADPCM,0.65,PENDING_OWNER,PENDING_ADDRESSABLES,false,short SFX candidate,OK,MATCHED_LEDGER,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/Thruster/thrust continous.wav,wav,38496,0.801,0.801,0.000,pcm_s16le,wav,24000,1,384439,sfx,DecompressOnLoad,ADPCM,0.64,PENDING_OWNER,PENDING_ADDRESSABLES,false,short SFX candidate,OK,MATCHED_LEDGER,ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/UI/blow ui sound (notif or option).mp3,mp3,10653,1.440,1.440,0.000,mp3,mp3,48000,2,59183,ui,CompressedInMemory,ADPCM,1,PENDING_OWNER,PENDING_ADDRESSABLES,false,UI feedback,OK,MATCHED_LEDGER,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/UI/click sound.wav,wav,30470,0.172,0.172,0.000,pcm_s16le,wav,44100,2,1417431,ui,DecompressOnLoad,ADPCM,1,PENDING_OWNER,PENDING_ADDRESSABLES,false,UI feedback/listening-risk cue,OK,MATCHED_LEDGER,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/UI/electro (nope) sound.flac,flac,62991,1.673,1.673,0.000,flac,flac,44100,2,301262,ui,DecompressOnLoad,ADPCM,1,PENDING_OWNER,PENDING_ADDRESSABLES,false,UI feedback,OK,MATCHED_LEDGER,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
Assets/_Project/Audio/UI/open - tap - ui.wav,wav,265994,1.385,1.385,0.000,pcm_s16le,wav,48000,2,1536843,ui,CompressedInMemory,ADPCM,1,PENDING_OWNER,PENDING_ADDRESSABLES,false,UI feedback,OK,MATCHED_LEDGER,MULTICHANNEL_SHORT_OR_PLAYER|ABOVE_22K_SFX_UI,SOURCE_FILE_ONLY_NOT_IMPORT_OR_RUNTIME_PROOF
