packet_id,article_id,file,locale_count,speaker_source,duration_risk,subtitle_risk,unlock_context
P077_AEGIR_MOON_LADDER,aegir.moon_ladder,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,15,insurer / quarantine relay,low: 7 words,low,unlock.first_aegir_moon_ladder | poi.moon_ladder_chart/poi.transfer_window_strip/poi.eclipsing_schedule | biome.orbital_window/biome.relay_spine
P078_INNER_MOON_RELAY_HAZARDS,aegir.inner_moon_relay_hazards,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,15,Black Keel / carrier tender,low: 12 words,low,unlock.first_inner_moon_relay_hazards | poi.radiation_shutter/poi.inner_relay_dead_zone/poi.shepherd_moon_warning | biome.orbital_window/biome.drowned_comms
P079_HECTON8_ORBIT_TIDE_GEOMETRY,aegir.hecton8_orbit_tide_geometry,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,15,Atlas fragment / maintenance telemetry,low: 13 words,low,unlock.first_hecton8_orbit_tide_geometry | poi.tide_geometry_panel/poi.orbital_timing_core/poi.great_tide_model | biome.surface_relay/biome.tide_pump/biome.brine_canyon
P080_OUTER_MOON_COLD_CLAIMS,aegir.outer_moon_cold_claims,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,15,colony worker / recovered worker record,low: 10 words,low,unlock.first_outer_moon_cold_claims | poi.outer_claim_beacon/poi.mute_moon_packet/poi.cold_cache_manifest | biome.orbital_window/biome.dead_claim_cache
P081_GREAT_TIDE_PHYSICS_RECORD,hecton8.great_tide_physics_record,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,15,ship black box / capsule recorder,low: 10 words,low,unlock.first_great_tide_physics_record | poi.tide_physics_archive/poi.cryosphere_stress_record/poi.flood_model_console | biome.tide_pump/biome.drowned_admin/biome.brine_canyon
P082_PRESSURE_GLASS_FORMATION,hecton8.pressure_glass_formation,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,15,unknown damaged source,low: 11 words,low,unlock.first_pressure_glass_formation | poi.pressure_glass_vein/poi.blue_debt_casket/poi.xo_lattice_sample | biome.deep_abyss/biome.thermal_fields/biome.factory_temple
P083_BRINE_CANYON_ROUTE_LADDER,hecton8.brine_canyon_route_ladder,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,15,insurer / quarantine relay,low: 9 words,low,unlock.first_brine_canyon_route_ladder | poi.brine_density_marker/poi.canyon_current_gate/poi.route_weight_plate | biome.brine_canyon/biome.drop_zone/biome.deep_abyss
P084_VENT_FORGE_GEOTHERMAL_ENGINE,hecton8.vent_forge_geothermal_engine,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,15,ship black box / capsule recorder,low: 12 words,low,unlock.first_vent_forge_geothermal_engine | poi.vent_forge_manifold/poi.thermal_cycle_meter/poi.geothermal_turbine_ruin | biome.thermal_fields/biome.factory_temple/biome.vent_forge
P085_BIOMETAL_RESOURCE_STACK,hecton8.biometal_resource_stack,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,15,Atlas fragment / maintenance telemetry,low: 14 words,low,unlock.first_biometal_resource_stack | poi.resource_stack_manifest/poi.biometal_cut_sample/poi.salvage_value_board | biome.factory_temple/biome.deep_abyss/biome.drowned_factories
P086_AEGIR_RECLAMATION_POOL,carrier.aegir_reclamation_pool,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,15,Black Keel / carrier tender,low: 10 words,low,unlock.first_aegir_reclamation_pool | poi.claim_pool_ledger/poi.aegir_reclamation_stamp/poi.black_keel_assignment | biome.arrival_shelf/biome.drowned_admin/biome.carrier_link
P087_KEELMARK_MUTUAL_CUSTODY,carrier.keelmark_mutual_custody,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,15,Black Keel / carrier tender,low: 8 words,low,unlock.first_keelmark_mutual_custody | poi.insurance_custody_plate/poi.keelmark_mutual_cache/poi.claim_lien_console | biome.drowned_admin/biome.carrier_link/biome.legal_archive
P088_TONNE_WINDOW_DEBT,carrier.tonne_window_debt,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,15,Black Keel / carrier tender,low: 9 words,low,unlock.first_tonne_window_debt | poi.tonne_window_meter/poi.debt_oxygen_ledger/poi.payload_mass_scale | biome.arrival_shelf/biome.carrier_link/biome.payload_gantry
P089_BLACK_KEEL_FIRST_VOICE,carrier.black_keel_first_voice,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,15,Black Keel / carrier tender,low: 9 words,low,unlock.first_black_keel_first_voice | poi.first_carrier_voice_cache/poi.drop_capsule_speaker/poi.text_audio_failsafe | biome.arrival_shelf/biome.shallow_annex/biome.carrier_link
P090_DEEP_REACH_PRIORITY_HOOK,carrier.deep_reach_priority_hook,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,15,Black Keel / carrier tender,low: 13 words,low,unlock.first_deep_reach_priority_hook | poi.priority_hook_clause/poi.deep_reach_old_certificate/poi.carrier_route_override | biome.drowned_admin/biome.carrier_link/biome.legal_archive
P091_COLLISION_FRACTURED_MOON,hecton8.collision_fractured_moon,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,15,unknown damaged source,low: 14 words,low,unlock.first_collision_fractured_moon | poi.impact_fracture_map/poi.tidal_heat_core_note/poi.old_crust_sample | biome.drowned_geology/biome.brine_canyon/biome.vent_forge
P092_GLOBAL_OCEAN_DEPTH_BANDS,hecton8.global_ocean_depth_bands,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,15,Atlas fragment / maintenance telemetry,low: 10 words,low,unlock.first_global_ocean_depth_bands | poi.depth_band_chart/poi.suit_rating_panel/poi.pressure_ladder_console | biome.photic_shelf/biome.cable_reef/biome.atlas_basin
P093_ACCESSIBLE_SEAFLOOR_WINDOWS,hecton8.accessible_seafloor_windows,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,15,Atlas fragment / maintenance telemetry,low: 9 words,low,unlock.first_accessible_seafloor_windows | poi.exposed_ridge_marker/poi.vent_scar_floor/poi.collapsed_shelf_landing | biome.brine_canyon/biome.vent_forge/biome.abyssal_machine_field
P094_SEED_GEOLOGY_INVARIANTS,hecton8.seed_geology_invariants,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,15,Atlas fragment / maintenance telemetry,low: 6 words,low,unlock.first_seed_geology_invariants | poi.seed_invariant_chart/poi.route_generation_note/poi.geology_truth_marker | biome.photic_shelf/biome.brine_canyon/biome.atlas_basin
P095_PRESSURE_CONTAINMENT_FAILURE,hecton8.pressure_containment_failure,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,15,maintenance crew / field work order,low: 12 words,low,unlock.first_pressure_containment_failure | poi.pressure_casket_stage_chart/poi.blue_debt_seal_failure/poi.contamination_bloom_meter | biome.resource_pressure/biome.vent_forge/biome.payload_gantry
P096_ATLAS_PERSON_BOUNDARY,atlas.atlas_person_boundary,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,15,Atlas fragment / maintenance telemetry,low: 13 words,low,unlock.first_atlas_person_boundary | poi.atlas_recognition_fault/poi.old_credential_echo/poi.repair_anomaly_log | biome.factory_temple/biome.atlas_basin/biome.repair_ecology
P097_RECOVERY_COMPLIANCE_OFFICE,deep_reach.recovery_compliance_office,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,15,Deep Reach / Recovery Compliance,low: 13 words,low,unlock.first_recovery_compliance_office | poi.recovery_compliance_packet/poi.proxy_authority_window/poi.cleanup_escalation_notice | biome.drowned_admin/biome.carrier_link/biome.factory_temple
P098_FALSE_ENDING_TAXONOMY,endings.false_ending_taxonomy,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,15,Atlas fragment / maintenance telemetry,low: 7 words,low,unlock.first_false_ending_taxonomy | poi.false_ending_board/poi.material_exit_choice/poi.partial_return_notice | biome.payload_gantry/biome.carrier_link/biome.atlas_basin
P099_MARAUDER_DOSSIER_PERSISTENCE,progression.marauder_dossier_persistence,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,15,colony worker / recovered worker record,low: 14 words,low,unlock.first_marauder_dossier_persistence | poi.marauder_dossier_terminal/poi.ending_record_spool/poi.rumor_contract_cache | biome.carrier_link/biome.drowned_admin/biome.claim_cache
P100_FINAL_CHOICE_PAYLOAD,endings.final_choice_payload,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,15,Atlas fragment / maintenance telemetry,low: 16 words,low,unlock.first_final_choice_payload | poi.final_payload_matrix/poi.atlas_choice_interface/poi.public_release_key | biome.factory_temple/biome.atlas_basin/biome.payload_gantry
P101_NO_FTL_ROUTE_ECONOMY,human_space.no_ftl_route_economy,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,15,unknown damaged source,low: 14 words,low,unlock.first_no_ftl_route_economy | poi.route_delay_notice/poi.old_packet_stamp/poi.salvage_authority_panel | biome.shallow_annex/biome.carrier_link/biome.relay_shadow
P102_BEAM_SAIL_PROBE_ERA,human_space.beam_sail_probe_era,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,15,unknown damaged source,low: 17 words,low,unlock.first_beam_sail_probe_era | poi.probe_map_stamp/poi.beam_sail_archive/poi.old_survey_reel | biome.relay_shadow/biome.moon_ladder/biome.carrier_link
P103_PELLET_FUSION_FREIGHT,human_space.pellet_fusion_freight,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,15,Atlas fragment / maintenance telemetry,low: 13 words,low,unlock.first_pellet_fusion_freight | poi.freight_drive_plate/poi.seed_ship_manifest/poi.braking_sail_warning | biome.carrier_link/biome.relay_shadow/biome.moon_ladder
P104_RAN_B_H8_PUBLIC_CATALOG,aegir.ran_b_h8_public_catalog,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,15,insurer / quarantine relay,low: 14 words,low,unlock.first_ran_b_h8_public_catalog | poi.catalog_plate/poi.ran_b_h8_stamp/poi.deep_reach_nameplate | biome.shallow_annex/biome.moon_ladder/biome.carrier_link
P105_BLACK_KEEL_IN_SYSTEM_TENDER,black_keel.in_system_tender_limit,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,15,Black Keel / carrier tender,low: 16 words,low,unlock.first_black_keel_in_system_tender | poi.black_keel_limit_notice/poi.tender_maintenance_tag/poi.recovery_window_console | biome.carrier_link/biome.shallow_annex/biome.relay_shadow
P106_ILIYA_VARNEK_TIDE_MARGIN,deep_reach.iliya_varnek_tide_margin,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,15,Deep Reach / Recovery Compliance,low: 13 words,low,unlock.first_iliya_varnek_tide_margin | poi.tide_margin_memo/poi.risk_office_console/poi.cryosphere_review_board | biome.industrial_shelf/biome.brine_canyon/biome.shallow_annex
P107_SELENE_ARENDT_ATLAS_WEIGHTING,deep_reach.selene_arendt_atlas_weighting,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,15,Deep Reach / Recovery Compliance,low: 13 words,low,unlock.first_selene_arendt_atlas_weighting | poi.atlas_weighting_memo/poi.continuity_lab_panel/poi.worker_safety_override | biome.cable_reef/biome.factory_temple/biome.atlas_basin
P108_NOOR_HALDANE_EVAC_CERT,deep_reach.noor_haldane_evac_cert,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,15,Black Keel / carrier tender,low: 12 words,low,unlock.first_noor_haldane_evac_cert | poi.evac_cert_hold/poi.quarantine_release_panel/poi.route_hold_board | biome.shallow_annex/biome.industrial_shelf/biome.brine_canyon
P109_MAREK_IBARRA_LOSS_CONVERSION,deep_reach.marek_ibarra_loss_conversion,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,15,Deep Reach / Recovery Compliance,low: 10 words,low,unlock.first_marek_ibarra_loss_conversion | poi.loss_conversion_table/poi.keelmark_adjuster_log/poi.body_ledger_gap | biome.industrial_shelf/biome.brine_canyon/biome.abyssal_machine_field
P110_VERA_SATO_REN_RETURN_ACTION,deep_reach.vera_sato_ren_return_action,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,15,Deep Reach / Recovery Compliance,low: 11 words,low,unlock.first_vera_sato_ren_return_action | poi.recovery_compliance_signature/poi.return_action_notice/poi.proxy_bargain_packet | biome.carrier_link/biome.abyssal_machine_field/biome.atlas_basin
P111_MANUAL_BILGE_PUMP_KIT,first_hour.manual_bilge_pump_kit,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,15,maintenance crew / field work order,low: 7 words,low,unlock.first_manual_bilge_pump_kit | poi.manual_pump_crate/poi.flooded_capsule_bilge/poi.p63_pump_rack | biome.crash_shelf/biome.shallow_annex/biome.photic_shelf
P112_COLD_SEALANT_PATCH_GUN,first_hour.cold_sealant_patch_gun,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,15,maintenance crew / field work order,low: 12 words,low,unlock.first_cold_sealant_patch_gun | poi.patch_gun_locker/poi.hull_pinhole_leak/poi.cold_sealant_cartridge | biome.crash_shelf/biome.shallow_annex/biome.industrial_shelf
P113_LOW_POWER_INDUCTION_CUTTER,first_hour.low_power_induction_cutter,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,15,maintenance crew / field work order,low: 12 words,low,unlock.first_low_power_induction_cutter | poi.cutter_charge_cradle/poi.jammed_service_hatch/poi.low_power_tool_rack | biome.shallow_annex/biome.industrial_shelf/biome.cable_reef
P114_ACOUSTIC_PINGER_LINE,first_hour.acoustic_pinger_line,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,15,Black Keel / carrier tender,low: 14 words,low,unlock.first_acoustic_pinger_line | poi.acoustic_pinger_spool/poi.return_line_anchor/poi.shallow_route_marker | biome.photic_shelf/biome.shallow_annex/biome.brine_canyon
P115_P63_FIELD_FABRICATOR,first_hour.p63_field_fabricator,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,15,maintenance crew / field work order,low: 9 words,low,unlock.first_p63_field_fabricator | poi.shallow_annex_p63_fabricator/poi.first_recipe_console/poi.tool_charge_bench | biome.shallow_annex/biome.photic_shelf/biome.industrial_shelf
P116_NATIVE_SULFIDE_SALT_STACK,resources.native_sulfide_salt_stack,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,15,unknown damaged source,low: 11 words,low,unlock.first_native_sulfide_salt_stack | poi.sulfide_wall_sample/poi.salt_crust_shelf/poi.vent_mineral_rack | biome.brine_canyon/biome.vent_forge/biome.industrial_shelf
P117_NOBLE_GAS_BRINE_POCKETS,resources.noble_gas_brine_pockets,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,15,maintenance crew / field work order,low: 8 words,low,unlock.first_noble_gas_brine_pockets | poi.noble_gas_bubble_trap/poi.brine_pocket_vent/poi.pressure_sample_bell | biome.brine_canyon/biome.vent_forge/biome.atlas_basin
P118_DEEP_REACH_PRESSURE_CERAMICS,resources.deep_reach_pressure_ceramics,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,15,Deep Reach / Recovery Compliance,low: 13 words,low,unlock.first_deep_reach_pressure_ceramics | poi.pressure_ceramic_tile/poi.deep_reach_kiln/poi.clamp_ring_blank | biome.industrial_shelf/biome.vent_forge/biome.abyssal_machine_field
P119_ATLAS_BIOFIBER_SEALANT,resources.atlas_biofiber_sealant,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,15,Atlas fragment / maintenance telemetry,low: 11 words,low,unlock.first_atlas_biofiber_sealant | poi.biofiber_seam/poi.living_patch_growth/poi.repair_tissue_sample | biome.cable_reef/biome.repair_ecology/biome.abyssal_machine_field
P120_BIOMETAL_SENSOR_TAGS,resources.biometal_sensor_tags,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,15,Atlas fragment / maintenance telemetry,low: 13 words,low,unlock.first_biometal_sensor_tags | poi.sensor_tag_fauna/poi.biometal_scale_cluster/poi.atlas_tagging_drift | biome.repair_ecology/biome.abyssal_machine_field/biome.atlas_basin
P121_DOMAIN_CIVIC_CORPORATE_SPLIT,human_space.domain_civic_corporate_split,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,15,insurer / quarantine relay,low: 11 words,low,unlock.domain_civic_corporate_split | poi.route_law_plate/poi.domain_mark_terminal/poi.claim_jurisdiction_tag | biome.black_keel_orbit/biome.shallow_annex/biome.relay_archive
P122_MARAUDER_LEGAL_LOOPHOLE,human_space.marauder_legal_loophole,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,15,colony worker / recovered worker record,low: 13 words,low,unlock.marauder_legal_loophole | poi.claim_license_beacon/poi.salvage_lien_console/poi.black_keel_manifest_slot | biome.black_keel_orbit/biome.photic_shelf/biome.industrial_shelf
P123_SALVAGE_TRUTH_EVIDENCE_STATUS,human_space.salvage_truth_evidence_status,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,15,Black Keel / carrier tender,low: 12 words,low,unlock.salvage_truth_evidence_status | poi.chain_of_custody_case/poi.packet_witness_slot/poi.relay_notary_cache | biome.relay_archive/biome.industrial_shelf/biome.brine_canyon
P124_NORMAL_CITIZEN_AEGIR_MEMORY,human_space.normal_citizen_aegir_memory,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,15,insurer / quarantine relay,low: 11 words,low,unlock.normal_citizen_aegir_memory | poi.old_news_clip/poi.insurance_public_summary/poi.school_archive_stub | biome.relay_archive/biome.black_keel_orbit/biome.shallow_annex
P125_DEEP_REACH_ORIGIN_CHAIN,human_space.deep_reach_origin_chain,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,15,Deep Reach / Recovery Compliance,low: 7 words,low,unlock.deep_reach_origin_chain | poi.deep_reach_old_charter/poi.centauri_shell_mark/poi.aegir_project_stamp | biome.relay_archive/biome.industrial_shelf/biome.atlas_basin
P126_ATLAS_PUBLIC_FRONT,atlas.public_front,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,15,Atlas fragment / maintenance telemetry,low: 10 words,low,unlock.atlas_public_front | poi.atlas_public_plaque/poi.habitat_continuity_poster/poi.worker_safety_kiosk | biome.shallow_annex/biome.industrial_shelf/biome.relay_archive
P127_ATLAS_INSURANCE_PERSONHOOD_STATUS,atlas.insurance_personhood_status,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,15,Atlas fragment / maintenance telemetry,low: 12 words,low,unlock.atlas_insurance_personhood_status | poi.atlas_policy_stamp/poi.infrastructure_proxy_clause/poi.no_personhood_rider | biome.relay_archive/biome.industrial_shelf/biome.black_keel_orbit
P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER,atlas.classified_weighting_layer,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,15,Atlas fragment / maintenance telemetry,low: 7 words,low,unlock.atlas_classified_weighting_layer | poi.weighting_table_fragment/poi.xo_continuity_priority/poi.worker_safety_override | biome.brine_canyon/biome.abyssal_machine_field/biome.atlas_basin
P129_ATLAS_SHUTDOWN_ETHIC_FRAME,atlas.shutdown_ethic_frame,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,15,Atlas fragment / maintenance telemetry,low: 9 words,low,unlock.atlas_shutdown_ethic_frame | poi.shutdown_argument_console/poi.atlas_continuity_key/poi.ocean_machine_life_sample | biome.abyssal_machine_field/biome.atlas_basin/biome.factory_temple
P130_ATLAS_PUBLIC_MEMORY_AFTER_2147,atlas.public_memory_after_2147,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,15,Atlas fragment / maintenance telemetry,low: 7 words,low,unlock.atlas_public_memory_after_2147 | poi.cleaned_atlas_summary/poi.failed_automation_clip/poi.corrupted_log_notice | biome.relay_archive/biome.black_keel_orbit/biome.shallow_annex
P131_MATERIAL_EXIT_BITTER_CREDITS,endings.material_exit_bitter_credits,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,15,colony worker / recovered worker record,low: 7 words,low,unlock.material_exit_bitter_credits | poi.ascent_mass_invoice/poi.blue_debt_sale_receipt/poi.silent_name_ledger | biome.black_keel_orbit/biome.photic_shelf/biome.industrial_shelf
P132_PARTIAL_EXIT_SAME_SEED_RETURN,endings.partial_exit_same_seed_return,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,15,insurer / quarantine relay,low: 10 words,low,unlock.partial_exit_same_seed_return | poi.return_vector_marker/poi.black_keel_reentry_slot/poi.seed_locked_contract | biome.black_keel_orbit/biome.photic_shelf/biome.brine_canyon
P133_CORPORATE_CAPTURE_BAD_END,endings.corporate_capture_bad_end,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,15,Atlas fragment / maintenance telemetry,low: 7 words,low,unlock.corporate_capture_bad_end | poi.deep_reach_pickup_contract/poi.clean_room_transfer_tag/poi.payload_first_clause | biome.black_keel_orbit/biome.industrial_shelf/biome.atlas_basin
P134_QUARANTINE_HOLD_STALE_AIR,endings.quarantine_hold_stale_air,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,15,Black Keel / carrier tender,low: 8 words,low,unlock.quarantine_hold_stale_air | poi.quarantine_hold_notice/poi.orbital_air_counter/poi.sample_custody_redline | biome.black_keel_orbit/biome.photic_shelf/biome.relay_archive
P135_PUBLIC_LEDGER_LEAK_ROUTE,endings.public_ledger_leak_route,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,15,Black Keel / carrier tender,low: 11 words,low,unlock.public_ledger_leak_route | poi.tau_ceti_packet_notary/poi.relay_leak_window/poi.public_hash_receipt | biome.relay_archive/biome.industrial_shelf/biome.brine_canyon
P136_DOSSIER_RUMOR_UNLOCKS,replay.dossier_rumor_unlocks,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,15,unknown damaged source,low: 8 words,low,unlock.dossier_rumor_unlocks | poi.marauder_dossier_terminal/poi.rumor_family_tag/poi.ending_record_card | biome.black_keel_orbit/biome.relay_archive/biome.photic_shelf
P137_RISKIER_CONTRACT_SEEDS,replay.riskier_contract_seeds,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,15,insurer / quarantine relay,low: 12 words,low,unlock.riskier_contract_seeds | poi.high_risk_contract_board/poi.storm_window_selector/poi.deep_claim_bonus_clause | biome.black_keel_orbit/biome.photic_shelf/biome.industrial_shelf
P138_FALSE_ENDING_COUNT_LADDER,replay.false_ending_count_ladder,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,15,Atlas fragment / maintenance telemetry,low: 11 words,low,unlock.false_ending_count_ladder | poi.ending_family_board/poi.partial_result_stamp/poi.dossier_outcome_counter | biome.black_keel_orbit/biome.relay_archive/biome.atlas_basin
P139_STARTING_CLAIM_VARIANTS,replay.starting_claim_variants,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,15,colony worker / recovered worker record,low: 10 words,low,unlock.starting_claim_variants | poi.claim_variant_selector/poi.salvage_origin_stamp/poi.contract_motive_note | biome.black_keel_orbit/biome.photic_shelf/biome.relay_archive
P140_DOSSIER_KNOWLEDGE_NOT_POWER,replay.dossier_knowledge_not_power,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,15,insurer / quarantine relay,low: 7 words,low,unlock.dossier_knowledge_not_power | poi.no_power_carryover_notice/poi.route_warning_card/poi.old_ending_hash | biome.black_keel_orbit/biome.relay_archive/biome.photic_shelf
P141_RAN_AEGIR_DISTANCE_MODEL,route_time.ran_aegir_distance_model,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,15,unknown damaged source,low: 15 words,low,unlock.ran_aegir_distance_model | poi.ran_aegir_route_plate/poi.longrange_catalog_stamp/poi.black_keel_nav_archive | biome.black_keel_orbit/biome.relay_archive
P142_PROBE_PACKET_TRAVEL_TIMES,route_time.probe_packet_travel_times,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,15,unknown damaged source,low: 11 words,low,unlock.probe_packet_travel_times | poi.probe_packet_spool/poi.beam_sail_archive/poi.first_aegir_survey_marker | biome.relay_archive/biome.black_keel_orbit
P143_HEAVY_FREIGHT_STAGING_TIME,route_time.heavy_freight_staging_time,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,15,Atlas fragment / maintenance telemetry,low: 14 words,low,unlock.heavy_freight_staging_time | poi.freight_stage_mass_board/poi.seed_ship_burn_schedule/poi.braking_lane_tariff | biome.relay_archive/biome.black_keel_orbit
P144_HUMAN_CREW_ROTATION_TRANSIT,route_time.human_crew_rotation_transit,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,15,colony worker / recovered worker record,low: 13 words,low,unlock.human_crew_rotation_transit | poi.crew_rotation_manifest/poi.torpor_rack_cert/poi.route_age_warning | biome.black_keel_orbit/biome.relay_archive
P145_RELAY_MESSAGE_LAG,route_time.relay_message_lag,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,15,colony worker / recovered worker record,low: 8 words,low,unlock.relay_message_lag | poi.relay_packet_delay_meter/poi.legal_reply_timestamp/poi.dead_channel_notary | biome.relay_archive/biome.black_keel_orbit
