packet_id,release_set_id,article_id,title_en,surfaces_present,locale_count,route_card_present,binding_map_present
P126_ATLAS_PUBLIC_FRONT,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,atlas.public_front,Atlas Public Front,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P127_ATLAS_INSURANCE_PERSONHOOD_STATUS,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,atlas.insurance_personhood_status,Atlas Insurance Personhood Status,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,atlas.classified_weighting_layer,Atlas Classified Weighting Layer,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P129_ATLAS_SHUTDOWN_ETHIC_FRAME,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,atlas.shutdown_ethic_frame,Atlas Shutdown Ethic Frame,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P130_ATLAS_PUBLIC_MEMORY_AFTER_2147,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,atlas.public_memory_after_2147,Atlas Public Memory After 2147,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P131_MATERIAL_EXIT_BITTER_CREDITS,RS027_FALSE_EXIT_RETURN_PRESSURE,endings.material_exit_bitter_credits,Material Exit Bitter Credits,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P132_PARTIAL_EXIT_SAME_SEED_RETURN,RS027_FALSE_EXIT_RETURN_PRESSURE,endings.partial_exit_same_seed_return,Partial Exit Same-Seed Return,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P133_CORPORATE_CAPTURE_BAD_END,RS027_FALSE_EXIT_RETURN_PRESSURE,endings.corporate_capture_bad_end,Corporate Capture Bad End,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P134_QUARANTINE_HOLD_STALE_AIR,RS027_FALSE_EXIT_RETURN_PRESSURE,endings.quarantine_hold_stale_air,Quarantine Hold Stale Air,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P135_PUBLIC_LEDGER_LEAK_ROUTE,RS027_FALSE_EXIT_RETURN_PRESSURE,endings.public_ledger_leak_route,Public Ledger Leak Route,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P136_DOSSIER_RUMOR_UNLOCKS,RS028_REPLAY_CONTRACT_DOSSIER_RULES,replay.dossier_rumor_unlocks,Dossier Rumor Unlocks,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P137_RISKIER_CONTRACT_SEEDS,RS028_REPLAY_CONTRACT_DOSSIER_RULES,replay.riskier_contract_seeds,Riskier Contract Seeds,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P138_FALSE_ENDING_COUNT_LADDER,RS028_REPLAY_CONTRACT_DOSSIER_RULES,replay.false_ending_count_ladder,False Ending Count Ladder,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P139_STARTING_CLAIM_VARIANTS,RS028_REPLAY_CONTRACT_DOSSIER_RULES,replay.starting_claim_variants,Starting Claim Variants,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P140_DOSSIER_KNOWLEDGE_NOT_POWER,RS028_REPLAY_CONTRACT_DOSSIER_RULES,replay.dossier_knowledge_not_power,Dossier Knowledge Not Power,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P141_RAN_AEGIR_DISTANCE_MODEL,RS029_ROUTE_TIME_DISTANCE_MODEL,route_time.ran_aegir_distance_model,Ran-Aegir Distance Model,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P142_PROBE_PACKET_TRAVEL_TIMES,RS029_ROUTE_TIME_DISTANCE_MODEL,route_time.probe_packet_travel_times,Probe Packet Travel Times,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P143_HEAVY_FREIGHT_STAGING_TIME,RS029_ROUTE_TIME_DISTANCE_MODEL,route_time.heavy_freight_staging_time,Heavy Freight Staging Time,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P144_HUMAN_CREW_ROTATION_TRANSIT,RS029_ROUTE_TIME_DISTANCE_MODEL,route_time.human_crew_rotation_transit,Human Crew Rotation Transit,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P145_RELAY_MESSAGE_LAG,RS029_ROUTE_TIME_DISTANCE_MODEL,route_time.relay_message_lag,Relay Message Lag,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P146_DEEP_REACH_PUBLIC_COMBINE,RS030_DEEP_REACH_SHELL_ORG_CHART,deep_reach_org.deep_reach_public_combine,Deep Reach Public Combine,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P147_AEGIR_CONTINUITY_HOLDINGS,RS030_DEEP_REACH_SHELL_ORG_CHART,deep_reach_org.aegir_continuity_holdings,Aegir Continuity Holdings,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P148_ATLAS_CONTINUITY_OFFICE,RS030_DEEP_REACH_SHELL_ORG_CHART,deep_reach_org.atlas_continuity_office,Atlas Continuity Office,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P149_KEELMARK_LOSS_DESK,RS030_DEEP_REACH_SHELL_ORG_CHART,deep_reach_org.keelmark_loss_desk,Keelmark Loss Desk,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P150_RECOVERY_COMPLIANCE_CHAIN,RS030_DEEP_REACH_SHELL_ORG_CHART,deep_reach_org.recovery_compliance_chain,Recovery Compliance Chain,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P151_BLACK_KEEL_CONTRACT_APPROACH,RS031_FIRST_HOUR_PLAYABLE_SPINE,first_hour.black_keel_contract_approach,Black Keel Contract Approach,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P152_DROP_CAPSULE_DAMAGE_SEQUENCE,RS031_FIRST_HOUR_PLAYABLE_SPINE,first_hour.drop_capsule_damage_sequence,Drop Capsule Damage Sequence,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P153_SHALLOW_ANNEX_P63_PUMP_ROOM,RS031_FIRST_HOUR_PLAYABLE_SPINE,first_hour.shallow_annex_p63_pump_room,Shallow Annex P-63 Pump Room,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P154_FIRST_SANITIZED_ACCIDENT_PACKET,RS031_FIRST_HOUR_PLAYABLE_SPINE,first_hour.first_sanitized_accident_packet,First Sanitized Accident Packet,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P155_FIRST_ATLAS_REPAIR_TRACE,RS031_FIRST_HOUR_PLAYABLE_SPINE,first_hour.first_atlas_repair_trace,First Atlas Repair Trace,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P156_SHIFT_CREWS_NOT_HEROES,RS032_COLONY_HUMAN_EVIDENCE_LAYER,colony_human.shift_crews_not_heroes,Shift Crews Not Heroes,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P157_WORKER_JOB_CARDS,RS032_COLONY_HUMAN_EVIDENCE_LAYER,colony_human.worker_job_cards,Worker Job Cards,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P158_LOCKER_NAME_PROTOCOL,RS032_COLONY_HUMAN_EVIDENCE_LAYER,colony_human.locker_name_protocol,Locker Name Protocol,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P159_MEDICAL_TRIAGE_LEDGER,RS032_COLONY_HUMAN_EVIDENCE_LAYER,colony_human.medical_triage_ledger,Medical Triage Ledger,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P160_MARAUDER_CORRECTION_LAYER,RS032_COLONY_HUMAN_EVIDENCE_LAYER,colony_human.marauder_correction_layer,Marauder Correction Layer,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P161_DOMAIN_DISTANCE_SCALE,RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,domain_table.domain_distance_scale,Domain Distance Scale,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P162_DOMAIN_POPULATION_AUTHORITY_SCALE,RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,domain_table.domain_population_authority_scale,Population And Authority Scale,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P163_PUBLIC_ROUTE_NAMES,RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,domain_table.public_route_names,Public Route Names,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P164_TRANSIT_DURATION_BANDS,RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,domain_table.transit_duration_bands,Transit Duration Bands,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P165_DEEP_REACH_SUBOFFICE_REGISTRY,RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,domain_table.deep_reach_suboffice_registry,Deep Reach Suboffice Registry,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P166_WORKER_NAME_POOL_PROTOCOL,RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,worker_evidence.worker_name_pool_protocol,Worker Name Pool Protocol,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P167_PRESSURE_JOB_TITLE_TABLE,RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,worker_evidence.pressure_job_title_table,Pressure Job Title Table,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P168_LOCKER_PROP_VARIANTS,RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,worker_evidence.locker_prop_variants,Locker Prop Variants,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P169_NATIVE_LOCALIZED_NAME_HANDLING,RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,worker_evidence.native_localized_name_handling,Native Localized Name Handling,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P170_SHIFT_CREW_STORY_SEEDS,RS034_WORKER_NAME_JOB_EVIDENCE_TABLE,worker_evidence.shift_crew_story_seeds,Shift Crew Story Seeds,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P171_RECIPE_TIER_PRESSURE_BANDS,RS035_RESOURCE_RECIPE_PRESSURE_RULES,resource_rules.recipe_tier_pressure_bands,Recipe Tier Pressure Bands,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P172_PRESSURE_FAILURE_THRESHOLDS,RS035_RESOURCE_RECIPE_PRESSURE_RULES,resource_rules.pressure_failure_thresholds,Pressure Failure Thresholds,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P173_BLUE_DEBT_SAMPLE_QUALITY,RS035_RESOURCE_RECIPE_PRESSURE_RULES,resource_rules.blue_debt_sample_quality,Blue Debt Sample Quality,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P174_VENT_FORGE_PROCESS_STEPS,RS035_RESOURCE_RECIPE_PRESSURE_RULES,resource_rules.vent_forge_process_steps,Vent Forge Process Steps,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P175_ESCAPE_COMPONENT_TUNING_RULES,RS035_RESOURCE_RECIPE_PRESSURE_RULES,resource_rules.escape_component_tuning_rules,Escape Component Tuning Rules,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P176_DOSSIER_SELECTION_UI_RULE,RS036_DOSSIER_SAVE_PRESENTATION_RULES,dossier_save.dossier_selection_ui_rule,Dossier Selection UI Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P177_RISK_WEIGHT_CONTRACT_CARD,RS036_DOSSIER_SAVE_PRESENTATION_RULES,dossier_save.risk_weight_contract_card,Risk Weight Contract Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P178_ENDING_RECORD_PRESENTATION,RS036_DOSSIER_SAVE_PRESENTATION_RULES,dossier_save.ending_record_presentation,Ending Record Presentation,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P179_SAVE_PROFILE_KNOWLEDGE_FLAGS,RS036_DOSSIER_SAVE_PRESENTATION_RULES,dossier_save.save_profile_knowledge_flags,Save Profile Knowledge Flags,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P180_WEBSITE_WIKI_SPOILER_TIERING,RS036_DOSSIER_SAVE_PRESENTATION_RULES,dossier_save.website_wiki_spoiler_tiering,Website And Wiki Spoiler Tiering,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P181_MOON_NAME_LOCK_POLICY,RS037_AEGIR_MOON_PUBLIC_ATLAS,aegir_moons.moon_name_lock_policy,Moon Name Lock Policy,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P182_HECTON8_ORBITAL_HAZARD_TABLE,RS037_AEGIR_MOON_PUBLIC_ATLAS,aegir_moons.hecton8_orbital_hazard_table,HECTON-8 Orbital Hazard Table,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P183_AEGIR_MOON_LEDGER_ROLE_TABLE,RS037_AEGIR_MOON_PUBLIC_ATLAS,aegir_moons.aegir_moon_ledger_role_table,Aegir Moon Ledger Role Table,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P184_RAN_AEGIR_EPHEMERIS_TUNING_RULE,RS037_AEGIR_MOON_PUBLIC_ATLAS,aegir_moons.ran_aegir_ephemeris_tuning_rule,Ran Aegir Ephemeris Tuning Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P185_MOON_ROUTE_ARTICLE_SPOILER_BOUNDARY,RS037_AEGIR_MOON_PUBLIC_ATLAS,aegir_moons.moon_route_article_spoiler_boundary,Moon Route Article Spoiler Boundary,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P186_TRUE_CAUSE_KNOWLEDGE_TIERS,RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,deep_reach.true_cause_knowledge_tiers,True Cause Knowledge Tiers,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P187_LIABILITY_MEMO_FRAGMENT_CHAIN,RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,deep_reach.liability_memo_fragment_chain,Liability Memo Fragment Chain,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P188_SIGNOFF_WITNESS_CONFLICT,RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,deep_reach.signoff_witness_conflict,Signoff Witness Conflict,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P189_SUBOFFICE_PERSONNEL_SEEDS,RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,deep_reach.suboffice_personnel_seeds,Suboffice Personnel Seeds,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P190_FALSE_PUBLIC_REPORT_PACKET,RS038_DEEP_REACH_TRUE_CAUSE_KNOWLEDGE,deep_reach.false_public_report_packet,False Public Report Packet,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P191_FINAL_QUESTION_CRIME_SCENE_SALE,RS039_FINAL_DECISION_EMOTIONAL_AXIS,final_axis.crime_scene_sale,Final Question Crime Scene Sale,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P192_FINAL_QUESTION_BROKEN_GUARDIAN,RS039_FINAL_DECISION_EMOTIONAL_AXIS,final_axis.broken_guardian,Final Question Broken Guardian,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P193_FINAL_QUESTION_PUBLIC_TRUTH_LOST_CONTROL,RS039_FINAL_DECISION_EMOTIONAL_AXIS,final_axis.public_truth_lost_control,Final Question Public Truth Lost Control,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P194_FINAL_QUESTION_SEVERANCE_MERCY_THEFT,RS039_FINAL_DECISION_EMOTIONAL_AXIS,final_axis.severance_mercy_theft,Final Question Severance Mercy Theft,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P195_BEST_ENDING_NO_CLEAN_HANDS,RS039_FINAL_DECISION_EMOTIONAL_AXIS,final_axis.best_ending_no_clean_hands,Best Ending No Clean Hands,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT,RS040_NUMERIC_TUNING_SOURCE_RULES,tuning.resource_table_placeholder_contract,Resource Table Placeholder Contract,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P197_ESCAPE_RECIPE_BALANCE_BANDS,RS040_NUMERIC_TUNING_SOURCE_RULES,tuning.escape_recipe_balance_bands,Escape Recipe Balance Bands,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P198_RISK_REWARD_TABLE_BANDS,RS040_NUMERIC_TUNING_SOURCE_RULES,tuning.risk_reward_table_bands,Risk Reward Table Bands,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P199_INVENTORY_STACK_TUNING_RULE,RS040_NUMERIC_TUNING_SOURCE_RULES,tuning.inventory_stack_tuning_rule,Inventory Stack Tuning Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P200_NATIVE_LOCALIZATION_PASS_CONTRACT,RS040_NUMERIC_TUNING_SOURCE_RULES,tuning.native_localization_pass_contract,Native Localization Pass Contract,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P201_CONTRACT_CONTINUITY_DESK_SIGNATURES,RS041_DEEP_REACH_LOWER_SIGNATURES,deep_reach.contract_continuity_desk_signatures,Contract Continuity Desk Signatures,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P202_PACKET_NOTARY_INTERFACE_SIGNATURES,RS041_DEEP_REACH_LOWER_SIGNATURES,deep_reach.packet_notary_interface_signatures,Packet Notary Interface Signatures,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P203_QUARANTINE_REVIEW_GATE_SIGNATURES,RS041_DEEP_REACH_LOWER_SIGNATURES,deep_reach.quarantine_review_gate_signatures,Quarantine Review Gate Signatures,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P204_ASSET_SILENCE_BOARD_SIGNATURES,RS041_DEEP_REACH_LOWER_SIGNATURES,deep_reach.asset_silence_board_signatures,Asset Silence Board Signatures,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P205_RETURN_ACTION_QUEUE_SIGNATURES,RS041_DEEP_REACH_LOWER_SIGNATURES,deep_reach.return_action_queue_signatures,Return Action Queue Signatures,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P206_WORKER_ROSTER_SIZE_RULE,RS042_COLONY_ROSTER_AUTHORING_POOL,colony.worker_roster_size_rule,Worker Roster Size Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P207_PRESSURE_CREW_ARCHETYPE_TABLE,RS042_COLONY_ROSTER_AUTHORING_POOL,colony.pressure_crew_archetype_table,Pressure Crew Archetype Table,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P208_ANCHOR_WORKER_NAME_SET_A,RS042_COLONY_ROSTER_AUTHORING_POOL,colony.anchor_worker_name_set_a,Anchor Worker Name Set A,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P209_ANCHOR_WORKER_NAME_SET_B,RS042_COLONY_ROSTER_AUTHORING_POOL,colony.anchor_worker_name_set_b,Anchor Worker Name Set B,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P210_SEED_ROLE_NAME_GRAMMAR,RS042_COLONY_ROSTER_AUTHORING_POOL,colony.seed_role_name_grammar,Seed Role Name Grammar,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P211_LOCKER_PROP_VARIANT_MATRIX,RS043_WORKER_PROP_EVIDENCE_KIT,props.locker_prop_variant_matrix,Locker Prop Variant Matrix,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P212_TRIAGE_LEDGER_PROP_VARIANTS,RS043_WORKER_PROP_EVIDENCE_KIT,props.triage_ledger_prop_variants,Triage Ledger Prop Variants,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P213_ROUTE_PERMISSION_STAMP_SET,RS043_WORKER_PROP_EVIDENCE_KIT,props.route_permission_stamp_set,Route Permission Stamp Set,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P214_MARAUDER_CORRECTION_MARK_RULES,RS043_WORKER_PROP_EVIDENCE_KIT,props.marauder_correction_mark_rules,Marauder Correction Mark Rules,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P215_AUDIO_FRAGMENT_PROP_RULES,RS043_WORKER_PROP_EVIDENCE_KIT,props.audio_fragment_prop_rules,Audio Fragment Prop Rules,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P216_PUBLIC_SITE_ARTICLE_TIER_RULES,RS044_PUBLICATION_SPOILER_LOCALIZATION_PROTOCOL,publication.public_site_article_tier_rules,Public Site Article Tier Rules,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P217_IN_GAME_WIKI_UNLOCK_TIER_RULES,RS044_PUBLICATION_SPOILER_LOCALIZATION_PROTOCOL,publication.in_game_wiki_unlock_tier_rules,In-Game Wiki Unlock Tier Rules,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P218_AUDIO_TRANSCRIPT_CENSOR_RULES,RS044_PUBLICATION_SPOILER_LOCALIZATION_PROTOCOL,publication.audio_transcript_censor_rules,Audio Transcript Censor Rules,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P219_ART_BRIEF_RELEASE_GATE_RULES,RS044_PUBLICATION_SPOILER_LOCALIZATION_PROTOCOL,publication.art_brief_release_gate_rules,Art Brief Release Gate Rules,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P220_NATIVE_LANGUAGE_BACKLOG_RULES,RS044_PUBLICATION_SPOILER_LOCALIZATION_PROTOCOL,publication.native_language_backlog_rules,Native Language Backlog Rules,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P221_PHOTIC_MAT_BASELINE,RS045_PHOTIC_SHELF_NATIVE_ECOLOGY,ecology.photic_mat_baseline,Photic Mat Baseline,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P222_GLASS_GRAZER_SCHOOLS,RS045_PHOTIC_SHELF_NATIVE_ECOLOGY,ecology.glass_grazer_schools,Glass Grazer Schools,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P223_LANTERN_DRIFT_BLOOM,RS045_PHOTIC_SHELF_NATIVE_ECOLOGY,ecology.lantern_drift_bloom,Lantern Drift Bloom,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P224_SHELL_CLAMP_REEF,RS045_PHOTIC_SHELF_NATIVE_ECOLOGY,ecology.shell_clamp_reef,Shell Clamp Reef,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P225_SHALLOW_PREDATOR_SHADOW_RULE,RS045_PHOTIC_SHELF_NATIVE_ECOLOGY,ecology.shallow_predator_shadow_rule,Shallow Predator Shadow Rule,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P226_BRINE_VANE_FORESTS,RS046_BRINE_CANYON_ABYSS_ECOLOGY,ecology.brine_vane_forests,Brine Vane Forests,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P227_DENSITY_SKATER_FAUNA,RS046_BRINE_CANYON_ABYSS_ECOLOGY,ecology.density_skater_fauna,Density Skater Fauna,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P228_VENT_ANCHOR_COLONIES,RS046_BRINE_CANYON_ABYSS_ECOLOGY,ecology.vent_anchor_colonies,Vent Anchor Colonies,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P229_WIDE_FILTER_BODY_TRACE,RS046_BRINE_CANYON_ABYSS_ECOLOGY,ecology.wide_filter_body_trace,Wide Filter Body Trace,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P230_SILT_AMBUSHER_TELEGRAPH,RS046_BRINE_CANYON_ABYSS_ECOLOGY,ecology.silt_ambusher_telegraph,Silt Ambusher Telegraph,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P231_CONDUCTIVE_BIOFILM_CABLE_SKIN,RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,atlas.conductive_biofilm_cable_skin,Conductive Biofilm Cable Skin,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P232_ACOUSTIC_FILTER_ORGAN_RELAY,RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,atlas.acoustic_filter_organ_relay,Acoustic Filter Organ Relay,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P233_SHELL_SEALANT_FRACTURE_GROWTH,RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,atlas.shell_sealant_fracture_growth,Shell Sealant Fracture Growth,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P234_SENSOR_TAGGED_FAUNA,RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,atlas.sensor_tagged_fauna,Sensor-Tagged Fauna,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P235_VENT_MICRONODE_NESTS,RS047_ATLAS_MAINTENANCE_BIOMECH_LAYER,atlas.vent_micronode_nests,Vent Micronode Nests,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P236_BLACK_KEEL_TENDER_INTERIOR_LIMITS,RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,hardware.black_keel_tender_interior_limits,Black Keel Tender Interior Limits,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P237_DROP_CAPSULE_DAMAGE_PARTS,RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,hardware.drop_capsule_damage_parts,Drop Capsule Damage Parts,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P238_P63_FABRICATOR_AUTHORITY_LIMITS,RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,hardware.p63_fabricator_authority_limits,P-63 Fabricator Authority Limits,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P239_PRESSURE_SUIT_SERVICE_GRADES,RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,hardware.pressure_suit_service_grades,Pressure Suit Service Grades,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P240_SONAR_PINGER_ROUTE_BEACONS,RS048_HARDWARE_AND_VEHICLE_EVIDENCE_STACK,hardware.sonar_pinger_route_beacons,Sonar Pinger Route Beacons,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P241_LIEN_SEVERITY_SEED_CLASS,RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,applied_lore.lien_severity_seed_class,Lien Severity Seed Class,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
P242_STORM_WINDOW_RISK_CARD,RS049_CONTRACT_SEED_RISK_REWARD_SURFACES,applied_lore.storm_window_risk_card,Storm Window Risk Card,audio;external_site;field_note;in_game_wiki;scanner;terminal,15,yes,yes
