"Name","Length","LastWriteTime","FullName"
"METRIC_PHI_BINARY_HYGIENE_LIVE.json","7201","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_BINARY_HYGIENE_LIVE.json"
"METRIC_PHI_BINARY_HYGIENE_OSHINO_FINAL.json","6721","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_BINARY_HYGIENE_OSHINO_FINAL.json"
"METRIC_PHI_BINARY_HYGIENE_SWEEP.json","7502","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_BINARY_HYGIENE_SWEEP.json"
"METRIC_PHI_DATA_INQUISITION_SWEEP.json","245","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_INQUISITION_SWEEP.json"
"METRIC_PHI_DATA_TRUTH_AUDIT.json","3859","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT.json"
"METRIC_PHI_DATA_TRUTH_AUDIT.md","1081","5/18/2026 14:30:50","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT.md"
"METRIC_PHI_DATA_TRUTH_AUDIT_DEBUG.json","3859","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_DEBUG.json"
"METRIC_PHI_DATA_TRUTH_AUDIT_DEBUG.md","1081","5/18/2026 14:30:50","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_DEBUG.md"
"METRIC_PHI_DATA_TRUTH_AUDIT_OSHINO_FINAL.json","66265","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_OSHINO_FINAL.json"
"METRIC_PHI_DATA_TRUTH_AUDIT_OSHINO_FINAL.md","7527","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_OSHINO_FINAL.md"
"METRIC_PHI_DATA_TRUTH_AUDIT_OSHINO_RERUN.json","65724","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_OSHINO_RERUN.json"
"METRIC_PHI_DATA_TRUTH_AUDIT_OSHINO_RERUN.md","7375","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_OSHINO_RERUN.md"
"METRIC_PHI_DATA_TRUTH_AUDIT_POST_MUTATION_FINAL.json","69633","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_POST_MUTATION_FINAL.json"
"METRIC_PHI_DATA_TRUTH_AUDIT_POST_MUTATION_FINAL.md","7683","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_POST_MUTATION_FINAL.md"
"METRIC_PHI_DATA_TRUTH_AUDIT_STRUCT_SCOPE_FINAL.json","92166","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_STRUCT_SCOPE_FINAL.json"
"METRIC_PHI_DATA_TRUTH_AUDIT_STRUCT_SCOPE_FINAL.md","8003","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_AUDIT_STRUCT_SCOPE_FINAL.md"
"METRIC_PHI_DATA_TRUTH_INQUISITION.json","34518","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_INQUISITION.json"
"METRIC_PHI_DATA_TRUTH_INQUISITION.md","2570","5/18/2026 14:31:43","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_DATA_TRUTH_INQUISITION.md"
"METRIC_PHI_OPTICS_VERIFY.json","1982","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_OPTICS_VERIFY.json"
"METRIC_PHI_TIDE_VERIFY.json","100","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_TIDE_VERIFY.json"
"METRIC_PHI_VERIFY_SWEEP.debug_selfcheck.json","27161","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP.debug_selfcheck.json"
"METRIC_PHI_VERIFY_SWEEP.json","27796","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP.json"
"METRIC_PHI_VERIFY_SWEEP.md","3684","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP.md"
"METRIC_PHI_VERIFY_SWEEP_20260516_oshino_final.json","30586","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_20260516_oshino_final.json"
"METRIC_PHI_VERIFY_SWEEP_20260516_oshino_final.md","3876","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_20260516_oshino_final.md"
"METRIC_PHI_VERIFY_SWEEP_POST_MUTATION_FINAL.json","42019","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_POST_MUTATION_FINAL.json"
"METRIC_PHI_VERIFY_SWEEP_POST_MUTATION_FINAL.md","3685","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_POST_MUTATION_FINAL.md"
"METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL.json","44686","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL.json"
"METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL.md","3693","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL.md"
"METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_DATA_TRUTH_AUDIT.json","92260","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_DATA_TRUTH_AUDIT.json"
"METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_DATA_TRUTH_AUDIT.md","8074","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_DATA_TRUTH_AUDIT.md"
"METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_H_PHI_ARCHITECTURE_GRAPH.png","752367","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_H_PHI_ARCHITECTURE_GRAPH.png"
"METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_H_PHI_SCORE.json","462752","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_H_PHI_SCORE.json"
"METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_PROJECT_ATLAS.md","20226","5/20/2026 03:02:11","C:\hades\Hecton8\Docs\Reports\METRIC_PHI_VERIFY_SWEEP_STRUCT_SCOPE_FINAL_PROJECT_ATLAS.md"
"NAVGRID_LEAK_PURGE_DIFF.patch","110079","4/30/2026 18:41:06","C:\hades\Hecton8\Docs\Reports\NAVGRID_LEAK_PURGE_DIFF.patch"
"ORGANIC_ENTROPY_DATA_TRUTH_AUDIT.json","66991","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\ORGANIC_ENTROPY_DATA_TRUTH_AUDIT.json"
"ORGANIC_ENTROPY_DATA_TRUTH_AUDIT.md","7407","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\ORGANIC_ENTROPY_DATA_TRUTH_AUDIT.md"
"ORGANIC_ENTROPY_VERIFY_SWEEP.json","28854","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\ORGANIC_ENTROPY_VERIFY_SWEEP.json"
"ORGANIC_ENTROPY_VERIFY_SWEEP.md","3645","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\ORGANIC_ENTROPY_VERIFY_SWEEP.md"
"PROJECT_ATLAS_20260516_oshino_final.md","30075","5/20/2026 03:02:11","C:\hades\Hecton8\Docs\Reports\PROJECT_ATLAS_20260516_oshino_final.md"
"PROJECT_ATLAS_OSHINO_FINAL.md","20201","5/20/2026 03:02:11","C:\hades\Hecton8\Docs\Reports\PROJECT_ATLAS_OSHINO_FINAL.md"
"PROJECT_ATLAS_POST_MUTATION_FINAL.md","30075","5/20/2026 03:02:11","C:\hades\Hecton8\Docs\Reports\PROJECT_ATLAS_POST_MUTATION_FINAL.md"
"SABINE_LOOP15_BINARY_HYGIENE.json","6398","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP15_BINARY_HYGIENE.json"
"SABINE_LOOP15_BINARY_HYGIENE_POSTBAKE.json","6398","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP15_BINARY_HYGIENE_POSTBAKE.json"
"SABINE_LOOP15_DATA_INQUISITION.json","3756","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP15_DATA_INQUISITION.json"
"SABINE_LOOP15_METRIC_PHI_DATA_TRUTH.json","64826","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP15_METRIC_PHI_DATA_TRUTH.json"
"SABINE_LOOP15_METRIC_PHI_DATA_TRUTH.md","7249","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP15_METRIC_PHI_DATA_TRUTH.md"
"SABINE_LOOP16_BINARY_HYGIENE.json","7502","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP16_BINARY_HYGIENE.json"
"SABINE_LOOP16_BINARY_HYGIENE_POST_SWEEP.json","7502","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP16_BINARY_HYGIENE_POST_SWEEP.json"
"SABINE_LOOP16_DATA_INQUISITION.json","245","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP16_DATA_INQUISITION.json"
"SABINE_LOOP16_METRIC_PHI_DATA_TRUTH.json","3771","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP16_METRIC_PHI_DATA_TRUTH.json"
"SABINE_LOOP16_METRIC_PHI_DATA_TRUTH.md","1081","5/18/2026 14:30:50","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP16_METRIC_PHI_DATA_TRUTH.md"
"SABINE_LOOP16_METRIC_PHI_VERIFY_SWEEP.json","27812","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP16_METRIC_PHI_VERIFY_SWEEP.json"
"SABINE_LOOP16_METRIC_PHI_VERIFY_SWEEP.md","3686","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP16_METRIC_PHI_VERIFY_SWEEP.md"
"SABINE_LOOP17_BINARY_HYGIENE.json","7502","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP17_BINARY_HYGIENE.json"
"SABINE_LOOP17_BINARY_HYGIENE_POST_SWEEP.json","7502","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP17_BINARY_HYGIENE_POST_SWEEP.json"
"SABINE_LOOP17_DATA_INQUISITION.json","245","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP17_DATA_INQUISITION.json"
"SABINE_LOOP17_METRIC_PHI_DATA_TRUTH.json","3860","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP17_METRIC_PHI_DATA_TRUTH.json"
"SABINE_LOOP17_METRIC_PHI_DATA_TRUTH.md","1081","5/18/2026 14:30:50","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP17_METRIC_PHI_DATA_TRUTH.md"
"SABINE_LOOP17_METRIC_PHI_DATA_TRUTH_LOCAL.json","3860","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP17_METRIC_PHI_DATA_TRUTH_LOCAL.json"
"SABINE_LOOP17_METRIC_PHI_DATA_TRUTH_LOCAL.md","1081","5/18/2026 14:30:50","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP17_METRIC_PHI_DATA_TRUTH_LOCAL.md"
"SABINE_LOOP17_METRIC_PHI_VERIFY_SWEEP.json","27815","5/17/2026 14:20:48","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP17_METRIC_PHI_VERIFY_SWEEP.json"
"SABINE_LOOP17_METRIC_PHI_VERIFY_SWEEP.md","3691","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\SABINE_LOOP17_METRIC_PHI_VERIFY_SWEEP.md"
"SNELL_METRIC_PHI_VERIFY_SWEEP.json","44531","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\SNELL_METRIC_PHI_VERIFY_SWEEP.json"
"SNELL_METRIC_PHI_VERIFY_SWEEP.md","3693","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\SNELL_METRIC_PHI_VERIFY_SWEEP.md"
"SNELL_METRIC_PHI_VERIFY_SWEEP_DATA_TRUTH_AUDIT.json","92226","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\SNELL_METRIC_PHI_VERIFY_SWEEP_DATA_TRUTH_AUDIT.json"
"SNELL_METRIC_PHI_VERIFY_SWEEP_DATA_TRUTH_AUDIT.md","7934","5/18/2026 14:44:06","C:\hades\Hecton8\Docs\Reports\SNELL_METRIC_PHI_VERIFY_SWEEP_DATA_TRUTH_AUDIT.md"
"SNELL_METRIC_PHI_VERIFY_SWEEP_H_PHI_ARCHITECTURE_GRAPH.png","793668","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\SNELL_METRIC_PHI_VERIFY_SWEEP_H_PHI_ARCHITECTURE_GRAPH.png"
"SNELL_METRIC_PHI_VERIFY_SWEEP_H_PHI_SCORE.json","462726","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\SNELL_METRIC_PHI_VERIFY_SWEEP_H_PHI_SCORE.json"
"SNELL_METRIC_PHI_VERIFY_SWEEP_PROJECT_ATLAS.md","20213","5/20/2026 03:02:11","C:\hades\Hecton8\Docs\Reports\SNELL_METRIC_PHI_VERIFY_SWEEP_PROJECT_ATLAS.md"
"SNELL_POST_MUTATION_BINARY_HYGIENE.json","7183","5/17/2026 05:34:25","C:\hades\Hecton8\Docs\Reports\SNELL_POST_MUTATION_BINARY_HYGIENE.json"
"STEAM_PUBLISHER_METADATA_TEMPLATE.md","2083","5/18/2026 14:21:12","C:\hades\Hecton8\Docs\Reports\STEAM_PUBLISHER_METADATA_TEMPLATE.md"
"SUBNAUTICA_2_UE5_REFERENCE_DOSSIER.md","14389","5/18/2026 14:21:12","C:\hades\Hecton8\Docs\Reports\SUBNAUTICA_2_UE5_REFERENCE_DOSSIER.md"
"SUBNAUTICA_PUBLIC_MOD_ECOSYSTEM_DEEPDIVE.md","10247","5/18/2026 14:21:12","C:\hades\Hecton8\Docs\Reports\SUBNAUTICA_PUBLIC_MOD_ECOSYSTEM_DEEPDIVE.md"
