"channel_name","channel_profile_url","country_candidates","source_games","source_segments","surfaces_seen","raw_occurrences","max_public_metric_seen","recommended_segment","pitch_angle","personalized_pitch_stub","risk_notes","contact_route","verification_status","next_action"
"Patrol Nation","https://www.letsplayindex.com/channels/25673-patrol-nation","Australia","Subnautica","direct_underwater_survival","review_channels","1","192000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"paulsoaresjr","https://www.letsplayindex.com/channels/15260-paulsoaresjr","United States","Raft; Subnautica; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","5","4903","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Pause Games","https://www.letsplayindex.com/channels/14223-pause-games","United Kingdom","Subnautica","direct_underwater_survival","review_channels","1","3900","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Pawkt","https://www.letsplayindex.com/channels/101901-pawkt","Canada","Subnautica","direct_underwater_survival","review_channels","1","12300","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PC Games","https://www.letsplayindex.com/channels/28301-pc-games","Germany","Pacific Drive; Sons of the Forest; Subnautica; Subnautica Below Zero","direct_underwater_survival; hostile_survival; machine_survival_anomaly","review_channels","4","269000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Pedroga","https://www.letsplayindex.com/channels/1323257-pedroga","Spain","Raft; Sons of the Forest; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; ocean_survival_crafting","review_channels","4","1290","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Phil The Frog","https://www.letsplayindex.com/channels/1998095-phil-the-frog","UNKNOWN","Subnautica Below Zero","direct_underwater_survival","latest_letsplay","1","545","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"philberto78","https://www.letsplayindex.com/channels/201593-philberto78","United States","Subnautica","direct_underwater_survival","review_channels","1","2110","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PhilChill","https://www.letsplayindex.com/channels/410173-philchill","North Macedonia","Subnautica Below Zero","direct_underwater_survival","latest_letsplay","1","8109","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Phlinger Phoo","https://www.letsplayindex.com/channels/134554-phlinger-phoo","United States","Subnautica; The Forest","direct_underwater_survival; hostile_survival","most_lp_views","2","3705","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Phoenix","https://www.letsplayindex.com/channels/18126-phoenix","Australia","Raft; Subnautica; Subnautica Below Zero","direct_underwater_survival; ocean_survival_crafting","most_lp_views","3","4103","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Phoenixshade Gaming","https://www.letsplayindex.com/channels/2018849-phoenixshade-gaming","Canada","Subnautica","direct_underwater_survival","review_channels","1","235","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PhuzzyBond","https://www.letsplayindex.com/channels/151775-phuzzybond","Jordan","Subnautica Below Zero","direct_underwater_survival","most_lp_views","1","3407","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"pieceoftheuniverse","https://www.letsplayindex.com/channels/34300-pieceoftheuniverse","United States","Subnautica","direct_underwater_survival","latest_letsplay","1","965","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Piki Dabou","https://www.letsplayindex.com/channels/18423-piki-dabou","UNKNOWN","Subnautica","direct_underwater_survival","most_lp_views","1","2014","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Pineapple Juice","https://www.letsplayindex.com/channels/3768073-pineapple-juice","UNKNOWN","Subnautica Below Zero","direct_underwater_survival","latest_letsplay","1","5","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Pixel Budum","https://www.letsplayindex.com/channels/561682-pixel-budum","UNKNOWN","Subnautica Below Zero","direct_underwater_survival","latest_letsplay","1","318","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Pixel Lounge","https://www.letsplayindex.com/channels/110714-pixel-lounge","United States","Subnautica","direct_underwater_survival","review_channels","1","22800","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"pixel.","https://www.letsplayindex.com/channels/156119-pixel","United States","Subnautica","direct_underwater_survival","review_channels","1","16100","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PixelatedFireball","https://www.letsplayindex.com/channels/189221-pixelatedfireball","United States","Subnautica Below Zero","direct_underwater_survival","most_lp_views","1","3838","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PIXELBEAV","https://www.letsplayindex.com/channels/561733-pixelbeav","Germany","Raft; Sons of the Forest; Subnautica Below Zero; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","4","32906","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Pjonk","https://www.letsplayindex.com/channels/3320158-pjonk","United States","Subnautica Below Zero","direct_underwater_survival","latest_letsplay; most_lp_views","2","16200","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Play BIG or Die","https://www.letsplayindex.com/channels/3212383-play-big-or-die","United States","Satisfactory; Subnautica","direct_underwater_survival; factory_engineering_systems","latest_letsplay","2","10200","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Play Games (Photography Gamer)","https://www.letsplayindex.com/channels/144947-play-games-photography-gamer","United Kingdom","Pacific Drive; Sons of the Forest; Subnautica; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; machine_survival_anomaly","review_channels","5","22100","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PlayStation Access","https://www.letsplayindex.com/channels/21440-playstation-access","United Kingdom","Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival","latest_letsplay; most_lp_views","4","2180000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PlayStation Arabia بلايستيشن العربية","https://www.letsplayindex.com/channels/144304-playstation-arabia","United Arab Emirates","Subnautica Below Zero","direct_underwater_survival","most_lp_views","1","150","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PlayStation France","https://www.letsplayindex.com/channels/28946-playstation-france","France","Pacific Drive; Subnautica Below Zero","direct_underwater_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","3","248000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PlayStation Türkiye","https://www.letsplayindex.com/channels/129809-playstation-turkiye","Turkey","Subnautica Below Zero","direct_underwater_survival","most_lp_views","1","3529","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Plesio Digger","https://www.letsplayindex.com/channels/994229-plesio-digger","United States","Subnautica","direct_underwater_survival","latest_letsplay","1","343","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Poet Plays","https://www.letsplayindex.com/channels/69042-poet-plays","United States","Subnautica; The Long Dark","direct_underwater_survival; hardcore_survival","most_lp_views","2","3017","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"poeticblade","https://www.letsplayindex.com/channels/562243-poeticblade","UNKNOWN","Subnautica Below Zero","direct_underwater_survival","review_channels","1","183","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PointCrow VODS","https://www.letsplayindex.com/channels/188781-pointcrow-vods","United States","Subnautica","direct_underwater_survival","most_lp_views","1","50142","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Polish Paul VR","https://www.letsplayindex.com/channels/104175-polish-paul-vr","United Kingdom","Subnautica; The Forest","direct_underwater_survival; hostile_survival","review_channels","2","24400","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"POP 2Review","https://www.letsplayindex.com/channels/199454-pop-2review","United States","Raft; Sons of the Forest; Subnautica","direct_underwater_survival; hostile_survival; ocean_survival_crafting","review_channels","3","28000","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Porlo","https://www.letsplayindex.com/channels/2974489-porlo","United States","Subnautica; Subnautica Below Zero","direct_underwater_survival","latest_letsplay","2","387","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"POTG DER INQUISITOR","https://www.letsplayindex.com/channels/2337163-potg-der-inquisitor","Germany","Raft; Subnautica Below Zero","direct_underwater_survival; ocean_survival_crafting","latest_letsplay","2","1750","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"PP Gaming","https://www.letsplayindex.com/channels/55849-pp-gaming","Germany","Raft; Subnautica; Subnautica Below Zero; The Long Dark","direct_underwater_survival; hardcore_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","5","13706","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"pphed","https://www.letsplayindex.com/channels/3151032-pphed","United States","Subnautica","direct_underwater_survival","latest_letsplay","1","32","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Praetorian HiJynx","https://www.letsplayindex.com/channels/13673-praetorian-hijynx","United States","Pacific Drive; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","5","82700","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Praggers Gaming","https://www.letsplayindex.com/channels/2592488-praggers-gaming","United Kingdom","Subnautica; Subnautica Below Zero","direct_underwater_survival","latest_letsplay; review_channels","3","366","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Precarious Plays","https://www.letsplayindex.com/channels/1537876-precarious-plays","United States","Subnautica Below Zero","direct_underwater_survival","latest_letsplay","1","82","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Prince Alden","https://www.letsplayindex.com/channels/1713898-prince-alden","United States","Forever Skies; Raft; Sons of the Forest; Subnautica Below Zero","direct_underwater_survival; hostile_survival; ocean_survival_crafting; vehicle_base_survival","latest_letsplay; most_lp_views","5","10350","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched as a single-player darker industrial pressure/salvage survival angle, not as a clone or co-op promise.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
