"channel_name","channel_profile_url","country_candidates","source_games","source_segments","surfaces_seen","raw_occurrences","max_public_metric_seen","recommended_segment","pitch_angle","personalized_pitch_stub","risk_notes","contact_route","verification_status","next_action"
"MentalEiva","https://www.letsplayindex.com/channels/3360714-mentaleiva","UNKNOWN","Subnautica; Subnautica Below Zero","direct_underwater_survival","latest_letsplay; most_lp_views","4","12038","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"TheRevPlays","https://www.letsplayindex.com/channels/22598-therevplays","United States","Sons of the Forest; Subnautica; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival","most_lp_views; review_channels","4","11900","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Lsm Gaming","https://www.letsplayindex.com/channels/1469930-lsm-gaming","United Kingdom","Pacific Drive; Subnautica Below Zero; The Long Dark","direct_underwater_survival; hardcore_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","4","11616","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Sleepless Knights Studios","https://www.letsplayindex.com/channels/18415-sleepless-knights-studios","United States","Space Engineers; Subnautica; Subnautica Below Zero","direct_underwater_survival; engineering_base_systems","latest_letsplay; most_lp_views","4","11600","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"YuB","https://www.letsplayindex.com/channels/24287-yub","United States","Raft; Subnautica; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","4","11529","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Narmonix","https://www.letsplayindex.com/channels/1550764-narmonix","United States","Pacific Drive; Sons of the Forest","hostile_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","4","11515","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"JaWoodle","https://www.letsplayindex.com/channels/43252-jawoodle","Australia","Raft; Sons of the Forest; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; ocean_survival_crafting","most_lp_views","4","11409","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"ChristopherOdd","https://www.letsplayindex.com/channels/13663-christopherodd","Canada","Satisfactory; Subnautica; Subnautica Below Zero; The Long Dark","direct_underwater_survival; factory_engineering_systems; hardcore_survival","most_lp_views","4","11045","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"MuklukPlays","https://www.letsplayindex.com/channels/264459-muklukplays","United States","Pacific Drive; Satisfactory; Subnautica Below Zero","direct_underwater_survival; factory_engineering_systems; machine_survival_anomaly","latest_letsplay; most_lp_views","4","10400","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Sch4f3r","https://www.letsplayindex.com/channels/3249850-sch4f3r","Switzerland","Forever Skies; Pacific Drive","machine_survival_anomaly; vehicle_base_survival","latest_letsplay; most_lp_views","4","10255","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Latura","https://www.letsplayindex.com/channels/211490-latura","Germany","Barotrauma; Sons of the Forest","abyss_pressure_horror; hostile_survival","latest_letsplay; most_lp_views","4","10200","abyss_horror_pressure","Abyssal horror, instruments, isolation, and hostile depth.","Your audience responds to horror/abyss tension. HECTON-8 should be pitched through instruments, sound, pressure, and black-water dread rather than creature spam or jump scares.","Needs a strong atmospheric demo; weak survival grind will underperform with horror viewers.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Friendly Frenzy Games","https://www.letsplayindex.com/channels/3377881-friendly-frenzy-games","Canada","Pacific Drive; Raft; The Long Dark","hardcore_survival; machine_survival_anomaly; ocean_survival_crafting","latest_letsplay; most_lp_views; review_channels","4","9770","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Nerdy Old Gamer","https://www.letsplayindex.com/channels/134298-nerdy-old-gamer","Denmark","Satisfactory; Space Engineers","engineering_base_systems; factory_engineering_systems","latest_letsplay; most_lp_views","4","5570","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"GaTu Reviews","https://www.letsplayindex.com/channels/135880-gatu-reviews","Spain","Forever Skies; Subnautica; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival; vehicle_base_survival","review_channels","4","5330","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Weaver","https://www.letsplayindex.com/channels/186387-weaver","Denmark","Forever Skies; Pacific Drive","machine_survival_anomaly; vehicle_base_survival","latest_letsplay; most_lp_views","4","5210","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Koinsky","https://www.letsplayindex.com/channels/14882-koinsky","Belgium","Raft; Satisfactory; Space Engineers; The Long Dark","engineering_base_systems; factory_engineering_systems; hardcore_survival; ocean_survival_crafting","most_lp_views","4","4825","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Softwerker","https://www.letsplayindex.com/channels/33686-softwerker","Ireland","Satisfactory; Sons of the Forest; Subnautica Below Zero","direct_underwater_survival; factory_engineering_systems; hostile_survival","latest_letsplay; most_lp_views; review_channels","4","4630","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Ynaxx","https://www.letsplayindex.com/channels/433167-ynaxx","France","Forever Skies; Satisfactory; The Forest","factory_engineering_systems; hostile_survival; vehicle_base_survival","latest_letsplay; most_lp_views","4","4432","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Madvaď Frank","https://www.letsplayindex.com/channels/13715-madvad-frank","Czech Republic","Subnautica; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival","most_lp_views","4","4405","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Zahait","https://www.letsplayindex.com/channels/236611-zahait","Canada","Forever Skies; Satisfactory","factory_engineering_systems; vehicle_base_survival","latest_letsplay; most_lp_views","4","4080","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Gronkh","https://www.letsplayindex.com/channels/13670-gronkh","UNKNOWN","Raft; Satisfactory; The Forest; The Long Dark","factory_engineering_systems; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","4","3912","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Wautscher","https://www.letsplayindex.com/channels/45862-wautscher","Germany","Satisfactory; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival","most_lp_views","4","3851","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Stefan","https://www.letsplayindex.com/channels/143466-stefan","Germany","Subnautica; Subnautica Below Zero; The Forest; The Long Dark","direct_underwater_survival; hardcore_survival; hostile_survival","most_lp_views","4","3741","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"C.R. Ash & Friends","https://www.letsplayindex.com/channels/52471-cr-ash-and-friends","United Kingdom","Space Engineers; The Long Dark","engineering_base_systems; hardcore_survival","latest_letsplay; most_lp_views","4","3509","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Survival Joe","https://www.letsplayindex.com/channels/2475757-survival-joe","Sweden","Pacific Drive; Sons of the Forest","hostile_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","4","3249","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Freasy","https://www.letsplayindex.com/channels/345712-freasy","Germany","Raft; Satisfactory; Subnautica Below Zero; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival; ocean_survival_crafting","most_lp_views","4","3223","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"BereghostGames","https://www.letsplayindex.com/channels/23136-bereghostgames","United States","Raft; Satisfactory; Space Engineers; The Forest","engineering_base_systems; factory_engineering_systems; hostile_survival; ocean_survival_crafting","most_lp_views","4","3020","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Hannibal07051987","https://www.letsplayindex.com/channels/561624-hannibal07051987","Germany","Pacific Drive; The Long Dark","hardcore_survival; machine_survival_anomaly","latest_letsplay; most_lp_views","4","2946","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"GAMEHood","https://www.letsplayindex.com/channels/208843-gamehood","Czech Republic","Raft; Space Engineers; The Forest","engineering_base_systems; hostile_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","4","2846","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"The Shadow Library","https://www.letsplayindex.com/channels/3134900-the-shadow-library","UNKNOWN","Subnautica; Subnautica Below Zero","direct_underwater_survival","latest_letsplay; most_lp_views","4","2660","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Plum Berry","https://www.letsplayindex.com/channels/892920-plum-berry","UNKNOWN","Forever Skies; Sons of the Forest","hostile_survival; vehicle_base_survival","latest_letsplay; most_lp_views","4","2637","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Kaktus Endy","https://www.letsplayindex.com/channels/216053-kaktus-endy","Germany","Raft; Sons of the Forest","hostile_survival; ocean_survival_crafting","latest_letsplay; most_lp_views","4","2502","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Naherholungszentrum","https://www.letsplayindex.com/channels/22697-naherholungszentrum","Germany","The Forest; The Long Dark","hardcore_survival; hostile_survival","most_lp_views; review_channels","4","2350","survival_route_risk","Expedition risk, resource pressure, return planning, and fair failure.","Your audience watches survival decisions. HECTON-8 should be pitched through routes, scarcity, oxygen, pressure warnings, salvage risk, and the decision to return before the ocean wins.","Avoid lore-first pitch; survival viewers need the playable loop fast.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Dasesch","https://www.letsplayindex.com/channels/413178-dasesch","Germany","Satisfactory; Space Engineers; Subnautica","direct_underwater_survival; engineering_base_systems; factory_engineering_systems","latest_letsplay; most_lp_views","4","2118","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Drae","https://www.letsplayindex.com/channels/14944-drae","Canada","Satisfactory; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival","most_lp_views","4","2115","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Yippee Ki Yay Mr Falcon","https://www.letsplayindex.com/channels/14872-yippee-ki-yay-mr-falcon","United States","Raft; Space Engineers; The Forest; The Long Dark","engineering_base_systems; hardcore_survival; hostile_survival; ocean_survival_crafting","most_lp_views","4","2058","engineering_base_systems","Machines, habitats, resource routing, and survival infrastructure.","Your audience values systems and construction. HECTON-8 should be pitched as habitat/base survival where pumps, oxygen, power, salvage, and pressure-rated machinery visibly matter.","Do not pitch before base/tool systems are visible; engineering audiences punish decorative fake systems.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"GermanLetsPlay","https://www.letsplayindex.com/channels/14219-germanletsplay","Germany","Raft; Satisfactory; Subnautica; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival; ocean_survival_crafting","most_lp_views","4","1854","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"JoshTheTourist Prod.","https://www.letsplayindex.com/channels/1643896-joshthetourist-prod","United States","Sons of the Forest; Subnautica; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival","latest_letsplay","4","1750","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Gametester","https://www.letsplayindex.com/channels/134642-gametester","Germany","Raft; Satisfactory; Subnautica Below Zero; The Forest","direct_underwater_survival; factory_engineering_systems; hostile_survival; ocean_survival_crafting","latest_letsplay; review_channels","4","1720","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"Pedroga","https://www.letsplayindex.com/channels/1323257-pedroga","Spain","Raft; Sons of the Forest; Subnautica Below Zero; The Forest","direct_underwater_survival; hostile_survival; ocean_survival_crafting","review_channels","4","1290","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
"RealShadyUnicorn","https://www.letsplayindex.com/channels/562112-realshadyunicorn","United States","Pacific Drive; Subnautica; Subnautica Below Zero","direct_underwater_survival; machine_survival_anomaly","latest_letsplay; most_lp_views; review_channels","4","894","direct_underwater_survival","Underwater survival audience already proven.","Your channel has already touched Subnautica/underwater survival. HECTON-8 should be pitched through a distinct single-player pressure/salvage identity.","May compare directly to Subnautica; send only when screenshots clearly differentiate NASA-punk machinery and black-water pressure.","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY","Verify current channel activity, exact YouTube/Twitch URL, public business contact, language, brand safety, and whether HECTON-8 has a matching real asset."
