"scraped_utc","source_game","source_slug","source_segment","source_surface","source_page","source_url","channel_name","channel_path","channel_profile_url","country","primary_metric_raw","primary_metric_number","latest_or_ranked_video_title","latest_or_ranked_video_url","published_or_rank_context","relative_context","duration","contact_route","verification_status"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","McDarsh","/channels/21266-mcdarsh","https://www.letsplayindex.com/channels/21266-mcdarsh","Belgium","27:30","2730","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Megxx Gaming Channel","/channels/139624-megxx-gaming-channel","https://www.letsplayindex.com/channels/139624-megxx-gaming-channel","Germany","28:00","2800","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","MetalSnak3","/channels/142177-metalsnak3","https://www.letsplayindex.com/channels/142177-metalsnak3","Germany","40:12","4012","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Metowik","/channels/116980-metowik","https://www.letsplayindex.com/channels/116980-metowik","United States","47:19","4719","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Mighty Pirates","/channels/16008-mighty-pirates","https://www.letsplayindex.com/channels/16008-mighty-pirates","Germany","31:12","3112","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Mr.Lunario","/channels/263882-mrlunario","https://www.letsplayindex.com/channels/263882-mrlunario","United States","28:11","2811","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","MrJuicebags","/channels/68883-mrjuicebags","https://www.letsplayindex.com/channels/68883-mrjuicebags","United States","16:29","1629","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Mrs. Z1","/channels/155112-mrs-z1","https://www.letsplayindex.com/channels/155112-mrs-z1","United States","21:38","2138","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","MuklukPlays","/channels/264459-muklukplays","https://www.letsplayindex.com/channels/264459-muklukplays","United States","23:36","2336","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","MukorPlays","/channels/2896708-mukorplays","https://www.letsplayindex.com/channels/2896708-mukorplays","UNKNOWN","1:03:12","10312","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Nerdy Old Gamer","/channels/134298-nerdy-old-gamer","https://www.letsplayindex.com/channels/134298-nerdy-old-gamer","Denmark","33:46","3346","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Nils Bomhoff","/channels/655659-nils-bomhoff","https://www.letsplayindex.com/channels/655659-nils-bomhoff","Germany","4:04:51","40451","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Nine2Five Studios","/channels/18128-nine2five-studios","https://www.letsplayindex.com/channels/18128-nine2five-studios","United States","21:59","2159","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","OhnoCoho","/channels/79118-ohnocoho","https://www.letsplayindex.com/channels/79118-ohnocoho","Canada","51:46","5146","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Raidzero AU","/channels/22656-raidzero-au","https://www.letsplayindex.com/channels/22656-raidzero-au","Australia","33:43","3343","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Rated P For Potato","/channels/1275378-rated-p-for-potato","https://www.letsplayindex.com/channels/1275378-rated-p-for-potato","Australia","1:11","111","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Reggie","/channels/203369-reggie","https://www.letsplayindex.com/channels/203369-reggie","Canada","19:35","1935","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","RG_Sha","/channels/484312-rg-sha","https://www.letsplayindex.com/channels/484312-rg-sha","United States","56:35","5635","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Salvner","/channels/144500-salvner","https://www.letsplayindex.com/channels/144500-salvner","UNKNOWN","26:03","2603","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Samueras","/channels/203296-samueras","https://www.letsplayindex.com/channels/203296-samueras","Germany","22:18","2218","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","SeeNo","/channels/27865-seeno","https://www.letsplayindex.com/channels/27865-seeno","Germany","53:27","5327","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","SMBDY PLAYS","/channels/263447-smbdy-plays","https://www.letsplayindex.com/channels/263447-smbdy-plays","Russian Federation","2:00:05","20005","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","SMERKIN 5000","/channels/244432-smerkin-5000","https://www.letsplayindex.com/channels/244432-smerkin-5000","Australia","12:36","1236","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Smokey","/channels/404954-smokey","https://www.letsplayindex.com/channels/404954-smokey","United States","28:01","2801","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","SummiTiVi","/channels/263893-summitivi","https://www.letsplayindex.com/channels/263893-summitivi","Germany","47:12","4712","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Suneset","/channels/2999320-suneset","https://www.letsplayindex.com/channels/2999320-suneset","UNKNOWN","11:33","1133","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Sylphin","/channels/501408-sylphin","https://www.letsplayindex.com/channels/501408-sylphin","Canada","49:24","4924","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","SZ Gaming","/channels/186664-sz-gaming","https://www.letsplayindex.com/channels/186664-sz-gaming","New Zealand","12:02","1202","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Takehitsu Gaming (Takehitsu)","/channels/501415-takehitsu-gaming-takehitsu","https://www.letsplayindex.com/channels/501415-takehitsu-gaming-takehitsu","United States","19:09","1909","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","TBF Gaming","/channels/125271-tbf-gaming","https://www.letsplayindex.com/channels/125271-tbf-gaming","United States","42:15","4215","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","The Bearded OG","/channels/484514-the-bearded-og","https://www.letsplayindex.com/channels/484514-the-bearded-og","United States","1:02:00","10200","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","The Bucket","/channels/1050620-the-bucket","https://www.letsplayindex.com/channels/1050620-the-bucket","United Kingdom","0:26","26","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","The Fried Industry","/channels/997487-the-fried-industry","https://www.letsplayindex.com/channels/997487-the-fried-industry","United States","18:17","1817","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","The Keanedom","/channels/203432-the-keanedom","https://www.letsplayindex.com/channels/203432-the-keanedom","United States","21:41","2141","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","thepeachyviking","/channels/2484896-thepeachyviking","https://www.letsplayindex.com/channels/2484896-thepeachyviking","UNKNOWN","20:28","2028","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Total Survives","/channels/2557113-total-survives","https://www.letsplayindex.com/channels/2557113-total-survives","United Kingdom","5:24:47","52447","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Tuplex","/channels/18010-tuplex","https://www.letsplayindex.com/channels/18010-tuplex","United States","46:32","4632","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Wally1169","/channels/143383-wally1169","https://www.letsplayindex.com/channels/143383-wally1169","United States","51:45","5145","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","War Legend","/channels/42833-war-legend","https://www.letsplayindex.com/channels/42833-war-legend","France","4:45","445","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","WeAllPlayCast","/channels/2772525-weallplaycast","https://www.letsplayindex.com/channels/2772525-weallplaycast","United States","0:20","20","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","WildWoofGaming","/channels/3042998-wildwoofgaming","https://www.letsplayindex.com/channels/3042998-wildwoofgaming","Australia","45:56","4556","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:03Z","Satisfactory","satisfactory-2020","factory_engineering_systems","most_lp_views","top-300","https://www.letsplayindex.com/games/satisfactory-2020/most-lets-play-channel-views/top-300","Zasril Gaming","/channels/501315-zasril-gaming","https://www.letsplayindex.com/channels/501315-zasril-gaming","United States","50:56","5056","","","","","","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Adam De Beers","/channels/136196-adam-de-beers","https://www.letsplayindex.com/channels/136196-adam-de-beers","United States","4,410","4410","Satisfactory Review Early Access ( Factorio 3D like )","https://www.letsplayindex.com/video/satisfactory-review-early-access-factorio-3d-like-adam-de-Y8K5Kvxuvig","March 26, 2019 11:52:02 AM","2019-03-26","5:57","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","alwaysnoob","/channels/216521-alwaysnoob","https://www.letsplayindex.com/channels/216521-alwaysnoob","UNKNOWN","310","310","Menjelajah Planet Luar Angkasa dan Membangun Pabrik, Beautipul! Review Satisfactory (Early Access)","https://www.letsplayindex.com/video/menjelajah-planet-luar-angkasa-dan-membangun-pabrik-beautipul-nQ1l-1_NlnE","July 7, 2020 5:36:21 AM","2020-07-07","24:59","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Anthok","/channels/369747-anthok","https://www.letsplayindex.com/channels/369747-anthok","United States","1,740","1740","Satisfactory on Steam Deck - Gameplay, Settings, and Review","https://www.letsplayindex.com/video/satisfactory-on-steam-deck-gameplay-settings-and-review-zcMDHQ9gMvY","June 8, 2022 8:00:33 AM","2022-06-08","7:13","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Aron73 Gordon","/channels/971310-aron73-gordon","https://www.letsplayindex.com/channels/971310-aron73-gordon","Sweden","227","227","Satisfactory review","https://www.letsplayindex.com/video/satisfactory-review-aron73-gordon-e55eflPYipA","May 28, 2022 11:17:51 AM","2022-05-28","29:13","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Average Gamer","/channels/69420-average-gamer","https://www.letsplayindex.com/channels/69420-average-gamer","Canada","2,760","2760","Satisfactory 30 Second Review","https://www.letsplayindex.com/video/satisfactory-30-second-review-average-gamer-9zf77EQWXlM","April 2, 2021 7:00:11 AM","2021-04-02","0:31","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","BBrisita","/channels/2029568-bbrisita","https://www.letsplayindex.com/channels/2029568-bbrisita","Spain","1,480","1480","💙Review + 1 Episodio?💙🏭 SATISFACTORY 🏭 Impresiones y Gameplay español","https://www.letsplayindex.com/video/review-1-episodio-satisfactory-impresiones-y-gameplay-espanol-Zsn51qE65F0","October 18, 2022 2:00:09 PM","2022-10-18","27:05","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Bluesuit","/channels/230654-bluesuit","https://www.letsplayindex.com/channels/230654-bluesuit","United States","4,050","4050","Satisfactory Review - What's It Worth? (Early Access)","https://www.letsplayindex.com/video/satisfactory-review-whats-it-worth-early-access-bluesuit-0mPUsj7SPes","July 6, 2020 3:28:29 PM","2020-07-06","5:30","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Brando Calrissian","/channels/2684057-brando-calrissian","https://www.letsplayindex.com/channels/2684057-brando-calrissian","United States","13","13","Production Commentary: Satisfactory Review","https://www.letsplayindex.com/video/production-commentary-satisfactory-review-brando-calrissian-iuVMISfXg28","May 3, 2021 8:32:32 AM","2021-05-03","30:01","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Brothgar","/channels/19388-brothgar","https://www.letsplayindex.com/channels/19388-brothgar","United States","109,000","109000","Satisfactory Is it good? Early Access Preview Review","https://www.letsplayindex.com/video/satisfactory-is-it-good-early-access-preview-review-brothgar-8WA-uwJzCHA","March 15, 2019 10:00:01 AM","2019-03-15","12:35","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Bwana","/channels/55163-bwana","https://www.letsplayindex.com/channels/55163-bwana","United States","44,900","44900","Satisfactory: A Quick Review","https://www.letsplayindex.com/video/satisfactory-a-quick-review-bwana-7ThIOPRb8nQ","March 22, 2019 5:54:15 PM","2019-03-22","3:51","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Casual Joker","/channels/19415-casual-joker","https://www.letsplayindex.com/channels/19415-casual-joker","United States","544","544","Casual Review:First Look- Satisfactory! #filthycasuals #ad","https://www.letsplayindex.com/video/casual-reviewfirst-look-satisfactory-filthycasuals-ad-casual-RBTjZMcX64A","April 2, 2019 5:01:18 PM","2019-04-02","2:28:13","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Chaos1699","/channels/3002299-chaos1699","https://www.letsplayindex.com/channels/3002299-chaos1699","Germany","10,700","10700","Zuschauer-Map-Review: Beeindruckende Welt von Manuel aka P90Ez","https://www.letsplayindex.com/video/zuschauer-map-review-beeindruckende-welt-von-manuel-aka-Rf4bsoTxncY","June 14, 2023 10:00:29 AM","2023-06-14","15:55","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Cheetah The How To Gamer","/channels/501597-cheetah-the-how-to-gamer","https://www.letsplayindex.com/channels/501597-cheetah-the-how-to-gamer","Australia","126","126","Satisfactory Game Review","https://www.letsplayindex.com/video/satisfactory-game-review-cheetah-the-how-to-gamer-9zJcWP7jxPc","May 20, 2020 4:27:54 AM","2020-05-20","56:21","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","Chicken","/channels/2786886-chicken","https://www.letsplayindex.com/channels/2786886-chicken","United States","613","613","Satisfactory is fun but it makes me wish I was playing Factorio instead","https://www.letsplayindex.com/video/satisfactory-is-fun-but-it-makes-me-wish-i-was-playing-factorio-hmJDbxnZsuI","May 17, 2023 8:00:25 AM","2023-05-17","6:10","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
"2026-05-18T20:11:04Z","Satisfactory","satisfactory-2020","factory_engineering_systems","review_channels","top-100","https://www.letsplayindex.com/games/satisfactory-2020/review-channels","ChipsAhoyMcCoy","/channels/109101-chipsahoymccoy","https://www.letsplayindex.com/channels/109101-chipsahoymccoy","United States","15,200","15200","Raiden's Early Access Reviews: Satisfactory","https://www.letsplayindex.com/video/raidens-early-access-reviews-satisfactory-chipsahoymccoy-iIYT4paBmpw","May 4, 2019 11:00:10 AM","2019-05-04","13:58","UNKNOWN_VERIFY_FROM_CREATOR_PAGE","RAW_PUBLIC_INDEX_NOT_CONTACT_READY"
