record_id,source_asset_path,source_type,material_name,slot,slot_role,category,reference_state,reference_guid,resolved_texture_path,target_texture_path,generated_asset_guid,priority,target_resolution,albedo_compression,normal_compression,orm_compression,estimated_vram_mib,stub_reasons,prompt_id,issue_detail
9d903b8642c8,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_060_Flora_0F5DDB21.prefab,prefab,GEN_Shallows_Kelp_060_Flora_0F5DDB21,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_060_Flora_0F5DDB21_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
d4c7bd2908c5,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_060_Flora_0F5DDB21.prefab,prefab,GEN_Shallows_Kelp_060_Flora_0F5DDB21,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_060_Flora_0F5DDB21_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
1602cf374683,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_060_Flora_0F5DDB21.prefab,prefab,GEN_Shallows_Kelp_060_Flora_0F5DDB21,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_060_Flora_0F5DDB21_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
4677bcdf333d,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_061_Flora_1F303419.prefab,prefab,GEN_Shallows_Kelp_061_Flora_1F303419,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_061_Flora_1F303419_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
1f9b051ffb18,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_061_Flora_1F303419.prefab,prefab,GEN_Shallows_Kelp_061_Flora_1F303419,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_061_Flora_1F303419_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
06cb98c91618,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_061_Flora_1F303419.prefab,prefab,GEN_Shallows_Kelp_061_Flora_1F303419,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_061_Flora_1F303419_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
b69fe0885248,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_062_Flora_2F028D11.prefab,prefab,GEN_Shallows_Kelp_062_Flora_2F028D11,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_062_Flora_2F028D11_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
9424c7a5d069,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_062_Flora_2F028D11.prefab,prefab,GEN_Shallows_Kelp_062_Flora_2F028D11,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_062_Flora_2F028D11_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
e84686e99f7a,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_062_Flora_2F028D11.prefab,prefab,GEN_Shallows_Kelp_062_Flora_2F028D11,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_062_Flora_2F028D11_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
7d98402de1b6,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_063_Flora_3ED4E609.prefab,prefab,GEN_Shallows_Kelp_063_Flora_3ED4E609,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_063_Flora_3ED4E609_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
311271232aca,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_063_Flora_3ED4E609.prefab,prefab,GEN_Shallows_Kelp_063_Flora_3ED4E609,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_063_Flora_3ED4E609_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
1b1694a68629,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_063_Flora_3ED4E609.prefab,prefab,GEN_Shallows_Kelp_063_Flora_3ED4E609,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_063_Flora_3ED4E609_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
dc0b795c274f,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_064_Flora_4EA73F01.prefab,prefab,GEN_Shallows_Kelp_064_Flora_4EA73F01,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_064_Flora_4EA73F01_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
723e1e4567b8,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_064_Flora_4EA73F01.prefab,prefab,GEN_Shallows_Kelp_064_Flora_4EA73F01,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_064_Flora_4EA73F01_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
d1dbf5842f3b,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_064_Flora_4EA73F01.prefab,prefab,GEN_Shallows_Kelp_064_Flora_4EA73F01,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_064_Flora_4EA73F01_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
44d00903afbc,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_065_Flora_5E7997F9.prefab,prefab,GEN_Shallows_Kelp_065_Flora_5E7997F9,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_065_Flora_5E7997F9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
b83f6f106d51,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_065_Flora_5E7997F9.prefab,prefab,GEN_Shallows_Kelp_065_Flora_5E7997F9,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_065_Flora_5E7997F9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
d92a98578be8,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_065_Flora_5E7997F9.prefab,prefab,GEN_Shallows_Kelp_065_Flora_5E7997F9,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_065_Flora_5E7997F9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
05363fe45093,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_066_Flora_6E4BF0F1.prefab,prefab,GEN_Shallows_Kelp_066_Flora_6E4BF0F1,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_066_Flora_6E4BF0F1_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
f34c805786c1,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_066_Flora_6E4BF0F1.prefab,prefab,GEN_Shallows_Kelp_066_Flora_6E4BF0F1,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_066_Flora_6E4BF0F1_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
2367701f0215,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_066_Flora_6E4BF0F1.prefab,prefab,GEN_Shallows_Kelp_066_Flora_6E4BF0F1,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_066_Flora_6E4BF0F1_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
a1f35c7406f2,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_067_Flora_7E1E49E9.prefab,prefab,GEN_Shallows_Kelp_067_Flora_7E1E49E9,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_067_Flora_7E1E49E9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
b667bb51ec50,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_067_Flora_7E1E49E9.prefab,prefab,GEN_Shallows_Kelp_067_Flora_7E1E49E9,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_067_Flora_7E1E49E9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
33824d7e0367,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_067_Flora_7E1E49E9.prefab,prefab,GEN_Shallows_Kelp_067_Flora_7E1E49E9,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_067_Flora_7E1E49E9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
1d54e2d7ba3c,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_068_Flora_8DF0A2E1.prefab,prefab,GEN_Shallows_Kelp_068_Flora_8DF0A2E1,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_068_Flora_8DF0A2E1_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
27607d09c64b,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_068_Flora_8DF0A2E1.prefab,prefab,GEN_Shallows_Kelp_068_Flora_8DF0A2E1,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_068_Flora_8DF0A2E1_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
71449b3654e8,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_068_Flora_8DF0A2E1.prefab,prefab,GEN_Shallows_Kelp_068_Flora_8DF0A2E1,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_068_Flora_8DF0A2E1_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
1e2d2d88bcb0,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_069_Flora_9DC2FBD9.prefab,prefab,GEN_Shallows_Kelp_069_Flora_9DC2FBD9,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_069_Flora_9DC2FBD9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
8373d3a9bfc8,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_069_Flora_9DC2FBD9.prefab,prefab,GEN_Shallows_Kelp_069_Flora_9DC2FBD9,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_069_Flora_9DC2FBD9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
32405c8ccb8a,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_069_Flora_9DC2FBD9.prefab,prefab,GEN_Shallows_Kelp_069_Flora_9DC2FBD9,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_069_Flora_9DC2FBD9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
a34431f7d6c5,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_070_Flora_AD9554D1.prefab,prefab,GEN_Shallows_Kelp_070_Flora_AD9554D1,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_070_Flora_AD9554D1_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
cbf9f2be137c,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_070_Flora_AD9554D1.prefab,prefab,GEN_Shallows_Kelp_070_Flora_AD9554D1,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_070_Flora_AD9554D1_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
e4c20c8baf2f,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_070_Flora_AD9554D1.prefab,prefab,GEN_Shallows_Kelp_070_Flora_AD9554D1,MaterialRef_5,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_070_Flora_AD9554D1_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
aaab5e015329,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_071_Flora_BD67ADC9.prefab,prefab,GEN_Shallows_Kelp_071_Flora_BD67ADC9,MaterialRef_1,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_071_Flora_BD67ADC9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
dcd8011fbf9b,Assets/_Project/Prefabs/Nature/Flora/BioForge/Shallows/Kelp/GEN_Shallows_Kelp_071_Flora_BD67ADC9.prefab,prefab,GEN_Shallows_Kelp_071_Flora_BD67ADC9,MaterialRef_3,TEXTURE,FLORA_EPIDERMIS,RESOLVED_MATERIAL_REF,f669d8458f3703841b4ed34a8236b192,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_ProceduralBio_Shallows.mat,Assets/_Project/Art/Textures/Generated/SHINOBU_361/FLORA_EPIDERMIS/GEN_Shallows_Kelp_071_Flora_BD67ADC9_Albedo.png,,MEDIUM,1024,"BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off",0.0,,,prefab material reference
