queue_id,target_texture_path,action,texture_role,category,priority,target_resolution,source_count,source_asset_paths,slots,reference_states,albedo_prompt,normal_plan,orm_plan,compression_albedo,compression_normal,compression_orm
SHINOBU_361_QUEUE_0040,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_creature_zone_reef_apex_Placeholder_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/LargeThreats/MAT_family_creature_zone_reef_apex_Placeholder.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family creature zone reef apex Placeholder, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0142,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_creature_zone_ruin_apex_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_creature_zone_ruin_apex.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family creature zone ruin apex, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0041,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_creature_zone_ruin_apex_Placeholder_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/LargeThreats/MAT_family_creature_zone_ruin_apex_Placeholder.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family creature zone ruin apex Placeholder, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0143,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_debris_field_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_debris_field.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family debris field, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0025,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_debris_field_Placeholder_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Debris/MAT_family_debris_field_Placeholder.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family debris field Placeholder, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0144,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_debris_scatter_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_debris_scatter.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family debris scatter, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0026,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_debris_scatter_Placeholder_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Debris/MAT_family_debris_scatter_Placeholder.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family debris scatter Placeholder, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0145,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_egg_cluster_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_egg_cluster.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family egg cluster, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0029,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_egg_cluster_Placeholder_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Fauna/MAT_family_egg_cluster_Placeholder.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family egg cluster Placeholder, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0150,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_landmark_spire_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_landmark_spire.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family landmark spire, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0152,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_pocket_hazard_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_pocket_hazard.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family pocket hazard, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0018,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_pocket_hazard_Placeholder_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Materials/WorldRuntime/ProceduralPlaceholders/Construction/MAT_family_pocket_hazard_Placeholder.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family pocket hazard Placeholder, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
SHINOBU_361_QUEUE_0153,Assets/_Project/Art/Textures/Generated/SHINOBU_361/HABITAT_INTERIORS/MAT_family_pocket_resource_Albedo.png,GENERATE_REPLACEMENT_PBR,ALBEDO,HABITAT_INTERIORS,MEDIUM,1024,2,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_pocket_resource.mat,_BaseMap;_MainTex,EMPTY_REQUIRED_SLOT,"Material Subject: High-end modular ocean habitat material for MAT family pocket resource, warm off-white pressure panels, satin titanium frames, clean graphite service strips, soft teal engineering accents, amber safety markings, and optimistic NASA Punk industrial design built for a beautiful livable research base. Surface Wear and Details: Controlled scuffs, readable panel breaks, subtle salt whitening, fine rubber gasket wear, neat screw pockets, lightly abraded safety paint, tidy maintenance patina, and baked conduit and grate detail that sells depth without making the surface muddy or grim. Lighting and View constraints: Perfect flat diffuse lighting, completely uniform overhead illumination with zero directional shadows, flat, top-down, orthogonal orthographic view, no perspective skew, no dramatic highlights, no baked light direction. Topology and Finish: Perfectly seamless, infinitely tileable texture with crisp AAA material readability, balanced mid-value diffuse tones, premium NASA Punk Deep Sea Noir mood, beautiful controlled color separation, high frequency detail baked into the texture for the Dear Lie, no muddy black wash, no horror grime, no bright clean saturated albedo, no text watermark, no border, no perspective object scene.","Create the albedo first, then generate a BC5 normal from controlled luminance height using the existing material audit workflow as the compatibility check. Scratches, salt scales, basalt pores, membrane veins, and chipped paint are compatible with height-to-normal extraction; large rivets, grates, and panel bevels must be baked as deliberate height shapes, not inferred from random contrast.","Pack _ORM as Red equals baked AO in panel seams, grates, conduit gaps, and screw pockets, Green equals roughness 0.35 on worn sealed paint rising to 0.82 on rust, dust, and salt crust, Blue equals metallic 1.0 for exposed steel or aluminum and 0.0 for paint, rubber, and insulation. Use BC7 linear, mipmaps on.","BC7 sRGB, mipmaps on, Read/Write off","BC5 linear normal, mipmaps on, Read/Write off","BC7 linear packed ORM, mipmaps on, Read/Write off"
