"prefab_path","prefab_family","yaml_material_guid","resolved_material_path","resolved_material_name","material_role_guess","channel_contract_status","forbidden_route_flag","evidence","future_action","status"
"Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_SilverOre.prefab","RESOURCE_PICKUP","b28ebcf403a194943882948e368150f6","Assets/_Project/Art/Materials/Resources/Mat_Resource_Silver.mat","Mat_Resource_Silver","Resource pickup flat color material shell","BLOCKED_CHANNEL_CONTRACT_REQUIRED","RESOURCE_FLAT_COLOR_EMPTY_TEXTURE_SLOTS","Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_SilverOre.prefab:94 - {fileID: 2100000, guid: b28ebcf403a194943882948e368150f6, type: 2}","Author resource-specific source package with albedo, normal, packed MRAO/declared mask, detail/wetness where needed; keep Data_* item truth unchanged.","BLOCKED_RESOURCE_FLAT_COLOR_SOURCE"
"Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_SulfurClumps.prefab","RESOURCE_PICKUP","37d878f97fbcc444eaf37c7b2c6c16d0","Assets/_Project/Art/Materials/Resources/Mat_Resource_Sulfur.mat","Mat_Resource_Sulfur","Resource pickup flat color material shell","BLOCKED_CHANNEL_CONTRACT_REQUIRED","RESOURCE_FLAT_COLOR_EMPTY_TEXTURE_SLOTS","Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_SulfurClumps.prefab:94 - {fileID: 2100000, guid: 37d878f97fbcc444eaf37c7b2c6c16d0, type: 2}","Author resource-specific source package with albedo, normal, packed MRAO/declared mask, detail/wetness where needed; keep Data_* item truth unchanged.","BLOCKED_RESOURCE_FLAT_COLOR_SOURCE"
"Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_TitaniumScrap.prefab","RESOURCE_PICKUP","1ab6d90547f252c41bb386cefc8d12c2","Assets/_Project/Art/Materials/Resources/Mat_Resource_Scrap.mat","Mat_Resource_Scrap","Resource pickup flat color material shell","BLOCKED_CHANNEL_CONTRACT_REQUIRED","RESOURCE_FLAT_COLOR_EMPTY_TEXTURE_SLOTS","Assets/_Project/Prefabs/Resources/Pickups/PFB_Resource_TitaniumScrap.prefab:94 - {fileID: 2100000, guid: 1ab6d90547f252c41bb386cefc8d12c2, type: 2}","Author resource-specific source package with albedo, normal, packed MRAO/declared mask, detail/wetness where needed; keep Data_* item truth unchanged.","BLOCKED_RESOURCE_FLAT_COLOR_SOURCE"
"Assets/_Project/Prefabs/Sky_System.prefab","SKY","c94a1beef2372b8458941c2ed9d05d5e","Assets/_Project/Art/Materials/Mat_HectonSky.mat","Mat_HectonSky","Sky prefab source material","BLOCKED_CHANNEL_CONTRACT_REQUIRED_SKY_SOURCE_PREFAB","SKY_ROUTE_LOCKED_ALLOWED_SCOPE;SOURCE_PREFAB_PRIMITIVE_RISK","Assets/_Project/Prefabs/Sky_System.prefab:69 - {fileID: 2100000, guid: c94a1beef2372b8458941c2ed9d05d5e, type: 2}","Future sky owner must relink prefab source to approved sky/cloud material route or prove scene override; normal daylight sky proof cannot use noir concealment.","PENDING_SKY_PREFAB_SOURCE_RELINK"
"Assets/_Project/Prefabs/STRUCTURES.prefab","LEGACY_AGGREGATE","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/STRUCTURES.prefab:102 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Tools/Held/Tool_BeaconDeployer_Held.prefab","TOOL_HELD","0ee55981801d7084bba89b587ed1d8a3","Assets/_Project/Art/Materials/Tools/Mat_Tool_BeaconDeployer_Placeholder.mat","Mat_Tool_BeaconDeployer_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_BeaconDeployer_Held.prefab:166 - {fileID: 2100000, guid: 0ee55981801d7084bba89b587ed1d8a3, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_Builder_Held.prefab","TOOL_HELD","380476af342d2f44494e9cdf99c9a17b","Assets/_Project/Art/Materials/Tools/Mat_Tool_Builder_Placeholder.mat","Mat_Tool_Builder_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_Builder_Held.prefab:179 - {fileID: 2100000, guid: 380476af342d2f44494e9cdf99c9a17b, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_EnvAnalyzer_Held.prefab","TOOL_HELD","05a9d9b8cef38164fb1ba430fbf720e0","Assets/_Project/Art/Materials/Tools/Mat_Tool_EnvAnalyzer_Placeholder.mat","Mat_Tool_EnvAnalyzer_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_EnvAnalyzer_Held.prefab:69 - {fileID: 2100000, guid: 05a9d9b8cef38164fb1ba430fbf720e0, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_Flashlight_Held.prefab","TOOL_HELD","4cef51cfa995df9418eae9934fb47c59","Assets/_Project/Art/Materials/Tools/Mat_Tool_Flashlight_Placeholder.mat","Mat_Tool_Flashlight_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_Flashlight_Held.prefab:91 - {fileID: 2100000, guid: 4cef51cfa995df9418eae9934fb47c59, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_HarpoonLauncher_Held.prefab","TOOL_HELD","042f253a051192d4591fc921c3b2aa15","Assets/_Project/Art/Materials/Tools/Mat_Tool_HarpoonLauncher_Placeholder.mat","Mat_Tool_HarpoonLauncher_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_HarpoonLauncher_Held.prefab:69 - {fileID: 2100000, guid: 042f253a051192d4591fc921c3b2aa15, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_Knife_Held.prefab","TOOL_HELD","6cf124a1a4752624eb5b25ce2ddec7bc","Assets/_Project/Art/Materials/Tools/Mat_Tool_Knife_Placeholder.mat","Mat_Tool_Knife_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_Knife_Held.prefab:164 - {fileID: 2100000, guid: 6cf124a1a4752624eb5b25ce2ddec7bc, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_LaserCutter_Held.prefab","TOOL_HELD","21bb5814f706ec140ab043a48c6da7b5","Assets/_Project/Art/Materials/Tools/Mat_Tool_LaserCutter_Placeholder.mat","Mat_Tool_LaserCutter_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_LaserCutter_Held.prefab:91 - {fileID: 2100000, guid: 21bb5814f706ec140ab043a48c6da7b5, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_Propulsion_Held.prefab","TOOL_HELD","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Tools/Held/Tool_Propulsion_Held.prefab:211 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Tools/Held/Tool_Repair_Held.prefab","TOOL_HELD","ddf6b1926d2d11f438c6d50f097c3bda","Assets/_Project/Art/Materials/Tools/Mat_Tool_Repair_Placeholder.mat","Mat_Tool_Repair_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_Repair_Held.prefab:91 - {fileID: 2100000, guid: ddf6b1926d2d11f438c6d50f097c3bda, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_SalvageSampler_Held.prefab","TOOL_HELD","36a877ee51b6eda4495e1c2df87febff","Assets/_Project/Art/Materials/Tools/Mat_Tool_SalvageSampler_Placeholder.mat","Mat_Tool_SalvageSampler_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_SalvageSampler_Held.prefab:69 - {fileID: 2100000, guid: 36a877ee51b6eda4495e1c2df87febff, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_Scanner_Held.prefab","TOOL_HELD","7a5fa1d5af698a54e9a904ac3f5cfd70","Assets/_Project/Art/Materials/Tools/Mat_Tool_Scanner_Placeholder.mat","Mat_Tool_Scanner_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_Scanner_Held.prefab:187 - {fileID: 2100000, guid: 7a5fa1d5af698a54e9a904ac3f5cfd70, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Tools/Held/Tool_StunPistol_Held.prefab","TOOL_HELD","4cc87a4c07f367746aea7d51485bf446","Assets/_Project/Art/Materials/Tools/Mat_Tool_StunPistol_Placeholder.mat","Mat_Tool_StunPistol_Placeholder","Tool body placeholder material","REJECTED_SOURCE_ROUTE","TOOL_PLACEHOLDER_MATERIAL","Assets/_Project/Prefabs/Tools/Held/Tool_StunPistol_Held.prefab:162 - {fileID: 2100000, guid: 4cc87a4c07f367746aea7d51485bf446, type: 2}","Author/import tool-specific albedo, normal, packed mask, labels/emission where needed; relink held/world family together; preserve tool data and anchors.","BLOCKED_TOOL_PLACEHOLDER"
"Assets/_Project/Prefabs/Transport/PFB_CargoSled_Transport.prefab","TRANSPORT","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Transport/PFB_CargoSled_Transport.prefab:96 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Transport/PFB_Exosuit_Frame_Transport.prefab","TRANSPORT","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Transport/PFB_Exosuit_Frame_Transport.prefab:96 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Transport/PFB_MicroSub_Transport.prefab","TRANSPORT","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Transport/PFB_MicroSub_Transport.prefab:96 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
"Assets/_Project/Prefabs/Transport/PFB_ScoutGlider_Transport.prefab","TRANSPORT","31321ba15b8f8eb4c954353edc038b1d",".codexbuild/ShallowsBakeProject_20260514_030549/Library/PackageCache/com.unity.render-pipelines.universal@580a03820d50/Runtime/Materials/Lit.mat","Lit","Unity default/package URP Lit material route","REJECTED_SOURCE_ROUTE","DEFAULT_PACKAGE_LIT_GUID;PACKAGECACHE","Assets/_Project/Prefabs/Transport/PFB_ScoutGlider_Transport.prefab:96 - {fileID: 2100000, guid: 31321ba15b8f8eb4c954353edc038b1d, type: 2}","Replace with project-owned MAT_* material package for this prefab family; preserve anchors/data; rerun product-face material gate and visual proof in Unity.","BLOCKED_DEFAULT_PACKAGE_LIT"
