fact_id,owner_doc_or_packet,evidence_path,first_allowed_surface,spoiler_level,unlock_gate,contradiction_state
FACT_AEGIR_HECTON8_ORBIT_TIDE_GEOMETRY_PRIMARY,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_hecton8_orbit_tide_geometry,confirmed
FACT_AEGIR_OUTER_MOON_COLD_CLAIMS_PRIMARY,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,Docs/Lore/AppliedContent/packets/RS016_AEGIR_SYSTEM_MOON_LADDER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_outer_moon_cold_claims,confirmed
FACT_HECTON8_GREAT_TIDE_PHYSICS_RECORD_PRIMARY,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_great_tide_physics_record,confirmed
FACT_HECTON8_PRESSURE_GLASS_FORMATION_PRIMARY,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_pressure_glass_formation,confirmed
FACT_HECTON8_BRINE_CANYON_ROUTE_LADDER_PRIMARY,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_brine_canyon_route_ladder,confirmed
FACT_HECTON8_VENT_FORGE_GEOTHERMAL_ENGINE_PRIMARY,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_vent_forge_geothermal_engine,confirmed
FACT_HECTON8_BIOMETAL_RESOURCE_STACK_PRIMARY,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,Docs/Lore/AppliedContent/packets/RS017_HECTON8_GEOLOGY_RESOURCE_ECOLOGY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_biometal_resource_stack,confirmed
FACT_CARRIER_AEGIR_RECLAMATION_POOL_PRIMARY,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_aegir_reclamation_pool,confirmed
FACT_CARRIER_KEELMARK_MUTUAL_CUSTODY_PRIMARY,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_keelmark_mutual_custody,confirmed
FACT_CARRIER_TONNE_WINDOW_DEBT_PRIMARY,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_tonne_window_debt,confirmed
FACT_CARRIER_BLACK_KEEL_FIRST_VOICE_PRIMARY,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_black_keel_first_voice,confirmed
FACT_CARRIER_DEEP_REACH_PRIORITY_HOOK_PRIMARY,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,Docs/Lore/AppliedContent/packets/RS018_CARRIER_DEBT_CLAIM_AUTHORITY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_deep_reach_priority_hook,confirmed
FACT_HECTON8_COLLISION_FRACTURED_MOON_PRIMARY,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_collision_fractured_moon,confirmed
FACT_HECTON8_GLOBAL_OCEAN_DEPTH_BANDS_PRIMARY,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_global_ocean_depth_bands,confirmed
FACT_HECTON8_ACCESSIBLE_SEAFLOOR_WINDOWS_PRIMARY,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_accessible_seafloor_windows,confirmed
FACT_HECTON8_SEED_GEOLOGY_INVARIANTS_PRIMARY,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_seed_geology_invariants,confirmed
FACT_HECTON8_PRESSURE_CONTAINMENT_FAILURE_PRIMARY,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,Docs/Lore/AppliedContent/packets/RS019_HECTON8_PHYSICAL_ATLAS_DEPTH_BANDS.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_pressure_containment_failure,confirmed
FACT_ATLAS_ATLAS_PERSON_BOUNDARY_PRIMARY,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_atlas_person_boundary,confirmed
FACT_DEEP_REACH_RECOVERY_COMPLIANCE_OFFICE_PRIMARY,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_recovery_compliance_office,confirmed
FACT_ENDINGS_FALSE_ENDING_TAXONOMY_PRIMARY,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_false_ending_taxonomy,confirmed
FACT_PROGRESSION_MARAUDER_DOSSIER_PERSISTENCE_PRIMARY,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_marauder_dossier_persistence,confirmed
FACT_ENDINGS_FINAL_CHOICE_PAYLOAD_PRIMARY,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,Docs/Lore/AppliedContent/packets/RS020_ATLAS_ENDING_AGENCY_DOSSIER.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_final_choice_payload,confirmed
FACT_HUMAN_SPACE_NO_FTL_ROUTE_ECONOMY_PRIMARY,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_no_ftl_route_economy,confirmed
FACT_HUMAN_SPACE_BEAM_SAIL_PROBE_ERA_PRIMARY,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_beam_sail_probe_era,confirmed
FACT_HUMAN_SPACE_PELLET_FUSION_FREIGHT_PRIMARY,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_pellet_fusion_freight,confirmed
FACT_AEGIR_RAN_B_H8_PUBLIC_CATALOG_PRIMARY,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_ran_b_h8_public_catalog,confirmed
FACT_BLACK_KEEL_IN_SYSTEM_TENDER_LIMIT_PRIMARY,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,Docs/Lore/AppliedContent/packets/RS021_INTERSTELLAR_TRANSIT_ROUTE_HISTORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_black_keel_in_system_tender,confirmed
FACT_DEEP_REACH_ILIYA_VARNEK_TIDE_MARGIN_PRIMARY,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_iliya_varnek_tide_margin,confirmed
FACT_DEEP_REACH_SELENE_ARENDT_ATLAS_WEIGHTING_PRIMARY,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_selene_arendt_atlas_weighting,confirmed
FACT_DEEP_REACH_NOOR_HALDANE_EVAC_CERT_PRIMARY,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_noor_haldane_evac_cert,confirmed
FACT_DEEP_REACH_MAREK_IBARRA_LOSS_CONVERSION_PRIMARY,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_marek_ibarra_loss_conversion,confirmed
FACT_DEEP_REACH_VERA_SATO_REN_RETURN_ACTION_PRIMARY,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,Docs/Lore/AppliedContent/packets/RS022_DEEP_REACH_SIGNOFF_CHAIN.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_vera_sato_ren_return_action,confirmed
FACT_FIRST_HOUR_MANUAL_BILGE_PUMP_KIT_PRIMARY,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_manual_bilge_pump_kit,confirmed
FACT_FIRST_HOUR_COLD_SEALANT_PATCH_GUN_PRIMARY,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_cold_sealant_patch_gun,confirmed
FACT_FIRST_HOUR_LOW_POWER_INDUCTION_CUTTER_PRIMARY,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_low_power_induction_cutter,confirmed
FACT_FIRST_HOUR_ACOUSTIC_PINGER_LINE_PRIMARY,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_acoustic_pinger_line,confirmed
FACT_FIRST_HOUR_P63_FIELD_FABRICATOR_PRIMARY,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,Docs/Lore/AppliedContent/packets/RS023_FIRST_TOOL_CHAIN_SURVIVAL_GATE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_p63_field_fabricator,confirmed
FACT_RESOURCES_NATIVE_SULFIDE_SALT_STACK_PRIMARY,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_native_sulfide_salt_stack,confirmed
FACT_RESOURCES_NOBLE_GAS_BRINE_POCKETS_PRIMARY,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_noble_gas_brine_pockets,confirmed
FACT_RESOURCES_DEEP_REACH_PRESSURE_CERAMICS_PRIMARY,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_deep_reach_pressure_ceramics,confirmed
FACT_RESOURCES_ATLAS_BIOFIBER_SEALANT_PRIMARY,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_atlas_biofiber_sealant,confirmed
FACT_RESOURCES_BIOMETAL_SENSOR_TAGS_PRIMARY,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.first_biometal_sensor_tags,confirmed
FACT_HUMAN_SPACE_DOMAIN_CIVIC_CORPORATE_SPLIT_PRIMARY,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.domain_civic_corporate_split,confirmed
FACT_HUMAN_SPACE_MARAUDER_LEGAL_LOOPHOLE_PRIMARY,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.marauder_legal_loophole,confirmed
FACT_HUMAN_SPACE_SALVAGE_TRUTH_EVIDENCE_STATUS_PRIMARY,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.salvage_truth_evidence_status,confirmed
FACT_HUMAN_SPACE_NORMAL_CITIZEN_AEGIR_MEMORY_PRIMARY,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.normal_citizen_aegir_memory,confirmed
FACT_HUMAN_SPACE_DEEP_REACH_ORIGIN_CHAIN_PRIMARY,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.deep_reach_origin_chain,confirmed
FACT_ATLAS_PUBLIC_FRONT_PRIMARY,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.atlas_public_front,confirmed
FACT_ATLAS_INSURANCE_PERSONHOOD_STATUS_PRIMARY,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.atlas_insurance_personhood_status,confirmed
FACT_ATLAS_CLASSIFIED_WEIGHTING_LAYER_PRIMARY,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.atlas_classified_weighting_layer,confirmed
FACT_ATLAS_SHUTDOWN_ETHIC_FRAME_PRIMARY,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.atlas_shutdown_ethic_frame,confirmed
FACT_ATLAS_PUBLIC_MEMORY_AFTER_2147_PRIMARY,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.atlas_public_memory_after_2147,confirmed
FACT_ENDINGS_MATERIAL_EXIT_BITTER_CREDITS_PRIMARY,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.material_exit_bitter_credits,confirmed
FACT_ENDINGS_PARTIAL_EXIT_SAME_SEED_RETURN_PRIMARY,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.partial_exit_same_seed_return,confirmed
FACT_ENDINGS_CORPORATE_CAPTURE_BAD_END_PRIMARY,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.corporate_capture_bad_end,confirmed
FACT_ENDINGS_QUARANTINE_HOLD_STALE_AIR_PRIMARY,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.quarantine_hold_stale_air,confirmed
FACT_ENDINGS_PUBLIC_LEDGER_LEAK_ROUTE_PRIMARY,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.public_ledger_leak_route,confirmed
FACT_REPLAY_DOSSIER_RUMOR_UNLOCKS_PRIMARY,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.dossier_rumor_unlocks,confirmed
FACT_REPLAY_RISKIER_CONTRACT_SEEDS_PRIMARY,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.riskier_contract_seeds,confirmed
FACT_REPLAY_FALSE_ENDING_COUNT_LADDER_PRIMARY,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.false_ending_count_ladder,confirmed
FACT_REPLAY_STARTING_CLAIM_VARIANTS_PRIMARY,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.starting_claim_variants,confirmed
FACT_REPLAY_DOSSIER_KNOWLEDGE_NOT_POWER_PRIMARY,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.dossier_knowledge_not_power,confirmed
FACT_ROUTE_TIME_RAN_AEGIR_DISTANCE_MODEL_PRIMARY,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.ran_aegir_distance_model,confirmed
FACT_ROUTE_TIME_PROBE_PACKET_TRAVEL_TIMES_PRIMARY,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.probe_packet_travel_times,confirmed
FACT_ROUTE_TIME_HEAVY_FREIGHT_STAGING_TIME_PRIMARY,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.heavy_freight_staging_time,confirmed
FACT_ROUTE_TIME_HUMAN_CREW_ROTATION_TRANSIT_PRIMARY,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.human_crew_rotation_transit,confirmed
FACT_ROUTE_TIME_RELAY_MESSAGE_LAG_PRIMARY,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.relay_message_lag,confirmed
FACT_DEEP_REACH_ORG_DEEP_REACH_PUBLIC_COMBINE_PRIMARY,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.deep_reach_public_combine,confirmed
FACT_DEEP_REACH_ORG_AEGIR_CONTINUITY_HOLDINGS_PRIMARY,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.aegir_continuity_holdings,confirmed
FACT_DEEP_REACH_ORG_ATLAS_CONTINUITY_OFFICE_PRIMARY,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.atlas_continuity_office,confirmed
FACT_DEEP_REACH_ORG_KEELMARK_LOSS_DESK_PRIMARY,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.keelmark_loss_desk,confirmed
FACT_DEEP_REACH_ORG_RECOVERY_COMPLIANCE_CHAIN_PRIMARY,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.recovery_compliance_chain,confirmed
FACT_FIRST_HOUR_BLACK_KEEL_CONTRACT_APPROACH_PRIMARY,Docs/Lore/AppliedContent/packets/RS031_FIRST_HOUR_PLAYABLE_SPINE.packets.json,Docs/Lore/AppliedContent/packets/RS031_FIRST_HOUR_PLAYABLE_SPINE.packets.json,external_site,UNSPECIFIED_SOURCE_GAP,unlock.black_keel_contract_approach,confirmed
