article_id,packet_id,related_ids,cluster,surface,spoiler,unlock_route
atlas.shutdown_ethic_frame,P129_ATLAS_SHUTDOWN_ETHIC_FRAME,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.atlas_shutdown_ethic_frame
atlas.public_memory_after_2147,P130_ATLAS_PUBLIC_MEMORY_AFTER_2147,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.atlas_public_memory_after_2147
endings.material_exit_bitter_credits,P131_MATERIAL_EXIT_BITTER_CREDITS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.material_exit_bitter_credits
endings.partial_exit_same_seed_return,P132_PARTIAL_EXIT_SAME_SEED_RETURN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.partial_exit_same_seed_return
endings.corporate_capture_bad_end,P133_CORPORATE_CAPTURE_BAD_END,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.corporate_capture_bad_end
endings.quarantine_hold_stale_air,P134_QUARANTINE_HOLD_STALE_AIR,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.quarantine_hold_stale_air
endings.public_ledger_leak_route,P135_PUBLIC_LEDGER_LEAK_ROUTE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.public_ledger_leak_route
replay.dossier_rumor_unlocks,P136_DOSSIER_RUMOR_UNLOCKS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.dossier_rumor_unlocks
replay.riskier_contract_seeds,P137_RISKIER_CONTRACT_SEEDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.riskier_contract_seeds
replay.false_ending_count_ladder,P138_FALSE_ENDING_COUNT_LADDER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.false_ending_count_ladder
replay.starting_claim_variants,P139_STARTING_CLAIM_VARIANTS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.starting_claim_variants
replay.dossier_knowledge_not_power,P140_DOSSIER_KNOWLEDGE_NOT_POWER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.dossier_knowledge_not_power
route_time.ran_aegir_distance_model,P141_RAN_AEGIR_DISTANCE_MODEL,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.ran_aegir_distance_model
route_time.probe_packet_travel_times,P142_PROBE_PACKET_TRAVEL_TIMES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.probe_packet_travel_times
route_time.heavy_freight_staging_time,P143_HEAVY_FREIGHT_STAGING_TIME,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.heavy_freight_staging_time
route_time.human_crew_rotation_transit,P144_HUMAN_CREW_ROTATION_TRANSIT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.human_crew_rotation_transit
route_time.relay_message_lag,P145_RELAY_MESSAGE_LAG,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.relay_message_lag
deep_reach_org.deep_reach_public_combine,P146_DEEP_REACH_PUBLIC_COMBINE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.deep_reach_public_combine
deep_reach_org.aegir_continuity_holdings,P147_AEGIR_CONTINUITY_HOLDINGS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.aegir_continuity_holdings
deep_reach_org.atlas_continuity_office,P148_ATLAS_CONTINUITY_OFFICE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.atlas_continuity_office
deep_reach_org.keelmark_loss_desk,P149_KEELMARK_LOSS_DESK,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.keelmark_loss_desk
deep_reach_org.recovery_compliance_chain,P150_RECOVERY_COMPLIANCE_CHAIN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.recovery_compliance_chain
first_hour.black_keel_contract_approach,P151_BLACK_KEEL_CONTRACT_APPROACH,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.black_keel_contract_approach
first_hour.drop_capsule_damage_sequence,P152_DROP_CAPSULE_DAMAGE_SEQUENCE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.drop_capsule_damage_sequence
first_hour.shallow_annex_p63_pump_room,P153_SHALLOW_ANNEX_P63_PUMP_ROOM,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.shallow_annex_p63_pump_room
first_hour.first_sanitized_accident_packet,P154_FIRST_SANITIZED_ACCIDENT_PACKET,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_sanitized_accident_packet
first_hour.first_atlas_repair_trace,P155_FIRST_ATLAS_REPAIR_TRACE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_atlas_repair_trace
colony_human.shift_crews_not_heroes,P156_SHIFT_CREWS_NOT_HEROES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.shift_crews_not_heroes
colony_human.worker_job_cards,P157_WORKER_JOB_CARDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.worker_job_cards
colony_human.locker_name_protocol,P158_LOCKER_NAME_PROTOCOL,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.locker_name_protocol
colony_human.medical_triage_ledger,P159_MEDICAL_TRIAGE_LEDGER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.medical_triage_ledger
colony_human.marauder_correction_layer,P160_MARAUDER_CORRECTION_LAYER,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.marauder_correction_layer
domain_table.domain_distance_scale,P161_DOMAIN_DISTANCE_SCALE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.domain_distance_scale
domain_table.domain_population_authority_scale,P162_DOMAIN_POPULATION_AUTHORITY_SCALE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.domain_population_authority_scale
domain_table.public_route_names,P163_PUBLIC_ROUTE_NAMES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.public_route_names
domain_table.transit_duration_bands,P164_TRANSIT_DURATION_BANDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.transit_duration_bands
domain_table.deep_reach_suboffice_registry,P165_DEEP_REACH_SUBOFFICE_REGISTRY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.deep_reach_suboffice_registry
worker_evidence.worker_name_pool_protocol,P166_WORKER_NAME_POOL_PROTOCOL,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.worker_name_pool_protocol
worker_evidence.pressure_job_title_table,P167_PRESSURE_JOB_TITLE_TABLE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.pressure_job_title_table
worker_evidence.locker_prop_variants,P168_LOCKER_PROP_VARIANTS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.locker_prop_variants
worker_evidence.native_localized_name_handling,P169_NATIVE_LOCALIZED_NAME_HANDLING,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.native_localized_name_handling
worker_evidence.shift_crew_story_seeds,P170_SHIFT_CREW_STORY_SEEDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.shift_crew_story_seeds
resource_rules.recipe_tier_pressure_bands,P171_RECIPE_TIER_PRESSURE_BANDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.recipe_tier_pressure_bands
resource_rules.pressure_failure_thresholds,P172_PRESSURE_FAILURE_THRESHOLDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.pressure_failure_thresholds
resource_rules.blue_debt_sample_quality,P173_BLUE_DEBT_SAMPLE_QUALITY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.blue_debt_sample_quality
resource_rules.vent_forge_process_steps,P174_VENT_FORGE_PROCESS_STEPS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.vent_forge_process_steps
resource_rules.escape_component_tuning_rules,P175_ESCAPE_COMPONENT_TUNING_RULES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.escape_component_tuning_rules
dossier_save.dossier_selection_ui_rule,P176_DOSSIER_SELECTION_UI_RULE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.dossier_selection_ui_rule
dossier_save.risk_weight_contract_card,P177_RISK_WEIGHT_CONTRACT_CARD,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.risk_weight_contract_card
dossier_save.ending_record_presentation,P178_ENDING_RECORD_PRESENTATION,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.ending_record_presentation
dossier_save.save_profile_knowledge_flags,P179_SAVE_PROFILE_KNOWLEDGE_FLAGS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.save_profile_knowledge_flags
dossier_save.website_wiki_spoiler_tiering,P180_WEBSITE_WIKI_SPOILER_TIERING,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.website_wiki_spoiler_tiering
aegir_moons.moon_name_lock_policy,P181_MOON_NAME_LOCK_POLICY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.moon_name_lock_policy
aegir_moons.hecton8_orbital_hazard_table,P182_HECTON8_ORBITAL_HAZARD_TABLE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.hecton8_orbital_hazard_table
aegir_moons.aegir_moon_ledger_role_table,P183_AEGIR_MOON_LEDGER_ROLE_TABLE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.aegir_moon_ledger_role_table
aegir_moons.ran_aegir_ephemeris_tuning_rule,P184_RAN_AEGIR_EPHEMERIS_TUNING_RULE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.ran_aegir_ephemeris_tuning_rule
aegir_moons.moon_route_article_spoiler_boundary,P185_MOON_ROUTE_ARTICLE_SPOILER_BOUNDARY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.moon_route_article_spoiler_boundary
deep_reach.true_cause_knowledge_tiers,P186_TRUE_CAUSE_KNOWLEDGE_TIERS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.true_cause_knowledge_tiers
deep_reach.liability_memo_fragment_chain,P187_LIABILITY_MEMO_FRAGMENT_CHAIN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.liability_memo_fragment_chain
deep_reach.signoff_witness_conflict,P188_SIGNOFF_WITNESS_CONFLICT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.signoff_witness_conflict
deep_reach.suboffice_personnel_seeds,P189_SUBOFFICE_PERSONNEL_SEEDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.suboffice_personnel_seeds
deep_reach.false_public_report_packet,P190_FALSE_PUBLIC_REPORT_PACKET,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.false_public_report_packet
final_axis.crime_scene_sale,P191_FINAL_QUESTION_CRIME_SCENE_SALE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.final_question_crime_scene_sale
final_axis.broken_guardian,P192_FINAL_QUESTION_BROKEN_GUARDIAN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.final_question_broken_guardian
final_axis.public_truth_lost_control,P193_FINAL_QUESTION_PUBLIC_TRUTH_LOST_CONTROL,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.final_question_public_truth_lost_control
final_axis.severance_mercy_theft,P194_FINAL_QUESTION_SEVERANCE_MERCY_THEFT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.final_question_severance_mercy_theft
final_axis.best_ending_no_clean_hands,P195_BEST_ENDING_NO_CLEAN_HANDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.best_ending_no_clean_hands
tuning.resource_table_placeholder_contract,P196_RESOURCE_TABLE_PLACEHOLDER_CONTRACT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.resource_table_placeholder_contract
tuning.escape_recipe_balance_bands,P197_ESCAPE_RECIPE_BALANCE_BANDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.escape_recipe_balance_bands
tuning.risk_reward_table_bands,P198_RISK_REWARD_TABLE_BANDS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.risk_reward_table_bands
tuning.inventory_stack_tuning_rule,P199_INVENTORY_STACK_TUNING_RULE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.inventory_stack_tuning_rule
tuning.native_localization_pass_contract,P200_NATIVE_LOCALIZATION_PASS_CONTRACT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.native_localization_pass_contract
deep_reach.contract_continuity_desk_signatures,P201_CONTRACT_CONTINUITY_DESK_SIGNATURES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.contract_continuity_desk_signatures
deep_reach.packet_notary_interface_signatures,P202_PACKET_NOTARY_INTERFACE_SIGNATURES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.packet_notary_interface_signatures
deep_reach.quarantine_review_gate_signatures,P203_QUARANTINE_REVIEW_GATE_SIGNATURES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.quarantine_review_gate_signatures
deep_reach.asset_silence_board_signatures,P204_ASSET_SILENCE_BOARD_SIGNATURES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.asset_silence_board_signatures
deep_reach.return_action_queue_signatures,P205_RETURN_ACTION_QUEUE_SIGNATURES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.return_action_queue_signatures
colony.worker_roster_size_rule,P206_WORKER_ROSTER_SIZE_RULE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.worker_roster_size_rule
colony.pressure_crew_archetype_table,P207_PRESSURE_CREW_ARCHETYPE_TABLE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.pressure_crew_archetype_table
colony.anchor_worker_name_set_a,P208_ANCHOR_WORKER_NAME_SET_A,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.anchor_worker_name_set_a
colony.anchor_worker_name_set_b,P209_ANCHOR_WORKER_NAME_SET_B,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.anchor_worker_name_set_b
colony.seed_role_name_grammar,P210_SEED_ROLE_NAME_GRAMMAR,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.seed_role_name_grammar
props.locker_prop_variant_matrix,P211_LOCKER_PROP_VARIANT_MATRIX,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.locker_prop_variant_matrix
props.triage_ledger_prop_variants,P212_TRIAGE_LEDGER_PROP_VARIANTS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.triage_ledger_prop_variants
props.route_permission_stamp_set,P213_ROUTE_PERMISSION_STAMP_SET,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.route_permission_stamp_set
props.marauder_correction_mark_rules,P214_MARAUDER_CORRECTION_MARK_RULES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.marauder_correction_mark_rules
props.audio_fragment_prop_rules,P215_AUDIO_FRAGMENT_PROP_RULES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.audio_fragment_prop_rules
publication.public_site_article_tier_rules,P216_PUBLIC_SITE_ARTICLE_TIER_RULES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.public_site_article_tier_rules
publication.in_game_wiki_unlock_tier_rules,P217_IN_GAME_WIKI_UNLOCK_TIER_RULES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.in_game_wiki_unlock_tier_rules
publication.audio_transcript_censor_rules,P218_AUDIO_TRANSCRIPT_CENSOR_RULES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.audio_transcript_censor_rules
publication.art_brief_release_gate_rules,P219_ART_BRIEF_RELEASE_GATE_RULES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.art_brief_release_gate_rules
publication.native_language_backlog_rules,P220_NATIVE_LANGUAGE_BACKLOG_RULES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.native_language_backlog_rules
ecology.photic_mat_baseline,P221_PHOTIC_MAT_BASELINE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.photic_mat_baseline
ecology.glass_grazer_schools,P222_GLASS_GRAZER_SCHOOLS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.glass_grazer_schools
ecology.lantern_drift_bloom,P223_LANTERN_DRIFT_BLOOM,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.lantern_drift_bloom
ecology.shell_clamp_reef,P224_SHELL_CLAMP_REEF,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.shell_clamp_reef
ecology.shallow_predator_shadow_rule,P225_SHALLOW_PREDATOR_SHADOW_RULE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.shallow_predator_shadow_rule
ecology.brine_vane_forests,P226_BRINE_VANE_FORESTS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.brine_vane_forests
ecology.density_skater_fauna,P227_DENSITY_SKATER_FAUNA,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.density_skater_fauna
ecology.vent_anchor_colonies,P228_VENT_ANCHOR_COLONIES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.vent_anchor_colonies
ecology.wide_filter_body_trace,P229_WIDE_FILTER_BODY_TRACE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.wide_filter_body_trace
ecology.silt_ambusher_telegraph,P230_SILT_AMBUSHER_TELEGRAPH,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.silt_ambusher_telegraph
atlas.conductive_biofilm_cable_skin,P231_CONDUCTIVE_BIOFILM_CABLE_SKIN,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.conductive_biofilm_cable_skin
atlas.acoustic_filter_organ_relay,P232_ACOUSTIC_FILTER_ORGAN_RELAY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.acoustic_filter_organ_relay
atlas.shell_sealant_fracture_growth,P233_SHELL_SEALANT_FRACTURE_GROWTH,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.shell_sealant_fracture_growth
atlas.sensor_tagged_fauna,P234_SENSOR_TAGGED_FAUNA,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.sensor_tagged_fauna
atlas.vent_micronode_nests,P235_VENT_MICRONODE_NESTS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.vent_micronode_nests
hardware.black_keel_tender_interior_limits,P236_BLACK_KEEL_TENDER_INTERIOR_LIMITS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.black_keel_tender_interior_limits
hardware.drop_capsule_damage_parts,P237_DROP_CAPSULE_DAMAGE_PARTS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.drop_capsule_damage_parts
hardware.p63_fabricator_authority_limits,P238_P63_FABRICATOR_AUTHORITY_LIMITS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.p63_fabricator_authority_limits
hardware.pressure_suit_service_grades,P239_PRESSURE_SUIT_SERVICE_GRADES,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.pressure_suit_service_grades
hardware.sonar_pinger_route_beacons,P240_SONAR_PINGER_ROUTE_BEACONS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.sonar_pinger_route_beacons
applied_lore.lien_severity_seed_class,P241_LIEN_SEVERITY_SEED_CLASS,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.lien_severity_seed_class
applied_lore.storm_window_risk_card,P242_STORM_WINDOW_RISK_CARD,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.storm_window_risk_card
applied_lore.sample_custody_grade_card,P243_SAMPLE_CUSTODY_GRADE_CARD,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.sample_custody_grade_card
applied_lore.evidence_order_depth_card,P244_EVIDENCE_ORDER_DEPTH_CARD,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.evidence_order_depth_card
applied_lore.deep_reach_clause_weight_card,P245_DEEP_REACH_CLAUSE_WEIGHT_CARD,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.deep_reach_clause_weight_card
applied_lore.black_keel_approach_audio_packet,P246_BLACK_KEEL_APPROACH_AUDIO_PACKET,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.black_keel_approach_audio_packet
applied_lore.drop_capsule_diagnostic_readout,P247_DROP_CAPSULE_DIAGNOSTIC_READOUT,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.drop_capsule_diagnostic_readout
applied_lore.p63_pump_room_first_repair_task,P248_P63_PUMP_ROOM_FIRST_REPAIR_TASK,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.p63_pump_room_first_repair_task
applied_lore.sanitized_accident_packet_body,P249_SANITIZED_ACCIDENT_PACKET_BODY,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.sanitized_accident_packet_body
applied_lore.first_atlas_repair_trace_scene,P250_FIRST_ATLAS_REPAIR_TRACE_SCENE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.first_atlas_repair_trace_scene
applied_lore.hecton8_public_primer_article,P251_HECTON8_PUBLIC_PRIMER_ARTICLE,,UNCLUSTERED,external_site;in_game_wiki,UNSPECIFIED_IN_PACKET_OR_SURFACE_INDEX,unlock.hecton8_public_primer_article
