asset_type,path,extension,width,height,source_mode,meta_max_texture_size,meta_texture_compression,meta_texture_format,meta_streaming_mipmaps,meta_is_readable,meta_texture_type,bc7_bytes,bc7_mib,bc7_full_mip_mib,file_bytes,file_mib,triangles,mesh_geometry_estimate_bytes,mesh_geometry_estimate_mib,lod_detected,mesh_meta_is_readable,mesh_meta_compression,mesh_meta_optimize_mesh,mesh_meta_import_blend_shapes,mesh_meta_add_colliders,mesh_meta_generate_secondary_uv,mesh_meta_keep_quads,rt_color_format,rt_depth_stencil_format,rt_anti_aliasing,rt_mipmap,rt_generate_mips,rt_texture_dimension,rt_volume_depth,rt_dynamic_scale,rt_random_write,rt_estimate_bytes,rt_estimate_mib,redline_flags,atlas_group,recommendation,evidence_class
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_16.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,27312,0.026,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_17.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,29195,0.028,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_18.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,31825,0.030,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_19.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,29656,0.028,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_20.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,28799,0.027,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_21.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,27586,0.026,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_22.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,25994,0.025,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_23.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,27361,0.026,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_24.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,27756,0.026,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_25.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,20902,0.020,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_26.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,16276,0.016,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_27.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,18096,0.017,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_28.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,24736,0.024,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_29.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,16412,0.016,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_30.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,35563,0.034,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_31.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,17426,0.017,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_32.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,16446,0.016,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_33.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,17463,0.017,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_34.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,25183,0.024,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424/TX_B34-3424_island_35.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,13758,0.013,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/decal_atlas/B34-3424,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/PREVIEW_Batch34_SplitAtlasCandidates.png,.png,1080,940,RGB,2048,1,-1|1|25,0,0,0,1015200,0.968,1.291,439600,0.419,,,,,,,,,,,,,,,,,,,,,,,STREAMING_MIPMAPS_OFF_LARGE,,Low tier should halve source/import max; keep high mips only with hero or streaming proof.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_00.png,.png,1024,1024,RGBA,2048,1|2,-1|1|25|50,0,0,0,1048576,1.000,1.333,211335,0.202,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_01.png,.png,1024,1024,RGBA,2048,1|2,-1|1|25|50,0,0,0,1048576,1.000,1.333,218091,0.208,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_02.png,.png,1024,1024,RGBA,2048,1|2,-1|1|25|50,0,0,0,1048576,1.000,1.333,224205,0.214,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_03.png,.png,1024,1024,RGBA,2048,1|2,-1|1|25|50,0,0,0,1048576,1.000,1.333,257089,0.245,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_04.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,162712,0.155,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_05.png,.png,1024,1024,RGBA,2048,1|2,-1|1|25|50,0,0,0,1048576,1.000,1.333,243203,0.232,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_06.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,133760,0.128,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_07.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,134653,0.128,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_08.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,115333,0.110,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_09.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,112021,0.107,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_10.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,127159,0.121,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_11.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,50454,0.048,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_12.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,50968,0.049,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_13.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,47822,0.046,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_14.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,55307,0.053,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_15.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,58723,0.056,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438/TX_B34-3438_island_16.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,45659,0.044,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3438,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_00.png,.png,1024,1024,RGBA,2048,1|2,-1|1|25|50,0,0,0,1048576,1.000,1.333,402869,0.384,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_01.png,.png,1024,1024,RGBA,2048,1|2,-1|1|25|50,0,0,0,1048576,1.000,1.333,409336,0.390,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_02.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,261730,0.250,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_03.png,.png,1024,1024,RGBA,2048,1|2,-1|1|25|50,0,0,0,1048576,1.000,1.333,255530,0.244,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_04.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,124931,0.119,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_05.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,121059,0.115,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_06.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,109449,0.104,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_07.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,105471,0.101,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_08.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,126974,0.121,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_09.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,99132,0.095,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_10.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,93461,0.089,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_11.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,93968,0.090,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_12.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,74880,0.071,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_13.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,83668,0.080,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_14.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,94990,0.091,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_15.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,82117,0.078,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
texture,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440/TX_B34-3440_island_16.png,.png,512,512,RGBA,2048,1|2,-1|1|25|50,0,0,0,262144,0.250,0.333,35963,0.034,,,,,,,,,,,,,,,,,,,,,,,,Assets/_Project/Art/TEXTURES/Generated/GeminiBatch34SplitAtlasCandidates_20260608/uv_atlas/B34-3440,Keep compressed; atlas if grouped with small sibling textures.,STATIC_SOURCE
