"Path","Width","Height","StandaloneFormat","TextureCompression","EstimatedRGBA32MB","PotentialSavingsMB","Flags","CinematicFake"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Position.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Propagate.png","18","18","Automatic","Uncompressed","0.001","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Random.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Rarefy.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/SafeBorders.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Scatter.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Sediment.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Selector.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/ShrinkScale.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/SimpleForm.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Slide.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Slope.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Split.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Spot.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Spread.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Stamp.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Subtract.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Terrace.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/TexturesIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/TexturesOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/TreesIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/TreesOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/UnityCurve.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Voronoi.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/Whittaker.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Add.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Adjust.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/AnyIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/AnyOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Beach.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Biome.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Blend.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Blur.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushGrassIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushGrassOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushHeightIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushHeightOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushObjectsIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushObjectsOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushTexturesIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushTexturesOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushTreesIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/BrushTreesOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Cavity.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/CleanUp.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Combine.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Constant.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Contrast.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Convert.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Curve.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Direction.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Erosion.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Flatten.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Floor.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Forest.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Function.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/FunctionIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/FunctionInput.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/FunctionOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/FunctionOutput.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Generator.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/GrassIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/GrassOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/HeightIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/HeightOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/HeightsIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/HeightsOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Import.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Ledge.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Levels.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/MapMask.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/MapSetAdd.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/MapSetCombine.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/MapSetCreate.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/MapSetPick.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Move.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/MultiAdd.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Noise.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Normalize.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC5 normal plus detail-normal atlas"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/ObjectsAdjust.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/ObjectsIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/ObjectsMask.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/ObjectsOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Parallax.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Pick.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/PortalIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/PortalOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Position.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Propagate.png","18","18","Automatic","Uncompressed","0.001","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Random.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Rarefy.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/SafeBorders.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Scatter.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Sediment.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Selector.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/ShrinkScale.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/SimpleForm.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Slide.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Slope.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Split.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Spot.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Spread.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Stamp.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Subtract.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/Terrace.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/TexturesIn.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
"Assets/MapMagic/Core/Editor/Resources/GeneratorIcons/pro/TexturesOut.png","36","36","Automatic","Uncompressed","0.005","0.000","VRAM_CRIME_UNCOMPRESSED_OR_RGB_RGBA_OR_AUTO","BC7/atlas/channel-pack masks; impostor if distant"
