severity,status,evidence_class,visual_acceptance,issue_type,route_band,path,line,object_hint,slot_or_property,file_id,guid,resolved_path,detail,recommended_next_proof
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_brittle/GEN_family_coral_brittle__sprig.prefab,326,__LOD0,m_Materials[0],2100000,d1ca6c54c87686144a495bb0e2ab2db6,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_brittle/GEN_family_coral_brittle__thicket.prefab,69,__LOD0,m_Materials[0],2100000,d1ca6c54c87686144a495bb0e2ab2db6,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_brittle/GEN_family_coral_brittle__thicket.prefab,159,__LOD2,m_Materials[0],2100000,d1ca6c54c87686144a495bb0e2ab2db6,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_brittle/GEN_family_coral_brittle__thicket.prefab,249,__LOD1,m_Materials[0],2100000,d1ca6c54c87686144a495bb0e2ab2db6,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_brittle/GEN_family_coral_brittle__wreath.prefab,69,__LOD2,m_Materials[0],2100000,d1ca6c54c87686144a495bb0e2ab2db6,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_brittle/GEN_family_coral_brittle__wreath.prefab,159,__LOD1,m_Materials[0],2100000,d1ca6c54c87686144a495bb0e2ab2db6,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_brittle/GEN_family_coral_brittle__wreath.prefab,326,__LOD0,m_Materials[0],2100000,d1ca6c54c87686144a495bb0e2ab2db6,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_brittle.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__bed.prefab,69,__LOD1,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__bed.prefab,159,__LOD0,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__bed.prefab,326,__LOD2,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__knoll.prefab,69,__LOD0,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__knoll.prefab,236,__LOD2,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__knoll.prefab,326,__LOD1,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__mound.prefab,69,__LOD2,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__mound.prefab,236,__LOD0,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__mound.prefab,326,__LOD1,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__plate.prefab,146,__LOD1,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__plate.prefab,236,__LOD0,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__plate.prefab,326,__LOD2,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__saucer.prefab,69,__LOD2,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__saucer.prefab,159,__LOD1,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__saucer.prefab,249,__LOD0,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__spread.prefab,69,__LOD2,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__spread.prefab,159,__LOD1,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_low/GEN_family_coral_low__spread.prefab,249,__LOD0,m_Materials[0],2100000,0d1bc7050001cac48a834e6a5ba383bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_low.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__boulder.prefab,69,__LOD1,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__boulder.prefab,236,__LOD0,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__boulder.prefab,326,__LOD2,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__buttress.prefab,69,__LOD2,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__buttress.prefab,159,__LOD1,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__buttress.prefab,249,__LOD0,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__dome.prefab,69,__LOD0,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__dome.prefab,236,__LOD2,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__dome.prefab,326,__LOD1,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__head.prefab,69,__LOD2,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__head.prefab,159,__LOD0,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__head.prefab,326,__LOD1,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__lobed.prefab,146,__LOD0,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__lobed.prefab,236,__LOD2,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__lobed.prefab,326,__LOD1,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__porous.prefab,69,__LOD1,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__porous.prefab,159,__LOD0,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_massive/GEN_family_coral_massive__porous.prefab,249,__LOD2,m_Materials[0],2100000,a688ea3cea12e9446854797cf70f1d8b,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_massive.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
CRITICAL,CANDIDATE,STATIC_SOURCE,PENDING VERIFICATION,PLACEHOLDER_OR_PROXY_MATERIAL_REF,surface_sky_photic_medium_product_face,Assets/_Project/Prefabs/Nature/Flora/Baked/family_coral_plate/GEN_family_coral_plate__bastion.prefab,69,__LOD2,m_Materials[0],2100000,89806719d9249ca4b8589c28decd50bb,Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_plate.mat,Renderer material path/name contains placeholder/proxy token: Assets/_Project/Art/Materials/WorldProceduralProxy/MAT_family_coral_plate.mat,Unity owner must inspect prefab instance and overrides in Editor before closing this static finding.
