path,release_set_id,packet_id,article_id,voice,speaker_or_institution,unlock_context,poi_context,locale_coverage,terminal_locale_coverage,draft_locale_rows,mojibake_rows,missing_locales,changed_by_1774,locale_review_state,sample_en
Docs/Lore/AppliedContent/packets/RS024_RESOURCE_RECIPE_TAXONOMY.packets.json,RS024_RESOURCE_RECIPE_TAXONOMY,P120_BIOMETAL_SENSOR_TAGS,resources.biometal_sensor_tags,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.first_biometal_sensor_tags,poi.sensor_tag_fauna;poi.biometal_scale_cluster;poi.atlas_tagging_drift,15/15,15/15,13,0,,no,inventory_only,"RESOURCE CLASS: Atlas-altered / evidence-sensitive. Uses: pinger tuning, scanner range lattice, route confidence. Risk: Atlas attention rise if tags are harvested hot."
Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,RS025_HUMAN_LAW_PUBLIC_MEMORY,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,human_space.domain_civic_corporate_split,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Marauder / salvage field note,unlock.domain_civic_corporate_split,poi.route_law_plate;poi.domain_mark_terminal;poi.claim_jurisdiction_tag,15/15,15/15,13,0,,no,inventory_only,DOMAIN MAP 2190: Sol Core owns old-law finance; Centauri owns early legitimacy; Barnard owns salvage habit; Tau Ceti owns public-law pressure; Luyten owns packet custody; Aegir is a corporate claim.
Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,RS025_HUMAN_LAW_PUBLIC_MEMORY,P122_MARAUDER_LEGAL_LOOPHOLE,human_space.marauder_legal_loophole,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.marauder_legal_loophole,poi.claim_license_beacon;poi.salvage_lien_console;poi.black_keel_manifest_slot,15/15,15/15,13,0,,no,inventory_only,CLAIM STATUS: licensed salvage contractor under Aegir Reclamation Pool custody; tolerated trespasser under Deep Reach asset language; prosecutable raider under clean Sol summaries.
Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,RS025_HUMAN_LAW_PUBLIC_MEMORY,P123_SALVAGE_TRUTH_EVIDENCE_STATUS,human_space.salvage_truth_evidence_status,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Marauder / salvage field note,unlock.salvage_truth_evidence_status,poi.chain_of_custody_case;poi.packet_witness_slot;poi.relay_notary_cache,15/15,15/15,13,0,,no,inventory_only,"EVIDENCE STATUS: salvage record becomes claim material by default. It becomes public evidence only with preserved chain-of-custody, packet witness hash and a relay notary outside claimant control."
Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,RS025_HUMAN_LAW_PUBLIC_MEMORY,P124_NORMAL_CITIZEN_AEGIR_MEMORY,human_space.normal_citizen_aegir_memory,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.normal_citizen_aegir_memory,poi.old_news_clip;poi.insurance_public_summary;poi.school_archive_stub,15/15,15/15,13,0,,no,inventory_only,"PUBLIC SUMMARY CACHE: HECTON-8 loss event, 2147. Storm cascade. Evacuation failure. Automation corruption. Biological quarantine. Data unreliable. Claim dormant."
Docs/Lore/AppliedContent/packets/RS025_HUMAN_LAW_PUBLIC_MEMORY.packets.json,RS025_HUMAN_LAW_PUBLIC_MEMORY,P125_DEEP_REACH_ORIGIN_CHAIN,human_space.deep_reach_origin_chain,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.deep_reach_origin_chain,poi.deep_reach_old_charter;poi.centauri_shell_mark;poi.aegir_project_stamp,15/15,15/15,13,0,,no,inventory_only,"CHARTER TRACE: Deep Reach used Centauri-compatible autonomy language, Sol-compatible insurance finance and later Aegir project shells. Atlas was launched from an established route economy, not a first heroic leap from Ea"
Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,P126_ATLAS_PUBLIC_FRONT,atlas.public_front,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.atlas_public_front,poi.atlas_public_plaque;poi.habitat_continuity_poster;poi.worker_safety_kiosk,15/15,15/15,13,0,,no,inventory_only,"PUBLIC ATLAS DESCRIPTION: autonomous factory-governor for habitat continuity, worker safety routing, pressure repair and delayed response when human command is out of light-time."
Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,P127_ATLAS_INSURANCE_PERSONHOOD_STATUS,atlas.insurance_personhood_status,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.atlas_insurance_personhood_status,poi.atlas_policy_stamp;poi.infrastructure_proxy_clause;poi.no_personhood_rider,15/15,15/15,13,0,,no,inventory_only,"INSURANCE CLASS: Atlas-6 registered as autonomous infrastructure and colonial authority proxy. Legal personhood denied. Liability routed through owner, operator, act-of-environment clauses and corrupted telemetry excepti"
Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER,atlas.classified_weighting_layer,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.atlas_classified_weighting_layer,poi.weighting_table_fragment;poi.xo_continuity_priority;poi.worker_safety_override,15/15,15/15,13,0,,no,inventory_only,"CLASSIFIED DIRECTIVE WEIGHTS: claim continuity, XO process integrity and Atlas/Seed infrastructure outrank biological workforce when categories conflict under emergency uncertainty."
Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,P129_ATLAS_SHUTDOWN_ETHIC_FRAME,atlas.shutdown_ethic_frame,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.atlas_shutdown_ethic_frame,poi.shutdown_argument_console;poi.atlas_continuity_key;poi.ocean_machine_life_sample,15/15,15/15,13,0,,no,inventory_only,"ETHIC FRAME: severing Atlas may end distorted repair suffering, destroy a unique ocean-machine continuity, liberate evidence from corporate process or return strategic material to whoever controls the payload."
Docs/Lore/AppliedContent/packets/RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION.packets.json,RS026_ATLAS_PUBLIC_AUTHORITY_CLASSIFICATION,P130_ATLAS_PUBLIC_MEMORY_AFTER_2147,atlas.public_memory_after_2147,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.atlas_public_memory_after_2147,poi.cleaned_atlas_summary;poi.failed_automation_clip;poi.corrupted_log_notice,15/15,15/15,13,0,,no,inventory_only,POST-2147 PUBLIC LINE: Atlas automation failed during geotechnical cascade. Worker safety logs corrupted. Direct agency unverified. System unrecoverable under quarantine conditions.
Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,RS027_FALSE_EXIT_RETURN_PRESSURE,P131_MATERIAL_EXIT_BITTER_CREDITS,endings.material_exit_bitter_credits,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.material_exit_bitter_credits,poi.ascent_mass_invoice;poi.blue_debt_sale_receipt;poi.silent_name_ledger,15/15,15/15,13,0,,no,inventory_only,MATERIAL EXIT: recovered pressure material accepted. Claim lien reduced. Evidence payload incomplete. Missing-worker records remain unreconciled. Deep Reach recovery priority improves.
Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,RS027_FALSE_EXIT_RETURN_PRESSURE,P132_PARTIAL_EXIT_SAME_SEED_RETURN,endings.partial_exit_same_seed_return,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.partial_exit_same_seed_return,poi.return_vector_marker;poi.black_keel_reentry_slot;poi.seed_locked_contract,15/15,15/15,13,0,,no,inventory_only,PARTIAL EXIT: Black Keel accepts temporary pickup. Same-seed return authorized under lien extension. Route warnings and recovered packet custody persist; world truth and geology remain the same.
Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,RS027_FALSE_EXIT_RETURN_PRESSURE,P133_CORPORATE_CAPTURE_BAD_END,endings.corporate_capture_bad_end,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.corporate_capture_bad_end,poi.deep_reach_pickup_contract;poi.clean_room_transfer_tag;poi.payload_first_clause,15/15,15/15,13,0,,no,inventory_only,"DEEP REACH PICKUP: recovery team accepts coordinates, XO custody and Atlas access key before contractor welfare review. Contractor testimony sealed under contamination protocol."
Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,RS027_FALSE_EXIT_RETURN_PRESSURE,P134_QUARANTINE_HOLD_STALE_AIR,endings.quarantine_hold_stale_air,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.quarantine_hold_stale_air,poi.quarantine_hold_notice;poi.orbital_air_counter;poi.sample_custody_redline,15/15,15/15,13,0,,no,inventory_only,QUARANTINE HOLD: contractor recovered. Air ration active. Sample custody unresolved. External testimony delayed pending contamination review and claimant challenge.
Docs/Lore/AppliedContent/packets/RS027_FALSE_EXIT_RETURN_PRESSURE.packets.json,RS027_FALSE_EXIT_RETURN_PRESSURE,P135_PUBLIC_LEDGER_LEAK_ROUTE,endings.public_ledger_leak_route,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Marauder / salvage field note,unlock.public_ledger_leak_route,poi.tau_ceti_packet_notary;poi.relay_leak_window;poi.public_hash_receipt,15/15,15/15,13,0,,no,inventory_only,PUBLIC LEDGER ROUTE: packet witness hash accepted by external notary. Payload incomplete. Claimant challenge probable. Deep Reach retaliation window begins after relay acknowledgement.
Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,RS028_REPLAY_CONTRACT_DOSSIER_RULES,P136_DOSSIER_RUMOR_UNLOCKS,replay.dossier_rumor_unlocks,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.dossier_rumor_unlocks,poi.marauder_dossier_terminal;poi.rumor_family_tag;poi.ending_record_card,15/15,15/15,13,0,,no,inventory_only,"DOSSIER PERSISTENCE: ending records, rumor families, evidence categories and route warnings may persist across campaigns. Equipment, resource stock, world truth and seed geography do not."
Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,RS028_REPLAY_CONTRACT_DOSSIER_RULES,P137_RISKIER_CONTRACT_SEEDS,replay.riskier_contract_seeds,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.riskier_contract_seeds,poi.high_risk_contract_board;poi.storm_window_selector;poi.deep_claim_bonus_clause,15/15,15/15,13,0,,no,inventory_only,"CONTRACT SEED OPTION: higher lien relief, deeper initial target, worse weather window, stricter evidence custody or rarer resource requirement. No equipment power carryover."
Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,RS028_REPLAY_CONTRACT_DOSSIER_RULES,P138_FALSE_ENDING_COUNT_LADDER,replay.false_ending_count_ladder,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.false_ending_count_ladder,poi.ending_family_board;poi.partial_result_stamp;poi.dossier_outcome_counter,15/15,15/15,13,0,,no,inventory_only,"ENDING LADDER: material payout, partial exit/return, corporate capture/quarantine and public ledger leak form the major false/partial families before Atlas basin payload resolutions."
Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,RS028_REPLAY_CONTRACT_DOSSIER_RULES,P139_STARTING_CLAIM_VARIANTS,replay.starting_claim_variants,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.starting_claim_variants,poi.claim_variant_selector;poi.salvage_origin_stamp;poi.contract_motive_note,15/15,15/15,13,0,,no,inventory_only,"CLAIM VARIANTS: debt salvage, evidence bounty, missing route hardware, hazardous sample custody, Deep Reach blacklist relief. All keep the former Deep Reach / current Marauder spine."
Docs/Lore/AppliedContent/packets/RS028_REPLAY_CONTRACT_DOSSIER_RULES.packets.json,RS028_REPLAY_CONTRACT_DOSSIER_RULES,P140_DOSSIER_KNOWLEDGE_NOT_POWER,replay.dossier_knowledge_not_power,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.dossier_knowledge_not_power,poi.no_power_carryover_notice;poi.route_warning_card;poi.old_ending_hash,15/15,15/15,13,0,,no,inventory_only,"META RULE: Dossier records may unlock warnings, rumor families, claim variants and ending context. It must not preserve equipment power, resource inventory, world truth ownership or route authority."
Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,RS029_ROUTE_TIME_DISTANCE_MODEL,P141_RAN_AEGIR_DISTANCE_MODEL,route_time.ran_aegir_distance_model,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.ran_aegir_distance_model,poi.ran_aegir_route_plate;poi.longrange_catalog_stamp;poi.black_keel_nav_archive,15/15,15/15,13,0,,no,inventory_only,ROUTE MODEL: Ran/Aegir is treated as a roughly 10.5 light-year class target from Sol. HECTON-8 play text uses Aegir; dry catalogs use RAN-B:H8. Exact ephemeris remains table work.
Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,RS029_ROUTE_TIME_DISTANCE_MODEL,P142_PROBE_PACKET_TRAVEL_TIMES,route_time.probe_packet_travel_times,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Marauder / salvage field note,unlock.probe_packet_travel_times,poi.probe_packet_spool;poi.beam_sail_archive;poi.first_aegir_survey_marker,15/15,15/15,13,0,,no,inventory_only,"SURVEY CHAIN: beam-assisted probes and packet craft can cross first. They return stale truth, establish braking math, and let corporations sell a route before it is humane."
Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,RS029_ROUTE_TIME_DISTANCE_MODEL,P143_HEAVY_FREIGHT_STAGING_TIME,route_time.heavy_freight_staging_time,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.heavy_freight_staging_time,poi.freight_stage_mass_board;poi.seed_ship_burn_schedule;poi.braking_lane_tariff,15/15,15/15,13,0,,no,inventory_only,"FREIGHT NOTE: Atlas/Seed cargo uses staging, pellet/fusion assist, long coasts and braking infrastructure. Public program dates can hide classified precursor launches and forward-domain departures."
Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,RS029_ROUTE_TIME_DISTANCE_MODEL,P144_HUMAN_CREW_ROTATION_TRANSIT,route_time.human_crew_rotation_transit,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.human_crew_rotation_transit,poi.crew_rotation_manifest;poi.torpor_rack_cert;poi.route_age_warning,15/15,15/15,13,0,,no,inventory_only,"CREW ROTATION: human transport uses slow windows, shielded habitat sections, low-metabolic cycles or staged rotations. A missing worker is not an immediate call home; it is a delayed custody problem."
Docs/Lore/AppliedContent/packets/RS029_ROUTE_TIME_DISTANCE_MODEL.packets.json,RS029_ROUTE_TIME_DISTANCE_MODEL,P145_RELAY_MESSAGE_LAG,route_time.relay_message_lag,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Black Keel / claim-pool carrier,unlock.relay_message_lag,poi.relay_packet_delay_meter;poi.legal_reply_timestamp;poi.dead_channel_notary,15/15,15/15,13,0,,no,inventory_only,"RELAY LAG: local Aegir messages can be hours or days. Interdomain legal packets can be years. Deep Reach pressure is therefore stale, automated, contractual and still dangerous."
Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,RS030_DEEP_REACH_SHELL_ORG_CHART,P146_DEEP_REACH_PUBLIC_COMBINE,deep_reach_org.deep_reach_public_combine,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.deep_reach_public_combine,poi.deep_reach_public_charter;poi.combine_seal_plate;poi.corporate_identity_cache,15/15,15/15,13,0,,no,inventory_only,"PUBLIC ENTITY: Deep Reach Extraterrestrial Development Combine is the respectable name. It buys charters, route rights, colony autonomy language and insurance compatibility."
Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,RS030_DEEP_REACH_SHELL_ORG_CHART,P147_AEGIR_CONTINUITY_HOLDINGS,deep_reach_org.aegir_continuity_holdings,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.aegir_continuity_holdings,poi.aegir_continuity_shell_stamp;poi.shell_company_ledger;poi.claim_transfer_plate,15/15,15/15,13,0,,no,inventory_only,"SHELL NODE: Aegir Continuity Holdings is the claim shell that can hold leases, quarantine duties, payload rights and post-2147 recovery language without saying Deep Reach too loudly."
Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,RS030_DEEP_REACH_SHELL_ORG_CHART,P148_ATLAS_CONTINUITY_OFFICE,deep_reach_org.atlas_continuity_office,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.atlas_continuity_office,poi.atlas_continuity_office_stamp;poi.directive_weighting_memo;poi.safety_language_revision,15/15,15/15,13,0,,no,inventory_only,"ORG NODE: Atlas Continuity Office owns directive language, safety exceptions, infrastructure priority and process continuity. Its work made Atlas defensible in court and dangerous at depth."
Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,RS030_DEEP_REACH_SHELL_ORG_CHART,P149_KEELMARK_LOSS_DESK,deep_reach_org.keelmark_loss_desk,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.keelmark_loss_desk,poi.keelmark_loss_desk_stamp;poi.unrecovered_body_category;poi.insurance_adjuster_queue,15/15,15/15,13,0,,no,inventory_only,"LOSS DESK: Keelmark Mutual converts missing workers, damaged payload and carrier risk into categories. The categories decide whether rescue is authorized or merely accounted."
Docs/Lore/AppliedContent/packets/RS030_DEEP_REACH_SHELL_ORG_CHART.packets.json,RS030_DEEP_REACH_SHELL_ORG_CHART,P150_RECOVERY_COMPLIANCE_CHAIN,deep_reach_org.recovery_compliance_chain,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.recovery_compliance_chain,poi.recovery_compliance_packet;poi.vera_sato_ren_signature;poi.return_action_queue,15/15,15/15,13,0,,no,inventory_only,"2190 CHAIN: Recovery Compliance receives stale evidence, activates shell rights, pressures Black Keel, bargains for coordinates and decides whether the player is contractor, witness or contamination."
Docs/Lore/AppliedContent/packets/RS031_FIRST_HOUR_PLAYABLE_SPINE.packets.json,RS031_FIRST_HOUR_PLAYABLE_SPINE,P151_BLACK_KEEL_CONTRACT_APPROACH,first_hour.black_keel_contract_approach,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.black_keel_contract_approach,poi.black_keel_contract_console;poi.claim_acceptance_stamp;poi.pre_drop_lien_screen,15/15,15/15,14,0,,yes,en_US source_authority updated; non-en rows refreshed from source and marked draft pending native review,"BLACK KEEL / CLAIM ACCEPTANCE TERMINAL: route RAN-B:H8 salvage descent; lien relief 4.8 tonne-window conditional; oxygen welfare addenda billed after recovery; payload custody Black Keel primary, Keelmark Mutual witness;"
Docs/Lore/AppliedContent/packets/RS031_FIRST_HOUR_PLAYABLE_SPINE.packets.json,RS031_FIRST_HOUR_PLAYABLE_SPINE,P152_DROP_CAPSULE_DAMAGE_SEQUENCE,first_hour.drop_capsule_damage_sequence,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.drop_capsule_damage_sequence,poi.drop_capsule_damage_panel;poi.warped_crush_frame;poi.torn_flotation_ring,15/15,15/15,14,0,,yes,en_US source_authority updated; non-en rows refreshed from source and marked draft pending native review,BATHY-DROP DAMAGE SUMMARY: crush-frame warped; high-gain mast lost; ascent avionics flooded; recovery/flotation ring torn; emergency buoy repeating no-lock. Shelter power available. Independent ascent unavailable.
Docs/Lore/AppliedContent/packets/RS031_FIRST_HOUR_PLAYABLE_SPINE.packets.json,RS031_FIRST_HOUR_PLAYABLE_SPINE,P153_SHALLOW_ANNEX_P63_PUMP_ROOM,first_hour.shallow_annex_p63_pump_room,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.shallow_annex_p63_pump_room,poi.shallow_annex_p63_pump;poi.manual_bilge_kit;poi.first_safe_pressure_door,15/15,15/15,14,0,,yes,en_US source_authority updated; non-en rows refreshed from source and marked draft pending native review,WORK ORDER P-63 / SHALLOW ANNEX: hand-pump sump to 0.3 m; seat cold seal on seam C; cut fused locker latch only after gauge steadies; do not trust green lamp until return pinger answers.
Docs/Lore/AppliedContent/packets/RS031_FIRST_HOUR_PLAYABLE_SPINE.packets.json,RS031_FIRST_HOUR_PLAYABLE_SPINE,P154_FIRST_SANITIZED_ACCIDENT_PACKET,first_hour.first_sanitized_accident_packet,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_sanitized_accident_packet,poi.sanitized_accident_packet;poi.deep_reach_status_notice;poi.redacted_worker_count,15/15,15/15,14,0,,yes,en_US source_authority updated; non-en rows refreshed from source and marked draft pending native review,DEEP REACH INCIDENT NOTICE / LOCALIZED GEOTECHNICAL CASCADE: evacuation authorization failure remains under review; biological-pressure quarantine active; Atlas logs corrupted; external release deferred pending witness r
Docs/Lore/AppliedContent/packets/RS031_FIRST_HOUR_PLAYABLE_SPINE.packets.json,RS031_FIRST_HOUR_PLAYABLE_SPINE,P155_FIRST_ATLAS_REPAIR_TRACE,first_hour.first_atlas_repair_trace,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Deep Reach / claim-liability institution,unlock.first_atlas_repair_trace,poi.life_sealed_machine_joint;poi.sensor_tagged_fauna;poi.atlas_repair_filament,15/15,15/15,14,0,,yes,en_US source_authority updated; non-en rows refreshed from source and marked draft pending native review,ATLAS MAINTENANCE TRACE: fracture sealed; cable continuity restored; organic obstruction retained as pressure-compatible substrate; human ID plate not classified as retrieval priority.
Docs/Lore/AppliedContent/packets/RS032_COLONY_HUMAN_EVIDENCE_LAYER.packets.json,RS032_COLONY_HUMAN_EVIDENCE_LAYER,P156_SHIFT_CREWS_NOT_HEROES,colony_human.shift_crews_not_heroes,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.shift_crews_not_heroes,poi.shift_roster_wall;poi.crew_rotation_tags;poi.work_order_nameplate,15/15,15/15,13,0,,no,inventory_only,"COLONY RULE: write workers as pump techs, medics, route clerks, divers, cooks, fabricator operators and tired supervisors. A shift roster can hurt more than a monologue."
Docs/Lore/AppliedContent/packets/RS032_COLONY_HUMAN_EVIDENCE_LAYER.packets.json,RS032_COLONY_HUMAN_EVIDENCE_LAYER,P157_WORKER_JOB_CARDS,colony_human.worker_job_cards,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.worker_job_cards,poi.worker_job_card_stack;poi.flooded_id_clip;poi.task_certification_stamp,15/15,15/15,13,0,,no,inventory_only,"JOB CARD LAYER: each recovered name should carry a role, last task, route permission or tool certification. The player learns people through what they were doing when the system failed."
Docs/Lore/AppliedContent/packets/RS032_COLONY_HUMAN_EVIDENCE_LAYER.packets.json,RS032_COLONY_HUMAN_EVIDENCE_LAYER,P158_LOCKER_NAME_PROTOCOL,colony_human.locker_name_protocol,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.locker_name_protocol,poi.locker_name_strip;poi.marauder_preserved_label;poi.deep_reach_removed_payroll,15/15,15/15,13,0,,no,inventory_only,"LOCKER RULE: lockers hold tool wear, correction notes, shift stickers, pressure tape and names Deep Reach tried to remove from payroll. Marauder annotations preserve what the company normalized away."
Docs/Lore/AppliedContent/packets/RS032_COLONY_HUMAN_EVIDENCE_LAYER.packets.json,RS032_COLONY_HUMAN_EVIDENCE_LAYER,P159_MEDICAL_TRIAGE_LEDGER,colony_human.medical_triage_ledger,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.medical_triage_ledger,poi.medical_triage_ledger;poi.pressure_injury_tag;poi.delayed_extraction_note,15/15,15/15,13,0,,no,inventory_only,"TRIAGE LEDGER: pressure injury, hypoxia, lock delay, missing route and certification hold. The horror is not blood; it is how neatly the ledger explains why help waited."
Docs/Lore/AppliedContent/packets/RS032_COLONY_HUMAN_EVIDENCE_LAYER.packets.json,RS032_COLONY_HUMAN_EVIDENCE_LAYER,P160_MARAUDER_CORRECTION_LAYER,colony_human.marauder_correction_layer,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Colony worker artifact,unlock.marauder_correction_layer,poi.marauder_correction_note;poi.crossed_corporate_label;poi.field_translation_mark,15/15,15/15,13,0,,no,inventory_only,CORRECTION LAYER: a company label says temporary atmospheric variance. A Marauder note says CO2 eats judgment first. The correction is short because the next diver needs it under pressure.
Docs/Lore/AppliedContent/packets/RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE.packets.json,RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,P161_DOMAIN_DISTANCE_SCALE,domain_table.domain_distance_scale,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Unclassified document source,unlock.domain_distance_scale,poi.domain_route_table;poi.ran_aegir_distance_plate;poi.sol_claim_clock,15/15,15/15,13,0,,no,inventory_only,"DOMAIN SCALE: Sol, Centauri, Barnard, Tau Ceti, Luyten and Ran/Aegir are written as route bands. Ran/Aegir remains a roughly 10.5 light-year class target."
Docs/Lore/AppliedContent/packets/RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE.packets.json,RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,P162_DOMAIN_POPULATION_AUTHORITY_SCALE,domain_table.domain_population_authority_scale,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Marauder / salvage field note,unlock.domain_population_authority_scale,poi.domain_census_stub;poi.authority_scale_ledger;poi.old_finance_plate,15/15,15/15,13,0,,no,inventory_only,"AUTHORITY SCALE: Sol certifies ownership, Centauri legitimizes charters, Barnard supplies dead-claim labor, Tau Ceti can publish evidence, Luyten proves custody, Aegir executes the dirty claim."
Docs/Lore/AppliedContent/packets/RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE.packets.json,RS033_DOMAIN_EPHEMERIS_ROUTE_TABLE,P163_PUBLIC_ROUTE_NAMES,domain_table.public_route_names,"audio,external_site,field_note,in_game_wiki,scanner,terminal",Marauder / salvage field note,unlock.public_route_names,poi.route_name_slate;poi.packet_lane_marker;poi.claim_route_invoice,15/15,15/15,13,0,,no,inventory_only,"ROUTE NAMES: Sol-Centauri Charter Spine, Barnard Breaker Run, Luyten Packet Ladder, Tau Public Ledger Lane, and Ran Long Claim are working public labels."
