id,title,sourceType,family,verdict,curationStatus,targetRole,integrationNote,baseColorCandidatePath,curatedBaseColorPath,tilePreviewPath,unityImportStatus,visualStatus
B34-3440,Cave Lichen Biofilm Sheet Atlas,UV_ATLAS,organic_decal,REVIEW_REQUIRED,PAD_OR_SPLIT_BEFORE_IMPORT,Cave lichen/biofilm overlay source after padding.,Good deep-organic palette; edge islands need split/pad for decal use.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3440_cave_lichen_biofilm_sheet_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/NeedsWork/TX_B34_3440_cave_lichen_biofilm_sheet_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3441,Neutral Grazer Skin UV Atlas,UV_ATLAS,fauna_uv,INTAKE_READY_STATIC,CURATED_READY_STATIC,first-route neutral fauna body material zones,Static source accepted; still requires Unity import/material preview before production claim.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3441_neutral_grazer_skin_uv_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/ReadyStatic/TX_B34_3441_neutral_grazer_skin_uv_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3442,Filter Feeder Gill Membrane Atlas,UV_ATLAS,fauna_uv,REVIEW_REQUIRED,CURATED_READY_ALPHA_SOURCE,Filter feeder gill membrane UV source.,Black matte background caused clipping warning; content is usable after island extraction.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3442_filter_feeder_gill_membrane_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/ReadyStatic/TX_B34_3442_filter_feeder_gill_membrane_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3443,Small Predator Jaw Fin Eye Atlas,UV_ATLAS,fauna_uv,REVIEW_REQUIRED,MANUAL_SPLIT_BEFORE_IMPORT,Small predator feature material reference.,"Contains strong object/head forms, not clean UV islands; split useful zones before production use.",Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3443_small_predator_jaw_fin_eye_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/NeedsWork/TX_B34_3443_small_predator_jaw_fin_eye_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3444,Armored Benthic Shell Atlas,UV_ATLAS,fauna_uv,REVIEW_REQUIRED,PAD_OR_SPLIT_BEFORE_IMPORT,Armored benthic shell UV source after padding.,Good shell language; edge proximity must be fixed before mesh atlas import.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3444_armored_benthic_shell_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/NeedsWork/TX_B34_3444_armored_benthic_shell_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3445,Translucent Larva Egg Sac Atlas,UV_ATLAS,fauna_uv,INTAKE_READY_STATIC,CURATED_READY_STATIC,"ecology props, creature nests, scan/evidence objects",Static source accepted; still requires Unity import/material preview before production claim.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3445_translucent_larva_egg_sac_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/ReadyStatic/TX_B34_3445_translucent_larva_egg_sac_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3446,Scavenged Carcass Bone Flesh Atlas,UV_ATLAS,fauna_uv,REVIEW_REQUIRED,CURATED_READY_ALPHA_SOURCE,Carcass bone/flesh UV source.,Dark matte background causes black clipping warning; isolate islands before use.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3446_scavenged_carcass_bone_flesh_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/ReadyStatic/TX_B34_3446_scavenged_carcass_bone_flesh_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3447,Creature Eye Lens Wet Organ Atlas,UV_ATLAS,fauna_uv,REVIEW_REQUIRED,PAD_OR_SPLIT_BEFORE_IMPORT,Creature eye/sensory organ UV source after padding.,Good close-inspection material; edge islands need split/pad before import.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3447_creature_eye_lens_wet_organ_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/NeedsWork/TX_B34_3447_creature_eye_lens_wet_organ_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3448,Resource Nodule Pickup UV Atlas,PICKUP_ATLAS,pickup_resource,INTAKE_READY_STATIC,CURATED_READY_STATIC,"3D pickup/resource meshes, not inventory icons",Static source accepted; still requires Unity import/material preview before production claim.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3448_resource_nodule_pickup_uv_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/ReadyStatic/TX_B34_3448_resource_nodule_pickup_uv_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3449,Industrial Salvage Small Parts Atlas,PICKUP_ATLAS,pickup_salvage,INTAKE_READY_STATIC,CURATED_READY_STATIC,"salvage pickups, small mesh parts, crafting visuals",Static source accepted; still requires Unity import/material preview before production claim.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3449_industrial_salvage_small_parts_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/ReadyStatic/TX_B34_3449_industrial_salvage_small_parts_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
B34-3450,Data Core Wet Circuit Ceramic Atlas,PICKUP_ATLAS,pickup_salvage,INTAKE_READY_STATIC,CURATED_READY_STATIC,"black-box/data core props, electronics salvage",Static source accepted; still requires Unity import/material preview before production claim.,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/SourceCompressed/TX_B34_3450_data_core_wet_circuit_ceramic_atlas_BaseColorCandidate.jpg,Docs/GeneratedAssets/Gemini/Outputs/Batch34_TextureExpansion/Curated/ReadyStatic/TX_B34_3450_data_core_wet_circuit_ceramic_atlas_BaseColorCandidate.jpg,,PENDING UNITY IMPORT,PENDING VISUAL REVIEW
