"evidence_class","source_kind","source_asset","source_line","profile_asset","profile_id","profile_label","section","cue_id","role_code","role_label","tension","weight","volume","clip_guid","ledger_path","ledger_cue_id","duration_sec","load_type","compression","quality","config_field","referenced_guid","referenced_asset_path","referenced_profile_id","direct_ref_context","notes"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shallow.asset","134","MusicProfile_Shallow","music.profile.shallow","Shallow Water","CalmBleedProfiles","","","ProfileBlend","","20","","","","","","","","","","7425e2778fc51b7479d751c2041d8989","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shelf.asset","music.profile.shelf","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shallow.asset","136","MusicProfile_Shallow","music.profile.shallow","Shallow Water","CalmBleedProfiles","","","ProfileBlend","","20","","","","","","","","","","6054f072908319f4f85ef9ee8c453e0f","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","music.profile.fallback","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shallow.asset","139","MusicProfile_Shallow","music.profile.shallow","Shallow Water","TenseBleedProfiles","","","ProfileBlend","","20","","","","","","","","","","7425e2778fc51b7479d751c2041d8989","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shelf.asset","music.profile.shelf","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shallow.asset","141","MusicProfile_Shallow","music.profile.shallow","Shallow Water","TenseBleedProfiles","","","ProfileBlend","","10","","","","","","","","","","f336cbafe44b5ae4bb4d4dc08d358e74","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","music.profile.combat","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shallow.asset","143","MusicProfile_Shallow","music.profile.shallow","Shallow Water","TenseBleedProfiles","","","ProfileBlend","","10","","","","","","","","","","6054f072908319f4f85ef9ee8c453e0f","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","music.profile.fallback","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shelf.asset","158","MusicProfile_Shelf","music.profile.shelf","Shelf","CalmBleedProfiles","","","ProfileBlend","","15","","","","","","","","","","5c06f44782ad09b46930905adc0afd58","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shallow.asset","music.profile.shallow","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shelf.asset","160","MusicProfile_Shelf","music.profile.shelf","Shelf","CalmBleedProfiles","","","ProfileBlend","","15","","","","","","","","","","519c105bce6086e48b69182e2951ca40","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","music.profile.abyss","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shelf.asset","162","MusicProfile_Shelf","music.profile.shelf","Shelf","CalmBleedProfiles","","","ProfileBlend","","10","","","","","","","","","","6054f072908319f4f85ef9ee8c453e0f","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","music.profile.fallback","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shelf.asset","165","MusicProfile_Shelf","music.profile.shelf","Shelf","TenseBleedProfiles","","","ProfileBlend","","20","","","","","","","","","","519c105bce6086e48b69182e2951ca40","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","music.profile.abyss","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Shelf.asset","167","MusicProfile_Shelf","music.profile.shelf","Shelf","TenseBleedProfiles","","","ProfileBlend","","20","","","","","","","","","","6054f072908319f4f85ef9ee8c453e0f","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Fallback.asset","music.profile.fallback","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Thermal.asset","116","MusicProfile_Thermal","music.profile.thermal","Thermal","CalmBleedProfiles","","","ProfileBlend","","6","","","","","","","","","","519c105bce6086e48b69182e2951ca40","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","music.profile.abyss","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Thermal.asset","118","MusicProfile_Thermal","music.profile.thermal","Thermal","CalmBleedProfiles","","","ProfileBlend","","4","","","","","","","","","","5b422ca990e5df94aa44756cd8034fc3","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","music.profile.cave","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Thermal.asset","121","MusicProfile_Thermal","music.profile.thermal","Thermal","TenseBleedProfiles","","","ProfileBlend","","6","","","","","","","","","","519c105bce6086e48b69182e2951ca40","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","music.profile.abyss","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Thermal.asset","123","MusicProfile_Thermal","music.profile.thermal","Thermal","TenseBleedProfiles","","","ProfileBlend","","8","","","","","","","","","","f336cbafe44b5ae4bb4d4dc08d358e74","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Combat.asset","music.profile.combat","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_BLEED","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Thermal.asset","125","MusicProfile_Thermal","music.profile.thermal","Thermal","TenseBleedProfiles","","","ProfileBlend","","4","","","","","","","","","","5b422ca990e5df94aa44756cd8034fc3","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","music.profile.cave","","foreign profile bleed"
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","31","MusicProfile_Abyss","music.profile.abyss","Abyss","CalmLongTracks","music.abyss_1_pitch_black_silence","0","ExplorationLong","0.46","2","1","63f143c777ae8af499b6954befe6ccc5","Assets/_Project/Audio/Music for Game/abyss_1_Pitch-Black Silence.ogg","ABYSS_1_PITCH_BLACK_SILENCE","113.96","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","37","MusicProfile_Abyss","music.profile.abyss","Abyss","CalmLongTracks","music.abyss_2_twelve_leagues_of_iron","0","ExplorationLong","0.46","1","0.891","a187645d2d46d3d4aa0b483a34aad155","Assets/_Project/Audio/Music for Game/abyss_2_Twelve_Leagues_of_Iron.ogg","ABYSS_2_TWELVE_LEAGUES_OF_IRON","175.517","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","43","MusicProfile_Abyss","music.profile.abyss","Abyss","CalmLongTracks","music.abyss_4_hull_at_capacity","0","ExplorationLong","0.46","1","0.891","a12bb84c606f9a14097de15fdf8634cc","Assets/_Project/Audio/Music for Game/abyss_4_Hull_At_Capacity.ogg","ABYSS_4_HULL_AT_CAPACITY","175.882","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","49","MusicProfile_Abyss","music.profile.abyss","Abyss","CalmLongTracks","music.abyss_6_deep_water_pressure_hum_1","0","ExplorationLong","0.46","1","0.902","42f25d8afa4a7cc49abe0a7f17f01b43","Assets/_Project/Audio/Music for Game/abyss_6_Deep Water Pressure Hum (1).ogg","ABYSS_6_DEEP_WATER_PRESSURE_HUM_1","317.28","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","55","MusicProfile_Abyss","music.profile.abyss","Abyss","CalmLongTracks","music.abyss_8_below_the_surface_weight","0","ExplorationLong","0.46","1","0.891","65f8cf11926c5a84495494927315d7e6","Assets/_Project/Audio/Music for Game/abyss_8_Below_the_Surface_Weight.ogg","ABYSS_8_BELOW_THE_SURFACE_WEIGHT","153.887","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","62","MusicProfile_Abyss","music.profile.abyss","Abyss","TenseLongTracks","music.abyss_10_or_ambient_deep_5_seven_miles_under","0","ExplorationLong","0.74","1","0.891","c7e0b4a00f2e5e94d813c7103ff5b093","Assets/_Project/Audio/Music for Game/abyss_10_or_ambient_deep_5_Seven_Miles_Under.ogg","ABYSS_10_OR_AMBIENT_DEEP_5_SEVEN_MILES_UNDER","145.842","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","68","MusicProfile_Abyss","music.profile.abyss","Abyss","TenseLongTracks","music.abyss_3_deep_trench_drone","0","ExplorationLong","0.74","1","0.966","3a023ba67b5204d448442ef2f68d0e59","Assets/_Project/Audio/Music for Game/abyss_3_Deep Trench Drone.ogg","ABYSS_3_DEEP_TRENCH_DRONE","372.96","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","74","MusicProfile_Abyss","music.profile.abyss","Abyss","TenseLongTracks","music.abyss_5_hull_under_strain","0","ExplorationLong","0.74","2","0.891","365f3b3f6be78ed4186fa7058eaf87ee","Assets/_Project/Audio/Music for Game/abyss_5_Hull_Under_Strain.ogg","ABYSS_5_HULL_UNDER_STRAIN","155.873","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","80","MusicProfile_Abyss","music.profile.abyss","Abyss","TenseLongTracks","music.abyss_7_deep_water_pressure_hum","0","ExplorationLong","0.74","2","0.977","a5a0383509f8d3c4682d3aa70c7f5d6c","Assets/_Project/Audio/Music for Game/abyss_7_Deep Water Pressure Hum.ogg","ABYSS_7_DEEP_WATER_PRESSURE_HUM","253.28","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","86","MusicProfile_Abyss","music.profile.abyss","Abyss","TenseLongTracks","music.abyss_9_iron_under_pressure","0","ExplorationLong","0.74","2","0.891","7c4438b65a3c226429e075306f519510","Assets/_Project/Audio/Music for Game/abyss_9_Iron_Under_Pressure.ogg","ABYSS_9_IRON_UNDER_PRESSURE","142.08","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","92","MusicProfile_Abyss","music.profile.abyss","Abyss","TenseLongTracks","music.ambient_deep_1_underwater_muffled_silence","0","ExplorationLong","0.74","1","1","2120a917b8f58f5419996f894b1ff0f5","Assets/_Project/Audio/Music for Game/ambient_deep_1_Underwater Muffled Silence.ogg","AMBIENT_DEEP_1_UNDERWATER_MUFFLED_SILENCE","171.36","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","98","MusicProfile_Abyss","music.profile.abyss","Abyss","TenseLongTracks","music.ambient_deep_2_underwater_muffled_silence_1","0","ExplorationLong","0.74","1","1","34fb078072f9f6f4b99660bbb59d1c72","Assets/_Project/Audio/Music for Game/ambient_deep_2_Underwater Muffled Silence (1).ogg","AMBIENT_DEEP_2_UNDERWATER_MUFFLED_SILENCE_1","112.12","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","104","MusicProfile_Abyss","music.profile.abyss","Abyss","TenseLongTracks","music.ambient_deep_3_the_leviathan_s_watch","0","ExplorationLong","0.74","2","0.891","d3a15dddd81061d47b05349f9a252a09","Assets/_Project/Audio/Music for Game/ambient_deep_3_The_Leviathan_s_Watch.ogg","AMBIENT_DEEP_3_THE_LEVIATHAN_S_WATCH","142.028","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","110","MusicProfile_Abyss","music.profile.abyss","Abyss","TenseLongTracks","music.ambient_deep_4_krasiviy_six_miles_under","0","ExplorationLong","0.74","1","0.891","acf3b500352a7944899d97bbf37655f5","Assets/_Project/Audio/Music for Game/ambient_deep_4_krasiviy_Six_Miles_Under.ogg","AMBIENT_DEEP_4_KRASIVIY_SIX_MILES_UNDER","146.26","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","119","MusicProfile_Abyss","music.profile.abyss","Abyss","DiscoveryStingers","music.stinger_discovery_1_the_sunken_gate","4","DiscoveryStinger","0.5","1","0.917","81b174c662ccc04439985601bf432933","Assets/_Project/Audio/Music for Game/stinger_discovery_1_The_Sunken_Gate.ogg","STINGER_DISCOVERY_1_THE_SUNKEN_GATE","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","125","MusicProfile_Abyss","music.profile.abyss","Abyss","DiscoveryStingers","music.stinger_discovery_2_the_sunken_archive","4","DiscoveryStinger","0.5","1","0.917","1d02a115923b51a4f8f672755ccae79b","Assets/_Project/Audio/Music for Game/stinger_discovery_2_The_Sunken_Archive.ogg","STINGER_DISCOVERY_2_THE_SUNKEN_ARCHIVE","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","131","MusicProfile_Abyss","music.profile.abyss","Abyss","DiscoveryStingers","music.stinger_discovery_3_the_sunken_observatory","4","DiscoveryStinger","0.5","1","0.917","db4ef760f2874e34e8ec3f9d07362a90","Assets/_Project/Audio/Music for Game/stinger_discovery_3_The_Sunken_Observatory.ogg","STINGER_DISCOVERY_3_THE_SUNKEN_OBSERVATORY","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","137","MusicProfile_Abyss","music.profile.abyss","Abyss","DiscoveryStingers","music.stinger_discovery_4_the_sunken_observatory","4","DiscoveryStinger","0.5","1","0.917","3c54a92fe3f41814e93d1ade62f7d32a","Assets/_Project/Audio/Music for Game/stinger_discovery_4_The_Sunken_Observatory.ogg","STINGER_DISCOVERY_4_THE_SUNKEN_OBSERVATORY","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","143","MusicProfile_Abyss","music.profile.abyss","Abyss","DiscoveryStingers","music.stinger_discovery_5_the_sunken_relic","4","DiscoveryStinger","0.5","1","0.917","7d69df16d9f2cc2479fa609a64af98f7","Assets/_Project/Audio/Music for Game/stinger_discovery_5_The_Sunken_Relic.ogg","STINGER_DISCOVERY_5_THE_SUNKEN_RELIC","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","149","MusicProfile_Abyss","music.profile.abyss","Abyss","DiscoveryStingers","music.stinger_hallucination_1_beneath_the_tide","4","DiscoveryStinger","0.5","1","0.917","768a73eccd87c184caf6f887803a490c","Assets/_Project/Audio/Music for Game/stinger_hallucination_1_Beneath_the_Tide.ogg","STINGER_HALLUCINATION_1_BENEATH_THE_TIDE","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","156","MusicProfile_Abyss","music.profile.abyss","Abyss","DangerStingers","music.stinger_dangerous_1_iron_teeth","5","DangerStinger","0.95","1","0.917","ef4fb939718b1124daf5bbdcf98c8ed8","Assets/_Project/Audio/Music for Game/stinger_dangerous_1_Iron_Teeth.ogg","STINGER_DANGEROUS_1_IRON_TEETH","30.093","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","162","MusicProfile_Abyss","music.profile.abyss","Abyss","DangerStingers","music.stinger_dangerous_2heartbeat_under_floorboards","5","DangerStinger","0.95","1","0.917","c8be0393845ff744a86f64139d6ad1ee","Assets/_Project/Audio/Music for Game/stinger_dangerous_2Heartbeat_Under_Floorboards.ogg","STINGER_DANGEROUS_2HEARTBEAT_UNDER_FLOORBOARDS","30.772","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","169","MusicProfile_Abyss","music.profile.abyss","Abyss","RecoveryStingers","music.stinger_being_saved_1release_at_depth","6","RecoveryStinger","0.22","1","0.917","2cee222960dc8d54098777e03cbd6adc","Assets/_Project/Audio/Music for Game/stinger_being_saved_1Release_At_Depth.ogg","STINGER_BEING_SAVED_1RELEASE_AT_DEPTH","26.88","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","175","MusicProfile_Abyss","music.profile.abyss","Abyss","RecoveryStingers","music.stinger_being_saved_2_pressure_gives_way","6","RecoveryStinger","0.22","1","0.917","80df90f723d55ac43a0246898788db4b","Assets/_Project/Audio/Music for Game/stinger_being_saved_2_Pressure_Gives_Way.ogg","STINGER_BEING_SAVED_2_PRESSURE_GIVES_WAY","26.436","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Abyss.asset","181","MusicProfile_Abyss","music.profile.abyss","Abyss","RecoveryStingers","music.stinger_being_saved_3_first_breath_above","6","RecoveryStinger","0.22","1","0.917","170a7c1910c0b0b45a511f62e93d2f83","Assets/_Project/Audio/Music for Game/stinger_being_saved_3_First_Breath_Above.ogg","STINGER_BEING_SAVED_3_FIRST_BREATH_ABOVE","26.567","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","31","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.wam_base_lofi_11_beneath_the_iron_hull","0","ExplorationLong","0.18","1","0.866","f154b8d2565ef2c4194b81bf4c32b9e5","Assets/_Project/Audio/Music for Game/wam_base_lofi_11_Beneath_The_Iron_Hull.ogg","WAM_BASE_LOFI_11_BENEATH_THE_IRON_HULL","175.647","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","37","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_1_muffled_underwater_hum","0","ExplorationLong","0.18","3","0.972","768a8f8f32e0e6e47b83d7e8023dea4f","Assets/_Project/Audio/Music for Game/warm_base_lofi_1_Muffled Underwater Hum.ogg","WARM_BASE_LOFI_1_MUFFLED_UNDERWATER_HUM","154.04","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","43","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_10_chill_midnight_at_the_pressure_gate","0","ExplorationLong","0.18","1","0.866","066e15ab95dea604a8d1a63593f6e38e","Assets/_Project/Audio/Music for Game/warm_base_lofi_10_chill_Midnight_at_the_Pressure_Gate.ogg","WARM_BASE_LOFI_10_CHILL_MIDNIGHT_AT_THE_PRESSURE_GATE","175.203","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","49","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_2_muffled_underwater_hum_1","0","ExplorationLong","0.18","3","0.928","8f32822a202a88547ac2034a1c095f85","Assets/_Project/Audio/Music for Game/warm_base_lofi_2_Muffled Underwater Hum (1).ogg","WARM_BASE_LOFI_2_MUFFLED_UNDERWATER_HUM_1","265","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","55","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_3_underwater_hum","0","ExplorationLong","0.18","3","0.827","abd13bbe420ec9b4dbc18836d84ee874","Assets/_Project/Audio/Music for Game/warm_base_lofi_3_Underwater Hum.ogg","WARM_BASE_LOFI_3_UNDERWATER_HUM","106.08","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","61","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_4_underwater_hum_1","0","ExplorationLong","0.18","3","0.994","70ec3422f2fd4eb40982cb6d00b68ac6","Assets/_Project/Audio/Music for Game/warm_base_lofi_4_Underwater Hum (1).ogg","WARM_BASE_LOFI_4_UNDERWATER_HUM_1","97.84","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","67","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_5_iron_hull_lullaby","0","ExplorationLong","0.18","3","0.866","059c7d8007169c644a13ec64e7c3b385","Assets/_Project/Audio/Music for Game/warm_base_lofi_5_Iron_Hull_Lullaby.ogg","WARM_BASE_LOFI_5_IRON_HULL_LULLABY","134.269","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","73","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_6_vinyl_warmth_echo","0","ExplorationLong","0.18","3","1","a3fc0813d890f2b49b4127bafc9c868c","Assets/_Project/Audio/Music for Game/warm_base_lofi_6_Vinyl Warmth Echo.ogg","WARM_BASE_LOFI_6_VINYL_WARMTH_ECHO","129.16","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","79","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_7_vinyl_warmth_echo_1","0","ExplorationLong","0.18","3","1","2df6e5f8a95fb7047a177a696ed0b46d","Assets/_Project/Audio/Music for Game/warm_base_lofi_7_Vinyl Warmth Echo (1).ogg","WARM_BASE_LOFI_7_VINYL_WARMTH_ECHO_1","190.92","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","85","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_8_vinyl_crackle","0","ExplorationLong","0.18","3","0.846","2bd4b1725928a9148a154797eab74854","Assets/_Project/Audio/Music for Game/warm_base_lofi_8_Vinyl Crackle.ogg","WARM_BASE_LOFI_8_VINYL_CRACKLE","178.36","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","91","MusicProfile_Base","music.profile.base","Base Interior","CalmLongTracks","music.warm_base_lofi_9_vinyl_crackle_1","0","ExplorationLong","0.18","3","0.983","bd0cf680e8f1e8e49ab8d054efc3a89e","Assets/_Project/Audio/Music for Game/warm_base_lofi_9_Vinyl Crackle (1).ogg","WARM_BASE_LOFI_9_VINYL_CRACKLE_1","174.96","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","103","MusicProfile_Base","music.profile.base","Base Interior","RecoveryStingers","music.stinger_being_saved_1release_at_depth","6","RecoveryStinger","0.18","1","0.917","2cee222960dc8d54098777e03cbd6adc","Assets/_Project/Audio/Music for Game/stinger_being_saved_1Release_At_Depth.ogg","STINGER_BEING_SAVED_1RELEASE_AT_DEPTH","26.88","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","109","MusicProfile_Base","music.profile.base","Base Interior","RecoveryStingers","music.stinger_being_saved_2_pressure_gives_way","6","RecoveryStinger","0.18","1","0.917","80df90f723d55ac43a0246898788db4b","Assets/_Project/Audio/Music for Game/stinger_being_saved_2_Pressure_Gives_Way.ogg","STINGER_BEING_SAVED_2_PRESSURE_GIVES_WAY","26.436","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Base.asset","115","MusicProfile_Base","music.profile.base","Base Interior","RecoveryStingers","music.stinger_being_saved_3_first_breath_above","6","RecoveryStinger","0.18","1","0.917","170a7c1910c0b0b45a511f62e93d2f83","Assets/_Project/Audio/Music for Game/stinger_being_saved_3_First_Breath_Above.ogg","STINGER_BEING_SAVED_3_FIRST_BREATH_ABOVE","26.567","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","31","MusicProfile_Cave","music.profile.cave","Cave","CalmLongTracks","music.cave_ambient_1_pitch_black_silence","0","ExplorationLong","0.42","3","0.923","fe727dabd2c9e3f4e8eafc492522d4ce","Assets/_Project/Audio/Music for Game/cave_ambient_1_Pitch-Black Silence.ogg","CAVE_AMBIENT_1_PITCH_BLACK_SILENCE","234.96","Streaming","Vorbis","0.7","","","","","",""
"STATIC_SOURCE","PROFILE_CUE","Assets/_Project/Data/Audio/Music/Profiles/MusicProfile_Cave.asset","37","MusicProfile_Cave","music.profile.cave","Cave","CalmLongTracks","music.cave_ambient_2_pitch_black_silence","0","ExplorationLong","0.42","3","0.861","aabfefae74c85d44a91fa9e3863324e1","Assets/_Project/Audio/Music for Game/cave_ambient_2_Pitch Black Silence.ogg","CAVE_AMBIENT_2_PITCH_BLACK_SILENCE","199.96","Streaming","Vorbis","0.7","","","","","",""
