"path","cue_id","class","duration_sec","load_type","compression","quality","owner","addressable_group","addressable_key","placeholder_flag","route_use","notes"
"Assets/_Project/Audio/Music for Game/stinger_hallucination_1_Beneath_the_Tide.ogg","STINGER_HALLUCINATION_1_BENEATH_THE_TIDE","music","30.772","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/wam_base_lofi_11_Beneath_The_Iron_Hull.ogg","WAM_BASE_LOFI_11_BENEATH_THE_IRON_HULL","music","175.647","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_1_Muffled Underwater Hum.ogg","WARM_BASE_LOFI_1_MUFFLED_UNDERWATER_HUM","music","154.04","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_10_chill_Midnight_at_the_Pressure_Gate.ogg","WARM_BASE_LOFI_10_CHILL_MIDNIGHT_AT_THE_PRESSURE_GATE","music","175.203","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_2_Muffled Underwater Hum (1).ogg","WARM_BASE_LOFI_2_MUFFLED_UNDERWATER_HUM_1","music","265","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_3_Underwater Hum.ogg","WARM_BASE_LOFI_3_UNDERWATER_HUM","music","106.08","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_4_Underwater Hum (1).ogg","WARM_BASE_LOFI_4_UNDERWATER_HUM_1","music","97.84","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_5_Iron_Hull_Lullaby.ogg","WARM_BASE_LOFI_5_IRON_HULL_LULLABY","music","134.269","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_6_Vinyl Warmth Echo.ogg","WARM_BASE_LOFI_6_VINYL_WARMTH_ECHO","music","129.16","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_7_Vinyl Warmth Echo (1).ogg","WARM_BASE_LOFI_7_VINYL_WARMTH_ECHO_1","music","190.92","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_8_Vinyl Crackle.ogg","WARM_BASE_LOFI_8_VINYL_CRACKLE","music","178.36","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Music for Game/warm_base_lofi_9_Vinyl Crackle (1).ogg","WARM_BASE_LOFI_9_VINYL_CRACKLE_1","music","174.96","Streaming","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","MusicDirector cue/profile source","Runtime MusicDirector behavior pending"
"Assets/_Project/Audio/Breathing/breathing breath in and out 1.mp3","BREATHING_BREATH_IN_AND_OUT_1","player_loop","7.212","Streaming","Vorbis","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","player breath loop candidate; not generic SFX","Waveform QA hot transient; streaming/player-layer risk"
"Assets/_Project/Audio/Breathing/breathing rhytmic 8s - 3 breath in and 3 out.wav","BREATHING_RHYTMIC_8S_3_BREATH_IN_AND_3_OUT","player_loop","8.925","CompressedInMemory","Vorbis","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","player breath loop candidate; not generic SFX","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Breathing/inside suit sounds (too loud).wav","INSIDE_SUIT_SOUNDS_TOO_LOUD","player_loop","60","Streaming","Vorbis","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","true","player suit loop candidate; not generic SFX","Waveform QA long player-layer loop risk; filename indicates loudness debt"
"Assets/_Project/Audio/Footsteps/Default/default step (gravel - mud) (1).ogg","DEFAULT_STEP_GRAVEL_MUD_1","sfx","0.375","DecompressOnLoad","ADPCM","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Default/default step (gravel - mud) (2).ogg","DEFAULT_STEP_GRAVEL_MUD_2","sfx","0.375","DecompressOnLoad","ADPCM","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Default/default step (gravel - mud) (3).ogg","DEFAULT_STEP_GRAVEL_MUD_3","sfx","0.375","DecompressOnLoad","ADPCM","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Default/default step (gravel - mud) (4).ogg","DEFAULT_STEP_GRAVEL_MUD_4","sfx","0.375","DecompressOnLoad","ADPCM","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Metal/metal step (1).wav","METAL_STEP_1","sfx","0.614","DecompressOnLoad","ADPCM","0.59999996","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Metal/metal step (2).wav","METAL_STEP_2","sfx","0.914","DecompressOnLoad","ADPCM","0.59999996","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Metal/metal step (3).wav","METAL_STEP_3","sfx","0.706","CompressedInMemory","ADPCM","0.59999996","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Metal/metal step (4).wav","METAL_STEP_4","sfx","0.73","CompressedInMemory","ADPCM","0.59999996","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Rock/rock step (1).wav","ROCK_STEP_1","sfx","0.525","DecompressOnLoad","ADPCM","1","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Rock/rock step (2).wav","ROCK_STEP_2","sfx","0.476","DecompressOnLoad","ADPCM","1","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Rock/rock step (3).wav","ROCK_STEP_3","sfx","0.42","DecompressOnLoad","ADPCM","1","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Rock/rock step (4).wav","ROCK_STEP_4","sfx","0.49","DecompressOnLoad","ADPCM","1","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Sand/sand step  (1).wav","SAND_STEP_1","sfx","0.44","DecompressOnLoad","ADPCM","0.68","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Sand/sand step  (2).wav","SAND_STEP_2","sfx","0.517","DecompressOnLoad","ADPCM","0.68","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Sand/sand step  (3).wav","SAND_STEP_3","sfx","0.726","DecompressOnLoad","ADPCM","0.68","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Sand/sand step  (4).wav","SAND_STEP_4","sfx","0.569","DecompressOnLoad","ADPCM","0.68","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Wet/wet step (1).wav","WET_STEP_1","sfx","0.832","DecompressOnLoad","ADPCM","0.65","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Wet/wet step (2).wav","WET_STEP_2","sfx","0.962","CompressedInMemory","ADPCM","0.65","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Wet/wet step (3).wav","WET_STEP_3","sfx","0.771","DecompressOnLoad","ADPCM","0.65","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Footsteps/Wet/wet step (4).wav","WET_STEP_4","sfx","0.984","DecompressOnLoad","ADPCM","0.65","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Impact/landing-hardsurface.wav","LANDING_HARDSURFACE","sfx","0.736","CompressedInMemory","ADPCM","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Impact/landing-softsurface.wav","LANDING_SOFTSURFACE","sfx","0.452","DecompressOnLoad","ADPCM","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Movement/dive_splash.wav","DIVE_SPLASH","sfx","1.729","CompressedInMemory","ADPCM","0.7","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Movement/swimming - underwater.ogg","SWIMMING_UNDERWATER","player_loop","6.428","Streaming","Vorbis","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","player swim loop candidate; not generic SFX","Streaming player-layer risk; movement-state ownership pending"
"Assets/_Project/Audio/Movement/swimming -onwater.wav","SWIMMING_ONWATER","player_loop","12.459","Streaming","Vorbis","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","player surface swim loop candidate; not generic SFX","Waveform QA quiet sparse motion loop; streaming/player-layer risk"
"Assets/_Project/Audio/SFX/bubble sound (1).wav","BUBBLE_SOUND_1","sfx","1.5","DecompressOnLoad","ADPCM","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/SFX/bubble sound (2).wav","BUBBLE_SOUND_2","sfx","1.5","CompressedInMemory","ADPCM","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/SFX/bubble sound (3).wav","BUBBLE_SOUND_3","sfx","2","CompressedInMemory","Vorbis","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/SFX/bubble sound (4).wav","BUBBLE_SOUND_4","sfx","2","CompressedInMemory","Vorbis","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/SFX/water energe  - bulb.wav","WATER_ENERGE_BULB","sfx","1.312","DecompressOnLoad","ADPCM","0.45","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Thruster/servo_motor.wav","SERVO_MOTOR","sfx","1.773","DecompressOnLoad","ADPCM","0.65","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/Thruster/thrust continous.wav","THRUST_CONTINOUS","sfx","0.801","DecompressOnLoad","ADPCM","0.64","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","short SFX candidate","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/UI/blow ui sound (notif or option).mp3","BLOW_UI_SOUND_NOTIF_OR_OPTION","ui","1.44","CompressedInMemory","ADPCM","1","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","UI feedback","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/UI/click sound.wav","CLICK_SOUND","ui","0.172","DecompressOnLoad","ADPCM","1","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","UI feedback/listening-risk cue","Waveform QA very small transient; warning/UI audibility proof pending"
"Assets/_Project/Audio/UI/electro (nope) sound.flac","ELECTRO_NOPE_SOUND","ui","1.673","DecompressOnLoad","ADPCM","1","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","UI feedback","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/UI/open - tap - ui.wav","OPEN_TAP_UI","ui","1.385","CompressedInMemory","ADPCM","1","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","UI feedback","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/UI/ui - reverb sound.wav","UI_REVERB_SOUND","ui","1.341","CompressedInMemory","ADPCM","1","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","false","UI feedback","STATIC_SOURCE only; runtime proof pending"
"Assets/_Project/Audio/VO/Stubs/VOStub_Chen_Log01_EN.wav","VOSTUB_CHEN_LOG01_EN","voice","1.341","CompressedInMemory","ADPCM","0.22","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","true","VO placeholder/audio-log stub","Placeholder VO; duration override/localization proof pending"
"Assets/_Project/Audio/VO/Stubs/VOStub_Chen_Log01_RU.wav","VOSTUB_CHEN_LOG01_RU","voice","1.341","DecompressOnLoad","ADPCM","0.22","PENDING_OWNER","PENDING_ADDRESSABLES","PENDING_ADDRESSABLES","true","VO placeholder/audio-log stub","Placeholder VO; duration override/localization proof pending"
