source_file,line,route_card_id,phase_id,depth_min_m,depth_max_m,primary_surface,primary_surface_mask,ending_pressure,packet_count,packet_ids,required_packet_count,required_packet_ids,unknown_packet_ids,unknown_required_packet_ids,status
Docs/Lore/AppliedContent/route_cards/RS015_route_cards.csv,6,RC069_LUYTEN_JUNCTION_PACKET_CUSTODY,luyten_packet_custody,100,3000,terminal,4,partial_exit,1,P075_LUYTEN_JUNCTION_PACKET_CUSTODY,2,P051_LIGHT_DELAY_AUTHORITY;P054_RELAY_QUEUE_DRIFT,,,OK
Docs/Lore/AppliedContent/route_cards/RS016_route_cards.csv,2,RC070_RAN_AEGIR_ANCHOR,ran_aegir_anchor,0,1200,scanner,2,truth,1,P076_RAN_AEGIR_ANCHOR,1,P016_AEGIR_HOST_STAR,,,OK
Docs/Lore/AppliedContent/route_cards/RS016_route_cards.csv,3,RC071_AEGIR_MOON_LADDER,aegir_moon_ladder,0,2600,terminal,4,truth,1,P077_AEGIR_MOON_LADDER,1,P017_AEGIR_MOON_LADDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS016_route_cards.csv,4,RC072_INNER_MOON_RELAY_HAZARDS,inner_moon_relay_hazards,0,3200,terminal,4,partial_exit,1,P078_INNER_MOON_RELAY_HAZARDS,2,P012_RELAY_SPINE;P077_AEGIR_MOON_LADDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS016_route_cards.csv,5,RC073_HECTON8_ORBIT_TIDE_GEOMETRY,hecton8_orbit_tide_geometry,100,4200,terminal,4,truth,1,P079_HECTON8_ORBIT_TIDE_GEOMETRY,2,P017_AEGIR_MOON_LADDER;P057_GREAT_TIDE_LIABILITY_CHAIN,,,OK
Docs/Lore/AppliedContent/route_cards/RS016_route_cards.csv,6,RC074_OUTER_MOON_COLD_CLAIMS,outer_moon_cold_claims,0,2600,scanner,2,material,1,P080_OUTER_MOON_COLD_CLAIMS,2,P006_DEAD_CLAIM_CACHE;P077_AEGIR_MOON_LADDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS017_route_cards.csv,2,RC075_GREAT_TIDE_PHYSICS_RECORD,great_tide_physics_record,100,4200,terminal,4,truth,1,P081_GREAT_TIDE_PHYSICS_RECORD,2,P057_GREAT_TIDE_LIABILITY_CHAIN;P079_HECTON8_ORBIT_TIDE_GEOMETRY,,,OK
Docs/Lore/AppliedContent/route_cards/RS017_route_cards.csv,3,RC076_PRESSURE_GLASS_FORMATION,pressure_glass_formation,1200,5500,scanner,2,material_or_partial,1,P082_PRESSURE_GLASS_FORMATION,2,P019_HECTON8_RESOURCE_STACK;P035_FACTORY_TEMPLE_THRESHOLD,,,OK
Docs/Lore/AppliedContent/route_cards/RS017_route_cards.csv,4,RC077_BRINE_CANYON_ROUTE_LADDER,brine_canyon_route_ladder,600,3600,scanner,2,truth,1,P083_BRINE_CANYON_ROUTE_LADDER,2,P007_BRINE_STAIR;P018_HECTON8_DROWNED_GEOLOGY,,,OK
Docs/Lore/AppliedContent/route_cards/RS017_route_cards.csv,5,RC078_VENT_FORGE_GEOTHERMAL_ENGINE,vent_forge_geothermal_engine,2500,5500,terminal,4,partial_exit,1,P084_VENT_FORGE_GEOTHERMAL_ENGINE,2,P067_OSKAR_NEUMANN_PRESSURE_FORGE;P082_PRESSURE_GLASS_FORMATION,,,OK
Docs/Lore/AppliedContent/route_cards/RS017_route_cards.csv,6,RC079_BIOMETAL_RESOURCE_STACK,biometal_resource_stack,800,5500,scanner,2,material_or_partial,1,P085_BIOMETAL_RESOURCE_STACK,2,P019_HECTON8_RESOURCE_STACK;P061_MAINTENANCE_ECOLOGY,,,OK
Docs/Lore/AppliedContent/route_cards/RS018_route_cards.csv,2,RC080_AEGIR_RECLAMATION_POOL,claim_pool_authority,0,1800,terminal,4,partial_exit,1,P086_AEGIR_RECLAMATION_POOL,2,P021_BLACK_KEEL_CUSTODY;P058_BLACK_KEEL_CLAIM_HOOKS,,,OK
Docs/Lore/AppliedContent/route_cards/RS018_route_cards.csv,3,RC081_KEELMARK_MUTUAL_CUSTODY,insurance_custody,0,2200,terminal,4,material_or_partial,1,P087_KEELMARK_MUTUAL_CUSTODY,2,P052_BLACK_KEEL_TARIFF_TABLE;P086_AEGIR_RECLAMATION_POOL,,,OK
Docs/Lore/AppliedContent/route_cards/RS018_route_cards.csv,4,RC082_TONNE_WINDOW_DEBT,debt_meter,0,5200,terminal,4,material,1,P088_TONNE_WINDOW_DEBT,2,P087_KEELMARK_MUTUAL_CUSTODY;P024_FALSE_EXIT_MATERIAL,,,OK
Docs/Lore/AppliedContent/route_cards/RS018_route_cards.csv,5,RC083_BLACK_KEEL_FIRST_VOICE,first_hour_voice,0,250,audio,8,none,1,P089_BLACK_KEEL_FIRST_VOICE,2,P002_BLACK_KEEL_CONTACT;P060_FIRST_HOUR_SPINE,,,OK
Docs/Lore/AppliedContent/route_cards/RS018_route_cards.csv,6,RC084_DEEP_REACH_PRIORITY_HOOK,carrier_priority_hook,200,4200,terminal,4,truth,1,P090_DEEP_REACH_PRIORITY_HOOK,2,P070_DEEP_REACH_PRESENT_WINDOWS;P087_KEELMARK_MUTUAL_CUSTODY,,,OK
Docs/Lore/AppliedContent/route_cards/RS019_route_cards.csv,2,RC085_COLLISION_FRACTURED_MOON,moon_origin_model,100,4200,scanner,2,truth,1,P091_COLLISION_FRACTURED_MOON,2,P079_HECTON8_ORBIT_TIDE_GEOMETRY;P083_BRINE_CANYON_ROUTE_LADDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS019_route_cards.csv,3,RC086_GLOBAL_OCEAN_DEPTH_BANDS,physical_depth_atlas,0,5600,terminal,4,partial_exit,1,P092_GLOBAL_OCEAN_DEPTH_BANDS,2,P032_PRESSURE_LADDER_DEPTH_BANDS;P083_BRINE_CANYON_ROUTE_LADDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS019_route_cards.csv,4,RC087_ACCESSIBLE_SEAFLOOR_WINDOWS,seafloor_access_model,1200,5600,scanner,2,truth,1,P093_ACCESSIBLE_SEAFLOOR_WINDOWS,2,P083_BRINE_CANYON_ROUTE_LADDER;P084_VENT_FORGE_GEOTHERMAL_ENGINE,,,OK
Docs/Lore/AppliedContent/route_cards/RS019_route_cards.csv,5,RC088_SEED_GEOLOGY_INVARIANTS,replay_seed_rules,0,5600,in_game_wiki,16,none,1,P094_SEED_GEOLOGY_INVARIANTS,2,P077_AEGIR_MOON_LADDER;P092_GLOBAL_OCEAN_DEPTH_BANDS,,,OK
Docs/Lore/AppliedContent/route_cards/RS019_route_cards.csv,6,RC089_PRESSURE_CONTAINMENT_FAILURE,resource_containment_thresholds,800,5600,terminal,4,material_or_partial,1,P095_PRESSURE_CONTAINMENT_FAILURE,2,P082_PRESSURE_GLASS_FORMATION;P085_BIOMETAL_RESOURCE_STACK,,,OK
Docs/Lore/AppliedContent/route_cards/RS020_route_cards.csv,2,RC090_ATLAS_PERSON_BOUNDARY,atlas_person_boundary,3600,5600,terminal,4,truth,1,P096_ATLAS_PERSON_BOUNDARY,2,P065_SAHANA_IQBAL_ATLAS_SAFETY;P056_EX_DEEP_REACH_MARAUDER,,,OK
Docs/Lore/AppliedContent/route_cards/RS020_route_cards.csv,3,RC091_RECOVERY_COMPLIANCE_OFFICE,present_deep_reach_faction,800,5600,terminal,4,material_or_partial,1,P097_RECOVERY_COMPLIANCE_OFFICE,2,P070_DEEP_REACH_PRESENT_WINDOWS;P090_DEEP_REACH_PRIORITY_HOOK,,,OK
Docs/Lore/AppliedContent/route_cards/RS020_route_cards.csv,4,RC092_FALSE_ENDING_TAXONOMY,ending_family_framework,0,5600,in_game_wiki,16,partial_exit,1,P098_FALSE_ENDING_TAXONOMY,3,P037_COWARD_EXIT_CHAIN;P038_MATERIAL_PAYOUT_LEDGER;P100_FINAL_CHOICE_PAYLOAD,,,OK
Docs/Lore/AppliedContent/route_cards/RS020_route_cards.csv,5,RC093_MARAUDER_DOSSIER_PERSISTENCE,meta_replay_dossier,0,5600,terminal,4,none,1,P099_MARAUDER_DOSSIER_PERSISTENCE,2,P098_FALSE_ENDING_TAXONOMY;P094_SEED_GEOLOGY_INVARIANTS,,,OK
Docs/Lore/AppliedContent/route_cards/RS020_route_cards.csv,6,RC094_FINAL_CHOICE_PAYLOAD,final_payload_matrix,4300,5600,terminal,4,truth,1,P100_FINAL_CHOICE_PAYLOAD,3,P096_ATLAS_PERSON_BOUNDARY;P097_RECOVERY_COMPLIANCE_OFFICE;P045_BLACK_BOX_NAME_STACK,,,OK
Docs/Lore/AppliedContent/route_cards/RS021_route_cards.csv,2,RC095_NO_FTL_ROUTE_ECONOMY,no_ftl_route_economy,0,5600,terminal,4,none,1,P101_NO_FTL_ROUTE_ECONOMY,2,P012_RELAY_SPINE;P071_SOL_CORE_AUTHORITY,,,OK
Docs/Lore/AppliedContent/route_cards/RS021_route_cards.csv,3,RC096_BEAM_SAIL_PROBE_ERA,beam_sail_probe_era,0,5600,scanner,2,none,1,P102_BEAM_SAIL_PROBE_ERA,1,P101_NO_FTL_ROUTE_ECONOMY,,,OK
Docs/Lore/AppliedContent/route_cards/RS021_route_cards.csv,4,RC097_PELLET_FUSION_FREIGHT,pellet_fusion_freight,0,5600,scanner,2,none,1,P103_PELLET_FUSION_FREIGHT,1,P102_BEAM_SAIL_PROBE_ERA,,,OK
Docs/Lore/AppliedContent/route_cards/RS021_route_cards.csv,5,RC098_RAN_B_H8_PUBLIC_CATALOG,ran_b_h8_catalog,0,5600,scanner,2,none,1,P104_RAN_B_H8_PUBLIC_CATALOG,2,P076_RAN_AEGIR_ANCHOR;P079_HECTON8_ORBIT_TIDE_GEOMETRY,,,OK
Docs/Lore/AppliedContent/route_cards/RS021_route_cards.csv,6,RC099_BLACK_KEEL_IN_SYSTEM_TENDER,black_keel_in_system_limit,0,1200,terminal,4,partial_exit,1,P105_BLACK_KEEL_IN_SYSTEM_TENDER,2,P086_AEGIR_RECLAMATION_POOL;P089_BLACK_KEEL_FIRST_VOICE,,,OK
Docs/Lore/AppliedContent/route_cards/RS022_route_cards.csv,2,RC100_ILIYA_VARNEK_TIDE_MARGIN,deep_reach_signoff_chain,0,1800,terminal,4,truth,1,P106_ILIYA_VARNEK_TIDE_MARGIN,2,P057_GREAT_TIDE_LIABILITY_CHAIN;P081_GREAT_TIDE_PHYSICS_RECORD,,,OK
Docs/Lore/AppliedContent/route_cards/RS022_route_cards.csv,3,RC101_SELENE_ARENDT_ATLAS_WEIGHTING,deep_reach_signoff_chain,600,4300,terminal,4,truth,1,P107_SELENE_ARENDT_ATLAS_WEIGHTING,2,P065_SAHANA_IQBAL_ATLAS_SAFETY;P096_ATLAS_PERSON_BOUNDARY,,,OK
Docs/Lore/AppliedContent/route_cards/RS022_route_cards.csv,4,RC102_NOOR_HALDANE_EVAC_CERT,deep_reach_signoff_chain,250,2800,terminal,4,truth,1,P108_NOOR_HALDANE_EVAC_CERT,2,P043_SHIFT_BOARD_ROUTE_HOLDS;P044_MEDICAL_LOCK_DELAY,,,OK
Docs/Lore/AppliedContent/route_cards/RS022_route_cards.csv,5,RC103_MAREK_IBARRA_LOSS_CONVERSION,deep_reach_signoff_chain,800,5200,terminal,4,truth,1,P109_MAREK_IBARRA_LOSS_CONVERSION,2,P045_BLACK_BOX_NAME_STACK;P087_KEELMARK_MUTUAL_CUSTODY,,,OK
Docs/Lore/AppliedContent/route_cards/RS022_route_cards.csv,6,RC104_VERA_SATO_REN_RETURN_ACTION,present_deep_reach_faction,1200,5600,terminal,4,material_or_partial,1,P110_VERA_SATO_REN_RETURN_ACTION,2,P097_RECOVERY_COMPLIANCE_OFFICE;P090_DEEP_REACH_PRIORITY_HOOK,,,OK
Docs/Lore/AppliedContent/route_cards/RS023_route_cards.csv,2,RC105_MANUAL_BILGE_PUMP_KIT,first_tool_chain,0,250,scanner,2,none,1,P111_MANUAL_BILGE_PUMP_KIT,2,P001_CRASH_SHELF;P060_FIRST_HOUR_SPINE,,,OK
Docs/Lore/AppliedContent/route_cards/RS023_route_cards.csv,3,RC106_COLD_SEALANT_PATCH_GUN,first_tool_chain,0,400,scanner,2,none,1,P112_COLD_SEALANT_PATCH_GUN,1,P111_MANUAL_BILGE_PUMP_KIT,,,OK
Docs/Lore/AppliedContent/route_cards/RS023_route_cards.csv,4,RC107_LOW_POWER_INDUCTION_CUTTER,first_tool_chain,0,900,scanner,2,none,1,P113_LOW_POWER_INDUCTION_CUTTER,1,P112_COLD_SEALANT_PATCH_GUN,,,OK
Docs/Lore/AppliedContent/route_cards/RS023_route_cards.csv,5,RC108_ACOUSTIC_PINGER_LINE,first_tool_chain,0,1200,scanner,2,partial_exit,1,P114_ACOUSTIC_PINGER_LINE,1,P113_LOW_POWER_INDUCTION_CUTTER,,,OK
Docs/Lore/AppliedContent/route_cards/RS023_route_cards.csv,6,RC109_P63_FIELD_FABRICATOR,first_tool_chain,0,1200,terminal,4,none,1,P115_P63_FIELD_FABRICATOR,3,P111_MANUAL_BILGE_PUMP_KIT;P112_COLD_SEALANT_PATCH_GUN;P114_ACOUSTIC_PINGER_LINE,,,OK
Docs/Lore/AppliedContent/route_cards/RS024_route_cards.csv,2,RC110_NATIVE_SULFIDE_SALT_STACK,resource_taxonomy,0,2800,scanner,2,none,1,P116_NATIVE_SULFIDE_SALT_STACK,1,P085_BIOMETAL_RESOURCE_STACK,,,OK
Docs/Lore/AppliedContent/route_cards/RS024_route_cards.csv,3,RC111_NOBLE_GAS_BRINE_POCKETS,resource_taxonomy,1200,4300,scanner,2,material,1,P117_NOBLE_GAS_BRINE_POCKETS,2,P082_PRESSURE_GLASS_FORMATION;P116_NATIVE_SULFIDE_SALT_STACK,,,OK
Docs/Lore/AppliedContent/route_cards/RS024_route_cards.csv,4,RC112_DEEP_REACH_PRESSURE_CERAMICS,resource_taxonomy,250,4300,scanner,2,material,1,P118_DEEP_REACH_PRESSURE_CERAMICS,2,P084_VENT_FORGE_GEOTHERMAL_ENGINE;P117_NOBLE_GAS_BRINE_POCKETS,,,OK
Docs/Lore/AppliedContent/route_cards/RS024_route_cards.csv,5,RC113_ATLAS_BIOFIBER_SEALANT,resource_taxonomy,600,4300,scanner,2,truth,1,P119_ATLAS_BIOFIBER_SEALANT,2,P061_MAINTENANCE_ECOLOGY;P118_DEEP_REACH_PRESSURE_CERAMICS,,,OK
Docs/Lore/AppliedContent/route_cards/RS024_route_cards.csv,6,RC114_BIOMETAL_SENSOR_TAGS,resource_taxonomy,1200,5600,scanner,2,truth,1,P120_BIOMETAL_SENSOR_TAGS,2,P034_ABYSSAL_REPAIR_FAUNA;P119_ATLAS_BIOFIBER_SEALANT,,,OK
Docs/Lore/AppliedContent/route_cards/RS025_route_cards.csv,2,RC115_DOMAIN_CIVIC_CORPORATE_SPLIT,human_law,0,600,terminal,4,none,1,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,2,P071_SOL_CORE_AUTHORITY;P075_LUYTEN_JUNCTION_PACKET_CUSTODY,,,OK
Docs/Lore/AppliedContent/route_cards/RS025_route_cards.csv,3,RC116_MARAUDER_LEGAL_LOOPHOLE,human_law,0,1200,terminal,4,material,1,P122_MARAUDER_LEGAL_LOOPHOLE,2,P086_AEGIR_RECLAMATION_POOL;P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,,OK
Docs/Lore/AppliedContent/route_cards/RS025_route_cards.csv,4,RC117_SALVAGE_TRUTH_EVIDENCE_STATUS,human_law,250,2800,terminal,4,truth,1,P123_SALVAGE_TRUTH_EVIDENCE_STATUS,2,P075_LUYTEN_JUNCTION_PACKET_CUSTODY;P122_MARAUDER_LEGAL_LOOPHOLE,,,OK
Docs/Lore/AppliedContent/route_cards/RS025_route_cards.csv,5,RC118_NORMAL_CITIZEN_AEGIR_MEMORY,human_law,0,600,in_game_wiki,16,truth,1,P124_NORMAL_CITIZEN_AEGIR_MEMORY,1,P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,,OK
Docs/Lore/AppliedContent/route_cards/RS025_route_cards.csv,6,RC119_DEEP_REACH_ORIGIN_CHAIN,human_law,250,5600,terminal,4,truth,1,P125_DEEP_REACH_ORIGIN_CHAIN,2,P072_CENTAURI_COMPACT_LEGITIMACY;P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,,OK
Docs/Lore/AppliedContent/route_cards/RS026_route_cards.csv,2,RC120_ATLAS_PUBLIC_FRONT,atlas_authority,0,1200,terminal,4,truth,1,P126_ATLAS_PUBLIC_FRONT,2,P065_SAHANA_IQBAL_ATLAS_SAFETY;P125_DEEP_REACH_ORIGIN_CHAIN,,,OK
Docs/Lore/AppliedContent/route_cards/RS026_route_cards.csv,3,RC121_ATLAS_INSURANCE_PERSONHOOD_STATUS,atlas_authority,250,2800,terminal,4,truth,1,P127_ATLAS_INSURANCE_PERSONHOOD_STATUS,2,P087_KEELMARK_MUTUAL_CUSTODY;P126_ATLAS_PUBLIC_FRONT,,,OK
Docs/Lore/AppliedContent/route_cards/RS026_route_cards.csv,4,RC122_ATLAS_CLASSIFIED_WEIGHTING_LAYER,atlas_authority,1200,5600,terminal,4,truth,1,P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER,2,P107_SELENE_ARENDT_ATLAS_WEIGHTING;P127_ATLAS_INSURANCE_PERSONHOOD_STATUS,,,OK
Docs/Lore/AppliedContent/route_cards/RS026_route_cards.csv,5,RC123_ATLAS_SHUTDOWN_ETHIC_FRAME,atlas_authority,4300,5600,in_game_wiki,16,truth,1,P129_ATLAS_SHUTDOWN_ETHIC_FRAME,2,P100_FINAL_CHOICE_PAYLOAD;P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER,,,OK
Docs/Lore/AppliedContent/route_cards/RS026_route_cards.csv,6,RC124_ATLAS_PUBLIC_MEMORY_AFTER_2147,atlas_authority,0,2800,terminal,4,truth,1,P130_ATLAS_PUBLIC_MEMORY_AFTER_2147,2,P124_NORMAL_CITIZEN_AEGIR_MEMORY;P126_ATLAS_PUBLIC_FRONT,,,OK
Docs/Lore/AppliedContent/route_cards/RS027_route_cards.csv,2,RC125_MATERIAL_EXIT_BITTER_CREDITS,false_exit,0,2800,terminal,4,material,1,P131_MATERIAL_EXIT_BITTER_CREDITS,2,P098_FALSE_ENDING_TAXONOMY;P117_NOBLE_GAS_BRINE_POCKETS,,,OK
Docs/Lore/AppliedContent/route_cards/RS027_route_cards.csv,3,RC126_PARTIAL_EXIT_SAME_SEED_RETURN,false_exit,0,4300,terminal,4,partial_exit,1,P132_PARTIAL_EXIT_SAME_SEED_RETURN,2,P036_RETURN_VECTOR_WINDOW;P131_MATERIAL_EXIT_BITTER_CREDITS,,,OK
Docs/Lore/AppliedContent/route_cards/RS027_route_cards.csv,4,RC127_CORPORATE_CAPTURE_BAD_END,false_exit,1200,5600,terminal,4,material_or_partial,1,P133_CORPORATE_CAPTURE_BAD_END,2,P097_RECOVERY_COMPLIANCE_OFFICE;P132_PARTIAL_EXIT_SAME_SEED_RETURN,,,OK
Docs/Lore/AppliedContent/route_cards/RS027_route_cards.csv,5,RC128_QUARANTINE_HOLD_STALE_AIR,false_exit,0,2800,terminal,4,partial_exit,1,P134_QUARANTINE_HOLD_STALE_AIR,2,P108_NOOR_HALDANE_EVAC_CERT;P133_CORPORATE_CAPTURE_BAD_END,,,OK
Docs/Lore/AppliedContent/route_cards/RS027_route_cards.csv,6,RC129_PUBLIC_LEDGER_LEAK_ROUTE,false_exit,250,4300,terminal,4,truth,1,P135_PUBLIC_LEDGER_LEAK_ROUTE,2,P074_TAU_CETI_PUBLIC_LEDGER;P123_SALVAGE_TRUTH_EVIDENCE_STATUS,,,OK
Docs/Lore/AppliedContent/route_cards/RS028_route_cards.csv,2,RC130_DOSSIER_RUMOR_UNLOCKS,replay_dossier,0,0,in_game_wiki,16,none,1,P136_DOSSIER_RUMOR_UNLOCKS,1,P099_MARAUDER_DOSSIER_PERSISTENCE,,,OK
Docs/Lore/AppliedContent/route_cards/RS028_route_cards.csv,3,RC131_RISKIER_CONTRACT_SEEDS,replay_dossier,0,0,terminal,4,material_or_partial,1,P137_RISKIER_CONTRACT_SEEDS,2,P136_DOSSIER_RUMOR_UNLOCKS;P088_TONNE_WINDOW_DEBT,,,OK
Docs/Lore/AppliedContent/route_cards/RS028_route_cards.csv,4,RC132_FALSE_ENDING_COUNT_LADDER,replay_dossier,0,0,in_game_wiki,16,none,1,P138_FALSE_ENDING_COUNT_LADDER,2,P098_FALSE_ENDING_TAXONOMY;P135_PUBLIC_LEDGER_LEAK_ROUTE,,,OK
Docs/Lore/AppliedContent/route_cards/RS028_route_cards.csv,5,RC133_STARTING_CLAIM_VARIANTS,replay_dossier,0,0,terminal,4,material_or_partial,1,P139_STARTING_CLAIM_VARIANTS,2,P056_EX_DEEP_REACH_MARAUDER;P137_RISKIER_CONTRACT_SEEDS,,,OK
Docs/Lore/AppliedContent/route_cards/RS028_route_cards.csv,6,RC134_DOSSIER_KNOWLEDGE_NOT_POWER,replay_dossier,0,0,in_game_wiki,16,none,1,P140_DOSSIER_KNOWLEDGE_NOT_POWER,2,P136_DOSSIER_RUMOR_UNLOCKS;P139_STARTING_CLAIM_VARIANTS,,,OK
Docs/Lore/AppliedContent/route_cards/RS029_route_cards.csv,2,RC135_RAN_AEGIR_DISTANCE_MODEL,route_time,0,0,in_game_wiki,16,none,1,P141_RAN_AEGIR_DISTANCE_MODEL,1,P104_RAN_B_H8_PUBLIC_CATALOG,,,OK
Docs/Lore/AppliedContent/route_cards/RS029_route_cards.csv,3,RC136_PROBE_PACKET_TRAVEL_TIMES,route_time,0,0,terminal,4,truth,1,P142_PROBE_PACKET_TRAVEL_TIMES,2,P101_NO_FTL_ROUTE_ECONOMY;P141_RAN_AEGIR_DISTANCE_MODEL,,,OK
Docs/Lore/AppliedContent/route_cards/RS029_route_cards.csv,4,RC137_HEAVY_FREIGHT_STAGING_TIME,route_time,0,0,in_game_wiki,16,none,1,P143_HEAVY_FREIGHT_STAGING_TIME,2,P103_PELLET_FUSION_FREIGHT;P142_PROBE_PACKET_TRAVEL_TIMES,,,OK
Docs/Lore/AppliedContent/route_cards/RS029_route_cards.csv,5,RC138_HUMAN_CREW_ROTATION_TRANSIT,route_time,0,0,terminal,4,truth,1,P144_HUMAN_CREW_ROTATION_TRANSIT,1,P143_HEAVY_FREIGHT_STAGING_TIME,,,OK
Docs/Lore/AppliedContent/route_cards/RS029_route_cards.csv,6,RC139_RELAY_MESSAGE_LAG,route_time,0,0,terminal,4,truth,1,P145_RELAY_MESSAGE_LAG,2,P101_NO_FTL_ROUTE_ECONOMY;P075_LUYTEN_JUNCTION_PACKET_CUSTODY,,,OK
Docs/Lore/AppliedContent/route_cards/RS030_route_cards.csv,2,RC140_DEEP_REACH_PUBLIC_COMBINE,deep_reach_org,0,1200,in_game_wiki,16,none,1,P146_DEEP_REACH_PUBLIC_COMBINE,1,P125_DEEP_REACH_ORIGIN_CHAIN,,,OK
Docs/Lore/AppliedContent/route_cards/RS030_route_cards.csv,3,RC141_AEGIR_CONTINUITY_HOLDINGS,deep_reach_org,0,2800,terminal,4,material,1,P147_AEGIR_CONTINUITY_HOLDINGS,2,P146_DEEP_REACH_PUBLIC_COMBINE;P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,,OK
Docs/Lore/AppliedContent/route_cards/RS030_route_cards.csv,4,RC142_ATLAS_CONTINUITY_OFFICE,deep_reach_org,250,4300,terminal,4,truth,1,P148_ATLAS_CONTINUITY_OFFICE,2,P107_SELENE_ARENDT_ATLAS_WEIGHTING;P128_ATLAS_CLASSIFIED_WEIGHTING_LAYER,,,OK
Docs/Lore/AppliedContent/route_cards/RS030_route_cards.csv,5,RC143_KEELMARK_LOSS_DESK,deep_reach_org,0,1200,terminal,4,material_or_partial,1,P149_KEELMARK_LOSS_DESK,2,P087_KEELMARK_MUTUAL_CUSTODY;P109_MAREK_IBARRA_LOSS_CONVERSION,,,OK
Docs/Lore/AppliedContent/route_cards/RS030_route_cards.csv,6,RC144_RECOVERY_COMPLIANCE_CHAIN,deep_reach_org,0,5600,terminal,4,truth,1,P150_RECOVERY_COMPLIANCE_CHAIN,2,P097_RECOVERY_COMPLIANCE_OFFICE;P110_VERA_SATO_REN_RETURN_ACTION,,,OK
Docs/Lore/AppliedContent/route_cards/RS031_route_cards.csv,2,RC145_BLACK_KEEL_CONTRACT_APPROACH,first_hour,0,0,terminal,4,material,1,P151_BLACK_KEEL_CONTRACT_APPROACH,2,P089_BLACK_KEEL_FIRST_VOICE;P088_TONNE_WINDOW_DEBT,,,OK
Docs/Lore/AppliedContent/route_cards/RS031_route_cards.csv,3,RC146_DROP_CAPSULE_DAMAGE_SEQUENCE,first_hour,0,250,scanner,2,none,1,P152_DROP_CAPSULE_DAMAGE_SEQUENCE,1,P059_ESCAPE_CHAIN_ASSEMBLY,,,OK
Docs/Lore/AppliedContent/route_cards/RS031_route_cards.csv,4,RC147_SHALLOW_ANNEX_P63_PUMP_ROOM,first_hour,0,250,scanner,2,none,1,P153_SHALLOW_ANNEX_P63_PUMP_ROOM,2,P111_MANUAL_BILGE_PUMP_KIT;P115_P63_FIELD_FABRICATOR,,,OK
Docs/Lore/AppliedContent/route_cards/RS031_route_cards.csv,5,RC148_FIRST_SANITIZED_ACCIDENT_PACKET,first_hour,0,600,terminal,4,truth,1,P154_FIRST_SANITIZED_ACCIDENT_PACKET,2,P057_GREAT_TIDE_LIABILITY_CHAIN;P130_ATLAS_PUBLIC_MEMORY_AFTER_2147,,,OK
Docs/Lore/AppliedContent/route_cards/RS031_route_cards.csv,6,RC149_FIRST_ATLAS_REPAIR_TRACE,first_hour,0,600,scanner,2,truth,1,P155_FIRST_ATLAS_REPAIR_TRACE,2,P061_MAINTENANCE_ECOLOGY;P084_VENT_FORGE_GEOTHERMAL_ENGINE,,,OK
Docs/Lore/AppliedContent/route_cards/RS032_route_cards.csv,2,RC150_SHIFT_CREWS_NOT_HEROES,colony_human,0,1200,in_game_wiki,16,none,1,P156_SHIFT_CREWS_NOT_HEROES,1,P041_WORKER_LOCKER_ROW,,,OK
Docs/Lore/AppliedContent/route_cards/RS032_route_cards.csv,3,RC151_WORKER_JOB_CARDS,colony_human,0,1200,scanner,2,truth,1,P157_WORKER_JOB_CARDS,1,P156_SHIFT_CREWS_NOT_HEROES,,,OK
Docs/Lore/AppliedContent/route_cards/RS032_route_cards.csv,4,RC152_LOCKER_NAME_PROTOCOL,colony_human,0,1200,scanner,2,truth,1,P158_LOCKER_NAME_PROTOCOL,2,P041_WORKER_LOCKER_ROW;P157_WORKER_JOB_CARDS,,,OK
Docs/Lore/AppliedContent/route_cards/RS032_route_cards.csv,5,RC153_MEDICAL_TRIAGE_LEDGER,colony_human,250,2800,terminal,4,truth,1,P159_MEDICAL_TRIAGE_LEDGER,2,P044_MEDICAL_LOCK_DELAY;P108_NOOR_HALDANE_EVAC_CERT,,,OK
Docs/Lore/AppliedContent/route_cards/RS032_route_cards.csv,6,RC154_MARAUDER_CORRECTION_LAYER,colony_human,0,2800,scanner,2,truth,1,P160_MARAUDER_CORRECTION_LAYER,2,P156_SHIFT_CREWS_NOT_HEROES;P041_WORKER_LOCKER_ROW,,,OK
Docs/Lore/AppliedContent/route_cards/RS033_route_cards.csv,2,RC155_DOMAIN_DISTANCE_SCALE,domain_table,0,0,in_game_wiki,16,none,1,P161_DOMAIN_DISTANCE_SCALE,2,P141_RAN_AEGIR_DISTANCE_MODEL;P121_DOMAIN_CIVIC_CORPORATE_SPLIT,,,OK
