source_file,line,map_type,packet_id,packet_known,expected_packet_hash_hex,supplied_packet_hash,primary_component,primary_field,primary_hook_known,secondary_component,secondary_field,secondary_hook_known,existing_candidate_paths,missing_referenced_paths,status
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,285,RS001_RS010_manual_binding_policy.csv,P370_PROFESSIONAL_GUILT_TO_PERSONAL_STAKE,yes,0x504B7237,0x504B7237,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,286,RS001_RS010_manual_binding_policy.csv,P371_GREAT_TIDE_SENSOR_MARGIN_PROOF,yes,0x08F336C8,0x08F336C8,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,287,RS001_RS010_manual_binding_policy.csv,P372_EVACUATION_QUEUE_DELAY_PROOF,yes,0xCB7F4EBC,0xCB7F4EBC,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,288,RS001_RS010_manual_binding_policy.csv,P373_ATLAS_WEIGHTING_AUDIT_PROOF,yes,0x70977B14,0x70977B14,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,289,RS001_RS010_manual_binding_policy.csv,P374_QUARANTINE_RELEASE_DELAY_PROOF,yes,0x8994351F,0x8994351F,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,290,RS001_RS010_manual_binding_policy.csv,P375_CLAIM_CONTINUITY_LOSS_CONVERSION_PROOF,yes,0x29703818,0x29703818,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,291,RS001_RS010_manual_binding_policy.csv,P376_PAYLOAD_SELL_COORDINATES_RECEIVER_PROTOCOL,yes,0xADB6D9D0,0xADB6D9D0,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,292,RS001_RS010_manual_binding_policy.csv,P377_PAYLOAD_SEVER_ATLAS_RECEIVER_PROTOCOL,yes,0x3AE2BC9C,0x3AE2BC9C,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,293,RS001_RS010_manual_binding_policy.csv,P378_PAYLOAD_PRESERVE_QUARANTINE_RECEIVER_PROTOCOL,yes,0x4B0642C1,0x4B0642C1,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,294,RS001_RS010_manual_binding_policy.csv,P379_PAYLOAD_PUBLIC_LEDGER_RECEIVER_PROTOCOL,yes,0x8B5501BC,0x8B5501BC,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,295,RS001_RS010_manual_binding_policy.csv,P380_PAYLOAD_WITHHOLD_BLIND_RETURN_PROTOCOL,yes,0xE22C868F,0xE22C868F,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,296,RS001_RS010_manual_binding_policy.csv,P381_CONTRACT_APPROACH_ACT_GATE,yes,0xEB8F7216,0xEB8F7216,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,297,RS001_RS010_manual_binding_policy.csv,P382_PHOTIC_SHELF_SURVIVAL_ACT,yes,0xD8998711,0xD8998711,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,298,RS001_RS010_manual_binding_policy.csv,P383_BRINE_CANYON_LIABILITY_ACT,yes,0x0BE7A6A6,0x0BE7A6A6,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,299,RS001_RS010_manual_binding_policy.csv,P384_ABYSSAL_MACHINE_FIELD_REPAIR_ACT,yes,0x2290A71E,0x2290A71E,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,300,RS001_RS010_manual_binding_policy.csv,P385_ATLAS_BASIN_PAYLOAD_ACT,yes,0xE1D547A3,0xE1D547A3,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,301,RS001_RS010_manual_binding_policy.csv,P386_SHALLOW_ANNEX_P63_POI_KIT,yes,0xCC217724,0xCC217724,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,302,RS001_RS010_manual_binding_policy.csv,P387_CABLE_REEF_RELAY_YARD_POI_KIT,yes,0xAF4D03F5,0xAF4D03F5,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,303,RS001_RS010_manual_binding_policy.csv,P388_BRINE_CANYON_PUMP_CATHEDRAL_POI_KIT,yes,0xE9E99AEA,0xE9E99AEA,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,304,RS001_RS010_manual_binding_policy.csv,P389_EVACUATION_QUEUE_TERMINAL_POI_KIT,yes,0xBF9890E0,0xBF9890E0,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,305,RS001_RS010_manual_binding_policy.csv,P390_ATLAS_SERVICE_BASIN_POI_KIT,yes,0x6A4B738F,0x6A4B738F,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,306,RS001_RS010_manual_binding_policy.csv,P391_QUIET_SALVAGE_CONTRACT_SEED,yes,0xA552FBE2,0xA552FBE2,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,307,RS001_RS010_manual_binding_policy.csv,P392_STORM_WINDOW_RUSH_CONTRACT_SEED,yes,0xC526310C,0xC526310C,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,308,RS001_RS010_manual_binding_policy.csv,P393_HIGH_CUSTODY_SAMPLE_CONTRACT_SEED,yes,0x4831FC6D,0x4831FC6D,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,309,RS001_RS010_manual_binding_policy.csv,P394_EVIDENCE_FIRST_CHARTER_CONTRACT_SEED,yes,0x80004B9B,0x80004B9B,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,310,RS001_RS010_manual_binding_policy.csv,P395_RECOVERY_COMPLIANCE_BAIT_CONTRACT_SEED,yes,0xDD9FC1D2,0xDD9FC1D2,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,311,RS001_RS010_manual_binding_policy.csv,P396_PUBLIC_STARTING_PREMISE_ARTICLE_MODULE,yes,0x7F84EF38,0x7F84EF38,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,312,RS001_RS010_manual_binding_policy.csv,P397_PUBLIC_NO_FTL_ROUTE_ARTICLE_MODULE,yes,0xBD8A57BD,0xBD8A57BD,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,313,RS001_RS010_manual_binding_policy.csv,P398_PUBLIC_AEGIR_MOON_MAP_ARTICLE_MODULE,yes,0x18A8AE35,0x18A8AE35,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,314,RS001_RS010_manual_binding_policy.csv,P399_PUBLIC_DEEP_REACH_LIABILITY_ARTICLE_MODULE,yes,0x4519ED49,0x4519ED49,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,315,RS001_RS010_manual_binding_policy.csv,P400_PUBLIC_ATLAS_SPOILER_GATE_ARTICLE_MODULE,yes,0xB9A793DA,0xB9A793DA,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,316,RS001_RS010_manual_binding_policy.csv,P401_MARA_VENN_PUMP_CHIEF_DOSSIER,yes,0x76EE435B,0x76EE435B,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,317,RS001_RS010_manual_binding_policy.csv,P402_JUNO_KADE_RELAY_NOTARY_DOSSIER,yes,0xE40F1E60,0xE40F1E60,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,318,RS001_RS010_manual_binding_policy.csv,P403_REN_OKOYE_BRINE_CARTOGRAPHER_DOSSIER,yes,0xD0D99EA2,0xD0D99EA2,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,319,RS001_RS010_manual_binding_policy.csv,P404_SAHANA_IQBAL_TRIAGE_MECHANIC_DOSSIER,yes,0x2E127AA4,0x2E127AA4,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,320,RS001_RS010_manual_binding_policy.csv,P405_LIAN_TORRES_VENT_FORGE_OPERATOR_DOSSIER,yes,0x2F6DE1D0,0x2F6DE1D0,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,321,RS001_RS010_manual_binding_policy.csv,P406_VARNEK_MARGIN_ACCEPTANCE_MEMO_ARTIFACT,yes,0x70010044,0x70010044,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,322,RS001_RS010_manual_binding_policy.csv,P407_ARENDT_ATLAS_WEIGHTING_WAIVER_ARTIFACT,yes,0x35BCF02A,0x35BCF02A,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,323,RS001_RS010_manual_binding_policy.csv,P408_HALDANE_QUARANTINE_RELEASE_HOLD_ARTIFACT,yes,0xDC4B3E83,0xDC4B3E83,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,324,RS001_RS010_manual_binding_policy.csv,P409_IBARRA_LOSS_CONVERSION_LEDGER_ARTIFACT,yes,0x0C2E00C2,0x0C2E00C2,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,325,RS001_RS010_manual_binding_policy.csv,P410_SATO_REN_RETURN_ACTION_PACKET_ARTIFACT,yes,0x6F48B444,0x6F48B444,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,326,RS001_RS010_manual_binding_policy.csv,P411_PREDATOR_SHADOW_ENCOUNTER_GRAMMAR,yes,0xDBF9A2B8,0xDBF9A2B8,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,327,RS001_RS010_manual_binding_policy.csv,P412_GLASS_GRAZER_CLEARING_ENCOUNTER_GRAMMAR,yes,0xAADF9DCB,0xAADF9DCB,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,328,RS001_RS010_manual_binding_policy.csv,P413_LANTERN_DRIFT_FALSE_SAFE_ENCOUNTER_GRAMMAR,yes,0xD2FED98E,0xD2FED98E,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,329,RS001_RS010_manual_binding_policy.csv,P414_BRINE_VANE_NAVIGATION_ENCOUNTER_GRAMMAR,yes,0x80A8159D,0x80A8159D,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,330,RS001_RS010_manual_binding_policy.csv,P415_SENSOR_TAGGED_FAUNA_PURSUIT_ENCOUNTER_GRAMMAR,yes,0xD09ED10C,0xD09ED10C,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,331,RS001_RS010_manual_binding_policy.csv,P416_SITE_WIKI_START_HERE_CLUSTER,yes,0x254CF278,0x254CF278,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,332,RS001_RS010_manual_binding_policy.csv,P417_SITE_WIKI_SYSTEM_AND_SHIPS_CLUSTER,yes,0x9DA2F0E5,0x9DA2F0E5,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,333,RS001_RS010_manual_binding_policy.csv,P418_SITE_WIKI_COLONY_AND_WORKERS_CLUSTER,yes,0x44E2966D,0x44E2966D,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,334,RS001_RS010_manual_binding_policy.csv,P419_SITE_WIKI_RESOURCES_AND_ECOLOGY_CLUSTER,yes,0x29E6D16A,0x29E6D16A,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,335,RS001_RS010_manual_binding_policy.csv,P420_SITE_WIKI_ENDINGS_SPOILER_CLUSTER,yes,0x0F110DAB,0x0F110DAB,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,336,RS001_RS010_manual_binding_policy.csv,P421_RAN_AEGIR_PUBLIC_DISTANCE_BAND,yes,0xFDF00927,0xFDF00927,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,337,RS001_RS010_manual_binding_policy.csv,P422_AEGIR_LOCAL_WINDOW_BAND_TABLE,yes,0xCAE22E8C,0xCAE22E8C,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,338,RS001_RS010_manual_binding_policy.csv,P423_HECTON8_MOON_LADDER_PUBLIC_BAND,yes,0x3D2310C5,0x3D2310C5,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,339,RS001_RS010_manual_binding_policy.csv,P424_BLACK_KEEL_TRANSFER_ORBIT_BAND,yes,0xD83852E0,0xD83852E0,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,340,RS001_RS010_manual_binding_policy.csv,P425_PUBLIC_EPHEMERIS_TABLE_HANDOFF_RULE,yes,0x945331B2,0x945331B2,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,341,RS001_RS010_manual_binding_policy.csv,P426_BLUE_DEBT_CUSTODY_GRADE_RECEIPT,yes,0xFF5DD165,0xFF5DD165,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,342,RS001_RS010_manual_binding_policy.csv,P427_PRESSURE_GLASS_FIELD_CERTIFICATE,yes,0x65752A7C,0x65752A7C,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,343,RS001_RS010_manual_binding_policy.csv,P428_BRINE_SALT_PROCESS_LOT_CARD,yes,0xB17414E8,0xB17414E8,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,344,RS001_RS010_manual_binding_policy.csv,P429_ATLAS_LATTICE_CONTAMINATION_TAG,yes,0x1DD168C7,0x1DD168C7,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,345,RS001_RS010_manual_binding_policy.csv,P430_BLACK_KEEL_PAYOUT_MASS_LEDGER,yes,0x24C8B55A,0x24C8B55A,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,346,RS001_RS010_manual_binding_policy.csv,P431_PDA_EVIDENCE_TIER_LABEL_RULE,yes,0x4A95B678,0x4A95B678,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,347,RS001_RS010_manual_binding_policy.csv,P432_SCANNER_STAGE_COPY_ESCALATION_RULE,yes,0xAB22E3EB,0xAB22E3EB,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,348,RS001_RS010_manual_binding_policy.csv,P433_TERMINAL_OPERATOR_SURFACE_RULE,yes,0x50976FC8,0x50976FC8,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,349,RS001_RS010_manual_binding_policy.csv,P434_DOSSIER_ENDING_RECORD_LAYOUT_RULE,yes,0xC7A28E14,0xC7A28E14,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,350,RS001_RS010_manual_binding_policy.csv,P435_LOCALIZED_OVERFLOW_PRESENTATION_RULE,yes,0x63DD8CF2,0x63DD8CF2,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,351,RS001_RS010_manual_binding_policy.csv,P436_BLACK_KEEL_APPROACH_TRANSCRIPT_SEED,yes,0x171CB094,0x171CB094,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,352,RS001_RS010_manual_binding_policy.csv,P437_DEEP_REACH_SANITIZED_PACKET_TRANSCRIPT_SEED,yes,0x82E14204,0x82E14204,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,353,RS001_RS010_manual_binding_policy.csv,P438_WORKER_DOSSIER_AUDIO_TRANSCRIPT_SEED,yes,0x97B8CFD3,0x97B8CFD3,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,354,RS001_RS010_manual_binding_policy.csv,P439_ATLAS_REPAIR_TRACE_TRANSCRIPT_SEED,yes,0x18F693B0,0x18F693B0,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,355,RS001_RS010_manual_binding_policy.csv,P440_ENDING_RECORD_TRANSCRIPT_SEED,yes,0xCE909F46,0xCE909F46,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,356,RS001_RS010_manual_binding_policy.csv,P441_RESOURCE_YIELD_VALUE_DRAFT_ROWS,yes,0x045B6571,0x045B6571,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,357,RS001_RS010_manual_binding_policy.csv,P442_STACK_LIMIT_VALUE_DRAFT_ROWS,yes,0x6148B5F6,0x6148B5F6,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,358,RS001_RS010_manual_binding_policy.csv,P443_ESCAPE_RECIPE_VALUE_DRAFT_ROWS,yes,0xBCCD1B7D,0xBCCD1B7D,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,359,RS001_RS010_manual_binding_policy.csv,P444_CONTRACT_RISK_REWARD_VALUE_DRAFT_ROWS,yes,0x0772077A,0x0772077A,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,360,RS001_RS010_manual_binding_policy.csv,P445_ENDING_PAYOUT_VALUE_DRAFT_ROWS,yes,0xEA5FF033,0xEA5FF033,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,361,RS001_RS010_manual_binding_policy.csv,P446_FIRST_HOUR_PLACEMENT_BRIEF,yes,0xB7CA64A6,0xB7CA64A6,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,362,RS001_RS010_manual_binding_policy.csv,P447_MID_DEPTH_ROUTE_PLACEMENT_BRIEF,yes,0x4A8F7FAA,0x4A8F7FAA,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,363,RS001_RS010_manual_binding_policy.csv,P448_ECOLOGY_SCAN_PLACEMENT_BRIEF,yes,0x3E6882A5,0x3E6882A5,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,364,RS001_RS010_manual_binding_policy.csv,P449_FINAL_DESCENT_PLACEMENT_BRIEF,yes,0x16FF9053,0x16FF9053,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,365,RS001_RS010_manual_binding_policy.csv,P450_TERMINAL_SLOT_PROMOTION_BRIEF,yes,0x02D1A5B3,0x02D1A5B3,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,366,RS001_RS010_manual_binding_policy.csv,P451_RU_NATIVE_ENCODING_QA_BRIEF,yes,0x8D21A55D,0x8D21A55D,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,367,RS001_RS010_manual_binding_policy.csv,P452_CJK_FONT_WRAP_QA_BRIEF,yes,0x28021DBE,0x28021DBE,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,368,RS001_RS010_manual_binding_policy.csv,P453_RTL_BIDI_NUMERIC_QA_BRIEF,yes,0xEEA5B169,0xEEA5B169,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,369,RS001_RS010_manual_binding_policy.csv,P454_EUROPEAN_EXPANSION_FIT_QA_BRIEF,yes,0x1F083EC2,0x1F083EC2,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,370,RS001_RS010_manual_binding_policy.csv,P455_SUBTITLE_AUDIO_TIMING_QA_BRIEF,yes,0xA40119F4,0xA40119F4,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,371,RS001_RS010_manual_binding_policy.csv,P456_SITE_HOME_LONGFORM_BRIEF,yes,0x16DC78A8,0x16DC78A8,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,372,RS001_RS010_manual_binding_policy.csv,P457_AEGIR_HARD_SCIFI_LONGFORM_BRIEF,yes,0x481C1BA9,0x481C1BA9,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,373,RS001_RS010_manual_binding_policy.csv,P458_DEEP_REACH_LIABILITY_LONGFORM_BRIEF,yes,0x298F79C3,0x298F79C3,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,374,RS001_RS010_manual_binding_policy.csv,P459_ATLAS_SPOILER_LONGFORM_BRIEF,yes,0xD383EA54,0xD383EA54,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
Docs/Lore/AppliedContent/binding_maps/RS001_RS010_manual_binding_policy.csv,375,RS001_RS010_manual_binding_policy.csv,P460_BLUE_DEBT_RESOURCE_LONGFORM_BRIEF,yes,0x75A42B95,0x75A42B95,NarrativeDiscovery,appliedLorePacketHash,yes,,,n/a,0,,OK
