path,file_mib,triangles,geometry_estimate_mib,lod_detected,meta_is_readable,meta_mesh_compression,meta_optimize_mesh,meta_import_blend_shapes,meta_add_colliders,meta_generate_secondary_uv,meta_keep_quads,flags,recommendation
Assets/ScifiFacility/Models/props/details/pipes/detail_05_e01.fbx,0.049,588,0.087,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/_Project/_PROLOGUE_CONTENT/Models/wall_04_3x6_d.fbx,0.044,586,0.087,false,0,0,,0,0,1,0,MESH_COMPRESSION_OFF_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/rails+scaffolds+stairs/rail_01.fbx,0.046,582,0.087,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/prop_01.fbx,0.139,575,0.086,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/pipes/detail_05_e03.fbx,0.046,560,0.083,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_h_door.fbx,0.054,552,0.082,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/_Project/_PROLOGUE_CONTENT/Models/wall_01_2x3_a.fbx,0.062,530,0.079,false,0,0,,0,0,1,0,MESH_COMPRESSION_OFF_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_door_wing_right.fbx,0.118,524,0.078,false,1,2,,0,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/locker_04.fbx,0.043,515,0.077,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/prop_02.fbx,0.113,510,0.076,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/monitor.fbx,0.051,510,0.076,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/controlpanels/controlpanel_09.fbx,0.040,498,0.074,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/locker_03.fbx,0.081,497,0.074,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_e.fbx,0.085,481,0.072,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_02_1x3_c.fbx,0.050,467,0.069,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/table_base.fbx,0.086,466,0.069,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_03_8x3_b.fbx,0.057,451,0.067,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/prop_06.fbx,0.049,448,0.067,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_i.fbx,0.054,447,0.067,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/chair_03.fbx,0.043,440,0.065,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_f.fbx,0.039,422,0.063,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/technical/detail_05_c.fbx,0.038,409,0.061,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/pipes/detail_05_e02.fbx,0.037,392,0.058,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/prop_04.fbx,0.045,382,0.057,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/rails+scaffolds+stairs/walk_04.fbx,0.041,382,0.057,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_top_trim_corner.fbx,0.040,364,0.054,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/tubes/tube_01.fbx,0.025,352,0.052,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/tubes/tube_02.fbx,0.024,352,0.052,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/floor/floor/floor_02.fbx,0.043,348,0.052,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/floor/floor_02.fbx,0.043,348,0.052,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/locker_01.fbx,0.051,342,0.051,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/column_01_base.fbx,0.095,334,0.050,false,1,2,,0,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_03_4x3_a.fbx,0.054,321,0.048,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/rails+scaffolds+stairs/scaffold_connector.fbx,0.037,320,0.048,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/ceiling/ceiling_09.fbx,0.055,312,0.046,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/trims/trim_01.fbx,0.066,308,0.046,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/couch_01.fbx,0.020,308,0.046,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_door_wing_left.fbx,0.076,304,0.045,false,1,2,,0,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_04_8x10_c_door.fbx,0.039,290,0.043,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/controlpanels/controlpanel_03.fbx,0.030,290,0.043,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_4x3_b.fbx,0.082,282,0.042,false,1,2,,0,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/column_05_prop_01.fbx,0.032,282,0.042,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/lights/light_08.fbx,0.038,280,0.042,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/technical/detail_04_e.fbx,0.026,278,0.041,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_corner_b_ceiling.fbx,0.054,276,0.041,false,1,2,,0,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/lights/light_01.fbx,0.029,276,0.041,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_connector_02.fbx,0.029,276,0.041,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/floor/floor/floor_border_01.fbx,0.034,273,0.041,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/floor/floor_border_01.fbx,0.034,273,0.041,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/prop_07.fbx,0.048,270,0.040,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/table_03.fbx,0.041,266,0.040,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/prop_08.fbx,0.038,266,0.040,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/prop_09.fbx,0.033,264,0.039,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/technical/detail_05_b.fbx,0.025,258,0.038,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/controlpanels/controlpanel_11.fbx,0.020,258,0.038,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/floor/floor/floor_border_04.fbx,0.037,256,0.038,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/floor/floor_border_04.fbx,0.037,256,0.038,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_04_6x4_e.fbx,0.048,254,0.038,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/locker_02.fbx,0.045,253,0.038,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/prop_12_b.fbx,0.039,252,0.037,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/lights/light_07.fbx,0.036,252,0.037,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/technical/detail_05_d.fbx,0.019,250,0.037,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/lights/warningLight.fbx,0.027,238,0.035,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_corner_a.fbx,0.039,235,0.035,false,1,2,,0,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_corner_b.fbx,0.038,235,0.035,false,1,2,,0,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_02_1x1_b.fbx,0.037,235,0.035,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_02_1x1_corner.fbx,0.039,226,0.034,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/controlpanels/controlpanel_04.fbx,0.018,226,0.034,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/pipes/detail_05_e04.fbx,0.025,224,0.033,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/hull.fbx,0.016,223,0.033,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/ceiling/ceiling_09_connector.fbx,0.029,220,0.033,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/table_03_corner.fbx,0.030,212,0.032,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/details/technical/detail_05_a.fbx,0.025,212,0.032,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/floor/floor/floor_border_corner_01.fbx,0.029,210,0.031,false,1,2,,0,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/floor/floor_border_corner_01.fbx,0.029,210,0.031,false,1,2,,0,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_02_1x1_a.fbx,0.036,204,0.030,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/walls/wall_01_corner_a_ceiling.fbx,0.044,202,0.030,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/props/lights/light_09.fbx,0.039,200,0.030,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/furniture/couch_connector.fbx,0.030,188,0.028,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
Assets/ScifiFacility/Models/structural/floor/floor/floor_part_02.fbx,0.034,186,0.028,false,1,2,,1,0,1,0,MESH_READ_WRITE_ENABLED_STATIC_SUSPECT;MESH_BLENDSHAPES_IMPORT_ENABLED_STATIC_SUSPECT,"Fix ModelImporter risk: disable Read/Write, BlendShapes, colliders, or compression-off unless CPU/hero proof exists."
