"Name","Source","Destination","Length","LastWriteTime"
"NetJitterSim_Report.json","C:\hades\Hecton8\Docs\Reports\NetJitterSim_Report.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\NetJitterSim_Report.json","1201","2026-05-18T01:34:17.3778061+04:00"
"NetJitterSim_RollbackStress_Report.json","C:\hades\Hecton8\Docs\Reports\NetJitterSim_RollbackStress_Report.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\NetJitterSim_RollbackStress_Report.json","1208","2026-05-18T01:34:19.7402642+04:00"
"Net_Protocol_Gate_Report.md","C:\hades\Hecton8\Docs\Reports\Net_Protocol_Gate_Report.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\Net_Protocol_Gate_Report.md","3060","2026-05-18T14:30:50.3945486+04:00"
"Nightly_Build_ArtifactManifest.json","C:\hades\Hecton8\Docs\Reports\Nightly_Build_ArtifactManifest.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\Nightly_Build_ArtifactManifest.json","8139","2026-05-17T05:34:25.6772074+04:00"
"Nightly_Build_FrameTime.svg","C:\hades\Hecton8\Docs\Reports\Nightly_Build_FrameTime.svg","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\Nightly_Build_FrameTime.svg","695","2026-05-17T05:34:25.6772074+04:00"
"Nightly_Build_Report.json","C:\hades\Hecton8\Docs\Reports\Nightly_Build_Report.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\Nightly_Build_Report.json","12459","2026-05-17T05:34:25.6777373+04:00"
"Nightly_Build_Report.md","C:\hades\Hecton8\Docs\Reports\Nightly_Build_Report.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\Nightly_Build_Report.md","11562","2026-05-18T15:07:18.2449108+04:00"
"Nightly_Build_Report_CrashDummy.md","C:\hades\Hecton8\Docs\Reports\Nightly_Build_Report_CrashDummy.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\Nightly_Build_Report_CrashDummy.md","4626","2026-05-18T14:26:05.3381286+04:00"
"Nightly_Build_Report_CrashDummy_FrameTime.svg","C:\hades\Hecton8\Docs\Reports\Nightly_Build_Report_CrashDummy_FrameTime.svg","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\Nightly_Build_Report_CrashDummy_FrameTime.svg","558","2026-05-17T05:34:25.6783571+04:00"
"OMEGA_BUILD_RESTORATION_UNSAFE_PURGE_2026-05-01.md","C:\hades\Hecton8\Docs\Reports\OMEGA_BUILD_RESTORATION_UNSAFE_PURGE_2026-05-01.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\OMEGA_BUILD_RESTORATION_UNSAFE_PURGE_2026-05-01.md","8357","2026-05-18T14:22:06.2597674+04:00"
"OMEGA_BUILD_RESTORATION_UNSAFE_PURGE_V2_2026-05-01.md","C:\hades\Hecton8\Docs\Reports\OMEGA_BUILD_RESTORATION_UNSAFE_PURGE_V2_2026-05-01.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\OMEGA_BUILD_RESTORATION_UNSAFE_PURGE_V2_2026-05-01.md","7630","2026-05-18T14:21:12.7862992+04:00"
"OMEGA_CORE_ENFORCEMENT_2026-05-01.md","C:\hades\Hecton8\Docs\Reports\OMEGA_CORE_ENFORCEMENT_2026-05-01.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\OMEGA_CORE_ENFORCEMENT_2026-05-01.md","8621","2026-05-18T14:33:09.0685686+04:00"
"OMEGA_PURGE_SURGERY_LOG.md","C:\hades\Hecton8\Docs\Reports\OMEGA_PURGE_SURGERY_LOG.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\OMEGA_PURGE_SURGERY_LOG.md","8520","2026-05-18T14:33:09.0695694+04:00"
"PHYSICS_OPTIMIZATION_REPORT_SHINOBU_209.json","C:\hades\Hecton8\Docs\Reports\PHYSICS_OPTIMIZATION_REPORT_SHINOBU_209.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\PHYSICS_OPTIMIZATION_REPORT_SHINOBU_209.json","464","2026-05-20T05:37:50.2756053+04:00"
"PLATFORM_BLOCKER_REGISTER.md","C:\hades\Hecton8\Docs\Reports\PLATFORM_BLOCKER_REGISTER.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\PLATFORM_BLOCKER_REGISTER.md","8833","2026-05-18T14:21:12.7903600+04:00"
"SHINOBU_140_AUP_Compliance.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_AUP_Compliance.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_AUP_Compliance.json","8325","2026-05-20T06:20:30.9639364+04:00"
"SHINOBU_140_Burst_Job_Directives.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Burst_Job_Directives.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Burst_Job_Directives.json","228974","2026-05-20T06:20:31.0405029+04:00"
"SHINOBU_140_Compile_Wall.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Compile_Wall.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Compile_Wall.json","38432","2026-05-20T06:20:30.9710837+04:00"
"SHINOBU_140_Dev_Virtualization.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Dev_Virtualization.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Dev_Virtualization.json","69260","2026-05-20T06:20:31.0445017+04:00"
"SHINOBU_140_Hot_Helper_Complete.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Hot_Helper_Complete.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Hot_Helper_Complete.json","4670","2026-05-20T06:20:31.0536827+04:00"
"SHINOBU_140_Hot_Helper_Registry_Polling.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Hot_Helper_Registry_Polling.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Hot_Helper_Registry_Polling.json","87116","2026-05-20T06:20:31.0516817+04:00"
"SHINOBU_140_Hot_Registry_Polling.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Hot_Registry_Polling.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Hot_Registry_Polling.json","132","2026-05-20T06:20:31.0465017+04:00"
"SHINOBU_140_Mid_Frame_Complete.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Mid_Frame_Complete.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Mid_Frame_Complete.json","130","2026-05-20T06:20:31.0526808+04:00"
"SHINOBU_140_Rollback_Fence_Compliance.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Rollback_Fence_Compliance.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Rollback_Fence_Compliance.json","137","2026-05-20T06:20:31.0455014+04:00"
"SHINOBU_140_Runtime_Struct_Layout.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Runtime_Struct_Layout.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Runtime_Struct_Layout.json","183749","2026-05-20T06:20:31.0343386+04:00"
"SHINOBU_140_SCANNER_SELF_TESTS.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_SCANNER_SELF_TESTS.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_SCANNER_SELF_TESTS.json","574","2026-05-20T06:32:18.0890053+04:00"
"SHINOBU_140_Self_Audit_Proof.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Self_Audit_Proof.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Self_Audit_Proof.json","125","2026-05-20T06:20:31.0546823+04:00"
"SHINOBU_140_Signal_Bus_Topology.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Signal_Bus_Topology.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Signal_Bus_Topology.json","131","2026-05-20T06:20:31.0546823+04:00"
"SHINOBU_140_STATIC_GATE_BASELINE.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_STATIC_GATE_BASELINE.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_STATIC_GATE_BASELINE.json","1541","2026-05-20T06:05:42.0709584+04:00"
"SHINOBU_140_STATIC_GATE_OWNER_MAP.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_STATIC_GATE_OWNER_MAP.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_STATIC_GATE_OWNER_MAP.json","43154","2026-05-20T06:20:31.1292740+04:00"
"SHINOBU_140_Static_Gate_Regression.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Static_Gate_Regression.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Static_Gate_Regression.json","740","2026-05-20T06:20:31.0556817+04:00"
"SHINOBU_140_STATIC_GATE_REGRESSION_ATTRIBUTION.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_STATIC_GATE_REGRESSION_ATTRIBUTION.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_STATIC_GATE_REGRESSION_ATTRIBUTION.json","11879","2026-05-20T06:20:31.1394684+04:00"
"SHINOBU_140_STATIC_GATE_SUMMARY.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_STATIC_GATE_SUMMARY.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_STATIC_GATE_SUMMARY.json","2162","2026-05-20T06:20:31.0586836+04:00"
"SHINOBU_140_Vault_Sovereignty.json","C:\hades\Hecton8\Docs\Reports\SHINOBU_140_Vault_Sovereignty.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_140_Vault_Sovereignty.json","199532","2026-05-20T06:20:30.9690819+04:00"
"SHINOBU_212_SELF_AUDIT.xml","C:\hades\Hecton8\Docs\Reports\SHINOBU_212_SELF_AUDIT.xml","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_212_SELF_AUDIT.xml","17051","2026-05-20T15:17:41.3816158+04:00"
"SHINOBU_215_SELF_AUDIT.xml","C:\hades\Hecton8\Docs\Reports\SHINOBU_215_SELF_AUDIT.xml","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SHINOBU_215_SELF_AUDIT.xml","7348","2026-05-20T06:37:20.4909451+04:00"
"SIGNAL_UNIFICATION_AUDIT.md","C:\hades\Hecton8\Docs\Reports\SIGNAL_UNIFICATION_AUDIT.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\SIGNAL_UNIFICATION_AUDIT.md","13234","2026-05-19T02:55:00.5167563+04:00"
"TEXTURE_PACKING_REPORT.json","C:\hades\Hecton8\Docs\Reports\TEXTURE_PACKING_REPORT.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\TEXTURE_PACKING_REPORT.json","1850","2026-05-20T20:33:52.2597955+04:00"
"TOTAL_CODEBASE_AUDIT_V2.md","C:\hades\Hecton8\Docs\Reports\TOTAL_CODEBASE_AUDIT_V2.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\TOTAL_CODEBASE_AUDIT_V2.md","31813","2026-05-18T14:33:09.0720317+04:00"
"VEHICLE_DATA_INQUISITION_RERUN.json","C:\hades\Hecton8\Docs\Reports\VEHICLE_DATA_INQUISITION_RERUN.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\VEHICLE_DATA_INQUISITION_RERUN.json","245","2026-05-17T14:20:48.2836010+04:00"
"VRAM_Budget_Audit.csv","C:\hades\Hecton8\Docs\Reports\VRAM_Budget_Audit.csv","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\VRAM_Budget_Audit.csv","561976","2026-05-16T05:07:33.3458084+04:00"
"VRAM_Budget_Audit.json","C:\hades\Hecton8\Docs\Reports\VRAM_Budget_Audit.json","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\VRAM_Budget_Audit.json","613063","2026-05-16T05:07:33.3576167+04:00"
"VRAM_Budget_Audit_Summary.md","C:\hades\Hecton8\Docs\Reports\VRAM_Budget_Audit_Summary.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\VRAM_Budget_Audit_Summary.md","35399","2026-05-18T14:21:12.8010003+04:00"
"VRAM_Mesh_Redlines.csv","C:\hades\Hecton8\Docs\Reports\VRAM_Mesh_Redlines.csv","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\VRAM_Mesh_Redlines.csv","87948","2026-05-15T16:00:16.7231922+04:00"
"VRAM_Remediation_Plan.md","C:\hades\Hecton8\Docs\Reports\VRAM_Remediation_Plan.md","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\VRAM_Remediation_Plan.md","115428","2026-05-18T14:21:12.8030069+04:00"
"VRAM_RenderTexture_Redlines.csv","C:\hades\Hecton8\Docs\Reports\VRAM_RenderTexture_Redlines.csv","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\VRAM_RenderTexture_Redlines.csv","373","2026-05-16T05:07:33.3648460+04:00"
"VRAM_RenderTexture_SourceHotspots.csv","C:\hades\Hecton8\Docs\Reports\VRAM_RenderTexture_SourceHotspots.csv","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\VRAM_RenderTexture_SourceHotspots.csv","20087","2026-05-16T05:07:33.3668556+04:00"
"VRAM_Texture_Redlines.csv","C:\hades\Hecton8\Docs\Reports\VRAM_Texture_Redlines.csv","C:\hades\Hecton8\Docs\DEPRECATED\Reports_2026-05-21_REVALIDATION_QUARANTINE\VRAM_Texture_Redlines.csv","192613","2026-05-16T05:07:33.3708760+04:00"
